score_model,risk_model,rule,score_threshold,risk_threshold,gap_threshold,score_cap_threshold,coverage,abstention_rate,low_to_high_covered,low_to_high_all_treat_abstain_safe,label2_recall_covered,MAE_covered,QWK_covered,D1_hidden_pred_ge4_covered,flag_rate_on_gold_high,flag_precision_for_low,flag_recall_for_low_to_high,flag_recall_for_D1_hidden
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,4,2,3,,0.947606142728094,0.052393857271906055,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.40610104861773116,0.5750846478339473,0.8260869565217391,0.05502645502645503,0.05172413793103448,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,4,3,1,,0.7651309846431797,0.23486901535682023,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.38488783943329397,0.6267137233609339,0.75,0.2306878306878307,0.05384615384615385,0.5185185185185185,0.38461538461538464
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,4,3,2,,0.8943089430894309,0.10569105691056911,0.34782608695652173,0.2807017543859649,0.07142857142857142,0.3838383838383838,0.60878612716763,0.75,0.1037037037037037,0.09401709401709402,0.4074074074074074,0.38461538461538464
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,4,3,3,,0.947606142728094,0.052393857271906055,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.40610104861773116,0.5750846478339473,0.8260869565217391,0.05502645502645503,0.05172413793103448,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,4,,1,2,0.6729900632339657,0.32700993676603435,0.1891891891891892,0.12280701754385964,0.1,0.33691275167785234,0.6937352622941655,0.6363636363636364,0.32486772486772486,0.055248618784530384,0.7407407407407407,0.5769230769230769
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,4,,1,3,0.6729900632339657,0.32700993676603435,0.1891891891891892,0.12280701754385964,0.1,0.33691275167785234,0.6937352622941655,0.6363636363636364,0.32486772486772486,0.055248618784530384,0.7407407407407407,0.5769230769230769
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,4,,2,2,0.8943089430894309,0.10569105691056911,0.34782608695652173,0.2807017543859649,0.07142857142857142,0.3838383838383838,0.60878612716763,0.75,0.1037037037037037,0.09401709401709402,0.4074074074074074,0.38461538461538464
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,4,,2,3,0.7678410117434508,0.23215898825654924,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.3835294117647059,0.6269737477289284,0.75,0.2275132275132275,0.054474708171206226,0.5185185185185185,0.38461538461538464
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,4,,3,2,0.926829268292683,0.07317073170731707,0.4117647058823529,0.3684210526315789,0.06060606060606061,0.3996101364522417,0.5821828784206273,0.8095238095238095,0.07195767195767196,0.07407407407407407,0.2222222222222222,0.19230769230769232
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,4,,3,3,0.7678410117434508,0.23215898825654924,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.3835294117647059,0.6269737477289284,0.75,0.2275132275132275,0.054474708171206226,0.5185185185185185,0.38461538461538464
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_pred_le,5,1,,,0.981029810298103,0.018970189701897018,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.4106813996316759,0.5602205367262538,0.8461538461538461,0.022222222222222223,0.0,0.0,0.0
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_pred_le,5,2,,,0.953026196928636,0.04697380307136405,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.4037914691943128,0.5754521922358596,0.8260869565217391,0.04867724867724868,0.057692307692307696,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_pred_le,5,3,,,0.9205058717253839,0.07949412827461608,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.3886162904808636,0.6009851759034097,0.7777777777777778,0.08042328042328042,0.09090909090909091,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_ge,5,,1,,0.8283649503161699,0.17163504968383017,0.3023255813953488,0.22807017543859648,0.08333333333333333,0.3500545256270447,0.6570175840775658,0.6923076923076923,0.1746031746031746,0.07368421052631578,0.5185185185185185,0.5
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_ge,5,,2,,0.9205058717253839,0.07949412827461608,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.3886162904808636,0.6009851759034097,0.7777777777777778,0.08042328042328042,0.09090909090909091,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_ge,5,,3,,0.953026196928636,0.04697380307136405,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.4037914691943128,0.5754521922358596,0.8260869565217391,0.04867724867724868,0.057692307692307696,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,score_cap_le,5,,,2,0.9539295392953929,0.04607046070460705,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.4034090909090909,0.5756924381513947,0.8260869565217391,0.047619047619047616,0.058823529411764705,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,score_cap_le,5,,,3,0.9214092140921409,0.07859078590785908,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.38823529411764707,0.6012266686457345,0.7777777777777778,0.07936507936507936,0.09195402298850575,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,5,1,,2,0.953026196928636,0.04697380307136405,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.4037914691943128,0.5754521922358596,0.8260869565217391,0.04867724867724868,0.057692307692307696,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,5,1,,3,0.9205058717253839,0.07949412827461608,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.3886162904808636,0.6009851759034097,0.7777777777777778,0.08042328042328042,0.09090909090909091,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,5,2,,2,0.953026196928636,0.04697380307136405,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.4037914691943128,0.5754521922358596,0.8260869565217391,0.04867724867724868,0.057692307692307696,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,5,2,,3,0.9205058717253839,0.07949412827461608,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.3886162904808636,0.6009851759034097,0.7777777777777778,0.08042328042328042,0.09090909090909091,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,5,3,,2,0.9205058717253839,0.07949412827461608,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.3886162904808636,0.6009851759034097,0.7777777777777778,0.08042328042328042,0.09090909090909091,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,5,3,,3,0.9205058717253839,0.07949412827461608,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.3886162904808636,0.6009851759034097,0.7777777777777778,0.08042328042328042,0.09090909090909091,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,5,1,1,,0.981029810298103,0.018970189701897018,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.4106813996316759,0.5602205367262538,0.8461538461538461,0.022222222222222223,0.0,0.0,0.0
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,5,1,2,,0.981029810298103,0.018970189701897018,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.4106813996316759,0.5602205367262538,0.8461538461538461,0.022222222222222223,0.0,0.0,0.0
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,5,1,3,,0.981029810298103,0.018970189701897018,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.4106813996316759,0.5602205367262538,0.8461538461538461,0.022222222222222223,0.0,0.0,0.0
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,5,2,1,,0.953026196928636,0.04697380307136405,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.4037914691943128,0.5754521922358596,0.8260869565217391,0.04867724867724868,0.057692307692307696,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,5,2,2,,0.953026196928636,0.04697380307136405,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.4037914691943128,0.5754521922358596,0.8260869565217391,0.04867724867724868,0.057692307692307696,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,5,2,3,,0.953026196928636,0.04697380307136405,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.4037914691943128,0.5754521922358596,0.8260869565217391,0.04867724867724868,0.057692307692307696,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,5,3,1,,0.9205058717253839,0.07949412827461608,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.3886162904808636,0.6009851759034097,0.7777777777777778,0.08042328042328042,0.09090909090909091,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,5,3,2,,0.9205058717253839,0.07949412827461608,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.3886162904808636,0.6009851759034097,0.7777777777777778,0.08042328042328042,0.09090909090909091,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,5,3,3,,0.953026196928636,0.04697380307136405,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.4037914691943128,0.5754521922358596,0.8260869565217391,0.04867724867724868,0.057692307692307696,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,5,,1,2,0.8283649503161699,0.17163504968383017,0.3023255813953488,0.22807017543859648,0.08333333333333333,0.3500545256270447,0.6570175840775658,0.6923076923076923,0.1746031746031746,0.07368421052631578,0.5185185185185185,0.5
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,5,,1,3,0.8283649503161699,0.17163504968383017,0.3023255813953488,0.22807017543859648,0.08333333333333333,0.3500545256270447,0.6570175840775658,0.6923076923076923,0.1746031746031746,0.07368421052631578,0.5185185185185185,0.5
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,5,,2,2,0.9205058717253839,0.07949412827461608,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.3886162904808636,0.6009851759034097,0.7777777777777778,0.08042328042328042,0.09090909090909091,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,5,,2,3,0.9205058717253839,0.07949412827461608,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.3886162904808636,0.6009851759034097,0.7777777777777778,0.08042328042328042,0.09090909090909091,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,5,,3,2,0.953026196928636,0.04697380307136405,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.4037914691943128,0.5754521922358596,0.8260869565217391,0.04867724867724868,0.057692307692307696,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,5,,3,3,0.9205058717253839,0.07949412827461608,0.3877551020408163,0.3333333333333333,0.06666666666666667,0.3886162904808636,0.6009851759034097,0.7777777777777778,0.08042328042328042,0.09090909090909091,0.2962962962962963,0.3076923076923077
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_pred_le,4,1,,,0.9774164408310749,0.022583559168925023,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.4121996303142329,0.560297170990095,0.8461538461538461,0.026455026455026454,0.0,0.0,0.0
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_pred_le,4,2,,,0.9304426377597109,0.06955736224028906,0.4117647058823529,0.3684210526315789,0.06060606060606061,0.3990291262135922,0.5823973306950667,0.8095238095238095,0.06772486772486773,0.07792207792207792,0.2222222222222222,0.19230769230769232
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_pred_le,4,3,,,0.7795844625112918,0.2204155374887082,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.38122827346465815,0.62668034651409,0.75,0.21375661375661376,0.05737704918032787,0.5185185185185185,0.38461538461538464
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,gap_ge,4,,1,,0.6901535682023487,0.3098464317976513,0.1891891891891892,0.12280701754385964,0.1,0.33507853403141363,0.6922091773232206,0.6363636363636364,0.3047619047619048,0.05830903790087463,0.7407407407407407,0.5769230769230769
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,gap_ge,4,,2,,0.90063233965673,0.0993676603432701,0.34782608695652173,0.2807017543859649,0.07142857142857142,0.38214643931795383,0.6096587298672519,0.75,0.0962962962962963,0.1,0.4074074074074074,0.38461538461538464
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,gap_ge,4,,3,,0.9512195121951219,0.04878048780487805,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.40550807217473883,0.5753337347723377,0.8260869565217391,0.050793650793650794,0.05555555555555555,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,score_cap_le,4,,,2,0.931345980126468,0.06865401987353206,0.4117647058823529,0.3684210526315789,0.06060606060606061,0.39864209505334625,0.5826285535717629,0.8095238095238095,0.06666666666666667,0.07894736842105263,0.2222222222222222,0.19230769230769232
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,score_cap_le,4,,,3,0.7813911472448057,0.2186088527551942,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.38034682080924853,0.6269649723714275,0.75,0.21164021164021163,0.05785123966942149,0.5185185185185185,0.38461538461538464
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_or_score_cap,4,1,,2,0.9304426377597109,0.06955736224028906,0.4117647058823529,0.3684210526315789,0.06060606060606061,0.3990291262135922,0.5823973306950667,0.8095238095238095,0.06772486772486773,0.07792207792207792,0.2222222222222222,0.19230769230769232
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_or_score_cap,4,1,,3,0.7804878048780488,0.21951219512195122,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.38078703703703703,0.6267674338715219,0.75,0.2126984126984127,0.05761316872427984,0.5185185185185185,0.38461538461538464
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_or_score_cap,4,2,,2,0.9304426377597109,0.06955736224028906,0.4117647058823529,0.3684210526315789,0.06060606060606061,0.3990291262135922,0.5823973306950667,0.8095238095238095,0.06772486772486773,0.07792207792207792,0.2222222222222222,0.19230769230769232
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_or_score_cap,4,2,,3,0.7804878048780488,0.21951219512195122,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.38078703703703703,0.6267674338715219,0.75,0.2126984126984127,0.05761316872427984,0.5185185185185185,0.38461538461538464
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_or_score_cap,4,3,,2,0.7795844625112918,0.2204155374887082,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.38122827346465815,0.62668034651409,0.75,0.21375661375661376,0.05737704918032787,0.5185185185185185,0.38461538461538464
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_or_score_cap,4,3,,3,0.7795844625112918,0.2204155374887082,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.38122827346465815,0.62668034651409,0.75,0.21375661375661376,0.05737704918032787,0.5185185185185185,0.38461538461538464
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_and_gap,4,1,1,,0.9774164408310749,0.022583559168925023,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.4121996303142329,0.560297170990095,0.8461538461538461,0.026455026455026454,0.0,0.0,0.0
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_and_gap,4,1,2,,0.9774164408310749,0.022583559168925023,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.4121996303142329,0.560297170990095,0.8461538461538461,0.026455026455026454,0.0,0.0,0.0
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_and_gap,4,1,3,,0.9774164408310749,0.022583559168925023,0.47368421052631576,0.47368421052631576,0.05263157894736842,0.4121996303142329,0.560297170990095,0.8461538461538461,0.026455026455026454,0.0,0.0,0.0
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_and_gap,4,2,1,,0.9304426377597109,0.06955736224028906,0.4117647058823529,0.3684210526315789,0.06060606060606061,0.3990291262135922,0.5823973306950667,0.8095238095238095,0.06772486772486773,0.07792207792207792,0.2222222222222222,0.19230769230769232
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_and_gap,4,2,2,,0.9304426377597109,0.06955736224028906,0.4117647058823529,0.3684210526315789,0.06060606060606061,0.3990291262135922,0.5823973306950667,0.8095238095238095,0.06772486772486773,0.07792207792207792,0.2222222222222222,0.19230769230769232
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_and_gap,4,2,3,,0.9512195121951219,0.04878048780487805,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.40550807217473883,0.5753337347723377,0.8260869565217391,0.050793650793650794,0.05555555555555555,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_and_gap,4,3,1,,0.7795844625112918,0.2204155374887082,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.38122827346465815,0.62668034651409,0.75,0.21375661375661376,0.05737704918032787,0.5185185185185185,0.38461538461538464
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_and_gap,4,3,2,,0.90063233965673,0.0993676603432701,0.34782608695652173,0.2807017543859649,0.07142857142857142,0.38214643931795383,0.6096587298672519,0.75,0.0962962962962963,0.1,0.4074074074074074,0.38461538461538464
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,risk_and_gap,4,3,3,,0.9512195121951219,0.04878048780487805,0.4444444444444444,0.42105263157894735,0.05714285714285714,0.40550807217473883,0.5753337347723377,0.8260869565217391,0.050793650793650794,0.05555555555555555,0.1111111111111111,0.11538461538461539
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,gap_or_score_cap,4,,1,2,0.6901535682023487,0.3098464317976513,0.1891891891891892,0.12280701754385964,0.1,0.33507853403141363,0.6922091773232206,0.6363636363636364,0.3047619047619048,0.05830903790087463,0.7407407407407407,0.5769230769230769
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,gap_or_score_cap,4,,1,3,0.6901535682023487,0.3098464317976513,0.1891891891891892,0.12280701754385964,0.1,0.33507853403141363,0.6922091773232206,0.6363636363636364,0.3047619047619048,0.05830903790087463,0.7407407407407407,0.5769230769230769
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,gap_or_score_cap,4,,2,2,0.90063233965673,0.0993676603432701,0.34782608695652173,0.2807017543859649,0.07142857142857142,0.38214643931795383,0.6096587298672519,0.75,0.0962962962962963,0.1,0.4074074074074074,0.38461538461538464
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,gap_or_score_cap,4,,2,3,0.7804878048780488,0.21951219512195122,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.38078703703703703,0.6267674338715219,0.75,0.2126984126984127,0.05761316872427984,0.5185185185185185,0.38461538461538464
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,gap_or_score_cap,4,,3,2,0.9304426377597109,0.06955736224028906,0.4117647058823529,0.3684210526315789,0.06060606060606061,0.3990291262135922,0.5823973306950667,0.8095238095238095,0.06772486772486773,0.07792207792207792,0.2222222222222222,0.19230769230769232
r4b_shuffled_reason_balanced,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,gap_or_score_cap,4,,3,3,0.7804878048780488,0.21951219512195122,0.3023255813953488,0.22807017543859648,0.07692307692307693,0.38078703703703703,0.6267674338715219,0.75,0.2126984126984127,0.05761316872427984,0.5185185185185185,0.38461538461538464
