split,unit,family,contrast,baseline,treatment,metric,delta_treatment_minus_baseline,paired_seed_sample_sd,delta_seed_42,delta_seed_43,delta_seed_44,ci95_low,ci95_high,valid_replicates,undefined_replicates,minimum_valid_met,p_centered_bootstrap_approx,endpoint_role,family_holm_p,pooled_test_holm_sensitivity_p
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Exact,0.00652610441767069,0.005701715206626788,0.0,0.009036144578313254,0.010542168674698815,0.0004989833486987469,0.013127157652474117,10000,0,True,0.047595240475952406,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,MAE,-0.0055220883534136496,0.010251294104750081,0.006024096385542188,-0.009036144578313254,-0.013554216867469882,-0.015549317322402799,0.003974316198441469,10000,0,True,0.28117188281171884,primary,1.0,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Signed_Bias,-0.024598393574297193,0.006791038784371824,-0.018072289156626523,-0.02409638554216867,-0.03162650602409639,-0.035187970356217395,-0.014825608251361502,10000,0,True,9.999000099990002e-05,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,absolute_Signed_Bias,-0.024598393574297193,0.006791038784371824,-0.018072289156626523,-0.02409638554216867,-0.03162650602409639,-0.035187970356217395,-0.014803471158754467,10000,0,True,9.999000099990002e-05,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Kendall_tau_b,0.006752107935902825,0.011109504660132954,-0.005881951094947935,0.011143908089083387,0.014994366813573023,-0.00298422130760085,0.017259936771735124,10000,0,True,0.19208079192080793,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,QWK,0.018078851232962528,0.02856576036110245,-0.014731024286010141,0.03154495991778827,0.03742261806710945,-0.0058298158130887226,0.04421026375306513,10000,0,True,0.16028397160283972,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,L2H_rate,-0.06666666666666667,0.05773502691896258,0.0,-0.10000000000000003,-0.09999999999999998,-0.13888888888888887,0.0,10000,0,True,0.08339166083391661,primary,0.5837416258374163,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,H2L_rate,0.002290950744558992,0.0009920107718034807,0.001718213058419244,0.003436426116838488,0.001718213058419244,0.0005446623093681918,0.004744958481613286,10000,0,True,0.052094790520947905,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Label_1_Recall,0.11111111111111112,0.09622504486493764,0.0,0.16666666666666674,0.16666666666666666,0.0,0.25,9980,20,True,0.20108205590622183,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Label_2_Recall,0.023809523809523808,0.041239304942116126,0.0,0.07142857142857142,0.0,0.0,0.07407407407407407,9999,1,True,0.5265,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Label_3_Recall,0.04838709677419354,0.04267340824297726,0.0,0.06451612903225806,0.08064516129032256,0.007088504728132392,0.10416666666666667,10000,0,True,0.0494950504949505,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Label_4_Recall,0.008438818565400815,0.007308231255564858,0.012658227848101222,0.0,0.012658227848101222,-0.004739336492891007,0.022849462365591378,10000,0,True,0.24957504249575044,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Label_5_Recall,-0.004830917874396119,0.00442760936710707,-0.008695652173912993,0.0,-0.005797101449275366,-0.00933011881597418,-0.001000926075776391,10000,0,True,0.023997600239976002,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,forced_completion_rate,0.024096385542168683,0.020261481998604995,0.04066265060240967,0.001506024096385547,0.03012048192771083,0.00644823297676559,0.041335453100158966,10000,0,True,0.006299370062993701,exploratory,,
dev,question,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,strict_parse_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Exact,-0.0020080321285140443,0.0048411901410607165,0.001506024096385561,-0.0075301204819276935,0.0,-0.0068241469816273295,0.0027324275769144398,10000,0,True,0.43965603439656037,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,MAE,0.0020080321285140625,0.006791038784371829,-0.004518072289156627,0.009036144578313254,0.001506024096385561,-0.0034364261168384944,0.007374631268436572,10000,0,True,0.48305169483051696,primary,1.0,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Signed_Bias,-0.00602409638554217,0.00543004710160239,-0.004518072289156627,-0.012048192771084335,-0.001506024096385547,-0.011849619325662607,-0.0005004817411114245,10000,0,True,0.041195880411958805,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,absolute_Signed_Bias,-0.00602409638554217,0.00543004710160239,-0.004518072289156627,-0.012048192771084335,-0.001506024096385547,-0.011820604588039574,-0.0005004817411114245,10000,0,True,0.0408959104089591,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Kendall_tau_b,-0.0014978239103637565,0.005611251872281326,0.0044841885676144555,-0.006644704127387158,-0.0023329561713185676,-0.007118829207734208,0.00408911707587603,10000,0,True,0.5965403459654035,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,QWK,0.004731691282163737,0.010203185202753935,0.016234616455867767,-0.0032259042602966748,0.0011863616509201202,-0.002643052480052353,0.012298946741215873,10000,0,True,0.2233776622337766,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,L2H_rate,-0.016666666666666663,0.02886751345948128,-0.04999999999999999,0.0,0.0,-0.05128205128205129,0.0,10000,0,True,0.5162483751624838,primary,1.0,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,H2L_rate,0.001145475372279496,0.0009920107718034807,0.0,0.001718213058419244,0.001718213058419244,0.0,0.002898550724637681,10000,0,True,0.22507749225077492,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Label_1_Recall,0.05555555555555556,0.09622504486493764,0.0,0.0,0.16666666666666669,0.0,0.16666666666666666,9980,20,True,0.5148782687105501,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Label_2_Recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999,1,True,1.0,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Label_3_Recall,0.016129032258064512,0.016129032258064516,0.03225806451612903,0.016129032258064502,0.0,-0.005747126436781612,0.039800995024875614,10000,0,True,0.19978002199780023,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Label_4_Recall,-0.008438818565400815,0.007308231255564922,-0.00421940928270037,-0.016877637130801704,-0.00421940928270037,-0.018248591807485913,0.0012627462841341133,10000,0,True,0.0927907209279072,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Label_5_Recall,-0.0019323671497584554,0.003346958082258702,0.0,-0.005797101449275366,0.0,-0.005780346820809228,0.0018993352326685715,10000,0,True,0.35526447355264473,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,forced_completion_rate,-0.005522088353413658,0.011502449033523713,-0.018072289156626536,0.004518072289156627,-0.0030120481927710663,-0.02148965839660815,0.01066002595832442,10000,0,True,0.49155084491550843,exploratory,,
dev,question,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,strict_parse_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Exact,0.0005020080321285203,0.0008695034174542665,0.001506024096385561,0.0,0.0,-0.0047772605369823095,0.005472841324022634,10000,0,True,0.871012898710129,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,MAE,-0.0025100401606425646,0.001739006834908517,-0.004518072289156627,-0.0015060240963855054,-0.001506024096385561,-0.00941915227629512,0.004071402448039464,10000,0,True,0.4767523247675233,primary,1.0,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Signed_Bias,-0.0005020080321285156,0.004600979613409479,-0.004518072289156627,-0.001506024096385547,0.004518072289156627,-0.009424603174603174,0.00783001869208001,10000,0,True,0.9197080291970803,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,absolute_Signed_Bias,-0.0005020080321285156,0.004600979613409479,-0.004518072289156627,-0.001506024096385547,0.004518072289156627,-0.009424603174603174,0.00783001869208001,10000,0,True,0.9196080391960804,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Kendall_tau_b,0.004811621527624266,0.002972140700008914,0.00715675186541731,0.00580905477225746,0.0014690579451980268,-0.0030051166388026626,0.013303164748965906,10000,0,True,0.2511748825117488,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,QWK,0.010379697810302199,0.01376475181746012,0.02621783264351818,0.0036154058480248885,0.0013058549393635266,-0.004121780462259612,0.03081371028516017,10000,0,True,0.2521747825217478,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,L2H_rate,-0.016666666666666663,0.02886751345948128,-0.04999999999999999,0.0,0.0,-0.06060606060606061,0.0,10000,0,True,0.5505449455054494,primary,1.0,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,H2L_rate,0.0,0.001718213058419244,0.001718213058419244,0.0,-0.001718213058419244,-0.001718213058419244,0.001692047377326565,10000,0,True,1.0,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Label_1_Recall,0.11111111111111112,0.1924500897298753,0.33333333333333337,0.0,0.0,0.0,0.25486111111110776,9980,20,True,0.21260394750025047,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Label_2_Recall,0.023809523809523808,0.041239304942116126,0.0,0.07142857142857142,0.0,0.0,0.07407407407407407,9999,1,True,0.5308,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Label_3_Recall,-0.021505376344086013,0.024637503736321714,0.0,-0.04838709677419353,-0.016129032258064502,-0.05238095238095239,0.005557909604519747,10000,0,True,0.1633836616338366,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Label_4_Recall,-3.700743415417188e-17,0.012658227848101278,-0.012658227848101333,0.012658227848101222,0.0,-0.010144927536231899,0.010752688172042967,10000,0,True,0.9774022597740226,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Label_5_Recall,0.0019323671497584922,0.00442760936710707,0.005797101449275366,-0.0028985507246376274,0.0028985507246377384,-0.00275501118670383,0.006554307116104868,10000,0,True,0.43895610438956106,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,forced_completion_rate,-0.01706827309236948,0.015085320483249726,-0.0015060240963855331,-0.01807228915662651,-0.03162650602409639,-0.03203362412097917,-0.0026408941354596903,10000,0,True,0.020397960203979604,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,strict_parse_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Exact,0.005020080321285166,0.004841190141060717,0.003012048192771122,0.001506024096385561,0.010542168674698815,-0.002011060834590276,0.012403433953044165,10000,0,True,0.18218178182181782,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,MAE,-0.006024096385542151,0.006564606842681756,-0.0030120481927710663,-0.0015060240963855054,-0.013554216867469882,-0.01999999999999998,0.006015037593984973,10000,0,True,0.38476152384761525,primary,1.0,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Signed_Bias,-0.03112449799196788,0.005701715206626771,-0.027108433734939777,-0.03765060240963855,-0.02861445783132531,-0.04602768321103038,-0.018200728029121174,10000,0,True,0.00029997000299970003,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,absolute_Signed_Bias,-0.03112449799196788,0.005701715206626771,-0.027108433734939777,-0.03765060240963855,-0.02861445783132531,-0.04602768321103038,-0.018200498485428984,10000,0,True,0.00029997000299970003,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Kendall_tau_b,0.010065905553163335,0.004190998389862716,0.005758989338083831,0.01030825873395369,0.014130468587452483,-0.001624027842879965,0.02429464044402623,10000,0,True,0.12288771122887711,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,QWK,0.033190240325428465,0.006192943261442742,0.027721424813375806,0.03193446150551649,0.039914834657393095,-0.0006967388456612503,0.07588848968836782,10000,0,True,0.0857914208579142,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,L2H_rate,-0.09999999999999999,3.254629732262919e-17,-0.09999999999999998,-0.10000000000000003,-0.09999999999999998,-0.1904761904761905,-0.018518518518518528,10000,0,True,0.035396460353964605,primary,0.28317168283171684,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,H2L_rate,0.0034364261168384883,0.0017182130584192437,0.003436426116838488,0.005154639175257732,0.001718213058419244,0.0005952380952380953,0.0068376068376068385,10000,0,True,0.0301969803019698,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Label_1_Recall,0.27777777777777785,0.0962250448649376,0.33333333333333337,0.16666666666666674,0.33333333333333337,0.0,0.5555555555555556,9980,20,True,0.07023344354273119,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Label_2_Recall,0.047619047619047616,0.08247860988423225,0.0,0.14285714285714285,0.0,0.0,0.10256410256410257,9999,1,True,0.1879,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Label_3_Recall,0.04301075268817204,0.01862420223192341,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.011695906432748537,0.08196721311475409,10000,0,True,0.0192980701929807,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Label_4_Recall,-3.700743415417188e-17,0.007308231255564922,-0.0042194092827004814,-0.0042194092827004814,0.008438818565400852,-0.015564202334630333,0.015603390957446823,10000,0,True,0.9882011798820118,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Label_5_Recall,-0.004830917874396083,0.003346958082258702,-0.0028985507246376274,-0.008695652173912993,-0.0028985507246376274,-0.009233610341643607,-0.0010040160642570397,10000,0,True,0.023997600239976002,exploratory,,
