family,contrast,metric,delta_treatment_minus_baseline,historical_bootstrap,historical_ci95_low,historical_ci95_high,historical_holm_p,question_ci95_low,question_ci95_high,question_holm_p
SFT_DEV,ALIGNED_VS_SHUFFLED,Label_2_Recall,0.023809523809523808,seed_plus_record_hierarchical_2000,0.0,0.12130681818181767,,0.0,0.07407407407407407,
SFT_DEV,ALIGNED_VS_SHUFFLED,Label_5_Recall,-0.007729468599033858,seed_plus_record_hierarchical_2000,-0.029159557491827776,0.011769095697980618,,-0.023121387283236948,0.007207207207207209,
PREFERENCE_DEV,DEV_FIELD,Exact,0.00652610441767069,seed_plus_record_hierarchical_2000,-0.0030120481927708997,0.01807228915662662,,0.0004989833486987469,0.013127157652474117,
PREFERENCE_DEV,DEV_FIELD,MAE,-0.0055220883534136496,seed_plus_record_hierarchical_2000,-0.02259036144578319,0.009036144578313256,,-0.015549317322402799,0.003974316198441469,1.0
PREFERENCE_DEV,DEV_FIELD,L2H_rate,-0.06666666666666667,seed_plus_record_hierarchical_2000,-0.20520833333333333,0.0,,-0.13888888888888887,0.0,0.5837416258374163
PREFERENCE_DEV,DEV_FIELD,Label_2_Recall,0.023809523809523808,seed_plus_record_hierarchical_2000,0.0,0.125,,0.0,0.07407407407407407,
PREFERENCE_DEV,DEV_FIELD,Label_5_Recall,-0.004830917874396119,seed_plus_record_hierarchical_2000,-0.013340136054421742,0.003039745348061461,,-0.00933011881597418,-0.001000926075776391,
PREFERENCE_DEV,DEV_OFFSET,Exact,-0.0020080321285140443,seed_plus_record_hierarchical_2000,-0.010542168674698704,0.00453062248995993,,-0.0068241469816273295,0.0027324275769144398,
PREFERENCE_DEV,DEV_OFFSET,MAE,0.0020080321285140625,seed_plus_record_hierarchical_2000,-0.006024096385542244,0.011558734939759051,,-0.0034364261168384944,0.007374631268436572,1.0
PREFERENCE_DEV,DEV_OFFSET,L2H_rate,-0.016666666666666663,seed_plus_record_hierarchical_2000,-0.07843137254901966,0.0,,-0.05128205128205129,0.0,1.0
PREFERENCE_DEV,DEV_OFFSET,Label_2_Recall,0.0,seed_plus_record_hierarchical_2000,0.0,0.0,,0.0,0.0,
PREFERENCE_DEV,DEV_OFFSET,Label_5_Recall,-0.0019323671497584554,seed_plus_record_hierarchical_2000,-0.008876662553133186,0.003798670465337001,,-0.005780346820809228,0.0018993352326685715,
PREFERENCE_DEV,DEV_JOINT,Exact,0.0005020080321285203,seed_plus_record_hierarchical_2000,-0.006024096385542244,0.007028112449799065,,-0.0047772605369823095,0.005472841324022634,
PREFERENCE_DEV,DEV_JOINT,MAE,-0.0025100401606425646,seed_plus_record_hierarchical_2000,-0.0115461847389558,0.005522088353413612,,-0.00941915227629512,0.004071402448039464,1.0
PREFERENCE_DEV,DEV_JOINT,L2H_rate,-0.016666666666666663,seed_plus_record_hierarchical_2000,-0.08333333333333337,0.0,,-0.06060606060606061,0.0,1.0
PREFERENCE_DEV,DEV_JOINT,Label_2_Recall,0.023809523809523808,seed_plus_record_hierarchical_2000,0.0,0.1111111111111111,,0.0,0.07407407407407407,
PREFERENCE_DEV,DEV_JOINT,Label_5_Recall,0.0019323671497584922,seed_plus_record_hierarchical_2000,-0.0058651026392961825,0.010272221564682271,,-0.00275501118670383,0.006554307116104868,
PREFERENCE_DEV,DEV_JOINT_VS_SFT,Exact,0.005020080321285166,seed_plus_record_hierarchical_2000,-0.005020080321284981,0.015060240963855387,,-0.002011060834590276,0.012403433953044165,
PREFERENCE_DEV,DEV_JOINT_VS_SFT,MAE,-0.006024096385542151,seed_plus_record_hierarchical_2000,-0.021084337349397575,0.010542168674698815,,-0.01999999999999998,0.006015037593984973,1.0
PREFERENCE_DEV,DEV_JOINT_VS_SFT,L2H_rate,-0.09999999999999999,seed_plus_record_hierarchical_2000,-0.23338235294117646,0.0,,-0.1904761904761905,-0.018518518518518528,0.28317168283171684
PREFERENCE_DEV,DEV_JOINT_VS_SFT,Label_2_Recall,0.047619047619047616,seed_plus_record_hierarchical_2000,0.0,0.19047619047619047,,0.0,0.10256410256410257,
PREFERENCE_DEV,DEV_JOINT_VS_SFT,Label_5_Recall,-0.004830917874396083,seed_plus_record_hierarchical_2000,-0.01275082188564044,0.0,,-0.009233610341643607,-0.0010040160642570397,
FORMAL_TEST,H1_FIELD_DPO,Exact,0.006762849413886422,fixed_seed_record_10000_sign_tail_p_approximation,0.003005710850616403,0.010519987977156586,,0.002070393374741204,0.011680731664305891,
FORMAL_TEST,H1_FIELD_DPO,MAE,-0.024496543432521778,fixed_seed_record_10000_sign_tail_p_approximation,-0.03261196272918543,-0.01698226630598132,0.0011998800119988001,-0.03855348800076248,-0.011853464799530965,0.0034996500349965005
FORMAL_TEST,H1_FIELD_DPO,absolute_Signed_Bias,-0.03982566877066427,fixed_seed_record_10000_sign_tail_p_approximation,-0.04824165915238954,-0.03201082055906221,,-0.05550585483891894,-0.02616690459044837,
FORMAL_TEST,H1_FIELD_DPO,Kendall_tau_b,0.026327683279580943,fixed_seed_record_10000_sign_tail_p_approximation,0.018888097873187876,0.03412216569876969,,0.01432682281590576,0.03919464024205835,
FORMAL_TEST,H1_FIELD_DPO,QWK,0.09532252439385162,fixed_seed_record_10000_sign_tail_p_approximation,0.07559539526899857,0.11485193879854981,,0.05763595879130817,0.12846618262917317,
FORMAL_TEST,H1_FIELD_DPO,L2H_rate,-0.16181229773462782,fixed_seed_record_10000_sign_tail_p_approximation,-0.20125786163522008,-0.12548914189331642,0.0011998800119988001,-0.21461273695862737,-0.10852713178294578,0.0005999400059994001
FORMAL_TEST,H1_FIELD_DPO,H2L_rate,0.0008676036786395974,fixed_seed_record_10000_sign_tail_p_approximation,0.0001718213058419244,0.0019107173875282265,,0.0,0.002196616162797562,
FORMAL_TEST,H1_FIELD_DPO,Label_5_Recall,-0.0036081043574798612,fixed_seed_record_10000_sign_tail_p_approximation,-0.006683375104427736,-0.000824385331342978,,-0.006678907337537261,-0.000923877727610929,
FORMAL_TEST,H2_ORDINAL_OFFSET,Exact,0.0013525698827772843,fixed_seed_record_10000_sign_tail_p_approximation,-0.0010519987977156697,0.0037608957018336283,,-0.0012835969898293948,0.004198672356567058,
FORMAL_TEST,H2_ORDINAL_OFFSET,MAE,-0.0031559963931469905,fixed_seed_record_10000_sign_tail_p_approximation,-0.00676284941388644,0.00030057108506159613,0.0805919408059194,-0.00767704222890625,0.0006060743926986184,0.1586841315868413
FORMAL_TEST,H2_ORDINAL_OFFSET,absolute_Signed_Bias,-0.007063420498947999,fixed_seed_record_10000_sign_tail_p_approximation,-0.010820559062218238,-0.0033062819356778073,,-0.011437333084284487,-0.0032065230494428124,
FORMAL_TEST,H2_ORDINAL_OFFSET,Kendall_tau_b,0.001809698125308105,fixed_seed_record_10000_sign_tail_p_approximation,-0.0013293996601503458,0.005128197177375548,,-0.0015802864829960173,0.005267800210039623,
FORMAL_TEST,H2_ORDINAL_OFFSET,QWK,0.010434105575927536,fixed_seed_record_10000_sign_tail_p_approximation,0.0019011860422130434,0.01990427146802334,,0.001162127239916697,0.02190660463504063,
FORMAL_TEST,H2_ORDINAL_OFFSET,L2H_rate,-0.01941747572815533,fixed_seed_record_10000_sign_tail_p_approximation,-0.03819444444444442,-0.0031446540880503138,0.073992600739926,-0.04411912355303568,-0.002949205609894958,0.1586841315868413
FORMAL_TEST,H2_ORDINAL_OFFSET,H2L_rate,0.00017352073572791948,fixed_seed_record_10000_sign_tail_p_approximation,-0.0,0.0005254860746190225,,0.0,0.0005347593582887701,
FORMAL_TEST,H2_ORDINAL_OFFSET,Label_5_Recall,-0.0016652789342214887,fixed_seed_record_10000_sign_tail_p_approximation,-0.0035991888587870225,0.0002686168631704175,,-0.003666102650874195,3.700743415417188e-17,
FORMAL_TEST,H3_RATIONALE_BLOCK,Exact,0.0012022843402464585,fixed_seed_record_10000_sign_tail_p_approximation,-0.0015028554253079252,0.003907424105800916,,-0.0016863665088972062,0.0042194569919866975,
FORMAL_TEST,H3_RATIONALE_BLOCK,MAE,-0.006311992786293963,fixed_seed_record_10000_sign_tail_p_approximation,-0.01112113014727989,-0.0018034265103696878,0.016798320167983202,-0.013466567868362546,-0.00046302392180006343,0.1586841315868413
FORMAL_TEST,H3_RATIONALE_BLOCK,absolute_Signed_Bias,-0.0015028554253080824,fixed_seed_record_10000_sign_tail_p_approximation,-0.006762849413886371,0.0033062819356777934,,-0.008629551782318891,0.004587881664293618,
FORMAL_TEST,H3_RATIONALE_BLOCK,Kendall_tau_b,0.0067451975192101,fixed_seed_record_10000_sign_tail_p_approximation,0.001467218404262069,0.012434352142998078,,0.0004075287950499181,0.014240422138100903,
FORMAL_TEST,H3_RATIONALE_BLOCK,QWK,0.01922258276436099,fixed_seed_record_10000_sign_tail_p_approximation,0.007275533232139727,0.03243616678090117,,0.0028282763830192446,0.03918807467795149,
FORMAL_TEST,H3_RATIONALE_BLOCK,L2H_rate,-0.03236245954692559,fixed_seed_record_10000_sign_tail_p_approximation,-0.0542635658914728,-0.012458174685589022,0.012798720127987202,-0.06363721484507999,-0.00611481790380875,0.12318768123187682
FORMAL_TEST,H3_RATIONALE_BLOCK,H2L_rate,-0.00034704147145583897,fixed_seed_record_10000_sign_tail_p_approximation,-0.0008739730816290858,-0.0,,-0.0008818342151675485,0.0,
FORMAL_TEST,H3_RATIONALE_BLOCK,Label_5_Recall,0.0013877324451845678,fixed_seed_record_10000_sign_tail_p_approximation,-0.0011534025374855261,0.004163197335553592,,-0.0014184699215870704,0.004611064967126562,
MECHANISM_TEST,C1_BLOCK_BALANCED_SFT,Exact,0.016080553050796514,fixed_seed_record_10000_sign_tail_p_approximation,0.005560565073639889,0.026600541027953173,,0.004030182289411286,0.02880292865915998,
MECHANISM_TEST,C1_BLOCK_BALANCED_SFT,MAE,-0.030507965133754145,fixed_seed_record_10000_sign_tail_p_approximation,-0.04343252179140361,-0.017583408476104623,0.0011998800119988001,-0.04810439377527163,-0.014181219370590593,0.0023997600239976003
MECHANISM_TEST,C1_BLOCK_BALANCED_SFT,absolute_Signed_Bias,-0.0028554253080853575,fixed_seed_record_10000_sign_tail_p_approximation,-0.01577998196573488,0.010369702434625788,,-0.02643890232174276,0.018583592300873957,
MECHANISM_TEST,C1_BLOCK_BALANCED_SFT,Kendall_tau_b,0.045543093305836245,fixed_seed_record_10000_sign_tail_p_approximation,0.027836828286635137,0.06348096235392746,,0.022819853043836057,0.0687799526267933,
MECHANISM_TEST,C1_BLOCK_BALANCED_SFT,QWK,0.06525465150082772,fixed_seed_record_10000_sign_tail_p_approximation,0.03814381753551317,0.0922488639467003,,0.023473499162866656,0.10836792532349836,
MECHANISM_TEST,C1_BLOCK_BALANCED_SFT,L2H_rate,-0.04530744336569581,fixed_seed_record_10000_sign_tail_p_approximation,-0.09090909090909094,0.0033670033670033543,0.0735926407359264,-0.11204743579674865,0.020833333333333332,0.1718828117188281
MECHANISM_TEST,C1_BLOCK_BALANCED_SFT,H2L_rate,0.0005205622071837585,fixed_seed_record_10000_sign_tail_p_approximation,-0.0,0.0012102351313969572,,0.0,0.001644759397465138,
MECHANISM_TEST,C1_BLOCK_BALANCED_SFT,Label_5_Recall,0.007771301693033601,fixed_seed_record_10000_sign_tail_p_approximation,-0.003355775136791994,0.018610206206924364,,-0.006779960309237969,0.02231526208989529,
MECHANISM_TEST,C2_FIELD_LOCAL_DPO,Exact,0.0048091373609859085,fixed_seed_record_10000_sign_tail_p_approximation,0.0015028554253081472,0.0079688908926962,,0.0007274526604213589,0.009091007519981084,
MECHANISM_TEST,C2_FIELD_LOCAL_DPO,MAE,-0.018334836188758624,fixed_seed_record_10000_sign_tail_p_approximation,-0.025548542230237392,-0.011571986774872365,0.0011998800119988001,-0.03034434762757604,-0.007486919017393968,0.0068993100689931
MECHANISM_TEST,C2_FIELD_LOCAL_DPO,absolute_Signed_Bias,-0.03306281935677788,fixed_seed_record_10000_sign_tail_p_approximation,-0.04057709648331831,-0.02599939885782991,,-0.04680442039230982,-0.02132617374281583,
MECHANISM_TEST,C2_FIELD_LOCAL_DPO,Kendall_tau_b,0.021422127130940643,fixed_seed_record_10000_sign_tail_p_approximation,0.014270644168826072,0.02878520243067342,,0.01108805659197868,0.03249988736225077,
MECHANISM_TEST,C2_FIELD_LOCAL_DPO,QWK,0.07299505826833168,fixed_seed_record_10000_sign_tail_p_approximation,0.05386821065465698,0.09251351238773213,,0.03869404187764701,0.1045100856984549,
MECHANISM_TEST,C2_FIELD_LOCAL_DPO,L2H_rate,-0.11650485436893203,fixed_seed_record_10000_sign_tail_p_approximation,-0.14960629921259844,-0.08580858085808585,0.0011998800119988001,-0.168675938321186,-0.06666666666666667,0.0005999400059994001
MECHANISM_TEST,C2_FIELD_LOCAL_DPO,H2L_rate,0.0008676036786395974,fixed_seed_record_10000_sign_tail_p_approximation,0.0001718213058419244,0.0019107173875282265,,0.0,0.002196616162797562,
MECHANISM_TEST,C2_FIELD_LOCAL_DPO,Label_5_Recall,-0.004440743824590587,fixed_seed_record_10000_sign_tail_p_approximation,-0.007062146892655388,-0.001955771755510048,,-0.00754521540933928,-0.0017167381974249403,
MECHANISM_TEST,C3_ACTUAL_ERROR_NEGATIVES,Exact,0.003306281935677761,fixed_seed_record_10000_sign_tail_p_approximation,-0.0018034265103696878,0.008415990381725247,,-0.0030483606336910653,0.009485746564148653,
MECHANISM_TEST,C3_ACTUAL_ERROR_NEGATIVES,MAE,-0.0178839795611662,fixed_seed_record_10000_sign_tail_p_approximation,-0.026149684400360695,-0.010069131349564164,0.0011998800119988001,-0.031287083370804804,-0.005421121280452747,0.013398660133986601
MECHANISM_TEST,C3_ACTUAL_ERROR_NEGATIVES,absolute_Signed_Bias,-0.0509467989179441,fixed_seed_record_10000_sign_tail_p_approximation,-0.059212503757138574,-0.04328223624887284,,-0.06453997537885149,-0.03880830219269629,
MECHANISM_TEST,C3_ACTUAL_ERROR_NEGATIVES,Kendall_tau_b,0.020744608050300428,fixed_seed_record_10000_sign_tail_p_approximation,0.011300857229453792,0.03042362392499578,,0.006596110160510833,0.03567105719577065,
MECHANISM_TEST,C3_ACTUAL_ERROR_NEGATIVES,QWK,0.07712452287491815,fixed_seed_record_10000_sign_tail_p_approximation,0.05654395188191572,0.09769324804518797,,0.04036239143681117,0.11303536551238981,
MECHANISM_TEST,C3_ACTUAL_ERROR_NEGATIVES,L2H_rate,-0.11003236245954691,fixed_seed_record_10000_sign_tail_p_approximation,-0.14478114478114473,-0.07878787878787885,0.0011998800119988001,-0.16666666666666666,-0.0588235294117647,0.0014998500149985001
MECHANISM_TEST,C3_ACTUAL_ERROR_NEGATIVES,H2L_rate,0.0006940829429116779,fixed_seed_record_10000_sign_tail_p_approximation,-0.0,0.0017182352117593475,,0.0,0.0019916711931921055,
MECHANISM_TEST,C3_ACTUAL_ERROR_NEGATIVES,Label_5_Recall,-0.01887316125451007,fixed_seed_record_10000_sign_tail_p_approximation,-0.024227234753550597,-0.013923698134224338,,-0.02613399446378604,-0.012708457733162834,
