split,unit,arm,metric,mean,seed_sample_sd,ci95_low,ci95_high,valid_replicates,undefined_replicates,minimum_valid_met
dev,question,R2,absolute_Signed_Bias,0.15813253012048192,0.0227902800458156,0.10065394342632582,0.21871990575334277,10000,0,True
dev,question,R2,Kendall_tau_b,0.570997703702512,0.012523619005704156,0.5126811564261438,0.6276786871343863,10000,0,True
dev,question,R2,QWK,0.5468270916108585,0.04427975761704497,0.48641710379870096,0.604164912830286,10000,0,True
dev,question,R2,L2H_rate,0.65,0.09999999999999998,0.4666666666666666,0.8095238095238094,10000,0,True
dev,question,R2,H2L_rate,0.001145475372279496,0.0009920107718034807,0.0,0.0036036036036036037,10000,0,True
dev,question,R2,Label_1_Recall,0.27777777777777773,0.19245008972987526,0.0,0.5555555555555555,9980,20,True
dev,question,R2,Label_2_Recall,0.0,0.0,0.0,0.0,9999,1,True
dev,question,R2,Label_3_Recall,0.18279569892473121,0.04656050557980854,0.09940730203888098,0.2755576923076923,10000,0,True
dev,question,R2,Label_4_Recall,0.6638537271448662,0.004872154170376594,0.5964183951817641,0.7279521674140508,10000,0,True
dev,question,R2,Label_5_Recall,0.8502415458937199,0.004427609367107119,0.8081100320714564,0.8885632593213239,10000,0,True
dev,question,R2,forced_completion_rate,0.2545180722891566,0.03842575548847312,0.23091988174126724,0.2805608909535638,10000,0,True
dev,question,R2,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,question,R3,Exact,0.7038152610441767,0.004347517087271268,0.6638446808195354,0.7427177019539223,10000,0,True
dev,question,R3,MAE,0.34086345381526106,0.00758015505549273,0.29101298602075354,0.3930511977626024,10000,0,True
dev,question,R3,Signed_Bias,0.1280120481927711,0.009036144578313261,0.07508746960801756,0.18289554018881685,10000,0,True
dev,question,R3,absolute_Signed_Bias,0.1280120481927711,0.009036144578313261,0.07508746960801756,0.18289554018881685,10000,0,True
dev,question,R3,Kendall_tau_b,0.5910629903676948,0.0064113430059489305,0.5318953744607671,0.6475282475762573,10000,0,True
dev,question,R3,QWK,0.5927714296981902,0.030208750214505958,0.5196780051001129,0.6583079972879258,10000,0,True
dev,question,R3,L2H_rate,0.5166666666666666,0.07637626158259732,0.3333333333333333,0.7222222222222222,10000,0,True
dev,question,R3,H2L_rate,0.002290950744558992,0.0009920107718034807,0.0,0.006410256410256411,10000,0,True
dev,question,R3,Label_1_Recall,0.4444444444444444,0.2545875386086578,0.1111111111111111,0.7777777777777778,9980,20,True
dev,question,R3,Label_2_Recall,0.023809523809523808,0.041239304942116126,0.0,0.07407407407407407,9999,1,True
dev,question,R3,Label_3_Recall,0.18279569892473116,0.009312101115961698,0.09333333333333334,0.27957469278033786,10000,0,True
dev,question,R3,Label_4_Recall,0.6849507735583685,0.012890508283982685,0.6205958937469559,0.7485392506690455,10000,0,True
dev,question,R3,Label_5_Recall,0.8425120772946859,0.014589052048832376,0.800777174580834,0.8808779600378608,10000,0,True
dev,question,R3,forced_completion_rate,0.1636546184738956,0.0834496816854157,0.13888780551222046,0.18985270049099837,10000,0,True
dev,question,R3,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,question,P1_FIELD_DPO,Exact,0.7103413654618475,0.004600979613409474,0.6716937525761054,0.748550239870941,10000,0,True
dev,question,P1_FIELD_DPO,MAE,0.33534136546184734,0.01207952752561845,0.2866548966935645,0.3861767061178825,10000,0,True
dev,question,P1_FIELD_DPO,Signed_Bias,0.10341365461847389,0.013498322951554969,0.05250066063360177,0.15683523769219918,10000,0,True
dev,question,P1_FIELD_DPO,absolute_Signed_Bias,0.10341365461847389,0.013498322951554969,0.05250066063360177,0.15683523769219918,10000,0,True
dev,question,P1_FIELD_DPO,Kendall_tau_b,0.5978150983035976,0.011963387754428989,0.5398417429219596,0.653065713543786,10000,0,True
dev,question,P1_FIELD_DPO,QWK,0.6108502809311528,0.04076717367633185,0.5402893346689703,0.6768761049434352,10000,0,True
dev,question,P1_FIELD_DPO,L2H_rate,0.45,0.08660254037844388,0.24992283950617292,0.6669753086419707,10000,0,True
dev,question,P1_FIELD_DPO,H2L_rate,0.004581901489117984,0.0009920107718034807,0.0006060606060606061,0.009644412529145321,10000,0,True
dev,question,P1_FIELD_DPO,Label_1_Recall,0.5555555555555556,0.2545875386086578,0.2222222222222222,0.888888888888889,9980,20,True
dev,question,P1_FIELD_DPO,Label_2_Recall,0.047619047619047616,0.041239304942116126,0.0,0.10256410256410257,9999,1,True
dev,question,P1_FIELD_DPO,Label_3_Recall,0.23118279569892475,0.04656050557980852,0.1324200913242009,0.3333333333333333,10000,0,True
dev,question,P1_FIELD_DPO,Label_4_Recall,0.6933895921237694,0.013563503180018222,0.6337444493241595,0.7529255783882016,10000,0,True
dev,question,P1_FIELD_DPO,Label_5_Recall,0.8376811594202898,0.013282828101321309,0.7956650019824364,0.8762781186094069,10000,0,True
dev,question,P1_FIELD_DPO,forced_completion_rate,0.18775100401606426,0.10349282460987287,0.1629027581214517,0.21407185628742517,10000,0,True
dev,question,P1_FIELD_DPO,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,question,P2_SORC_SCORE,Exact,0.7083333333333334,0.0008695034174542665,0.6701064206182754,0.7463444731344244,10000,0,True
dev,question,P2_SORC_SCORE,MAE,0.3373493975903614,0.0054300471016024,0.28906240060432564,0.3880048625216094,10000,0,True
dev,question,P2_SORC_SCORE,Signed_Bias,0.09738955823293173,0.015961960939342008,0.04509768655663704,0.15169791589660184,10000,0,True
dev,question,P2_SORC_SCORE,absolute_Signed_Bias,0.09738955823293173,0.015961960939342008,0.04509768655663704,0.15169791589660184,10000,0,True
dev,question,P2_SORC_SCORE,Kendall_tau_b,0.5963172743932339,0.006352677242153175,0.5376321298938386,0.6524365978555392,10000,0,True
dev,question,P2_SORC_SCORE,QWK,0.6155819722133166,0.032266692647950054,0.5417432702810885,0.6835105365078922,10000,0,True
dev,question,P2_SORC_SCORE,L2H_rate,0.43333333333333335,0.07637626158259735,0.22805023923444975,0.6666666666666666,10000,0,True
dev,question,P2_SORC_SCORE,H2L_rate,0.0057273768613974796,0.0009920107718034807,0.0014931829888609914,0.011278726477209965,10000,0,True
dev,question,P2_SORC_SCORE,Label_1_Recall,0.6111111111111112,0.1924500897298753,0.27777777777777773,0.9166666666666666,9980,20,True
dev,question,P2_SORC_SCORE,Label_2_Recall,0.047619047619047616,0.041239304942116126,0.0,0.10256410256410257,9999,1,True
dev,question,P2_SORC_SCORE,Label_3_Recall,0.24731182795698925,0.03357525805590535,0.1452991452991453,0.3551912568306011,10000,0,True
dev,question,P2_SORC_SCORE,Label_4_Recall,0.6849507735583685,0.01756680168325852,0.6238921763751171,0.7443618928744787,10000,0,True
dev,question,P2_SORC_SCORE,Label_5_Recall,0.8357487922705314,0.013070289138617122,0.7936003195845401,0.8742519347270371,10000,0,True
dev,question,P2_SORC_SCORE,forced_completion_rate,0.18222891566265062,0.09409939368562234,0.1565875751309122,0.20884376976874952,10000,0,True
dev,question,P2_SORC_SCORE,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,question,P3_JOINT_SORC,Exact,0.7088353413654619,0.0008695034174542665,0.6706399540358422,0.746558691881485,10000,0,True
dev,question,P3_JOINT_SORC,MAE,0.3348393574297189,0.0037900775277463525,0.28689218944398226,0.3848451388683464,10000,0,True
dev,question,P3_JOINT_SORC,Signed_Bias,0.09688755020080321,0.014471420989357,0.046270030865502514,0.14960126106931634,10000,0,True
dev,question,P3_JOINT_SORC,absolute_Signed_Bias,0.09688755020080321,0.014471420989357,0.046270030865502514,0.14960126106931634,10000,0,True
dev,question,P3_JOINT_SORC,Kendall_tau_b,0.6011288959208582,0.00594035255600983,0.5433343180376069,0.6558047235116958,10000,0,True
dev,question,P3_JOINT_SORC,QWK,0.6259616700236187,0.026995855907876738,0.5536478384950129,0.6917003130166467,10000,0,True
dev,question,P3_JOINT_SORC,L2H_rate,0.4166666666666667,0.07637626158259735,0.21333333333333335,0.6507936507936507,10000,0,True
dev,question,P3_JOINT_SORC,H2L_rate,0.00572737686139748,0.0019840215436069614,0.0016366612111292963,0.011186152313274297,10000,0,True
dev,question,P3_JOINT_SORC,Label_1_Recall,0.7222222222222223,0.1924500897298753,0.3333333333333333,1.0,9980,20,True
dev,question,P3_JOINT_SORC,Label_2_Recall,0.07142857142857142,0.07142857142857142,0.0,0.125,9999,1,True
dev,question,P3_JOINT_SORC,Label_3_Recall,0.22580645161290325,0.016129032258064516,0.12820512820512822,0.32812700320512816,10000,0,True
dev,question,P3_JOINT_SORC,Label_4_Recall,0.6849507735583685,0.01902637026507555,0.6231829777994897,0.7449280851998242,10000,0,True
dev,question,P3_JOINT_SORC,Label_5_Recall,0.8376811594202899,0.015337688759794736,0.7961835021244398,0.875897435897436,10000,0,True
dev,question,P3_JOINT_SORC,forced_completion_rate,0.16516064257028115,0.09709281791191338,0.13987128005134192,0.19255039969854387,10000,0,True
dev,question,P3_JOINT_SORC,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,qa,S0,Exact,0.6671686746987951,0.043099662714621075,0.6355889724310777,0.6983392004925174,10000,0,True
dev,qa,S0,MAE,0.38755020080321284,0.048994029357287014,0.34534444624264987,0.43053488125530104,10000,0,True
dev,qa,S0,Signed_Bias,0.11847389558232933,0.06928256482790193,0.06492808953072698,0.1726740376740377,10000,0,True
dev,qa,S0,absolute_Signed_Bias,0.11847389558232933,0.06928256482790193,0.07109737248840804,0.1726740376740377,10000,0,True
dev,qa,S0,Kendall_tau_b,0.5228655505770191,0.07736488473754123,0.47231953706900454,0.5729647220219021,10000,0,True
dev,qa,S0,QWK,0.4896739045822927,0.1043506353504084,0.43962009848885053,0.5374152134803085,10000,0,True
dev,qa,S0,L2H_rate,0.7333333333333334,0.1607275126832159,0.5686274509803922,0.873015873015873,10000,0,True
dev,qa,S0,H2L_rate,0.000572737686139748,0.0009920107718034805,0.0,0.0017605633802816902,10000,0,True
dev,qa,S0,Label_1_Recall,0.16666666666666666,0.2886751345948129,0.0,0.3333333333333333,9973,27,True
dev,qa,S0,Label_2_Recall,0.0,0.0,0.0,0.0,10000,0,True
dev,qa,S0,Label_3_Recall,0.14516129032258066,0.03225806451612904,0.07222222222222223,0.22950819672131148,10000,0,True
dev,qa,S0,Label_4_Recall,0.6863572433192685,0.0654121853965316,0.6336082896978108,0.7369146005509641,10000,0,True
dev,qa,S0,Label_5_Recall,0.7835748792270532,0.11129579274690397,0.7464355948869223,0.8204394164859347,10000,0,True
dev,qa,S0,forced_completion_rate,0.0035140562248995983,0.006086523922179789,0.0009935419771485345,0.00677334722831651,10000,0,True
dev,qa,S0,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,qa,R1,Exact,0.7063253012048193,0.009160786943220197,0.6706825799438355,0.7400296009932176,10000,0,True
dev,qa,R1,MAE,0.3383534136546185,0.010027602588071383,0.2962962962962963,0.38318227593152066,10000,0,True
dev,qa,R1,Signed_Bias,0.13755020080321287,0.009077882188767632,0.08724155320221887,0.1889607547004618,10000,0,True
dev,qa,R1,absolute_Signed_Bias,0.13755020080321287,0.009077882188767632,0.08724155320221887,0.1889607547004618,10000,0,True
dev,qa,R1,Kendall_tau_b,0.5875185419911803,0.01710385167030146,0.5331739784282897,0.6390309401295796,10000,0,True
dev,qa,R1,QWK,0.5944973642508081,0.020848391246681367,0.519336894227586,0.660929306915729,10000,0,True
dev,qa,R1,L2H_rate,0.5166666666666667,0.028867513459481315,0.3055555555555556,0.7254901960784315,10000,0,True
dev,qa,R1,H2L_rate,0.000572737686139748,0.0009920107718034805,0.0,0.0017826107715813585,10000,0,True
dev,qa,R1,Label_1_Recall,0.5,0.16666666666666666,0.1111111111111111,0.8888888888888888,9973,27,True
dev,qa,R1,Label_2_Recall,0.023809523809523808,0.041239304942116126,0.0,0.08333333333333333,10000,0,True
dev,qa,R1,Label_3_Recall,0.17741935483870966,0.02793630334788511,0.08743169398907104,0.27692307692307694,10000,0,True
dev,qa,R1,Label_4_Recall,0.6821378340365682,0.021652326748721057,0.6198824188129899,0.7420302970686602,10000,0,True
dev,qa,R1,Label_5_Recall,0.8492753623188406,0.005020437123388021,0.811870286285978,0.8855728752686274,10000,0,True
dev,qa,R1,forced_completion_rate,0.1757028112449799,0.08260282465815429,0.1557207302047755,0.1963204085036976,10000,0,True
dev,qa,R1,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,qa,R2,Exact,0.6982931726907631,0.004347517087271268,0.6641748225103541,0.7322243165265412,10000,0,True
dev,qa,R2,MAE,0.3539156626506024,0.010542168674698812,0.3103970957168232,0.3990898698258674,10000,0,True
dev,qa,R2,Signed_Bias,0.15813253012048192,0.0227902800458156,0.1062868811249681,0.2107625043118317,10000,0,True
dev,qa,R2,absolute_Signed_Bias,0.15813253012048192,0.0227902800458156,0.1062868811249681,0.2107625043118317,10000,0,True
dev,qa,R2,Kendall_tau_b,0.570997703702512,0.012523619005704156,0.516813067624656,0.6233397552385339,10000,0,True
dev,qa,R2,QWK,0.5468270916108585,0.04427975761704497,0.4853981631497852,0.6013336054126984,10000,0,True
dev,qa,R2,L2H_rate,0.65,0.09999999999999998,0.4561403508771929,0.8235552115583072,10000,0,True
dev,qa,R2,H2L_rate,0.001145475372279496,0.0009920107718034807,0.0,0.003565221543162717,10000,0,True
dev,qa,R2,Label_1_Recall,0.27777777777777773,0.19245008972987526,0.0,0.5555555555555555,9973,27,True
dev,qa,R2,Label_2_Recall,0.0,0.0,0.0,0.0,10000,0,True
dev,qa,R2,Label_3_Recall,0.18279569892473121,0.04656050557980854,0.10052910052910052,0.2702745198028216,10000,0,True
dev,qa,R2,Label_4_Recall,0.6638537271448662,0.004872154170376594,0.6021494751158145,0.7226915766306523,10000,0,True
dev,qa,R2,Label_5_Recall,0.8502415458937199,0.004427609367107119,0.8135265700483091,0.8864271001390115,10000,0,True
dev,qa,R2,forced_completion_rate,0.2545180722891566,0.03842575548847312,0.23338404998414033,0.2761466910932225,10000,0,True
dev,qa,R2,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,qa,R3,Exact,0.7038152610441767,0.004347517087271268,0.6686746233052511,0.7367601835225586,10000,0,True
dev,qa,R3,MAE,0.34086345381526106,0.00758015505549273,0.2989179826188331,0.385827641390187,10000,0,True
dev,qa,R3,Signed_Bias,0.1280120481927711,0.009036144578313261,0.07849133537206932,0.17918012138644665,10000,0,True
dev,qa,R3,absolute_Signed_Bias,0.1280120481927711,0.009036144578313261,0.07849133537206932,0.17918012138644665,10000,0,True
dev,qa,R3,Kendall_tau_b,0.5910629903676948,0.0064113430059489305,0.5377094499998537,0.6415830867432831,10000,0,True
dev,qa,R3,QWK,0.5927714296981902,0.030208750214505958,0.5220015146264598,0.6542985850616687,10000,0,True
dev,qa,R3,L2H_rate,0.5166666666666666,0.07637626158259732,0.3157894736842105,0.7142857142857144,10000,0,True
dev,qa,R3,H2L_rate,0.002290950744558992,0.0009920107718034807,0.0,0.006655851358846363,10000,0,True
dev,qa,R3,Label_1_Recall,0.4444444444444444,0.2545875386086578,0.1111111111111111,0.7777777777777778,9973,27,True
dev,qa,R3,Label_2_Recall,0.023809523809523808,0.041239304942116126,0.0,0.08333333333333333,10000,0,True
dev,qa,R3,Label_3_Recall,0.18279569892473116,0.009312101115961698,0.09523809523809523,0.27878787878787875,10000,0,True
dev,qa,R3,Label_4_Recall,0.6849507735583685,0.012890508283982685,0.6248129801508673,0.7426160337552744,10000,0,True
dev,qa,R3,Label_5_Recall,0.8425120772946859,0.014589052048832376,0.8049726974881689,0.8787878787878788,10000,0,True
dev,qa,R3,forced_completion_rate,0.1636546184738956,0.0834496816854157,0.14328786167347296,0.18423694779116465,10000,0,True
dev,qa,R3,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,qa,P1_FIELD_DPO,Exact,0.7103413654618475,0.004600979613409474,0.6756085444610035,0.7430033694847146,10000,0,True
dev,qa,P1_FIELD_DPO,MAE,0.33534136546184734,0.01207952752561845,0.29371955552684287,0.37922423806691236,10000,0,True
dev,qa,P1_FIELD_DPO,Signed_Bias,0.10341365461847389,0.013498322951554969,0.05546657378942965,0.15235431429431998,10000,0,True
dev,qa,P1_FIELD_DPO,absolute_Signed_Bias,0.10341365461847389,0.013498322951554969,0.05546657378942965,0.15235431429431998,10000,0,True
dev,qa,P1_FIELD_DPO,Kendall_tau_b,0.5978150983035976,0.011963387754428989,0.544436765527732,0.6477429466616074,10000,0,True
dev,qa,P1_FIELD_DPO,QWK,0.6108502809311528,0.04076717367633185,0.5424039035387141,0.6712838672847313,10000,0,True
dev,qa,P1_FIELD_DPO,L2H_rate,0.45,0.08660254037844388,0.25,0.6666666666666666,10000,0,True
dev,qa,P1_FIELD_DPO,H2L_rate,0.004581901489117984,0.0009920107718034807,0.0006016847172081829,0.009638010494300096,10000,0,True
dev,qa,P1_FIELD_DPO,Label_1_Recall,0.5555555555555556,0.2545875386086578,0.2222222222222222,0.8888888888888888,9973,27,True
dev,qa,P1_FIELD_DPO,Label_2_Recall,0.047619047619047616,0.041239304942116126,0.0,0.1111111111111111,10000,0,True
dev,qa,P1_FIELD_DPO,Label_3_Recall,0.23118279569892475,0.04656050557980852,0.13218390804597702,0.3333333333333333,10000,0,True
dev,qa,P1_FIELD_DPO,Label_4_Recall,0.6933895921237694,0.013563503180018222,0.6354598847517731,0.7489177489177489,10000,0,True
dev,qa,P1_FIELD_DPO,Label_5_Recall,0.8376811594202898,0.013282828101321309,0.7994267258612647,0.8746357761663883,10000,0,True
dev,qa,P1_FIELD_DPO,forced_completion_rate,0.18775100401606426,0.10349282460987287,0.16666666666666666,0.2093953023488256,10000,0,True
dev,qa,P1_FIELD_DPO,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,qa,P2_SORC_SCORE,Exact,0.7083333333333334,0.0008695034174542665,0.6740407556828041,0.740965302789306,10000,0,True
dev,qa,P2_SORC_SCORE,MAE,0.3373493975903614,0.0054300471016024,0.29583848312081423,0.3815399698340875,10000,0,True
dev,qa,P2_SORC_SCORE,Signed_Bias,0.09738955823293173,0.015961960939342008,0.0489010147643644,0.14731139406982305,10000,0,True
dev,qa,P2_SORC_SCORE,absolute_Signed_Bias,0.09738955823293173,0.015961960939342008,0.0489010147643644,0.14731139406982305,10000,0,True
dev,qa,P2_SORC_SCORE,Kendall_tau_b,0.5963172743932339,0.006352677242153175,0.5424534966324637,0.6466811748827318,10000,0,True
dev,qa,P2_SORC_SCORE,QWK,0.6155819722133166,0.032266692647950054,0.5463540141459721,0.6765982961024801,10000,0,True
dev,qa,P2_SORC_SCORE,L2H_rate,0.43333333333333335,0.07637626158259735,0.23809523809523805,0.6481481481481483,10000,0,True
dev,qa,P2_SORC_SCORE,H2L_rate,0.0057273768613974796,0.0009920107718034807,0.0016204845533293142,0.011318619128466328,10000,0,True
dev,qa,P2_SORC_SCORE,Label_1_Recall,0.6111111111111112,0.1924500897298753,0.27777777777777773,0.9166666666666666,9973,27,True
dev,qa,P2_SORC_SCORE,Label_2_Recall,0.047619047619047616,0.041239304942116126,0.0,0.1111111111111111,10000,0,True
dev,qa,P2_SORC_SCORE,Label_3_Recall,0.24731182795698925,0.03357525805590535,0.14492070002734483,0.35606713688610236,10000,0,True
dev,qa,P2_SORC_SCORE,Label_4_Recall,0.6849507735583685,0.01756680168325852,0.6276232114467409,0.7399432739543091,10000,0,True
dev,qa,P2_SORC_SCORE,Label_5_Recall,0.8357487922705314,0.013070289138617122,0.797144661614147,0.8727814084708234,10000,0,True
dev,qa,P2_SORC_SCORE,forced_completion_rate,0.18222891566265062,0.09409939368562234,0.16064177721946238,0.20423372842586812,10000,0,True
dev,qa,P2_SORC_SCORE,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,qa,P3_JOINT_SORC,Exact,0.7088353413654619,0.0008695034174542665,0.6743116348016902,0.7416416496113575,10000,0,True
dev,qa,P3_JOINT_SORC,MAE,0.3348393574297189,0.0037900775277463525,0.2938192104978187,0.3787658238262186,10000,0,True
dev,qa,P3_JOINT_SORC,Signed_Bias,0.09688755020080321,0.014471420989357,0.0492196857605862,0.1462268313685192,10000,0,True
dev,qa,P3_JOINT_SORC,absolute_Signed_Bias,0.09688755020080321,0.014471420989357,0.0492196857605862,0.1462268313685192,10000,0,True
dev,qa,P3_JOINT_SORC,Kendall_tau_b,0.6011288959208582,0.00594035255600983,0.5485198823432623,0.6503648673291321,10000,0,True
dev,qa,P3_JOINT_SORC,QWK,0.6259616700236187,0.026995855907876738,0.5589655994983308,0.684299697365926,10000,0,True
dev,qa,P3_JOINT_SORC,L2H_rate,0.4166666666666667,0.07637626158259735,0.22666666666666668,0.6315789473684211,10000,0,True
dev,qa,P3_JOINT_SORC,H2L_rate,0.00572737686139748,0.0019840215436069614,0.0011990407673860913,0.011204481792717087,10000,0,True
dev,qa,P3_JOINT_SORC,Label_1_Recall,0.7222222222222223,0.1924500897298753,0.3333333333333333,1.0,9973,27,True
dev,qa,P3_JOINT_SORC,Label_2_Recall,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,10000,0,True
dev,qa,P3_JOINT_SORC,Label_3_Recall,0.22580645161290325,0.016129032258064516,0.12934520943668754,0.3284313725490196,10000,0,True
dev,qa,P3_JOINT_SORC,Label_4_Recall,0.6849507735583685,0.01902637026507555,0.6270750350897158,0.741805537836746,10000,0,True
dev,qa,P3_JOINT_SORC,Label_5_Recall,0.8376811594202899,0.015337688759794736,0.7996302552853078,0.8745213418571613,10000,0,True
dev,qa,P3_JOINT_SORC,forced_completion_rate,0.16516064257028115,0.09709281791191338,0.14358174707964277,0.18780765683078077,10000,0,True
dev,qa,P3_JOINT_SORC,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,record,S0,Exact,0.6671686746987951,0.043099662714621075,0.6365461847389557,0.6987951807228915,10000,0,True
dev,record,S0,MAE,0.38755020080321284,0.048994029357287014,0.3458835341365462,0.42872740963855405,10000,0,True
dev,record,S0,Signed_Bias,0.11847389558232933,0.06928256482790193,0.06927710843373494,0.1681726907630522,10000,0,True
dev,record,S0,absolute_Signed_Bias,0.11847389558232933,0.06928256482790193,0.07329317269076306,0.1681726907630522,10000,0,True
dev,record,S0,Kendall_tau_b,0.5228655505770191,0.07736488473754123,0.4722159558711564,0.5725220114025413,10000,0,True
dev,record,S0,QWK,0.4896739045822927,0.1043506353504084,0.4391275612644699,0.5378136226576145,10000,0,True
dev,record,S0,L2H_rate,0.7333333333333334,0.1607275126832159,0.5757575757575758,0.8695853462157807,10000,0,True
dev,record,S0,H2L_rate,0.000572737686139748,0.0009920107718034805,0.0,0.0017513134851138354,10000,0,True
dev,record,S0,Label_1_Recall,0.16666666666666666,0.2886751345948129,0.0,0.3333333333333333,9977,23,True
dev,record,S0,Label_2_Recall,0.0,0.0,0.0,0.0,10000,0,True
dev,record,S0,Label_3_Recall,0.14516129032258066,0.03225806451612904,0.07344632768361582,0.22424242424242424,10000,0,True
dev,record,S0,Label_4_Recall,0.6863572433192685,0.0654121853965316,0.6349206349206349,0.7373737373737373,10000,0,True
dev,record,S0,Label_5_Recall,0.7835748792270532,0.11129579274690397,0.747897332846182,0.8189925109509679,10000,0,True
dev,record,S0,forced_completion_rate,0.0035140562248995983,0.006086523922179789,0.0010040160642570282,0.006526104417670683,10000,0,True
dev,record,S0,strict_parse_rate,1.0,0.0,1.0,1.0,10000,0,True
dev,record,R1,Exact,0.7063253012048193,0.009160786943220197,0.6731927710843374,0.7394578313253012,10000,0,True
dev,record,R1,MAE,0.3383534136546185,0.010027602588071383,0.2971887550200803,0.38052208835341367,10000,0,True
dev,record,R1,Signed_Bias,0.13755020080321287,0.009077882188767632,0.09036144578313253,0.1857429718875502,10000,0,True
dev,record,R1,absolute_Signed_Bias,0.13755020080321287,0.009077882188767632,0.09036144578313253,0.1857429718875502,10000,0,True
