sample_id,original_label,primary_score,primary_confidence,routed,route_reasons,reference_status
38638126af3ed565fceb79316f2cd04de51d7af5,5,4,0.85,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
df7098bda7679c74c37ca5b76bf75913c679fc03,5,4,0.85,True,primary_original_disagreement|primary_detected_failure|primary_score_cap,teacher_routing_metadata_not_human_review
56482e327fad5d766b7b04796be08239f87c4c07,5,5,1.0,False,,teacher_routing_metadata_not_human_review
7b950863725c3f977e3682aa14c3e210b705f035,5,5,1.0,False,,teacher_routing_metadata_not_human_review
43303f67b98c41d3781f0318c9e023da0c1186fe,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
5a7339369e02b0bf86476fd651b3f89bbde8699b,5,5,1.0,False,,teacher_routing_metadata_not_human_review
d1ed7e4b2380d3d2591d6922034cd7e25ae6a810,5,5,0.95,False,,teacher_routing_metadata_not_human_review
a37753ddd5309a428fbe97ca91367b9650d5cf41,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
bfa79a451124e92a28ed189db1d126bbe01a9177,5,4,0.82,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
7175a2ca5335b82598f8cf6ff459922c22013bf1,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
7496c90a96f6033c4bc474146bb6b1c1fe5f5c21,5,5,0.95,False,,teacher_routing_metadata_not_human_review
56882a55e9d1c5eb452992ad59af4de25e5ae6bb,5,5,1.0,False,,teacher_routing_metadata_not_human_review
ac928704ee42f09cda816880d5004a8c95ed84e1,5,5,0.95,False,,teacher_routing_metadata_not_human_review
2fb2e7b662bd63032405fac81132e33579f49cab,5,5,1.0,False,,teacher_routing_metadata_not_human_review
6442e6a2ff5144c096a3c01cf2f4c3cf062c519f,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
2344f7712481acb079590b1b052c58451eaafdc7,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
d0227768197b29e1099c6e0836b9827ec27b85e8,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
0575632a8d01ebe516fabf0f509b77b2a8f1a5b2,4,4,0.9,False,,teacher_routing_metadata_not_human_review
fe19436d900d8b1c0aa4e9fd38405b0ba83ac358,4,4,0.9,True,primary_score_cap,teacher_routing_metadata_not_human_review
381c1561829c0ca1e85c97e4f4ddaf9b8b9a9af3,5,5,1.0,False,,teacher_routing_metadata_not_human_review
52fe2ddd3f0de180f118658a1307ea966b4fa1d6,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
dad353af0c9f2d64222cbd99f626f49968148547,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
1e7d19b1218c2098913d92ed59c0901244042551,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
327d944b5588223ee01f87fed218bbe0c40c9818,4,4,0.85,False,,teacher_routing_metadata_not_human_review
2be84a232220ef5bbc0fdb71879b2e84fdfcaaf2,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
ece46fd7a503f922ad07bf9a2a19bf90ac8d1286,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
ef502614a2e376d5cdab1eb11d34195ce4c2b3c7,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
3c11d42525a74938618e1f6803e62c961a766dd0,4,4,0.8,False,,teacher_routing_metadata_not_human_review
6d0e3fade89ad7d83f9e22afa027e68a61a3122c,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
a43ab8e62bbbe94573e686077790997e40134423,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
782057f8ff32a09cc88426c644a4eddaafbeb027,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
c54968846ebdc39afca78b0761e80832937eccec,4,4,0.8,False,,teacher_routing_metadata_not_human_review
20d35eb477b521921e71f5a8edba8024a500af6c,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
7dbeb448571253eeaeeda2ec68f8d2cc870ec3dd,5,5,1.0,False,,teacher_routing_metadata_not_human_review
36b7456a8780fed1fbcc8cfff7a6868ddbcb9054,5,5,0.95,False,,teacher_routing_metadata_not_human_review
5f7cc781f63751977be92751240ab8201c2a6281,5,5,1.0,False,,teacher_routing_metadata_not_human_review
f16aebdc05a7b0477abba49c6a64aa2d3d2c0f4c,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
078b8c4d733a930290b1c2286d3283ea8b99c4ab,5,5,0.95,False,,teacher_routing_metadata_not_human_review
1623887f0eb40734d42f245583fc35bc36352750,5,5,1.0,False,,teacher_routing_metadata_not_human_review
9306b32e3ea963962744cb05c3778035c45e4150,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
7171275475208319103ef42e50addcac18a31e09,4,4,0.82,False,,teacher_routing_metadata_not_human_review
dec4c6c783f75c657018bc38f0bff5780f56135a,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
2b72717b2e4e665a25965708b7a306fb978e9c04,4,4,0.9,True,primary_score_cap,teacher_routing_metadata_not_human_review
7be7e467acc637c7b34fb287e7d6f0afd421b4c5,3,5,0.95,True,primary_original_disagreement|large_score_gap,teacher_routing_metadata_not_human_review
7e2ae90d53f6e3687fbbba1e3b958b61b374423d,4,4,0.82,False,,teacher_routing_metadata_not_human_review
3769d73767b20049216c6a533b1c67b2a3e182e0,4,4,0.85,False,,teacher_routing_metadata_not_human_review
5b798542cd62f8944d6dd0fbf1e0926a43a31d34,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
c45aa36bb96459cc0cdb9cb763c0b819e564695e,3,5,1.0,True,primary_original_disagreement|large_score_gap,teacher_routing_metadata_not_human_review
6bc36b99f77c520d1812a8ede03437e7a66317eb,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
cc4861163d50151009c996d725a43d9f19c6f2f7,5,5,1.0,False,,teacher_routing_metadata_not_human_review
990ddbba7fe61d1068eb3af204f620b9fb7a5bf0,5,5,1.0,False,,teacher_routing_metadata_not_human_review
1e9af7fb370b2ded3bcf9ec5e6d172dd06b0a853,5,5,1.0,False,,teacher_routing_metadata_not_human_review
a2b39793b8060f92014d8342c83bb8293779a974,5,5,0.95,False,,teacher_routing_metadata_not_human_review
5c0d7ba4414f162998a714b1efd8a7b03ddc7421,5,5,0.95,False,,teacher_routing_metadata_not_human_review
2675a883ab4340dc6002f5f547bef8717c83e070,5,5,0.95,False,,teacher_routing_metadata_not_human_review
9e592401cd8550fb24ba8ec35365c90dedf6544e,5,5,1.0,False,,teacher_routing_metadata_not_human_review
dfda9e1632f8d3d7bd2b01936d848f8351d80f65,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
f7acf7c70b462d13e2ccb01c1be8041f0b0238c4,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
4c646c69440f2582b479b0a5eafd80a31a54ae7e,5,5,0.95,True,locked_high_score_control,teacher_routing_metadata_not_human_review
309dbcee61fbb30c0b749345e67ff54f7f3b4a42,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
f8996cb3f1b29c051e2822c915df9efabcd21119,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
b2b682464598204658497cbb4877832f2addee19,5,5,0.95,False,,teacher_routing_metadata_not_human_review
4b0efbe2f74795973e022ddabdc3358368101cc9,4,4,0.85,False,,teacher_routing_metadata_not_human_review
f387f23333caf5e5037345abafba0d986beac283,5,5,0.95,False,,teacher_routing_metadata_not_human_review
9fbf7dbec19da5f6f5f0e760e181c7e23fbd80ae,4,4,0.82,False,,teacher_routing_metadata_not_human_review
0e54ffac34fa7f91e6f677878bf2da9c344ba8ed,5,5,0.95,False,,teacher_routing_metadata_not_human_review
33d42d9c6d79c6370c06ea92d1b865c586ab91ec,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
71b469efb8ab7f3123f2562e5d6781e58ed1172c,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
b0c597dbb5aaf4151a322e1428520fb6c998cd4a,3,4,0.8,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
7c716be03cf9cf46f20d1d10c090bfc01367c259,5,5,1.0,False,,teacher_routing_metadata_not_human_review
3460f3e8bca3efe9b185114ebe11e37178d17617,5,4,0.8,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
8e724171acf99bd945ca009472494c436ed8a85c,5,5,1.0,False,,teacher_routing_metadata_not_human_review
41f6f52edd1473f3cc3cde8e6923d1e09fa429d5,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
52c007fafe18ddccafe1125ba38c1240dbad1413,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
f953bed6fad3a062089c98d4d4f523b8e6f22104,3,4,0.85,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
4dae68eec2954a26d0633f29635baf0027a759a1,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
75077596e274ffc21186e7cb30eefece28d48574,4,4,0.9,False,,teacher_routing_metadata_not_human_review
127ac6d8a189355aa2451eaddcd32e8d32cee0c1,5,5,0.95,False,,teacher_routing_metadata_not_human_review
c36f42b5e02b15aa25ffd76544c3a62564e45215,5,5,1.0,False,,teacher_routing_metadata_not_human_review
5e21d131a92ff092aa054488ce8c85638904335f,5,5,1.0,False,,teacher_routing_metadata_not_human_review
e9145f13a2d7884f86ff16cd4ce3a146853591d2,5,5,1.0,True,locked_high_score_control,teacher_routing_metadata_not_human_review
1e74f853fe7c30e4846473b3f9fb848763ceda29,5,5,0.95,False,,teacher_routing_metadata_not_human_review
6d3bf89865dddddc9f005194c830e21f70ed590d,5,5,0.95,False,,teacher_routing_metadata_not_human_review
e7ed9361a2d3ef289d7d3a885154d36fd3400e7c,5,5,0.95,False,,teacher_routing_metadata_not_human_review
8f48af3a376474983aa51aff04369b480c51d089,5,5,0.95,False,,teacher_routing_metadata_not_human_review
eeeb649e091d72f7374ea2a2b461b8de949691c0,5,5,0.95,False,,teacher_routing_metadata_not_human_review
5edcd514e905a2d8bdb693b9877d6db68362c3c6,5,5,1.0,False,,teacher_routing_metadata_not_human_review
ccc3cb559df9ddd31e167ccb8bbd83c6c3154e13,5,5,1.0,False,,teacher_routing_metadata_not_human_review
cf8dd549abf162038eb3c28c5ca63728033c408b,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
fbe7aa6e72d224d67f2e93dd045287a117283fd0,5,5,1.0,False,,teacher_routing_metadata_not_human_review
7023b6e6a13670710feb642a8d4467fdb4aabe77,5,5,0.95,False,,teacher_routing_metadata_not_human_review
4c536b78c14e58b06b44b7cb1af405183cb6072e,5,5,1.0,False,,teacher_routing_metadata_not_human_review
2b5d6b8e980e52f5fffe0dfbd34963e32a0b7c30,5,5,0.95,False,,teacher_routing_metadata_not_human_review
5c7ec4813f8df520597726af0695b816ba4850e5,5,5,1.0,False,,teacher_routing_metadata_not_human_review
a131305ca30b6feb6781bc33fcfb74b3878753e2,5,5,1.0,False,,teacher_routing_metadata_not_human_review
ba7b570ac1e1c9a88025a5727e0a7d0fefd42249,5,5,0.95,False,,teacher_routing_metadata_not_human_review
8a9287ce0b662a5aecb93854576d3c2c92ae4449,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
6b6efec7495e2a188ca768c14aec100d56f87f32,5,5,0.95,False,,teacher_routing_metadata_not_human_review
2c6508ccfea0433dbd440f372f5f6a907b47f2c4,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
a66f0d9262590243b179e74ad011958d3c4696c5,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
b964c643ca86d6b40fdfa27d27cebca463b607e4,3,4,0.9,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
dc44881fb2ce7f4ed004d1431046ac0180af9a0b,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
38d70b6e4574e86f730b29404adbf643018d7ab1,3,4,0.82,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
da58b3f4a39062cf7c44b466b552d68bce879b8c,5,5,1.0,False,,teacher_routing_metadata_not_human_review
af030e7c32c27df620c364d13e519b0ec11d302c,5,5,1.0,False,,teacher_routing_metadata_not_human_review
bffed78fd170c0878afb6b8d0dee003f855dd924,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
6093f8b841baad5d4b8765f948bf290b2ef95e8c,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
c5579563452b2230f960b1d480aab652bdfbd2ab,5,5,1.0,False,,teacher_routing_metadata_not_human_review
db58c2b281136c3481b06e0d2c10ca9fab903b13,5,5,0.98,False,,teacher_routing_metadata_not_human_review
01ffcbf103c1dce7417ed4518a50fc19a77d1ee9,5,5,0.95,False,,teacher_routing_metadata_not_human_review
a4d0ae0d36f99a1180d7f56d3135efe6cd559ffa,5,5,1.0,False,,teacher_routing_metadata_not_human_review
3e886322f21e407e4b3452cb665b4735d89912b2,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
ac419329b41875a1a1479b00514997e6147228fe,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
270134347e26def037f794824be5a922a7e62e86,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
73d7f7bac1ca01853869efe76727d8a445b32a92,4,4,0.85,False,,teacher_routing_metadata_not_human_review
9288b079e2f0b3b0f60741c88fee643c9aa92776,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
71bbe496949221e291fec4b3e8718ac8348f2f23,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
f8790d86d1a22156c67321eaff85fb489fa9b226,5,5,1.0,True,locked_high_score_control,teacher_routing_metadata_not_human_review
53d4ecc9789fee71e233f3dc79ed3c570cb15ffd,5,5,1.0,False,,teacher_routing_metadata_not_human_review
149042d0e9daa885208abd9cfee6669849e776ee,5,5,1.0,True,locked_high_score_control,teacher_routing_metadata_not_human_review
8a5e797f78a38f6c092021696dcb25aa8c3e3f08,5,5,0.95,False,,teacher_routing_metadata_not_human_review
22ca3600122d22430deaf80de38b4c2144cd004c,5,5,0.95,False,,teacher_routing_metadata_not_human_review
d89ca421c1f14e3dad81e1bea3e0b1d973f83eed,5,5,0.95,False,,teacher_routing_metadata_not_human_review
81d1a54396e957138bd34f865560606b2cc10a88,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
713ed03067a96a256882d8d3300edfdc371e9b32,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
4ba54fbfa460cde28741c21ec8b05fbb2e191376,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
8a61472168f00a3f54f2cb63d372aeed8902f469,5,5,0.95,False,,teacher_routing_metadata_not_human_review
9e7a13a7d03b21cdfb44917fdaafd7137dd1c7f7,5,5,0.95,False,,teacher_routing_metadata_not_human_review
996947257b8dd730b64898e3de4ac96ce6bf2bc6,5,5,1.0,False,,teacher_routing_metadata_not_human_review
ae0daa8f1a22591ee054c662d9cb8e58c39a8e35,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
9a2a89b50ed401519f72dff896015626d67166ac,5,5,1.0,False,,teacher_routing_metadata_not_human_review
784407cc07fd42f70902d5ea9b79d29c74bd2f0d,5,5,0.95,False,,teacher_routing_metadata_not_human_review
0dbe176b0f01e3d10e38c6b7bc013d53579a4416,5,5,0.95,False,,teacher_routing_metadata_not_human_review
09bda9e251bb85ffe968f63e24305e35669887f8,5,5,1.0,False,,teacher_routing_metadata_not_human_review
1635c38594f892a587564cc33f944325faa2fb17,5,5,0.95,False,,teacher_routing_metadata_not_human_review
e3327b95e4f9fc521ff3732c717c9af5be3f052a,5,5,1.0,False,,teacher_routing_metadata_not_human_review
6e8585a14c5550830fc6c17733ef08dc99be6e3f,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
49027d59786dbce8b7c095f0b31ee149e496a1a0,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
360455e8767307329feaafbc43ecbceb7ddd92a9,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
12bcd4b81301c8060ad287927889a9a1b7c967ea,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
b1d868af417a0ddfa44b01acfe45c2d0e82ca4d6,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
f1c07460268899ed81858d4e07cc193756c7e002,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
0d40c4e038dc7d5a21771c0a4bb6822f5ed5cb86,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
03a0da37856d7f5174ddbd5db28290e222c32335,5,5,1.0,True,locked_high_score_control,teacher_routing_metadata_not_human_review
83f392c23a425eb68ae94e2a3ab603cbf9f7b1a0,5,4,0.82,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
3b83318676be87a02a8ee7db952868ae6e7e52be,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
3f61af329a1dd6863f10138761a3bc3ad01a5a82,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
2ed19d70a0cc14f967441a4ab808d206d476aedd,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
bef113dd7f9c15d02ef1a6d6e18956de9c4cf8b6,5,5,1.0,False,,teacher_routing_metadata_not_human_review
badb8b4fcac1c1880fdab0cd16df838cc28ca238,3,5,1.0,True,primary_original_disagreement|large_score_gap,teacher_routing_metadata_not_human_review
4de4f09d8ef24b58efc3a813f1732cce515b5f81,3,5,1.0,True,primary_original_disagreement|large_score_gap,teacher_routing_metadata_not_human_review
435780115596dad3fd133fd68773a38f115da4d2,5,5,0.95,True,locked_high_score_control,teacher_routing_metadata_not_human_review
df2d80aef14398fd110c4caaeb36dac01df1fee6,5,5,0.95,False,,teacher_routing_metadata_not_human_review
5ebf07fc43aedf8ef292e8e461309e7989e87ef2,5,5,0.95,False,,teacher_routing_metadata_not_human_review
a4331e4309568a52cbe30ad73bf71667922bd197,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
dfdf41ab0a8e7f1fe1e278283e903e6b7e13bc11,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
6a0dbf8e98cacb4ad363744bb721b5e391b6b6c9,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
cefc3b28c1e9b3ba02ca11c478f52ba01bd1b7d5,5,5,0.97,False,,teacher_routing_metadata_not_human_review
daca188a992cdea92dbb0bf3a259addd67c69e1f,5,5,0.95,False,,teacher_routing_metadata_not_human_review
6d3c359010a9cee9b0ede96fcda05fd3a977fe0b,5,5,1.0,False,,teacher_routing_metadata_not_human_review
126326f70e5a81482328ac0006e1bf2f318d6492,4,2,0.95,True,primary_original_disagreement|large_score_gap|primary_score_cap,teacher_routing_metadata_not_human_review
0db22f9ff4b37eb84b81be16d449e2d06bdc8f39,5,5,1.0,False,,teacher_routing_metadata_not_human_review
72d9f60e87b74354a687dcab67f1da99f4d2d163,5,5,1.0,False,,teacher_routing_metadata_not_human_review
b229a9127206617486d10308d17d5ab7a5ce538f,5,5,1.0,False,,teacher_routing_metadata_not_human_review
17e492c615479bbfa03f2a9550e443b0015cb28f,5,5,0.95,False,,teacher_routing_metadata_not_human_review
677a8fd2bb8a2672146cf3f6b083c02386bf357a,5,5,1.0,False,,teacher_routing_metadata_not_human_review
feb264ddac17c9751a33220eb63b789a9d9b6678,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
8e9f7e1cc67ef67d22ac3f4cea0be6aa5306927d,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
5415fa4c9c2b0c79b670c2a86769206409816558,5,5,1.0,False,,teacher_routing_metadata_not_human_review
8191df49884552ee2a983c084f5d63f5f3c4cee1,5,5,0.95,False,,teacher_routing_metadata_not_human_review
4cdc8dc800a6fd2c1d841df736835acda9fb1ed3,5,5,0.95,False,,teacher_routing_metadata_not_human_review
8e068efec60220e2373adb4de434e5114b181788,3,5,1.0,True,primary_original_disagreement|large_score_gap,teacher_routing_metadata_not_human_review
d5fb8e76a8484bc022ace8794eb2bc301bcc2a07,5,5,1.0,False,,teacher_routing_metadata_not_human_review
079ea342cccf68aed2ef06f1585d82aab1079558,5,5,1.0,True,locked_high_score_control,teacher_routing_metadata_not_human_review
e843b080b93452ab33172197cf1f7cfbe107404a,4,4,0.85,False,,teacher_routing_metadata_not_human_review
b18a1f1d23d987ec094dbecacc97dd5632f7900d,5,5,1.0,False,,teacher_routing_metadata_not_human_review
89790e6344a0762a5402a95789244565e99e1042,4,4,0.85,False,,teacher_routing_metadata_not_human_review
d6d3449c13e9e176096a76f13c0b6fb5f3007be2,3,2,0.9,True,primary_original_disagreement|primary_detected_failure|primary_score_cap,teacher_routing_metadata_not_human_review
62b2cc4828c16383397c0f6eba7db729544d5d77,5,5,0.95,False,,teacher_routing_metadata_not_human_review
481a6029a5a087a62f6996ee074229fc2cd1c2f8,5,5,1.0,False,,teacher_routing_metadata_not_human_review
0786532c4978fd30afcfa51102d5f96fd2d16425,5,5,1.0,False,,teacher_routing_metadata_not_human_review
10c69dd1e604977b423b722728a48a4f826a5590,5,5,1.0,False,,teacher_routing_metadata_not_human_review
6dec1a92a9ebf7f0f48c0f9c9d7494f77cbe2611,5,5,1.0,False,,teacher_routing_metadata_not_human_review
46507abd3cb4ffd4f2043c012eaa49e1e558bffb,5,5,1.0,False,,teacher_routing_metadata_not_human_review
72cc52f1ee43184f2932c65ea12a7cb92a227334,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
79f2577664431c1521fb39b31d7f80587cf19f04,5,5,1.0,False,,teacher_routing_metadata_not_human_review
70a733411695e9e73b436f685baf9abdbe6688aa,5,5,1.0,False,,teacher_routing_metadata_not_human_review
8f45503d48fa73ac1a5eb12edd1b546dbe1b82a9,5,5,0.95,False,,teacher_routing_metadata_not_human_review
cbca1c1a8940ea5eb31fd9f6247d941f2515d894,4,5,1.0,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
923abedbf2e960d24e6149a76efeb744b4fa21db,4,4,0.95,False,,teacher_routing_metadata_not_human_review
b35164feee7ca33d667104dc2618142463a5c7f5,3,2,0.9,True,primary_original_disagreement|primary_detected_failure|primary_score_cap,teacher_routing_metadata_not_human_review
8b395963b57d41fa3a1b69091cddda07eebec7a0,5,5,0.95,False,,teacher_routing_metadata_not_human_review
ce05a8d38d1e7a487b55377b9a4fcdf2e9042ff3,5,5,1.0,False,,teacher_routing_metadata_not_human_review
153a4b8462651307f2ce3e7e1c711c6b567062cb,4,4,0.85,False,,teacher_routing_metadata_not_human_review
dc527d0535973541ede5794711ce6792d8ea0269,4,5,0.95,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
1e7ba6c46901544f873313cfbb5a871b34c1e010,5,5,0.95,False,,teacher_routing_metadata_not_human_review
341ec752bc9edf871dcaf9a387af619b1e7ccb82,5,5,1.0,False,,teacher_routing_metadata_not_human_review
51cdc783564b9edeea010683219cdc6276aaa2f8,3,2,0.9,True,primary_original_disagreement|primary_detected_failure|primary_score_cap,teacher_routing_metadata_not_human_review
9f39b4d5de96caf591f2bd1df4031c2c1c94225b,5,5,1.0,False,,teacher_routing_metadata_not_human_review
2f0f9cbfc1d6155a52851fb6fa12ca67ae1f69e7,5,5,1.0,False,,teacher_routing_metadata_not_human_review
7624dd006b974e06ee3840a6b8133da5b657dc3e,5,4,0.9,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
00fef00f81de8268fe9d85ce832c800520cf1aa0,4,2,0.92,True,primary_original_disagreement|large_score_gap|primary_detected_failure|primary_score_cap,teacher_routing_metadata_not_human_review
be1321d38b36c49839edea52e657a1b0dabcf94a,3,5,1.0,True,primary_original_disagreement|large_score_gap,teacher_routing_metadata_not_human_review
6315a1b25d8d9b18cd9028878fcd897509359765,3,5,1.0,True,primary_original_disagreement|large_score_gap,teacher_routing_metadata_not_human_review
4153d3a9a2b62778bf32e38aa33be57d0215987d,2,2,0.9,True,original_low_score|primary_detected_failure|primary_score_cap,teacher_routing_metadata_not_human_review
8d3e3f58f3253f93e1c1e9a90e18fbdfb941b6ca,5,5,1.0,False,,teacher_routing_metadata_not_human_review
15db6e31d1124097d66ec9cd7a95a7d14ebfc139,5,5,0.95,False,,teacher_routing_metadata_not_human_review
79c93e933d6ec54be05b7d9732a0dd50971aac3b,5,5,1.0,False,,teacher_routing_metadata_not_human_review
fec243d0892771f4eb5fa6ad45e6db5046360180,5,4,0.9,True,primary_original_disagreement,teacher_routing_metadata_not_human_review
1812ad100e2cded5a7c5746c09a6965a686e0e14,5,5,0.95,False,,teacher_routing_metadata_not_human_review
1e5d67eb09b01f0b61c52276e735e11d16c2d263,5,5,1.0,False,,teacher_routing_metadata_not_human_review
