synthetic_id,synthetic_plan_id,source_record_id,source_question_key_in_dev,source_question_key_in_test,source_triple_key_in_dev,source_triple_key_in_test,synthetic_question_key_in_dev,synthetic_question_key_in_test,synthetic_qa_key_in_dev,synthetic_qa_key_in_test,duplicate_synthetic_answer,duplicate_with_human_test_answer,source_split_not_train,leakage_status,notes
syn_b86487ea9bb94318,topup2_029,10c69dd1e604977b423b722728a48a4f826a5590,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_c5ee1b20461a09cf,topup2_030,0e4a5081e08859582db20376579ac0b58306dabb,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_9142cb6698e9b91e,topup2_031,076b39fc9e272d2ac8f020e8a681868c3049773b,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_8a2ff2e5c2b16f05,topup2_032,22f59a100fc8e49fb89d9d23011b57c673f1785a,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_e5c08ab11e8377cd,topup2_033,1536b1dea98b5811c4fb9279bde7f526ed04fd34,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_bf85e37ea95b71b0,topup2_034,10d73af366579e009fb338b976fd99cc33376736,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_0ff539279c6f0990,topup2_035,68085025255c82daee6b50ad06c9d4bf15a62e5d,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_a5b32592e16c22b2,topup2_036,d7376dce5d461d3276c81d4462dea67f4f6ac9f2,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_7152601336b9a5de,topup2_037,73a34b61a69a8af9cb9549a4cfba3cf5c334de0e,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_079e9064725deb4a,topup2_038,5fe23e0b1de9d1e5bd84710d2f227ea54c6f0d37,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_b04bc2ccb815fc4b,topup2_039,2bb0ae497f69277c49b9ebefcb272292a7756d55,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_bc818b319c7332b5,topup2_040,6b274ff61883d9eeaa5c55ee16fa7be2e389517b,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_814b831a6dec5a2c,topup2_041,111cc146fbf9b404326f503217c116f472118344,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_15ec5c07a47604d6,topup2_042,0ea86879814079f67ea26c22af8a0c9e8144358d,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_313e7beb3302fa60,topup2_043,12713aa92071f1bceafe45b79ba000c75d346c52,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_3f4f04439be11ab6,topup2_044,271911cf9e78f25f2c84c0d7375a2bb6e0298837,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_abc2258af8b61f4b,topup2_045,26ac050d0cffd4c5b2cff3f07119a444d88ed28c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_912d25f3e33ecb76,topup2_046,175432e60cfd6aa8b7f6b56461e1fecd58b6dd5f,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_020af589b8d678da,topup2_047,0ae7660d71a8a924000e79e42be476346df0fe7b,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_17c7091f2dd07078,topup2_048,15be41ebbab7054873b2944b49e778f2d4794f28,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_ce00079d9e1a155b,topup2_049,8b05e684cd9ae1cb4f678d0311b9072a17074de8,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_05eb8b81b3dfa2a7,topup2_050,9d3b2b8d6b6adfc788a87619b264dbacc0eb7852,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_f0aeef8bfc1a2800,topup2_051,14c1e87e4c8d5504c467f90857fbd01561d043fa,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_d504bd7610feff59,topup2_052,7b402316878eb2df4fe135e220444e59bc14cd65,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_f6136b7fbaa787b9,topup2_053,24fee549c2691b4dba39a5f05f24a30d5e4ab1fd,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_2516a4d974368858,topup2_055,1d2b1d94a4c8852ae52bd6ca2182b811e62015bb,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_adfd0c0848130b88,topup2_056,2d97b9f0db88cc9f4be681ffc60ddfd00672c593,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_369548d69585eb7a,topup2_057,41a4b0609b314e0cce19960a8913b6e9d02094f2,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_a722d4e91c56b70d,topup2_058,3085147813a8f48d70b8dbed81b3b72957cbc1ae,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_bfabec5948be1552,topup2_059,1c811ba26f0b5fd26d18394b6fe2f7a13700e61c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_dbfc84b7a579e58e,topup2_060,09202b8fad82a0e2d357f9671cae70d0a8b29349,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_e8a56e6cbc1a1c52,topup2_061,1703b9700939d1a84184c6b4fb2a1f904a4f8d4f,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_a16b7342e3017f84,topup2_062,9ace90a7229ec6b89f304f6b67cac21f801e3714,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_0a04bbfd0fc6932f,topup2_063,2b576f95992c7f7679c6d5ef3304b7ccf75411e6,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_c9046b235c8682fb,topup2_064,155b2ce4c13e8380f8018c7aef3ee2cdab96cf68,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_8ad7e4bd8bfd038e,topup2_065,27b5e246feb3bc800292dfe680622e404c0cfe87,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_aad54785ebd3c72e,topup2_066,081fd5b1d95cfd4681ce66c4a053e40a3cf7c6bf,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_86869375374c2288,topup2_067,032b81ee241e554214081c6651e4d4d6e93ea0b5,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_dd91f1bc1f3a620e,topup2_068,0b843b5ced2e1de84c4cea9290cc5223ceca8019,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_62b0842df2d8a9e2,topup2_069,46e39f7221fa2af238f36f6dd8cab2d2adb4c9ca,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_3e895069f69caecd,topup2_070,0186f94dd94ddf1f64c0d75f1f3bedff409073e4,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_96cabe14f6b2a17c,topup2_071,0ca9710e842c1ad7a0cb54e8cdba73529bacd5f1,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_f5da52b17344d973,topup2_072,59d681885dedcae0b13cc24f48cd2c8fc734a96f,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_15b9396a9b9d4400,topup2_073,1c012af91de9dc69711addece732209bc22ecb4b,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_0a89491dbe0cc36d,topup2_074,4a43f47bb8ea5f1b687545694162fc86af1dafa9,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_2259dca43f5fe58a,topup2_075,5edcd514e905a2d8bdb693b9877d6db68362c3c6,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_8bfe4cb813278810,topup2_076,32f274054c6db3ebe3197f6be3541619a6c6af3c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_3d37c564616e1b0e,topup2_077,2b9ac3140f1f89b61bde336155e6f4e67f4efe8d,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_ad1dbe99266d501b,topup2_079,0aa4cec270f51d60692565e810251ed1f96b9bf4,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_04f23b998f42a67e,topup2_080,0cf7a1252c83124c508d252ebb4eba096147c3c8,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_bfeaf95ef74074d2,topup2_081,46e3a5cbede9f1b74ca770b58371321a158cfe7c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_fac2b070fc3975f3,topup2_082,1e38385ffe2063fcc2e1f2427668e2a5b0ae47ed,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_139630e690122ed1,topup2_083,46a9ea4afc3464835871457d43e3c48dc0e3ab99,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_c215f85ba750b0eb,topup2_084,5efa9f3cd631d6b220fda2da356139e2f304a68c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_6853f87fe8e1bc59,topup2_085,874e3dd49ba2fe235b29db3bbdf3f1b4613f8c32,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_5a1e0995fc64c32a,topup2_086,b8152e2431a3424e534d76ff9900285811393a82,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_57c82f93ba900616,topup2_087,ac928704ee42f09cda816880d5004a8c95ed84e1,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_7dc4da1450ca3e98,topup2_088,4a5b0fd92afc8a4913e61a875152de45b47d4b53,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_10113c4f06a10d43,topup2_089,51bf762ee5b5e93f29f2c4a6d075cd67e5874a66,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_7552ae6d7d874444,topup2_090,17f1c54e3894966b564c81c4855249323a1716b8,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_d485056e4f1156dd,topup2_091,1bdeca2bbc2bc29f742cde67d44c11c68be3c681,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_12e89edbf57ab148,topup2_092,2eddacbad54979dd33b610dd738d481fdf631a34,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_239bd4aecb877c9e,topup2_093,4d83603ef66843ef8e29e91f592e812fb79055ea,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_c00736795a036f8a,topup2_094,23672e86c67cd40d5b9abe87545ad4a8262d1a9d,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_8361426085264be6,topup2_095,560643519d8b43fab75a4322152a745dea19122c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_1d2d75969f4fe68e,topup2_096,af3a1b0bf4ee07ba2ea32a5f163d180d8d63c3b9,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_bfe34e5fd2820143,topup2_097,9acf92b3b01e66fa836cf17c4d447da56ba90bbd,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_7bf87a59926bd2c7,topup2_098,2b339ef4aadaad612a28c1520c14ea56c7826a46,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_a877c855a6110d88,topup2_099,6de45511fdf671e1b2d1777402c095b753b16f45,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_4319bd913b9371fc,topup2_100,4d3bcb045c98073ced4af62f8b5acf5b431ecf7c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_7edf3fabe6a0f39b,topup2_101,6377f7e3f43e2bd08b05b5d3ca05c0fb6962bbd9,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_6baa4a3a77bc818e,topup2_102,2877669ab213e04fd069707870107d2b9bf5e463,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_9bb54b4f3ba575d1,topup2_103,214b3a2d32c5f868ccd66c3cca5df3d4eac8cf62,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_b2f0bdfebd75a5f6,topup2_104,31ad010a8283108782c8ea3e57d0cd976924f76c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_1ac6713b51b6afea,topup2_105,6d1cd87e1011b8ab8ae91c7c0073c6fbb37495b0,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_1c0a2b755cb8c810,topup2_106,25999ce332bccfadf39074a341b0dd4377868704,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_550d4906dfa9f9d6,topup2_107,7971233cddaddeb0c966bb85ace8c70d5ba8bdfa,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_70bc8d990c5040d5,topup2_108,c13167075148a265b283ce6bd0a309d539f243f7,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_6a2bff56eaa3e819,topup2_109,b3efae59d8ebb2638d2c84cec3187117399a4af5,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_6ce4c42ecdeed39e,topup2_110,4da8de8f8ad50e6e0cfc262f7c9185ba81efcac4,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_64ec567cc352aa3e,topup2_111,70a733411695e9e73b436f685baf9abdbe6688aa,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_42a3433bf2431033,topup2_112,abde21d6fcd9dc067d3d7bcf9972e90b46516422,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_e33fbc5d7698b739,topup2_113,919fcc1622f010aa593aac6a1920ce136068b763,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_9ecfa6b81f504098,topup2_114,4909357de4ed33b1b6445beb11f2c1c3a9be8008,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_2d616ce05f7ab911,topup2_115,4d9808ff3c695ec185eaee30d28b2803968575b9,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_0a046ea97c2a4df0,topup2_116,5b0b4e11dce06ef5acb29a1ba18c086da9eb6a26,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_0b3eec070c6547c3,topup2_117,86e973edd227690c4073f0971409583902168038,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_2ee7715c469638f8,topup2_118,4575f91656a1fdffb20a323790107fdac10bf53c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_d6a8859e366391c7,topup2_119,6d556b9d0de2764d965f1a66152b19bb46555649,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_759a8cf8d689071a,topup2_120,3888c93455319f597fba30ce783929507f94386a,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_72a330d1760ad8ff,topup2_121,1823b34eb58e1bac98a413e1a699220e913ed66c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_7f6b4eb61c0aaefc,topup2_122,0dbd12b7a504d4e4467c37599a0ca7e14ab3f5b2,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_9d29dd3b65490aa0,topup2_123,8fd4ca4364a599ce954129ca56dbc1a8149081bc,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_c2d97a56b1e24b95,topup2_124,b1592a988d0e17526a639117a39d7e78b84f6a70,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_8adb538ace17cc95,topup2_125,a258f673604d9a2b3bd9233114bf9f818ec3fd9e,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_1da9f6f65a5c8ea8,topup2_126,15a0c41bed8237c75bd979b488c18c460ea3af4d,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_a3dc78bfd5dc6e51,topup2_127,19a41dc67b3bc1e15bb976943b4b99200b903b9b,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_824c16b68ae7155b,topup2_128,24701231b5da1ad7399acdc69646e26da2d16e1a,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_00ef1d6d7d55fb85,topup2_129,208e03280a4906e1eafbe393d9d1a9120371d9be,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_ce6e2f3abf06be11,topup2_130,24554d879791e4acbff51ad16a5eafbb00ef9015,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_96a3718cee0169b4,topup2_131,103e013057186f2db4db80cc42f2870441fa9328,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_0a9b1e5c16870c00,topup2_132,5f8edee3599e61b234ba1c9597135f52ab5b502d,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_c56f15d2807ab1d0,topup2_133,284262ca07bc62424a0cdfebeea36b4cb5b15d04,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_e4634cbdc4840a69,topup2_134,1c11a3da3b82d73e0c8e568790f46ce6cd7e2fc5,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_c5284b8deae549d3,topup2_135,bfa79a451124e92a28ed189db1d126bbe01a9177,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_d1c593954970b040,topup2_136,42a1c30f55ab3a8ba060bc2b9694e058e73757db,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_27444c2afd44da5f,topup2_137,0cfea1ad7807da0ae02d5f9a0f8d91cbacd8fc73,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_0744de0c210c4c9f,topup2_138,17297c47afc0d7f59f169d8d559445b338292b15,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_c33520bb14909284,topup2_139,1f96963547e4ad4ee7a3a442ecd59cbf20a51a31,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_205a00d57e5ac1d7,topup2_140,2a566ad6d4aaf461ecb9484d993fc443c2be01b8,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_c9206366519fb362,topup2_141,4bd736d39bda2524e8fef4909b11d05bfb699183,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_f9ca9fc436064bb7,topup2_142,2cf9e710776d19bacad7fc5a658ab0dd7b067a8b,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_1ca891f2464eca28,topup2_143,ba8524921d3120f6662dbcf9c5539ce120efe335,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_014a0a46e7152dfa,topup2_144,b09d84aad82044e5e835834630baf25f6382a826,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_0d542f592ece3ad6,topup2_145,58d2dfaff00ed810e9435965e125903ed5b4b23a,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_b1a5c9484c01e991,topup2_146,c59549929c8107f772e82ebcc8c4dfe9c69c8a16,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_9b0dfac302d728c2,topup2_147,83f392c23a425eb68ae94e2a3ab603cbf9f7b1a0,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_cf9c02c949e026ff,topup2_148,8646a5e993de5a511e646ca6556f3d97fee98e36,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
