Bias_human_mean,BinAgreement_paper_3way,Brier_rounded,ECE_rounded,Exact_rounded,H2L_count,H2L_n,H2L_rounded,Kendall_human_mean,L2H_count,L2H_n,L2H_rounded,MAE_expected_human_mean,MAE_human_mean,NLL_rounded,Predicted_1_count,Predicted_2_count,Predicted_3_count,Predicted_4_count,Predicted_5_count,QWK_rounded,Recall_1_correct,Recall_1_rounded,Recall_1_total,Recall_2_correct,Recall_2_rounded,Recall_2_total,Recall_3_correct,Recall_3_rounded,Recall_3_total,Recall_4_correct,Recall_4_rounded,Recall_4_total,Recall_5_correct,Recall_5_rounded,Recall_5_total,n,paper_bin_status,prediction_path
0.39106425702811237,0.8719879518072289,0.615318219511399,0.12415497103728441,0.5557228915662651,4,582,0.006872852233676976,0.19433730000422014,19,20,0.95,0.6938529012332733,0.5948795180722891,1.145530151411018,0,6,0,159,499,0.12761190458581484,0,0.0,6,1,0.07142857142857142,14,0,0.0,62,79,0.3333333333333333,237,289,0.8376811594202899,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b1_primary_teacher_all/seed_44/predictions_dev.jsonl
0.39106425702811237,0.8719879518072289,0.615318219511399,0.12415497103728441,0.5557228915662651,4,582,0.006872852233676976,0.19433730000422014,19,20,0.95,0.6938529012332733,0.5948795180722891,1.145530151411018,0,6,0,159,499,0.12761190458581484,0,0.0,6,1,0.07142857142857142,14,0,0.0,62,79,0.3333333333333333,237,289,0.8376811594202899,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b1_primary_teacher_all/seed_44/predictions_dev_best.jsonl
0.1711847389558233,0.8704819277108434,0.5801350911052988,0.23729311831923852,0.6400602409638554,5,582,0.00859106529209622,0.47572462903196977,10,20,0.5,0.4173508566311011,0.4623493975903614,1.3908135456530943,3,11,41,196,413,0.5316659563152754,3,0.5,6,2,0.14285714285714285,14,16,0.25806451612903225,62,113,0.4767932489451477,237,291,0.8434782608695652,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b2_selective_dual_teacher/seed_42/predictions_dev.jsonl
0.1711847389558233,0.8704819277108434,0.5801350911052988,0.23729311831923852,0.6400602409638554,5,582,0.00859106529209622,0.47572462903196977,10,20,0.5,0.4173508566311011,0.4623493975903614,1.3908135456530943,3,11,41,196,413,0.5316659563152754,3,0.5,6,2,0.14285714285714285,14,16,0.25806451612903225,62,113,0.4767932489451477,237,291,0.8434782608695652,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b2_selective_dual_teacher/seed_42/predictions_dev_best.jsonl
0.16967871485943775,0.8704819277108434,0.5992879332282892,0.24873535837753702,0.6400602409638554,6,582,0.010309278350515464,0.4561635593587867,12,20,0.6,0.42882609636240987,0.46987951807228917,1.5132617512023634,4,14,26,214,406,0.5102025415798848,4,0.6666666666666666,6,2,0.14285714285714285,14,10,0.16129032258064516,62,123,0.5189873417721519,237,286,0.8289855072463768,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b2_selective_dual_teacher/seed_43/predictions_dev.jsonl
0.16967871485943775,0.8704819277108434,0.5992879332282892,0.24873535837753702,0.6400602409638554,6,582,0.010309278350515464,0.4561635593587867,12,20,0.6,0.42882609636240987,0.46987951807228917,1.5132617512023634,4,14,26,214,406,0.5102025415798848,4,0.6666666666666666,6,2,0.14285714285714285,14,10,0.16129032258064516,62,123,0.5189873417721519,237,286,0.8289855072463768,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b2_selective_dual_teacher/seed_43/predictions_dev_best.jsonl
0.18022088353413657,0.8795180722891566,0.5290710490133155,0.16371589872133302,0.6385542168674698,3,582,0.005154639175257732,0.4648912088585984,15,20,0.75,0.40747897371453595,0.4613453815261043,0.9649892844714183,1,8,14,261,380,0.468970383834064,1,0.16666666666666666,6,2,0.14285714285714285,14,7,0.11290322580645161,62,140,0.5907172995780591,237,274,0.7942028985507247,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b2_selective_dual_teacher/seed_44/predictions_dev.jsonl
0.18022088353413657,0.8795180722891566,0.5290710490133155,0.16371589872133302,0.6385542168674698,3,582,0.005154639175257732,0.4648912088585984,15,20,0.75,0.40747897371453595,0.4613453815261043,0.9649892844714183,1,8,14,261,380,0.468970383834064,1,0.16666666666666666,6,2,0.14285714285714285,14,7,0.11290322580645161,62,140,0.5907172995780591,237,274,0.7942028985507247,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b2_selective_dual_teacher/seed_44/predictions_dev_best.jsonl
0.17269076305220885,0.8659638554216867,0.6915568204969749,0.29642906811941105,0.5948795180722891,15,582,0.02577319587628866,0.3764385972815517,11,20,0.55,0.49715360285231314,0.5291164658634537,1.820597033872671,4,24,17,200,419,0.4184535366054605,3,0.5,6,3,0.21428571428571427,14,8,0.12903225806451613,62,105,0.4430379746835443,237,276,0.8,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b3_filter_unresolved/seed_42/predictions_dev.jsonl
0.17269076305220885,0.8659638554216867,0.6915568204969749,0.29642906811941105,0.5948795180722891,15,582,0.02577319587628866,0.3764385972815517,11,20,0.55,0.49715360285231314,0.5291164658634537,1.820597033872671,4,24,17,200,419,0.4184535366054605,3,0.5,6,3,0.21428571428571427,14,8,0.12903225806451613,62,105,0.4430379746835443,237,276,0.8,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b3_filter_unresolved/seed_42/predictions_dev_best.jsonl
0.24196787148594376,0.8539156626506024,0.6316661496767103,0.20801296495798843,0.5948795180722891,18,582,0.030927835051546393,0.3726646264510347,16,20,0.8,0.49490911647176483,0.5532128514056226,1.3010191073064086,1,28,1,186,448,0.3247114469300333,0,0.0,6,3,0.21428571428571427,14,0,0.0,62,99,0.4177215189873418,237,293,0.8492753623188406,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b3_filter_unresolved/seed_43/predictions_dev.jsonl
0.24196787148594376,0.8539156626506024,0.6316661496767103,0.20801296495798843,0.5948795180722891,18,582,0.030927835051546393,0.3726646264510347,16,20,0.8,0.49490911647176483,0.5532128514056226,1.3010191073064086,1,28,1,186,448,0.3247114469300333,0,0.0,6,3,0.21428571428571427,14,0,0.0,62,99,0.4177215189873418,237,293,0.8492753623188406,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b3_filter_unresolved/seed_43/predictions_dev_best.jsonl
0.22238955823293174,0.8629518072289156,0.6577455521381578,0.26666940232536884,0.5948795180722891,14,582,0.024054982817869417,0.3851823539983858,15,20,0.75,0.47596915726597094,0.5276104417670683,1.453948630047114,2,24,0,209,429,0.38407496816134123,2,0.3333333333333333,6,3,0.21428571428571427,14,0,0.0,62,106,0.4472573839662447,237,284,0.8231884057971014,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b3_filter_unresolved/seed_44/predictions_dev.jsonl
0.22238955823293174,0.8629518072289156,0.6577455521381578,0.26666940232536884,0.5948795180722891,14,582,0.024054982817869417,0.3851823539983858,15,20,0.75,0.47596915726597094,0.5276104417670683,1.453948630047114,2,24,0,209,429,0.38407496816134123,2,0.3333333333333333,6,3,0.21428571428571427,14,0,0.0,62,106,0.4472573839662447,237,284,0.8231884057971014,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b3_filter_unresolved/seed_44/predictions_dev_best.jsonl
0.24347389558232935,0.8780120481927711,0.4605319343624125,0.0451896955001067,0.6521084337349398,0,582,0.0,0.45504253566469544,17,20,0.85,0.39604962602655186,0.45833333333333337,0.8211214133667817,2,0,12,243,407,0.42334157258333893,2,0.3333333333333333,6,0,0.0,14,5,0.08064516129032258,62,137,0.5780590717299579,237,289,0.8376811594202899,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b4_random_transition_control/seed_42/predictions_dev.jsonl
0.24347389558232935,0.8780120481927711,0.4605319343624125,0.0451896955001067,0.6521084337349398,0,582,0.0,0.45504253566469544,17,20,0.85,0.39604962602655186,0.45833333333333337,0.8211214133667817,2,0,12,243,407,0.42334157258333893,2,0.3333333333333333,6,0,0.0,14,5,0.08064516129032258,62,137,0.5780590717299579,237,289,0.8376811594202899,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b4_random_transition_control/seed_42/predictions_dev_best.jsonl
0.142570281124498,0.8734939759036144,0.45130957736798794,0.03464948161538829,0.6671686746987951,3,582,0.005154639175257732,0.48808457628389884,13,20,0.65,0.37881947660811965,0.44779116465863444,0.8023035529935125,3,8,32,242,379,0.5099972152603731,3,0.5,6,3,0.21428571428571427,14,13,0.20967741935483872,62,142,0.5991561181434599,237,282,0.8173913043478261,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b4_random_transition_control/seed_43/predictions_dev.jsonl
0.142570281124498,0.8734939759036144,0.45130957736798794,0.03464948161538829,0.6671686746987951,3,582,0.005154639175257732,0.48808457628389884,13,20,0.65,0.37881947660811965,0.44779116465863444,0.8023035529935125,3,8,32,242,379,0.5099972152603731,3,0.5,6,3,0.21428571428571427,14,13,0.20967741935483872,62,142,0.5991561181434599,237,282,0.8173913043478261,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b4_random_transition_control/seed_43/predictions_dev_best.jsonl
0.178714859437751,0.8810240963855421,0.48219256583976283,0.11821088210556165,0.6430722891566265,7,582,0.012027491408934709,0.45889988546104166,7,20,0.35,0.3791042662274015,0.46787148594377503,0.864248597877615,7,11,43,171,432,0.541083056995185,4,0.6666666666666666,6,4,0.2857142857142857,14,20,0.3225806451612903,62,103,0.4345991561181435,237,296,0.8579710144927536,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b4_random_transition_control/seed_44/predictions_dev.jsonl
0.178714859437751,0.8810240963855421,0.48219256583976283,0.11821088210556165,0.6430722891566265,7,582,0.012027491408934709,0.45889988546104166,7,20,0.35,0.3791042662274015,0.46787148594377503,0.864248597877615,7,11,43,171,432,0.541083056995185,4,0.6666666666666666,6,4,0.2857142857142857,14,20,0.3225806451612903,62,103,0.4345991561181435,237,296,0.8579710144927536,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp17_low_score_evidence/outputs/exp28e_paper_reranker_multiseed_dev/runs/b4_random_transition_control/seed_44/predictions_dev_best.jsonl
0.14782717910072843,0.8639788997739262,0.5540531601461862,0.20475993099388723,0.6375282592313489,0,2327,0.0,0.4182676844257997,60,76,0.7894736842105263,0.4616715783958038,0.4907058528008037,1.2812840134953811,1,0,162,1078,1413,0.38967351047672216,1,0.041666666666666664,24,0,0.0,52,56,0.22310756972111553,251,595,0.6289640591966174,946,1040,0.7530774800868936,1381,2654,REPRODUCED_SPLIT_TOLERANT,thesis_exp/exp36_safer_score/outputs/exp36a_safer_score_seed42/private/exp36a_oof_human_baseline_predictions.jsonl
0.11546184738955824,0.8810240963855421,0.42668069137851317,0.08929848576705142,0.7108433734939759,0,582,0.0,0.5718356043458594,14,20,0.7,0.36824477102019987,0.39759036144578314,0.7821650684399487,3,1,27,291,342,0.5757069829084838,3,0.5,6,1,0.07142857142857142,14,12,0.1935483870967742,62,176,0.7426160337552743,237,280,0.8115942028985508,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp02_ce_baseline/predictions/predictions_dev.jsonl
0.11546184738955824,0.8810240963855421,0.42668069137851317,0.08929848576705142,0.7108433734939759,0,582,0.0,0.5718356043458594,14,20,0.7,0.36824477102019987,0.39759036144578314,0.7821650684399487,3,1,27,291,342,0.5757069829084838,3,0.5,6,1,0.07142857142857142,14,12,0.1935483870967742,62,176,0.7426160337552743,237,280,0.8115942028985508,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp02_ce_baseline/predictions/predictions_dev_best.jsonl
0.14096783889389838,0.8809738503155996,0.3893898658462428,0.06811279212977028,0.7299368800721371,1,1921,0.0005205622071837585,0.5692855146538734,55,103,0.5339805825242718,0.38645533517366676,0.4238052299368801,0.7200581226388741,11,15,102,945,1145,0.5445660551774902,10,0.17857142857142858,56,12,0.2553191489361702,47,44,0.2268041237113402,194,582,0.8083333333333333,720,971,0.8084929225645295,1201,2218,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp02_ce_baseline/predictions/predictions_test.jsonl
0.11546184738955824,0.8810240963855421,0.42668069137851317,0.08929848576705142,0.7108433734939759,0,582,0.0,0.5718356043458594,14,20,0.7,0.36824477102019987,0.39759036144578314,0.7821650684399487,3,1,27,291,342,0.5757069829084838,3,0.5,6,1,0.07142857142857142,14,12,0.1935483870967742,62,176,0.7426160337552743,237,280,0.8115942028985508,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp02_ce_baseline/predictions_dev.jsonl
0.11546184738955824,0.8810240963855421,0.42668069137851317,0.08929848576705142,0.7108433734939759,0,582,0.0,0.5718356043458594,14,20,0.7,0.36824477102019987,0.39759036144578314,0.7821650684399487,3,1,27,291,342,0.5757069829084838,3,0.5,6,1,0.07142857142857142,14,12,0.1935483870967742,62,176,0.7426160337552743,237,280,0.8115942028985508,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp02_ce_baseline/predictions_dev_best.jsonl
0.14096783889389838,0.8809738503155996,0.3893898658462428,0.06811279212977028,0.7299368800721371,1,1921,0.0005205622071837585,0.5692855146538734,55,103,0.5339805825242718,0.38645533517366676,0.4238052299368801,0.7200581226388741,11,15,102,945,1145,0.5445660551774902,10,0.17857142857142858,56,12,0.2553191489361702,47,44,0.2268041237113402,194,582,0.8083333333333333,720,971,0.8084929225645295,1201,2218,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp02_ce_baseline/predictions_test.jsonl
0.24196787148594381,0.8780120481927711,0.48428529040243723,0.06517871743045656,0.6445783132530121,1,582,0.001718213058419244,0.3892020698389396,18,20,0.9,0.4435962806553781,0.4869477911646587,0.8614676855177426,1,1,10,249,403,0.331856005788712,1,0.16666666666666666,6,0,0.0,14,5,0.08064516129032258,62,142,0.5991561181434599,237,280,0.8115942028985508,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/predictions/A0_answer_only_predictions_dev.jsonl
0.34430417793808227,0.8701532912533815,0.46974756805618667,0.03635844976596729,0.6668169522091975,2,1921,0.001041124414367517,0.3507460708301964,87,103,0.8446601941747572,0.490635122477037,0.5408776675683798,0.8805705575791689,0,21,15,694,1488,0.23175831704267857,0,0.0,56,13,0.2765957446808511,47,5,0.02577319587628866,194,432,0.6,720,1029,0.8567860116569526,1201,2218,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/predictions/A0_answer_only_predictions_test.jsonl
0.1757028112449799,0.8704819277108434,0.5062324550572306,0.10686370883002339,0.641566265060241,1,582,0.001718213058419244,0.3857540656132877,13,20,0.65,0.4457848615979445,0.4949799196787149,0.9119529183591966,2,1,40,229,392,0.37554599657869825,1,0.16666666666666666,6,1,0.07142857142857142,14,15,0.24193548387096775,62,136,0.5738396624472574,237,273,0.7913043478260869,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/predictions/A1_question_answer_predictions_dev.jsonl
0.2775773970544034,0.8620378719567178,0.48482361886463804,0.09548993897771277,0.6492335437330928,1,1921,0.0005205622071837585,0.3699011680295815,81,103,0.7864077669902912,0.4755269345788837,0.5405770964833183,0.9109660354580549,1,17,86,708,1406,0.2985246246049513,0,0.0,56,11,0.23404255319148937,47,28,0.14432989690721648,194,411,0.5708333333333333,720,990,0.8243130724396336,1201,2218,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/predictions/A1_question_answer_predictions_test.jsonl
0.11546184738955824,0.8810240963855421,0.42668069137851317,0.08929848576705142,0.7108433734939759,0,582,0.0,0.5718356043458594,14,20,0.7,0.36824477102019987,0.39759036144578314,0.7821650684399487,3,1,27,291,342,0.5757069829084838,3,0.5,6,1,0.07142857142857142,14,12,0.1935483870967742,62,176,0.7426160337552743,237,280,0.8115942028985508,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/predictions/A2_question_answer_metric_predictions_dev.jsonl
0.14096783889389838,0.8809738503155996,0.3893898658462428,0.06811279212977028,0.7299368800721371,1,1921,0.0005205622071837585,0.5692855146538734,55,103,0.5339805825242718,0.38645533517366676,0.4238052299368801,0.7200581226388741,11,15,102,945,1145,0.5445660551774902,10,0.17857142857142858,56,12,0.2553191489361702,47,44,0.2268041237113402,194,582,0.8083333333333333,720,971,0.8084929225645295,1201,2218,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/predictions/A2_question_answer_metric_predictions_test.jsonl
0.06425702811244978,0.8810240963855421,0.40575670715720363,0.08800676038645837,0.7304216867469879,1,582,0.001718213058419244,0.5923641224059009,11,20,0.55,0.385948786014224,0.39156626506024095,0.7482202805442175,2,4,41,292,325,0.6175401532101774,2,0.3333333333333333,6,2,0.14285714285714285,14,18,0.2903225806451613,62,185,0.7805907172995781,237,278,0.8057971014492754,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/predictions/A3_question_answer_metric_rubric_predictions_dev.jsonl
0.07018334836188757,0.8764652840396754,0.39230300993331285,0.061071616301029204,0.7168620378719567,5,1921,0.0026028110359187923,0.5914073850965026,41,103,0.39805825242718446,0.40383419724273606,0.4236549443943492,0.723296575358509,5,32,200,879,1102,0.5939022924836752,5,0.08928571428571429,56,17,0.3617021276595745,47,83,0.42783505154639173,194,541,0.7513888888888889,720,944,0.7860116569525396,1201,2218,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/predictions/A3_question_answer_metric_rubric_predictions_test.jsonl
0.10341365461847388,0.8810240963855421,0.41505427171796466,0.12410662619464366,0.7274096385542169,1,582,0.001718213058419244,0.5744568810878344,10,20,0.5,0.3719766403599309,0.39759036144578314,0.8229160916445218,3,4,42,260,355,0.6204902008304656,3,0.5,6,2,0.14285714285714285,14,18,0.2903225806451613,62,169,0.7130801687763713,237,291,0.8434782608695652,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/predictions/A4_question_answer_metric_rubric_metadata_predictions_dev.jsonl
0.13014727983168017,0.8881875563570785,0.38289215744160965,0.1089103270802442,0.7412082957619477,4,1921,0.002082248828735034,0.5940582341762678,46,103,0.44660194174757284,0.3665725016165289,0.4030658250676285,0.7439738394314854,20,29,160,775,1234,0.6232592630519495,19,0.3392857142857143,56,18,0.3829787234042553,47,78,0.4020618556701031,194,507,0.7041666666666667,720,1022,0.8509575353871773,1201,2218,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/predictions/A4_question_answer_metric_rubric_metadata_predictions_test.jsonl
0.24196787148594381,0.8780120481927711,0.48428529040243723,0.06517871743045656,0.6445783132530121,1,582,0.001718213058419244,0.3892020698389396,18,20,0.9,0.4435962806553781,0.4869477911646587,0.8614676855177426,1,1,10,249,403,0.331856005788712,1,0.16666666666666666,6,0,0.0,14,5,0.08064516129032258,62,142,0.5991561181434599,237,280,0.8115942028985508,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/runs/A0_answer_only/predictions/predictions_dev.jsonl
0.24196787148594381,0.8780120481927711,0.48428529040243723,0.06517871743045656,0.6445783132530121,1,582,0.001718213058419244,0.3892020698389396,18,20,0.9,0.4435962806553781,0.4869477911646587,0.8614676855177426,1,1,10,249,403,0.331856005788712,1,0.16666666666666666,6,0,0.0,14,5,0.08064516129032258,62,142,0.5991561181434599,237,280,0.8115942028985508,345,664,REPRODUCED_SPLIT_TOLERANT,thesis_exp/outputs/exp03_input_ablation/runs/A0_answer_only/predictions/predictions_dev_best.jsonl
