score_model,risk_model,rule,coverage,abstention_rate,low_to_high_covered,low_to_high_all_treat_abstain_safe,label2_recall_covered,MAE_covered,QWK_covered,D1_hidden_pred_ge4_covered,flag_rate_on_gold_high,flag_precision_for_low,flag_recall_for_low_to_high
r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,score_cap_abstain,0.9349593495934959,0.06504065040650407,0.4117647058823529,0.3684210526315789,0.06060606060606061,0.39903381642512076,0.5821885499196164,0.8095238095238095,0.06349206349206349,0.08333333333333333,0.2222222222222222
r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,hybrid_abstain,0.9349593495934959,0.06504065040650407,0.4117647058823529,0.3684210526315789,0.06060606060606061,0.39903381642512076,0.5821885499196164,0.8095238095238095,0.06349206349206349,0.08333333333333333,0.2222222222222222
r5g_a3_real_only_s50_b0p05_lr5em6,r5f2_real_only_from_r2c,disagreement_abstain,0.94579945799458,0.05420054200542006,0.38181818181818183,0.3684210526315789,0.16666666666666666,0.4899713467048711,0.5078683997679758,0.7916666666666666,0.05502645502645503,0.03333333333333333,0.08695652173913043
r5g_a3_real_only_s50_b0p05_lr5em6,r5f2_real_only_from_r2c,gap_abstain,0.9259259259259259,0.07407407407407407,0.32,0.2807017543859649,0.1875,0.48097560975609754,0.5264173985032918,0.75,0.07301587301587302,0.08536585365853659,0.30434782608695654
r5g_a3_real_only_s50_b0p05_lr5em6,r5f2_real_only_from_r2c,score_cap_abstain,0.94579945799458,0.05420054200542006,0.38181818181818183,0.3684210526315789,0.16666666666666666,0.4899713467048711,0.5078683997679758,0.7916666666666666,0.05502645502645503,0.03333333333333333,0.08695652173913043
r5g_a3_real_only_s50_b0p05_lr5em6,r5f2_real_only_from_r2c,hybrid_abstain,0.94579945799458,0.05420054200542006,0.38181818181818183,0.3684210526315789,0.16666666666666666,0.4899713467048711,0.5078683997679758,0.7916666666666666,0.05502645502645503,0.03333333333333333,0.08695652173913043
r5g_a3_real_only_s50_b0p05_lr5em6,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,disagreement_abstain,0.9494128274616079,0.05058717253839205,0.38181818181818183,0.3684210526315789,0.16666666666666666,0.489058039961941,0.5083472210040054,0.7916666666666666,0.050793650793650794,0.03571428571428571,0.08695652173913043
r5g_a3_real_only_s50_b0p05_lr5em6,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,gap_abstain,0.931345980126468,0.06865401987353206,0.32,0.2807017543859649,0.1875,0.47914645974781767,0.5274682264799944,0.75,0.06666666666666667,0.09210526315789473,0.30434782608695654
r5g_a3_real_only_s50_b0p05_lr5em6,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,score_cap_abstain,0.9494128274616079,0.05058717253839205,0.38181818181818183,0.3684210526315789,0.16666666666666666,0.489058039961941,0.5083472210040054,0.7916666666666666,0.050793650793650794,0.03571428571428571,0.08695652173913043
r5g_a3_real_only_s50_b0p05_lr5em6,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,hybrid_abstain,0.9494128274616079,0.05058717253839205,0.38181818181818183,0.3684210526315789,0.16666666666666666,0.489058039961941,0.5083472210040054,0.7916666666666666,0.050793650793650794,0.03571428571428571,0.08695652173913043
r5g_a3_real_only_s50_b0p05_lr5em6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,disagreement_abstain,0.9539295392953929,0.04607046070460705,0.38181818181818183,0.3684210526315789,0.16666666666666666,0.48863636363636365,0.5082196775369683,0.7916666666666666,0.04656084656084656,0.0392156862745098,0.08695652173913043
r5g_a3_real_only_s50_b0p05_lr5em6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_abstain,0.9376693766937669,0.06233062330623306,0.3333333333333333,0.2982456140350877,0.18181818181818182,0.48073217726396916,0.5238740116202876,0.7619047619047619,0.061375661375661375,0.08695652173913043,0.2608695652173913
r5g_a3_real_only_s50_b0p05_lr5em6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,score_cap_abstain,0.9539295392953929,0.04607046070460705,0.38181818181818183,0.3684210526315789,0.16666666666666666,0.48863636363636365,0.5082196775369683,0.7916666666666666,0.04656084656084656,0.0392156862745098,0.08695652173913043
r5g_a3_real_only_s50_b0p05_lr5em6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,hybrid_abstain,0.9539295392953929,0.04607046070460705,0.38181818181818183,0.3684210526315789,0.16666666666666666,0.48863636363636365,0.5082196775369683,0.7916666666666666,0.04656084656084656,0.0392156862745098,0.08695652173913043
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5f2_real_only_from_r2c,disagreement_abstain,0.938572719060524,0.06142728093947606,0.39622641509433965,0.3684210526315789,0.14285714285714285,0.4600577478344562,0.5253953145415695,0.8260869565217391,0.06031746031746032,0.058823529411764705,0.16
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5f2_real_only_from_r2c,gap_abstain,0.916892502258356,0.08310749774164408,0.3333333333333333,0.2807017543859649,0.16129032258064516,0.45123152709359604,0.5449261265984671,0.7894736842105263,0.08042328042328042,0.09782608695652174,0.36
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5f2_real_only_from_r2c,score_cap_abstain,0.938572719060524,0.06142728093947606,0.39622641509433965,0.3684210526315789,0.14285714285714285,0.4600577478344562,0.5253953145415695,0.8260869565217391,0.06031746031746032,0.058823529411764705,0.16
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5f2_real_only_from_r2c,hybrid_abstain,0.938572719060524,0.06142728093947606,0.39622641509433965,0.3684210526315789,0.14285714285714285,0.4600577478344562,0.5253953145415695,0.8260869565217391,0.06031746031746032,0.058823529411764705,0.16
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,disagreement_abstain,0.9421860885275519,0.057813911472448055,0.39622641509433965,0.3684210526315789,0.14285714285714285,0.4592521572387344,0.5258066467868101,0.8260869565217391,0.056084656084656084,0.0625,0.16
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,gap_abstain,0.9223125564588979,0.07768744354110207,0.3333333333333333,0.2807017543859649,0.16129032258064516,0.4495592556317336,0.5458821673346419,0.7894736842105263,0.07407407407407407,0.10465116279069768,0.36
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,score_cap_abstain,0.9421860885275519,0.057813911472448055,0.39622641509433965,0.3684210526315789,0.14285714285714285,0.4592521572387344,0.5258066467868101,0.8260869565217391,0.056084656084656084,0.0625,0.16
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h1_from_r5f2_real_highprotect_s10_b0p02_lr1e6,hybrid_abstain,0.9421860885275519,0.057813911472448055,0.39622641509433965,0.3684210526315789,0.14285714285714285,0.4592521572387344,0.5258066467868101,0.8260869565217391,0.056084656084656084,0.0625,0.16
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,disagreement_abstain,0.9467028003613369,0.053297199638663056,0.39622641509433965,0.3684210526315789,0.14285714285714285,0.45896946564885494,0.5256686670603368,0.8260869565217391,0.05185185185185185,0.06779661016949153,0.16
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_abstain,0.928635953026197,0.07136404697380307,0.3469387755102041,0.2982456140350877,0.15625,0.45136186770428016,0.5420304781293972,0.8,0.06878306878306878,0.10126582278481013,0.32
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,score_cap_abstain,0.9467028003613369,0.053297199638663056,0.39622641509433965,0.3684210526315789,0.14285714285714285,0.45896946564885494,0.5256686670603368,0.8260869565217391,0.05185185185185185,0.06779661016949153,0.16
r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,hybrid_abstain,0.9467028003613369,0.053297199638663056,0.39622641509433965,0.3684210526315789,0.14285714285714285,0.45896946564885494,0.5256686670603368,0.8260869565217391,0.05185185185185185,0.06779661016949153,0.16
