variant,split,boundary_key,n,question_key_count,metric_count,std_tau1,std_tau2,std_tau3,std_tau4,mean_abs_tau_diff,p50_abs_tau_diff,p90_abs_tau_diff,p95_abs_tau_diff,p99_abs_tau_diff,max_abs_tau_diff,max_diff_tau_index,example_sample_ids,example_question_keys,example_metrics
metric_rubric,dev,84c8dec70e40c1786e5d87a170f8c589cd7f0c18,85,17,1,0.0,0.0005212875098144216,0.0031914852895581574,0.003191373232913743,0.0016417882021735697,0.0,0.0067903995513916016,0.0067903995513916016,0.0067903995513916016,0.0067903995513916016,tau3,"[""03eaab12a03a161693cdae93f04e88f87c670bb7"", ""0468aaf6345aa42dad1d7fa61a664f6a0bbb5439"", ""04bfbf54a7eeef628f3799e10e300520dcee17ca"", ""075727c51062c073b8a7606c029cdfae90f3b5b0"", ""07d3219bbd30c719e5dbb378132acf1fc1298075""]","[""b523d065b505435167aeeb8ac570753d31f61486"", ""dce5454bf2b5c13c559f20834dd7587652290d56"", ""9dcad11d15cc245e5dabc70ec2358208f1139f70"", ""fb39ec4c6f2f2003805ff213bc0dfbf8ce1be2df"", ""b62e6f2789e2f37733ad215d58a732b9fd77c233""]","[""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion"", ""Instruction Following & Task Completion""]"
metric_rubric,dev,8933d2a9b092a046e2c6635f8c1dad1235be15ae,44,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""057fb10dadb0ef587ef63e8c0692fb069e747f33"", ""0b852b93df7d7ad0db7ec99d276d3e4c2e6d53c9"", ""13b1d7ece3374577cc37e22e71c8766b4225fe21"", ""16bea1c1cd9d748355b4747cb6ce241d7fcfbc2c"", ""1c585c8ee352fa034b4740658f3baabc61788388""]","[""14ba3cb00f998348fe1c491eab066379d3bf192b"", ""331a7a211e46b10b48878cc0084924654a80202c"", ""9d1179a873f8e7454e4075453ea96fee9e73ecff"", ""331a7a211e46b10b48878cc0084924654a80202c"", ""8f1c5aeed95abdf2d61b5100731052698e7f33a9""]","[""Reasoning Process Rigor"", ""Reasoning Process Rigor"", ""Reasoning Process Rigor"", ""Reasoning Process Rigor"", ""Reasoning Process Rigor""]"
metric_rubric,dev,8db43356452b3eb287dd4d7ccc5382d96fb55af6,30,6,1,0.005823093691405703,0.006735262268004379,0.0022652734807720567,0.0022652734807720575,0.0033487152779239347,0.0,0.015625,0.01807260513305664,0.01807260513305664,0.01807260513305664,tau2,"[""0617e15353714d8e70bb076a5058c1e095a1e90f"", ""142769c8ad0d050d2bc1e4f722188931823e3bb2"", ""20dd2fbee2c251e7323d8ed8db1fd35af6b3fd7a"", ""260068a88c7e72713274ce0e0caec721b968ff2a"", ""2abdb2c39918d3516982a1ec83a154cda2b74e78""]","[""dce5454bf2b5c13c559f20834dd7587652290d56"", ""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""f0c5d4db7f494adcb9a74877d7432cc57370c219"", ""dce5454bf2b5c13c559f20834dd7587652290d56"", ""c6f22cd80053c6902385b62c5044122204f5cfb6""]","[""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support""]"
metric_rubric,dev,91d6d96dc84188091ed0b663a3bedee63b46d2a6,60,12,1,0.0,0.0005571054300688588,0.0030280291394629067,0.003027797301997209,0.0016348458952822928,0.0,0.006227970123291016,0.006227970123291016,0.006227970123291016,0.006227970123291016,tau3,"[""077f58776d4ab6a467cb6de9b411497d9d50fd50"", ""0795911801d8484e3269e88e83494fe544417969"", ""0acfae215fbf65b18d9efae29cc65c39314c9fa7"", ""0b628dd7b72ea3a3d011a771f81e46fb7be07a04"", ""0ce9064626a547d3d423ef91c43b8e51755ada22""]","[""01e981e006d5cc3c46452c8e47a7071211cd9c78"", ""9cf4454fa7d0f685a64a0967fe74cf6967ba4589"", ""b523d065b505435167aeeb8ac570753d31f61486"", ""01e981e006d5cc3c46452c8e47a7071211cd9c78"", ""2d32cd48b30f377b72a5069840cb071adf7553ca""]","[""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control""]"
metric_rubric,dev,a085d2986a974ea31c5c506ccf30696bc8782a3c,35,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""0a2b551b462f6f24d7bd7929223e546e494d419c"", ""0d46d17e0317c366484af3095b20c524aaee3ca2"", ""1a7cb84288f2aefb7dbd2d2cfe3754d6492dfbb2"", ""1ad92ba92563ce88073715cd707631d4a8b24b44"", ""1f17186aaca72516a7fe062b58a806ed6ea8ccc2""]","[""b523d065b505435167aeeb8ac570753d31f61486"", ""2d32cd48b30f377b72a5069840cb071adf7553ca"", ""fdee3eafe1a0b0c9952436eb5c8fd2bb759f6b98"", ""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""fdee3eafe1a0b0c9952436eb5c8fd2bb759f6b98""]","[""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration"", ""Clarity, Simplicity & Inspiration""]"
metric_rubric,dev,a5cb4375a83508adc1e697ccac23f185a0594d40,75,15,1,0.0,0.00021967360585392243,0.0033036959730272245,0.003303695973027224,0.0016848074423300254,0.0,0.006783962249755859,0.006783962249755859,0.006783962249755859,0.006783962249755859,tau3,"[""01d0b075c22a91eb1bf30d05c97ab4256ed7d960"", ""053de98886f60ab5ec51e900d2ec93bc42fee4d5"", ""09691f5315938a4adbf7895ed89748b85f462522"", ""0b2c86c42fde681a69044495da150d96bb40a326"", ""0cefce5f9ceda21ff09a2b560ac5f021af4d813b""]","[""bea4c701b5b8016ddc3f538300508271dc4dda99"", ""7fbb27443c683b93e375c9423d106612d34f5fce"", ""db2ee72b5e9852d8371685f637458d2b6f933ae8"", ""6dfa5410ccd6bff4e82457549f460215c4105f79"", ""6dfa5410ccd6bff4e82457549f460215c4105f79""]","[""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy""]"
metric_rubric,dev,a61094f695349c9f7f9afa4125cbd90e938ee23a,35,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""0254a2bc0811e4f3ec351229fb7036087d9966e7"", ""02789727b2e117e08a4e240edba2522b63e4488e"", ""09f0a5e6798734f1859446596f6223faaa5d8495"", ""0e9def4fcbc41318c97e0055e6413b82dbe0a145"", ""145663a08ae3d3a61ce278698ea82ccb75e7638c""]","[""9cf4454fa7d0f685a64a0967fe74cf6967ba4589"", ""9cf4454fa7d0f685a64a0967fe74cf6967ba4589"", ""3bde34d7d722994a823dfe59375b0708f8ffa30d"", ""3bde34d7d722994a823dfe59375b0708f8ffa30d"", ""2ec99513585fa81b368b7ede0183cc73436f33c5""]","[""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy"", ""Domain Knowledge Accuracy""]"
metric_rubric,dev,a648a0b8b1457a782ac5c4f3936181e46ac442dd,38,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""0618ee749a296e32260659ce9bd1d7d7fb33217e"", ""093859561cd29aefd7cfa32e2c78b6c00a38b2ff"", ""161556ab705771c656fc0055400df7ca28d80565"", ""16c8659136cb3055549733cae9aa9e118ebd8175"", ""1d26b0aac362d6160e4e72f85a04b9edfb5dd201""]","[""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""65ad2514e326632aed11da0c1bba1c5d71ade9d7"", ""b523d065b505435167aeeb8ac570753d31f61486"", ""3bde34d7d722994a823dfe59375b0708f8ffa30d""]","[""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development""]"
metric_rubric,dev,aa5c3bacfe2c71eed41bc85710e528bb74137313,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""4275823dfe4094d4b8e9887797ef050094c4f2c1""]","[""9dcad11d15cc245e5dabc70ec2358208f1139f70""]","[""Error Identification & Correction Precision""]"
metric_rubric,dev,bd23f2a81ecb775fa6a75c8334e4972a6df6d1bb,65,13,1,0.0007511317119002073,0.002031259608405412,0.0020313724248235405,0.0008245752001019249,0.0013548361567350534,0.0,0.004292964935302734,0.004292964935302734,0.004292964935302734,0.004292964935302734,tau3,"[""0361cc9784ec44f7e093970b9f81493a6df9adbc"", ""0b77c5abc4a8a8768d88f6f2a2e6088eecace9b7"", ""0e54ffac34fa7f91e6f677878bf2da9c344ba8ed"", ""11189f6d9f72eaf16a26cb523a1fa71f32ecc5ba"", ""12a721555646f2bc1bdde7137c421699e886cec8""]","[""bea4c701b5b8016ddc3f538300508271dc4dda99"", ""cfb26a1ae869d03990b3020ce7e70075cd0c65dc"", ""c305b07d3e5049944f2cbd8512d5e2a0d2096f3d"", ""e9eed454440c46c02b5f277a4e07dca9df17a713"", ""b0da9c125b65bfebc8e09ded7ca84db38fdc06ae""]","[""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control"", ""Content Relevance & Scope Control""]"
metric_rubric,dev,e2c833c875543601cd9a3327da03c4a8b7da55bb,25,5,1,0.000714229397330807,0.0009612324476318585,0.0009613444736898179,0.0009612324476318585,0.0009310293197631836,0.0014388561248779297,0.001981019973754883,0.001981019973754883,0.001981019973754883,0.001981019973754883,tau3,"[""0112721b014104978a66accce072f2b6212d64c8"", ""2c73b177cb34751029dd971792871dc090a6f531"", ""3bf54b647d7259d3c3c09a57b9860ae10cd75796"", ""41ea84faa50b4e80b37141524088cea0085c90ca"", ""598093e0377806429f316e30a4df5e8505ba1a0e""]","[""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""c6f22cd80053c6902385b62c5044122204f5cfb6"", ""2ec99513585fa81b368b7ede0183cc73436f33c5"", ""dce5454bf2b5c13c559f20834dd7587652290d56""]","[""Role & Tone Consistency"", ""Role & Tone Consistency"", ""Role & Tone Consistency"", ""Role & Tone Consistency"", ""Role & Tone Consistency""]"
metric_rubric,dev,e30cecad27cfc97a5f934deba60539fbf46c43ff,34,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""0a12a95fbc5fd52ee81bec06be2ae22570f04ad6"", ""13b1e2173cb2645f9ebce1bd5d744b84879bb0f7"", ""19bbead301279b17d6bee4a7da1cf212f8468f88"", ""205860f49fbbdb76a083c0bcc3058a75eaf20b9c"", ""28cb100bda849f499ad3ad11500b7d1b494be4a7""]","[""1bbfb9a5f532b875aaa1b5a1500fb88535b21a51"", ""8f1c5aeed95abdf2d61b5100731052698e7f33a9"", ""bd2b8ecc9401f3b7b41a53bb89b2c8375428ff11"", ""db2ee72b5e9852d8371685f637458d2b6f933ae8"", ""14ba3cb00f998348fe1c491eab066379d3bf192b""]","[""Error Identification & Correction Precision"", ""Error Identification & Correction Precision"", ""Error Identification & Correction Precision"", ""Error Identification & Correction Precision"", ""Error Identification & Correction Precision""]"
metric_rubric,dev,f0d18be11d34189cd2c8468188344a36bab80f88,44,9,1,0.0,0.0,0.0,0.002140173246620775,0.00016318668018687856,0.0,0.0,0.0,0.014360427856445312,0.014360427856445312,tau4,"[""03da2ddabe6f9f38bf0aa1a0f513d5accc5c4872"", ""04c31fa13883962d65bef8857b19dc86380943f3"", ""126326f70e5a81482328ac0006e1bf2f318d6492"", ""143f844f0de67a82fe8b1355e71144c090c2a8b4"", ""169c6de36f9ec41994ebc46f238086bca687a0d1""]","[""bd2b8ecc9401f3b7b41a53bb89b2c8375428ff11"", ""8f1c5aeed95abdf2d61b5100731052698e7f33a9"", ""8f1c5aeed95abdf2d61b5100731052698e7f33a9"", ""db2ee72b5e9852d8371685f637458d2b6f933ae8"", ""c5e865a068a848238f34733509b1d670a4295978""]","[""Motivation, Guidance & Positive Feedback"", ""Motivation, Guidance & Positive Feedback"", ""Motivation, Guidance & Positive Feedback"", ""Motivation, Guidance & Positive Feedback"", ""Motivation, Guidance & Positive Feedback""]"
metric_rubric,dev,fc7e8be9249b083b8b1efaaf89777c4059e9e439,45,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tau1,"[""000d57850edca504fd2b6997de4252496a616b32"", ""073dfe0638223eeadd32be6289ad5f1f752d8898"", ""083c79bb9f232d7b5022e70c3c15051ff2225f3d"", ""17f009f53b4772567b970907e59327aaeeea3571"", ""1d0b529d6f94b045a14e6240101710739b3977d7""]","[""b0da9c125b65bfebc8e09ded7ca84db38fdc06ae"", ""59ebbf3dea3260ad127a568cf1a6514d5611e0d9"", ""e9eed454440c46c02b5f277a4e07dca9df17a713"", ""e9eed454440c46c02b5f277a4e07dca9df17a713"", ""59ebbf3dea3260ad127a568cf1a6514d5611e0d9""]","[""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development"", ""Higher-Order Thinking & Skill Development""]"
metric_rubric,test,134fe8be716fe6dc497b2f2eaefdaab9a6304047,45,9,1,0.007795119555779046,0.007795119555779046,0.007795119555779046,0.007795119555779046,0.007954545454545454,0.015625,0.015625,0.015625,0.015625,0.015625,tau1,"[""048200bea6c368f3b04ecaf2d9369ee225df1bf7"", ""0575632a8d01ebe516fabf0f509b77b2a8f1a5b2"", ""05eca7037ed584467a17cf4d22300909e78bdce1"", ""0c87cc101d1de7cce217ec168ed17010fb595ceb"", ""0d8e4e2d34fbff611ca368e742dc53dabc3cb75a""]","[""64fd4f38da6640198ce3c95dd0add573d9d8674c"", ""98b5677cb80626a28f69d4b598f07466f65ed2da"", ""3391e592e7c2f34123106a3aec179c26d23178b8"", ""17b7d5ef28c4ab973e25c03486cef8f85327b921"", ""17b7d5ef28c4ab973e25c03486cef8f85327b921""]","[""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration"", ""Scenario Element Integration""]"
metric_rubric,test,1dcaf86669d40ba279a26c1239f034ecba2cc02b,80,16,1,0.0005800102740263012,0.0005788191036710393,0.0015370648319624643,0.0015335314636528577,0.0011060082082506976,0.0011603832244873047,0.002716541290283203,0.0039730072021484375,0.0041446685791015625,0.005401134490966797,tau4,"[""0081fd1f68e01824b4c7408f2f1c734a620ac4ee"", ""087082db59a7b616086f9aa2aff87f0be358db44"", ""0fbe412b513818a54c952be37350627d350f14b8"", ""12747760c9e36c869507f117c7053340bdfad0cd"", ""134afa68d81199f55104dd27357e83ffc45bc6a2""]","[""032d2a7705a681161d1f663d69ca178d59f597fb"", ""a86d193986282789de3db49ea4a5dd43ea2013eb"", ""b4067996b9bebf12858dc3f15816a40ff06a86dd"", ""95c2f48af5734d7130c7cb4f21a1ffcc0856a4ac"", ""203bd2376a2790af648dc36797a32ca8bc98b71f""]","[""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy"", ""Basic Factual Accuracy""]"
metric_rubric,test,366f771fb1138b0905e97bab826c67ac20cf7cb2,40,8,1,0.0007991508874951603,0.0020516055742257366,0.0020516055742257366,0.0020517223749985363,0.0017470726600060096,0.0,0.004188060760498047,0.004188060760498047,0.004188060760498047,0.004188060760498047,tau4,"[""0d40c4e038dc7d5a21771c0a4bb6822f5ed5cb86"", ""0f0a4ffd12001317c8f0edd9bfffe6b66b603c87"", ""1243792a0c8df4708756beb0de181542e8a1edb8"", ""1256c0f9c026caa463bf6b5c49a11f5ce7107330"", ""12592ecf464dcca468591433d6675f7703848f7c""]","[""d00539f664d8114bd356fa92c00c5e44acb566b5"", ""785cc5d96219bccac35c7994ebdb4e3394efd24f"", ""3391e592e7c2f34123106a3aec179c26d23178b8"", ""7d8005597b09cd02be60c120fc68546f79f3a5d7"", ""c1c804bdb6a2f3ca740bccf33842b8241ac10b72""]","[""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support"", ""Personalization, Adaptation & Learning Support""]"
