split,sample_id_hash,three_valid_scores,label_matches_half_up
train,6b804a3e027a4f17c61ad1a19ac37cc7e97a3bf0e3885dfafbef3d9755dfd2b8,True,True
train,76fa88b6b74bd4699f5768833d18ee995558293d883bffaa00df2491082ee1b6,True,True
train,9aa3e170e4ba7292cb3e17047fa09b1b1c579353d670539de1f7994408101d12,True,True
train,1878fedb2d1cec83f700e0a2a44ac826352cafc0f17f2cf6eaa7b9a1add18994,True,True
train,43bd697caeb06a27c171e0317a16d88ffa6516a08996b55f335d8db4ced7b4b8,True,True
train,4212dfb1e066e202bc261007b7863efc2c7d112c9b921c6b5d50c5b42ff87c59,True,True
train,31d6c2b2280bb8472be68110b06d1a07256795e58df52f27e8859d79d09de020,True,True
train,780960e18c3f46be6f03deec4ae1f86f76178546c1091fb2598a18a7e7aa99c0,True,True
train,67f3aa2833ac3e63ad1199abba6f924f7c6807378a0ea51759c53d2bbedc3d30,True,True
train,7aa8a70500edc7f24b9d626c269d0f5d18032c8d99e89a7de00b1b44f9ce5e71,True,True
train,e2fce77aabb8863076c73015b22c085494b5663b245ca88d2f6edef08cbbc4f3,True,True
train,cbbd96d3743aa541c52373454993721bceca39f2342d3533bca11284bf35694f,True,True
train,45e13988fba01ba4d5dcbe49e3d9e797ea738d56e9e3b7e6882bc152c033cf43,True,True
train,db6e4b91ed6e2f12cb6df8f3ebd95712d5d5404633dab8f495b478275f24c0d9,True,True
train,8b4575197c9fd1a6021acb3a8afbf4633b8a8b444f306df5154641270be5cb23,True,True
train,233e26639fcab158222bf8c26446562e94a6b03eb5b8e8bef5c8ee6199cb0cf7,True,True
train,3d4c0707b6e84ba97856ce9189d44eb75261c1568cfca010193441ff4e741496,True,True
train,0e0385183eb71b21d0f58908a6e47c6c04f8f53ed8b3e7e3c997d12f83298d03,True,True
train,a62e65401b7f52a04ad52cc73ab677be29c33920159b2f5dd1c111cac2d19b42,True,True
train,3ce3ddd10b851a600f5e7b23bac2835dcbe54b735e06e1dc07cbe4788aea545a,True,True
train,1ac901e11d866ad85bc87386066e13c16297e0060839323ca4bfb154b22279fe,True,True
train,7697585313505c441965023c69a6f347a5eb7f406566f430a7043bb85e8236bf,True,True
train,b2625581b5a3c26dbe8f33233402e9dbc1e62eac110453381f4f2e870832734e,True,True
train,8658152e7a8a8246fed5e974d90c26350c9ef353918e32c65020ee2d7f891f8d,True,True
train,63a19b254ae89951d55b8658aff84d9f16b858d1abbbf83253e8689e4107f5e9,True,True
train,b0a8f52f14205a6f0b00e147371fcebc61e04401d9d04d89c88193c9aa70d09b,True,True
train,dd97e9bcbf5c7d371bb324ebc075530e3fd5ee2760d01bffc111a987595a4a8a,True,True
train,236c9699b3b695d354132ae0d5186fd7ed6e458384481d246e3de423918f025c,True,True
train,a8d9378d9e91701354efe4f68a0755447581140f071c2828a18d2f4dc38b7546,True,True
train,d27df0ecb444ad5a036e5229811c70da6a3dbeb4ac7d09f90c996f91fae17634,True,True
train,7a8713936bb6339d392c5ed18c630986951ec335d4d23ae3875474bdbd1e628e,True,True
train,fa1a73d39e83da2c652cc0e8f1817920ae9aeb07b9489d93e37db192ab5c4fdb,True,True
train,94b2a71aeeb9cde83e376ae8683128c3ef75db98855e47ac15045a342b38af45,True,True
train,8e1a49e60b9427b59ad25433a4a67c55b11e8a259216af89ab7a8b3a8cb9f153,True,True
train,24b4849b0fa2e13e0ae96aef9d4f77a6d441c325503a1db8b8334181166ca59e,True,True
train,b3c49602caecfedec86e926407d9908e223f1f4418b653f01246c9fe3721914a,True,True
train,d04776c78a0c81c6ef1d8b78e4a4d1d222441eb46cd11643b84766587eee4974,True,True
train,2a13b8c7f179c88412b8182af9e762e2caa8832219276be173f9c803d91a0ceb,True,True
train,1f59699dae04f7bde06589c694a2c0b50c221fe362bf930fbb6301de1bc80127,True,True
train,e22feeb3e4c53f76394549ae14631f535a6745d3758645d4e20a406b286a68a6,True,True
train,2f100ee24a18852da27eec27bc79d7565b2ce889d5b3d53d29efb4241f73fe3c,True,True
train,d28bfdc7e9f70d6e12a04acd9408fc220e536fcdaa015a6143e307ad8704e473,True,True
train,e001e8d68913c13193a5c0dd06bd659ff45cf8784be3edfae20a14e908a87e98,True,True
train,8fa63f75e600d65fc7a7045ae11bf502d80853337b35af2ee476f973e97c5f9a,True,True
train,8abceb50fccbd7bbd61f08c1fa708864cefb18570c0b4f804cc1c89bd6d6f629,True,True
train,7c548de4edf57fd4d42f134f37c3c91a09fca34b64a5bc9109c3be2cba705807,True,True
train,a6313f9b8618a3b3141ba331fc8c5681214141ecc4477e7065b28cc902dc9279,True,True
train,c80b5812e19f300220fdc860d02ceb074344ad7f6818e8e9ed88077aaa731b88,True,True
train,93029eaeff8b2028a9355a56aa43e747703fcb2d9bfe7e3a8cd54177784909f0,True,True
train,644966f6703c669f18e869502e8911fe5827b3e987563d433fd9269815001eb3,True,True
train,2cebc03e0c45c171f54b1c1083dd188158d23b1a196a6666b3d288c01f6e1cd7,True,True
train,cbf1c70445fb7b0b244d0ada35abf9bca44deebd1d042bdddbaeecbdd836c30c,True,True
train,65d55a65d8f64d4756fc56d23b0310b26fdec0774c56311b86aed433a180ebdd,True,True
train,d5d55a8b36e0ef7861ecfdeabfc4bf15a2014a3dc26b0b61c8432b107c2ee462,True,True
train,de96ba40379c8fe0ef70058668409249ba2f124bcf1482b91a563a1b4263b661,True,True
train,9ee6bca493076f9fcc3b1ac81119a4c16c1ce4a45d3adfd6ecf18a44890a5eba,True,True
train,572291f029b881d3f9a8cf9f734bd58566745323225f9db98d0da4df322174b9,True,True
train,9d0cd6039ce7c12ef64b9ab1b90108d50c3eb3eedf71ada12c9f78ca26f2b401,True,True
train,0a7e6b1235e7c951712558b44a217970e054961ecfa4a04527ba1124beecce4f,True,True
train,c476a01ff9d0f89ac13cda5dda4479a3d4a8c9fe06962696d3e5160a8b2919b3,True,True
train,6cc6bbc3e3580a9d717bdd68f5aa713846ff05785f1b80ed5a18c2af6369699a,True,True
train,d5f6e667138f3227000fd10e8fb1b337f4c001d750d44ee1e4822559310d5580,True,True
train,d10d14e1fe1b15bb3c6dbdd9a6483dbcad7863f1c2a306db53090e42525c293d,True,True
train,c7d3db4e94184d6b163a01ad08d60fe8612ad87d0909e83bc37c7da7edefc724,True,True
train,b23bcd0d9663ee4147602fd2b59e80574a97bbcf93c56ba508031934e76c19b3,True,True
train,840837e535aa4c1e2eafe046163449448af82e00f4aeb13ced1c20c7e4b89bf2,True,True
train,93c0924275af80ec30d4196e6e6950bfdcfed47f584b5a4bd016e4761d43fd74,True,True
train,1030f3fe6dcaf814f444b944d45aabd79aa12bf193524484526dede7dfb713f9,True,True
train,bb2833424438a770b4135711bf030511678479e26c07f787ace0978449d45048,True,True
train,e8e8f2b540a108f6545c5f9b1bc0558fa69992dbe4eaafb2b3f140e62489a170,True,True
train,43e4c56e80c1a953f03bab829bac2e6c21700817704004f39191c2d614b969cd,True,True
train,baef7f0c116d37e9ace56fb83c067ea02d9ca0ff57a05ecafcdc0719f4fba73f,True,True
train,5f78997a5627528ceefbe233a0ab04020e08eb8f143a6cbfdc1eb23df37e77b3,True,True
train,f8c2541e8b2f46cf3c52e912a57e2456610f7770ba5167747b5ba2fa1eba0dc6,True,True
train,2ed35c1ed06972e88583dd8dc061ea5a732f043530f515666ffc84642a3cc05f,True,True
train,4f90683abdcd45b03d14a8873db5823582ee41ef07d423392bd7dbeea68d2130,True,True
train,9ce37738b797a0494e5fd93e83e876f7a5cb0b688798bfbdfacd31e867f6298e,True,True
train,8a602c8fe849ed01786859dcb60e87f031d9c910c0705339544ce8cbe108bf8c,True,True
train,3a74b38b63e935b86fc266b7501daf01be1192c71ad9c74184ed4b571d29edc0,True,True
train,e5e6d99eb4572bf79fb23b94e84f14e9a30df0f5672252fc0ba29cd426091f2e,True,True
train,8143327b4e6bda0b1902e7a97ab5e7bf00c479a5782403fd6f01152f61179d57,True,True
train,17bfdaf1a3c911fa1788199b89c100dce6c64f86b317dbd574b06d9821271b1b,True,True
train,2d6f535174e6599861b2c57aecbddd2c8b93863151e17d863da6c4628e42a102,True,True
train,f2e3796e6708579de0a9c87021767a7e8fb77c2f7cbe160886dd9da040071095,True,True
train,64b34aa7d814a8095bf1695399ec7a8ca20e90cec0eeb6c2dc9327b816754d5b,True,True
train,e8a13c60033848bb3dd7499f9d510f44e7a82f1bb451aade7edd0b4608608944,True,True
train,7675169b640293c25a50469e70127d78924c2c7c7d479c8f9777cad58c21a445,True,True
train,010c51aee9bf49ffdb9c0ef2759535dc1a8ce67b9c8ec12cd7d056989d85306d,True,True
train,01c2fd9a806e4f07714bd1477773cc124673b5451260cc6bdeef469ece4032e8,True,True
train,de3906d1ec41bd075d5b177ba6b37b450f35bf0c7562df49b37e420788231856,True,True
train,ca8b738bba77de42aa8299be6a226870bce645553d2163e207ea07d6157dda75,True,True
train,15f35d3aaacaf38be90c25d1326c623fba593e68e6843c5c0a65cbd7f87a50f4,True,True
train,cd5020ec77ccebd77f48854c7d3ebe783484a6a560b06d1bc13aa7fee2c532f1,True,True
train,25e36194e56ec24ca0ec2d73a9321e19182cb017d732fb7ec3f30a8d569a49cd,True,True
train,875f3e6e6628d766e4867f1270802806682f4143290b05ef30e1b46c7691080f,True,True
train,3513e9511df2a4f16b7e5f66755f67ef19b813e8577acdb3b7ab5ea52b0b22b5,True,True
train,e703d8655ce1908e4ec536de838b1491909d293189fb4e84fd40a6d5327dfe9e,True,True
train,b9e8ffc59f259bad48c6d0dcaf9845c9e61a26ed8dee9b48857502f239a13e77,True,True
train,5e7862ed3374be4b4dc867c0d4d824bae1a7408c9adb4e8312933710763ea80c,True,True
train,d00a1631f79b31bb853bf0bae8fbc8ac3c7202c5a4a7b160c8c49b00cd3cb295,True,True
train,aacce1394ecb1b960033833025ed57692ea776498f4a4585cc498ad7e5fea4dd,True,True
train,823791dffe1afd683c502c55d2366b1afdcaf2fd0eab2d5ba923015c1a49aeef,True,True
train,7c4d83f61943f781851848243a329b774a7e60c84b475224aaa372449df0be70,True,True
train,e5c7ff0d805b2ad9819eadaaf286da95a8b47a1d74cea965af192b91d50cb606,True,True
train,5051b881caaa10bce087e9146390cfe4392cb3ec797a02f3398d70969d64079e,True,True
train,9169bcad955ccf5f72b8e2452f1810ef35a1d2461540968930ac973d10677826,True,True
train,a598670b26db526891b273d259f2f051aecab840a3cc9cfcf50a8ded33003d51,True,True
train,f6890195229b9efade93db07b5e40e7ba2df91fc56356dc3b6069cdbf1e28ea2,True,True
train,0a71863d654d44f8672daf60ee8454502e117c915ec1506563a69c83e6ba995a,True,True
train,ca23fb02622cd03999a8b63dbd702446942a612b5a0a787fbb75f0a9101df75a,True,True
train,30f5b67ac0bd2542270cddfd27373c4f88cb7cd94038cc32e1bdc93f06ce9d1d,True,True
train,d50ea29022e8c0355356fe615168d44bdcb6e066c938a4fbc58163b66f2a7a59,True,True
train,753d68d5b7754e23d4c123a5824a62dc2129349d99887c2990f2bd8b8114214a,True,True
train,ce44cec36900b40290cfa616b71a0ed4dd169914ad40eab43c0d0d9892cddd2e,True,True
train,6303ed42f9137aae57b2566f65d10aabf1490da26fd8df77f541ee53c779a9b8,True,True
train,b0660ef1c59da312e67645e357a031deab4d769b19bcb53c763036026c145aa8,True,True
train,0ea8d1f585e04701cc2779a6cc823d54350fe36abf8645450239a38ecc509236,True,True
train,cc047149efbe554371179cab4495279000eda6608c8be7e613891a4cba692a1c,True,True
train,767572b9a576a96bc3590b497a81635524525615687cefb4fedf89d788eb16e6,True,True
train,e263e59760e3a21627df4953a99320bf56e0b69eaa7811b5dc24d1c80e82b85b,True,True
train,2b09a3b3e8af75626f7768997d5485e039ad2750997ec834869f175b80faa443,True,True
train,c7931ae61c57f324fec931e52393deb9d8a934d786cea75210fea27c2348a40f,True,True
train,98c64d7b8411d98d2ada21319f4faaccb3a51fc693a7e94e640fa0c849524323,True,True
train,304d8d344609fd11ca0f03cafa98fdc74fdf13fa23585d9622f3ab1fdb0cbf90,True,True
train,5b9a3171530b8349a6c99b2d476c108664bba65192d8a46266bb386421e20970,True,True
train,05e756558253a5906a5396cb0f6d951bcd8a80fa58ab2befced25f8888f5906d,True,True
train,6270595f301f0b2548769bce1b8756e4b54d2bb74a4773f899695a0b755aa61c,True,True
train,0272521b0a853552ad820662cbadfe5ba4fcb3e018171c858de5fd0c6fd0f168,True,True
train,11eb045a38d6f2cc3a9e67bc5e2ed6d5629dd7234040c7f572508e337e648a56,True,True
train,329b46cc0367ca263f2786f45509d0854be9481841d62398463042a81fc7423e,True,True
train,e8a58f3acd5feb4c066f52d3dc79007d22be1f4dbaa2aa1ecca105eabe4b854b,True,True
train,ba75a9d901cd745e439272f4b1ff6e6c636e7e0751a7a43ecb17f52517de1d9a,True,True
train,d0b2fdf6086266a002b59de3cc0abf4d74e5b82050385d4c22b0eb1422b13a6c,True,True
train,4955b6a7a934a4d63a8d1445897ff0d65de5fe09d62489c219e8a7732f75418b,True,True
train,d0413922ca07871b6a38391d1b8db4db3ccd3fc17c26ee58dca21e72f0d55024,True,True
train,07bfc30b2483bfb3f188b0dcd012501feba00375bcdb52b8d283d4af42b6bb97,True,True
train,897f397fde26443aae6370c33e88b848d6feb22ef6b3abab75f58f7c9e87e548,True,True
train,25cad157dc4f9c68af5c59b4486651e9ff10a19ac2c254e779c992b1a336008e,True,True
train,bf6b066bba8bfb8c65813506b32ce79284a9034a0fe245c541a1bb754fa31f0e,True,True
train,8aa7f4be8ece7a10eaedc02b19e9d4839f0c817dcc11e2db8c156ce5cf470a30,True,True
train,d1794bdb88369c606f5092242fad1e9f5489f71cc6faf74c13fe91bdde870166,True,True
train,35e7c64d80fa5262f07e34a1a253c913ecbf1ff525c3248c8dbad7200bd63322,True,True
train,f96a67795339a0d6400055bad598ecb5d532d9879bbc64cc83d7b1ff838c1bd0,True,True
train,10acd5219dfbae0aaf6aa38bafa26652707214fa0bfe2e9804d1ec34e15a9899,True,True
train,b7f81c1abb846abd424021ec437d9e24d0086e317ad5f57158a4d0bba5efdeec,True,True
train,63832ebab98d81e70c5e8c58ccf763c8f7ce70fc45dd808cc9a4433f9d368dff,True,True
train,387c745d43438ffceb2b6ec6f97b7cf41210c915d311de02332c3dfd27df1172,True,True
train,af92fc3f155b3a5c80bebe759c4256d70c6c0e5ef4c4c7e8d60b23e8fd85550b,True,True
train,5eba683b62ed84c2f8da51bf4f6f1e0162219ff84d7a51be6fc84457d1ddeae7,True,True
train,1727d06c55ed3df87632fd9c2ae538f4002c83ad10f895d050f83190a4ea8005,True,True
train,a8d80f54c458aca206861a48168681d9a8155f9172d9f2146617fd37b9daa515,True,True
train,fdb65334aa4745b0c53ea97392948d2d7d024c7d7df48ac988bac5be7697e8c0,True,True
train,3287a60844fd3eb12a8d54333b406620e339e0669a4f135e3eecd51c8d37b938,True,True
train,52382de3983f5cb7aab8271897924c602dbc3be201ed226319f6eb29b8d82d71,True,True
train,4355b9e073dcbd601c9331712103ea28268afaacb3c3f25956654eae9dc361a1,True,True
train,b327150955fe24e8ead9dcb2982069e2ffd7c6192b24e0c2a0762aa6a51c86b9,True,True
train,a1dbb613f8303acd4d4340bec5d856660048e62daf80927545553f7153acc891,True,True
train,f871ce4638d877981724d2a096a9ddfeb8a0365798c2c09f59c78f4538ed9dbd,True,True
train,1e7f79c8390bb04223cf1d5fcb05b9f433f117c18837267877b5027522158cc8,True,True
train,89f551d6746d5a035c1c0f9f8bf2924933e5a0bd9d6870ec659adf58319fb1c2,True,True
train,26fc6cd17a2620f3f4109760e23a56f36357c8b57410f875f2a65cfa5645313e,True,True
train,cbbef4fe337f0cc0f49cf3dbf6b7803a40a27f2189d82711b1c5d35018d630c4,True,True
train,040dabdeee74fab8b6312fde4470c108095fdca3238a0e06ef4abdf1e75e52ed,True,True
train,aa7a9bfaa7b803e6c4a56345db01cbf7290732c00600d6ffebc384f2e9f4f7e4,True,True
train,74ab96399ac9d71572f68531ae4a3cf04fc78780f86c56105826a47675352929,True,True
train,0e448724a45e90b1f7fd7064d624deed86b26e95b8b731d0f3a958e76ae69819,True,True
train,ef45087e27a6672e95dc0fec1a44cabeffc06059c2c613819f9b47b3d67a7fb3,True,True
train,f8bade504595dfb0ce93312f9bea403bac8f18613d7627cb12ed124167413f12,True,True
train,e421279ed1131d2f00fd57c519c74c4ec7b373a4e71efc22a47e11ba68c593fa,True,True
train,2a1d14a68449a3a36292d7eee4e2201a869d336b670248aaaad2b0345defbbbe,True,True
train,a60517e575c883591786dbcbf97647a760140bf6d3822cda971e8f9c16eb2f5d,True,True
train,79a433536de867113fbc82e97ebfdf8e45c53090228b30abb90c0ddcda433cb7,True,True
train,341903e266b86ae65d7830d86a467e67814fc6766f40b4e024f4c77cd08248b2,True,True
train,0989b61af6eec930d2a51e29fabcbdfbfc97d1a4ba6169528dd337c6e48ebf47,True,True
train,004d64e5a3795a6a20bc342ebcd39fcfe3744a63f9a7dcde43846389decde1c6,True,True
train,4ce4b8b02573c607afb46e976e8aa000c5643dec06858aa1d7fb4615e6232e02,True,True
train,8b34c57f20cb305bf3d5d8e4c693a8526802bdbb08a3c1bbe31b738d5ba3dbda,True,True
train,9f12ec1f72487764fc1fb34725951015b9b19fb6b1208399bc46be4fcc870560,True,True
train,6bfe8b3d4a5a04a5b78fce8f7269335c16ae51525f2d876c4968b46d0d4c3a2d,True,True
train,18185a41b1c82bc09effbf1d25cca25080dee93647a813cfa55614ccdc78a188,True,True
train,c677d41d1753eaced5acc111725deff1ba9a66d0751e53570bdebb23bf5f3832,True,True
train,50296376e36b704a3815ed58598a4140bdec916d01466bfaf4915e1029552c26,True,True
train,ded97b5f00fb96b55ffff12cc4f5f6fc7d3a30ecb21e572caadbaaf6a05e6344,True,True
train,db758cdfe4046f8e029823e3c1cd1f741a35d2c4712018f3cf76bea4dbc7837f,True,True
train,85e601e3c1aef776b4ed1392b09b1b85c45f5d0bb4e27647d1e6c913e220a978,True,True
train,eae23eb9fec064183d0b338a5fd37a0fd54c2ab807eaf670ff516466747dc69a,True,True
train,c6d82b226705da71c2aaa6a0e7544cd9fb89c344b8702bb8febcbff7538dc9c9,True,True
train,73621a3d22887bcb8ce59ac7e946ffbed3605aa9ce3e9a548a02d1b28fb327d7,True,True
train,903468e0fc60ef4856be9b7c0a9dcea215757c2c07d1277c0384934941cfa487,True,True
train,b78bd0c84f87d9102cc8a76eae0d8fa0caac35458fdcec6e17fa739aed9aa3ef,True,True
train,784eeb7ddfaaa531b369a8ba6b3ea137b8ae7de87b0516a325446cd4c674dace,True,True
train,4b8f8e7695ef8bfa353921120f341915a53eda0b446be1da898a11ecc544132a,True,True
train,2d055c340a1d78975961d43087dc842aff504e11d10bfc1ab821ceae32a25f8d,True,True
train,70ce1bd2a89608bcb4a7e91a416b57e2891f438d43bacb7d11fd5cf78882d77f,True,True
train,322835a04c2daf182e287ecdcd2ca3f6b6e11bff8ccb087c38baf6ad7b47c1f4,True,True
train,46185a0f210cf4c2da2ce575c4ecc09994ba469aaa88dad1842b29ec1685ec21,True,True
train,b5ad3e14b9c952f2917f49b035d9ab05080ce1cc718f84d3bd2f3d892f40b6bc,True,True
train,c50029b6ebfb428bc906a4a0b9899de3ea9a00b227e507a45ff66634a7a4b41b,True,True
train,f607e3d02795df696298162560e96726c1518aa48e252057d72f3b7d438765cc,True,True
train,9484ee84e18cdb254633ce24999c988d25156e00c9ec0627d04ac71ddde02657,True,True
train,a2cf43affa48ce36973436b065350ee5083f951ae3aec6d95a70e1cf5185ab9a,True,True
train,344f95ef55d9db128daeef61bdbd6884a2731c82c9b77708975ec0831dcd3fb6,True,True
train,797539fff31a9f0987f7c95ef8f416cae067da2b3f7d24afe1b0bed7b2456164,True,True
train,6d5e445fb3eaedfe87ca91c35154165be940c695e98ce17ea6ab285e4fe8920b,True,True
train,0e469ed0b36e7c41ec908f9468fadc526132f7756b25f1115c251029ba89337f,True,True
train,44f1edcaab600d697911bf9b5b718055571ffeeed456c8316d856e08f6bde509,True,True
train,a2659ebe838de6b3ff34f8671e93c8df4ba2a243311522252cd5f2a5b829d3be,True,True
train,d90a4ea1e18587aa6ded4c806e05daaa21fb22cc397806ae6971514cc9972a6a,True,True
train,3d3ae455ccd3546019d20fcaf96d8d5f082e1288a22ef92293ab061f89100d9f,True,True
train,46b44a9a43e335e5c49bd23cd746140946e68a5fb1a03e4c79b91e14f12559b9,True,True
train,8792f9b2646e0a034782e336a9cb5b8f2bb364d7c674a657f9d7b2fab12fd950,True,True
train,af681f6a1ea287cd1e19f6f7d60a58d42d26e95a106494a78c8d59b17d3290cd,True,True
train,8c24645fdbad9487f29e9611ab91feb6baeb6cdaa0f54fc13612e305fbda16a1,True,True
train,0c1d93299fa142167783efe2e9637281aa48cdbdd507346e1208aa8afc363fc5,True,True
train,fbdb0794b6ff538de3d7fd7ea89e7a97ba71c31db97eebb1055079afb13f007e,True,True
train,6aa98fc34b53cec8c2a790fd4dd1a07c1954965cbd1ee288174047944bbcf76b,True,True
train,c02a3f9ea8f6590ab10e94ce7a39b3e3db50f354eb8be2b5db62314467f4de05,True,True
train,0874d89b8ef1977744c504c8834f732a7cdd1b241b925247152fd8b9d4d1c23c,True,True
train,081b5c84914e54f6521d7f62568b11f6c34a4f8188962a7200fd8d766ed2873d,True,True
train,97360c4e1ad37df78771db4ecc85be2bc9a49bd8e892ff03a8562ac6271e9f8f,True,True
train,0a5f726ed26a69a0e7bf719f0d72709e92e8ac8e9eb9dd319d7c01c10ec49ef8,True,True
train,9e64d9cf9fcc95f65095f76fc87872a39eb7af9fc572feb1ee6f3f597f525b93,True,True
train,f2fbce5e32fd774675c75215d9549c55ae2a5c94f7b3ac85c9598f4dc5d59fa0,True,True
train,4d6cff7bb55f2c628f4168cfe083e9133c89d3c678fcced7e61111cd95375b3c,True,True
train,4f101abe729fab4cf05773cd75d7ee9981ee296fb595fe29b36b88357104a1a5,True,True
train,44e6951e6da6664960b3219ba3c0434cb0de6100b54c009989614f72e4d57784,True,True
train,6abbd57cd4861d50ac2676a69f74efb5a37202a777db19714eb552ae79be32f0,True,True
train,1a36e22384e6a800c8b3b5cc5bb4f0375a0a627fbc3d5057be13304616faa63c,True,True
train,796ff7572d6f85589eb7d6d379dae8f29fbb568d79db450e6a69da820225e49e,True,True
train,c60f83df262a5ad7cb70059bd9ea5a4c1a737b71e1e2d9e96f6d42dad355f1f9,True,True
train,b3d7120e74e33eac3574f0ba8577611ebafee88b7b76f9c4895922baaff1ea0c,True,True
train,1ad075899cf5283d4b02f132abc65ca36211187107af68e9611d8c8a8a9135b3,True,True
train,8b348c0f68de07e19f41b03bd3fd4841b07fbf4b0d2182aa1ca50e3a1dfd3d0a,True,True
train,1bd3407900c593db48b77f3f80a596361c7c69d1de6ea23f1a74788c0721fde0,True,True
train,ca9c42c9da1fb7cf965e5f7fb2261900b8808895c7a4d29e0f4b2fd4f526e20f,True,True
