variant,seed,sample_id,sample_id_hash,original_score,silver_hard_score,silver_score_range,soft_target_5,sample_weight,pred_label_5,pred_score_expected,agrees_original,agrees_silver,prob_1,prob_2,prob_3,prob_4,prob_5
v3_safe16_original_low_anchor,43,fa439d530a93932f4cf8a09f743d80c44e18e0b8,76d386a440d3749bd1c6d4f573102720e611354ba826cc91d5b8b3e4fca5d57c,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,5,4.7428368693217635,False,True,0.014734218828380108,0.04627972096204758,0.024880848824977875,0.009625264443457127,0.9044799208641052
v3_safe16_original_low_anchor,43,6a65ddfebb3698d3eb20f814a761580fa2f8be48,0d325d62b18177455149c9f8b7bb68e7c7040e0a9e600314274571f4f071beae,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,5,4.638100424781442,False,True,0.026786092668771744,0.05850620195269585,0.027636373415589333,0.0239640474319458,0.8631073236465454
v3_safe16_original_low_anchor,43,ffbcfd835bce6f2c49e6ba425055824d75949505,b2e7cf8e53fcb07ea70c06c64a8488d8f2d24ce4951addbda2b1ffdb61589f58,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,2,2.1420035515911877,True,False,0.14981311559677124,0.7374059557914734,0.003414866980165243,0.03969652205705643,0.06966956704854965
v3_safe16_original_low_anchor,43,6cc46157fcf2aa5b87cd72293be48481a7e5dacc,535f6f162b2f41e340eedb12b2a728c623e6aa29cb77c2966dbe80cfe4d3152d,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.7682333873581848,4,3.285626109689474,False,True,0.017325010150671005,0.22205659747123718,0.27206945419311523,0.4347657263278961,0.05378332734107971
v3_safe16_original_low_anchor,43,d669073d100a7f3755e1ce0ec3bd63e9b6c54e34,a667f21242a9621e4ce8f2ec0f2babe7984239a16eaadf4bbcbdfd307dde0af1,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,3,2.924262896180153,False,False,0.02692103385925293,0.30689379572868347,0.4465278089046478,0.15431588888168335,0.06534145772457123
v3_safe16_original_low_anchor,43,7a5ae2c79851e40cccaf47deb5d4953023576ec9,fb8997b4a2d472919db490033ed11449d4fcb250a1d5c443bb1ce281499ac31d,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.5121555915721232,2,2.349214856105391,True,False,0.02011295221745968,0.7459400296211243,0.09938689321279526,0.1337396800518036,0.0008204889600165188
v3_safe16_original_low_anchor,43,a5b76b94f849ef3c81364bfd2a49a16777a2d7fa,f61c973de1b8f9b2472d15c187a5593f244d5eea6bfd3c6f19aa7368ace9d0e1,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.5121555915721232,3,3.2396467374637723,False,False,0.009527568705379963,0.18403521180152893,0.5580798983573914,0.0539773553609848,0.19437992572784424
v3_safe16_original_low_anchor,43,61725aede8ed2f1879dae36d9b4f8a751b64787b,b76daa4c9642bd9f701e37ea5c258286f3b9b4316b4d59792fe835e06b84cb0e,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.5121555915721232,2,2.186671328730881,True,False,0.011594347655773163,0.809657633304596,0.16194170713424683,0.014095143415033817,0.002711203880608082
v3_safe16_original_low_anchor,43,26347fdbe0a04b7bfbc0e5079be670bb041a82f8,72c76f07c46dce3d1355e5a5addec0d0c14b681b60eac9692de318a5f9b13a25,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.5121555915721232,3,3.5341862593777478,False,False,0.007567421067506075,0.12502826750278473,0.49064818024635315,0.07916297018527985,0.2975931763648987
v3_safe16_original_low_anchor,43,d47f50d9f862f2b3b38b2bce2d879ce46d379e2b,4ba4f001caee782d9152a987695025d0e0df387b2fd5fbcd94c93eed157d32ab,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.7682333873581848,5,4.8477102444212505,False,False,1.660461384744849e-05,0.0007754400139674544,0.0010619729291647673,0.14777269959449768,0.8503732085227966
v3_safe16_original_low_anchor,43,25a37166756d804397ce1540111f9b80f5bd477b,60492f01820d16a15e74c896c46501f6ad06852d3332aba2b94e55dc1333828f,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,3,3.1984067216981202,False,False,0.0021969906520098448,0.022016145288944244,0.7581176161766052,0.2105216532945633,0.007147595752030611
v3_safe16_original_low_anchor,43,f33e86ba6eaa5281c801dea1ed174135a7d4c0da,35a4fb63b9e4a0a9f0156762f63983f8d0e623d391c232e0a86f624a51814413,2,5,"[4,5]","[0.0,0.0,0.0,0.20860852732604496,0.791391472673955]",0.7682333873581848,4,3.7907894253730774,False,False,0.0816178023815155,0.07891379296779633,0.09560742974281311,0.45478320121765137,0.2890777885913849
v3_safe16_original_low_anchor,43,3fdc81f613bf237c32a80d3fb798df97d4a1a3ab,60e579d7e9d7d5bedabf70fc1a990f29d957909cdf9fe00bff7defbeef90ac90,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.5121555915721232,4,3.4418363384902477,False,False,0.009945100173354149,0.06285496801137924,0.4098659157752991,0.5100863575935364,0.007247624918818474
v3_safe16_original_low_anchor,43,3bcc02fdb1dc40baccc625e0649658243cccf44d,9a24b56636da6e78a08adda4f45702ad30b4a69bdb8c8a9001e1c36b07c7be9c,2,4,"[4,5]","[0.0,0.0,0.0,0.791391472673955,0.20860852732604496]",0.7682333873581848,5,4.453809559345245,False,False,0.036242760717868805,0.03858022019267082,0.064483642578125,0.15651161968708038,0.7041817903518677
v3_safe16_original_low_anchor,43,65890fb994cef054dc75e0e6dd4c1b3e2d91805d,bd24a3956586932243054235b5c3b04747d832f90d88012aa6d7b55610b12036,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,3,3.0377434785477817,False,False,0.016164302825927734,0.1545654833316803,0.6113183498382568,0.21126598119735718,0.006685846950858831
v3_safe16_original_low_anchor,44,49318c4f0d2ec2244ac543b0db468afaf9a85d1b,58e6701df99f3e4922755305b046ce5fed176aa447e7cacaf0ad62d4ac6afe8d,1,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,5,4.627879712264985,False,True,0.007602301891893148,0.06560175865888596,0.030780719593167305,0.0833444744348526,0.8126707673072815
v3_safe16_original_low_anchor,44,fa439d530a93932f4cf8a09f743d80c44e18e0b8,76d386a440d3749bd1c6d4f573102720e611354ba826cc91d5b8b3e4fca5d57c,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,5,4.927655637729913,False,True,0.005278983619064093,0.005575718358159065,0.012812898494303226,0.008875235915184021,0.967457115650177
v3_safe16_original_low_anchor,44,6a65ddfebb3698d3eb20f814a761580fa2f8be48,0d325d62b18177455149c9f8b7bb68e7c7040e0a9e600314274571f4f071beae,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,5,4.947535095736384,False,True,0.002820936031639576,0.005068304017186165,0.007288425229489803,0.011399313807487488,0.9734230041503906
v3_safe16_original_low_anchor,44,ffbcfd835bce6f2c49e6ba425055824d75949505,b2e7cf8e53fcb07ea70c06c64a8488d8f2d24ce4951addbda2b1ffdb61589f58,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,5,4.670966906473041,False,True,0.006304716691374779,0.04550674185156822,0.05786396563053131,0.05156589299440384,0.838758647441864
v3_safe16_original_low_anchor,44,6cc46157fcf2aa5b87cd72293be48481a7e5dacc,535f6f162b2f41e340eedb12b2a728c623e6aa29cb77c2966dbe80cfe4d3152d,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.7682333873581848,4,3.816945777274668,False,True,0.0047652581706643105,0.04723111540079117,0.22253885865211487,0.5772218704223633,0.14824284613132477
v3_safe16_original_low_anchor,44,d669073d100a7f3755e1ce0ec3bd63e9b6c54e34,a667f21242a9621e4ce8f2ec0f2babe7984239a16eaadf4bbcbdfd307dde0af1,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,4,3.744330079294741,False,False,0.013132886029779911,0.0522085577249527,0.29890310764312744,0.448706716299057,0.1870487779378891
v3_safe16_original_low_anchor,44,7a5ae2c79851e40cccaf47deb5d4953023576ec9,fb8997b4a2d472919db490033ed11449d4fcb250a1d5c443bb1ce281499ac31d,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.5121555915721232,4,3.5079299733042717,False,True,0.0025434568524360657,0.040690112859010696,0.4413217306137085,0.4771825671195984,0.03826216608285904
v3_safe16_original_low_anchor,44,a5b76b94f849ef3c81364bfd2a49a16777a2d7fa,f61c973de1b8f9b2472d15c187a5593f244d5eea6bfd3c6f19aa7368ace9d0e1,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.5121555915721232,3,3.803257424617186,False,False,0.0013962204102426767,0.03068004921078682,0.4057121276855469,0.28769299387931824,0.27451854944229126
v3_safe16_original_low_anchor,44,61725aede8ed2f1879dae36d9b4f8a751b64787b,b76daa4c9642bd9f701e37ea5c258286f3b9b4316b4d59792fe835e06b84cb0e,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.5121555915721232,3,3.324430571636185,False,False,0.003362027695402503,0.05653217434883118,0.60187166929245,0.28878116607666016,0.04945290461182594
v3_safe16_original_low_anchor,44,26347fdbe0a04b7bfbc0e5079be670bb041a82f8,72c76f07c46dce3d1355e5a5addec0d0c14b681b60eac9692de318a5f9b13a25,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.5121555915721232,5,4.5925487141357735,False,False,0.0012887167977169156,0.021925082430243492,0.07036155462265015,0.19579818844795227,0.710626482963562
v3_safe16_original_low_anchor,44,d47f50d9f862f2b3b38b2bce2d879ce46d379e2b,4ba4f001caee782d9152a987695025d0e0df387b2fd5fbcd94c93eed157d32ab,2,4,"[4,4]","[0.0,0.0,0.0,1.0,0.0]",0.7682333873581848,5,4.915332654520171,False,False,0.000320175924571231,0.0011711547849699855,0.006430905312299728,0.06701157242059708,0.9250662326812744
v3_safe16_original_low_anchor,44,25a37166756d804397ce1540111f9b80f5bd477b,60492f01820d16a15e74c896c46501f6ad06852d3332aba2b94e55dc1333828f,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,3,3.345897816005163,False,False,0.0018065384356305003,0.007201037369668484,0.6431722640991211,0.3389279842376709,0.00889209471642971
v3_safe16_original_low_anchor,44,f33e86ba6eaa5281c801dea1ed174135a7d4c0da,35a4fb63b9e4a0a9f0156762f63983f8d0e623d391c232e0a86f624a51814413,2,5,"[4,5]","[0.0,0.0,0.0,0.20860852732604496,0.791391472673955]",0.7682333873581848,5,3.983786478638649,False,True,0.102944515645504,0.09261741489171982,0.06882741302251816,0.18892835080623627,0.5466822981834412
v3_safe16_original_low_anchor,44,3fdc81f613bf237c32a80d3fb798df97d4a1a3ab,60e579d7e9d7d5bedabf70fc1a990f29d957909cdf9fe00bff7defbeef90ac90,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.5121555915721232,3,3.44343682564795,False,False,0.022661658003926277,0.02670195698738098,0.4714582860469818,0.4428940713405609,0.03628402203321457
v3_safe16_original_low_anchor,44,3bcc02fdb1dc40baccc625e0649658243cccf44d,9a24b56636da6e78a08adda4f45702ad30b4a69bdb8c8a9001e1c36b07c7be9c,2,4,"[4,5]","[0.0,0.0,0.0,0.791391472673955,0.20860852732604496]",0.7682333873581848,5,4.742722992785275,False,False,0.011249409057199955,0.0369214303791523,0.02263583615422249,0.05624350532889366,0.8729498386383057
v3_safe16_original_low_anchor,44,65890fb994cef054dc75e0e6dd4c1b3e2d91805d,bd24a3956586932243054235b5c3b04747d832f90d88012aa6d7b55610b12036,2,5,"[5,5]","[0.0,0.0,0.0,0.0,1.0]",0.7682333873581848,3,3.1615629345178604,False,False,0.027861692011356354,0.03213130682706833,0.7074222564697266,0.21575160324573517,0.016833089292049408
