seed,left_variant,right_variant,metric,difference_safe16_minus_baseline
43,v3_selective_soft_audit,v3_safe16_original_low_anchor,low_to_high_count,0.0
43,v3_selective_soft_audit,v3_safe16_original_low_anchor,low_to_high_rate,0.0
43,v3_selective_soft_audit,v3_safe16_original_low_anchor,high_to_low_count,1.0
43,v3_selective_soft_audit,v3_safe16_original_low_anchor,high_to_low_rate,0.0010582010582010583
43,v3_selective_soft_audit,v3_safe16_original_low_anchor,label1_recall,-0.052631578947368474
43,v3_selective_soft_audit,v3_safe16_original_low_anchor,label2_recall,-0.05263157894736842
43,v3_selective_soft_audit,v3_safe16_original_low_anchor,label5_recall,-0.0017985611510791255
43,v3_selective_soft_audit,v3_safe16_original_low_anchor,low_mean_p_score_ge_4,-0.05147054903634274
43,v3_selective_soft_audit,v3_safe16_original_low_anchor,high_mean_p_score_le_2,0.004271731085636923
44,v0_original_unweighted,v3_safe16_original_low_anchor,MAE_argmax,0.0018066847335139746
44,v0_original_unweighted,v3_safe16_original_low_anchor,MAE_expected,-3.086191195578181e-05
44,v0_original_unweighted,v3_safe16_original_low_anchor,QWK,0.02064123523401251
44,v0_original_unweighted,v3_safe16_original_low_anchor,Exact_Match,0.0018066847335139746
44,v0_original_unweighted,v3_safe16_original_low_anchor,Kendall_tau,0.011725005221692508
44,v0_original_unweighted,v3_safe16_original_low_anchor,Bin_Agreement,-0.005420054200542035
44,v0_original_unweighted,v3_safe16_original_low_anchor,Signed_Bias_argmax,0.06865401987353208
44,v0_original_unweighted,v3_safe16_original_low_anchor,Signed_Bias_expected,0.034369197760379534
44,v0_original_unweighted,v3_safe16_original_low_anchor,low_to_high_count,-4.0
44,v0_original_unweighted,v3_safe16_original_low_anchor,low_to_high_rate,-0.07017543859649128
44,v0_original_unweighted,v3_safe16_original_low_anchor,high_to_low_count,0.0
44,v0_original_unweighted,v3_safe16_original_low_anchor,high_to_low_rate,0.0
44,v0_original_unweighted,v3_safe16_original_low_anchor,label1_recall,0.05263157894736836
44,v0_original_unweighted,v3_safe16_original_low_anchor,label2_recall,0.0
44,v0_original_unweighted,v3_safe16_original_low_anchor,label5_recall,0.09892086330935246
44,v0_original_unweighted,v3_safe16_original_low_anchor,low_mean_p_score_ge_4,-0.0038479066932810557
44,v0_original_unweighted,v3_safe16_original_low_anchor,high_mean_p_score_le_2,0.002628734173747453
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,MAE_argmax,-0.00903342366757004
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,MAE_expected,0.010515975499696129
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,QWK,0.030341704251100166
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,Exact_Match,0.0027100271002710175
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,Kendall_tau,0.018020420798214865
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,Bin_Agreement,-0.013550135501354976
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,Signed_Bias_argmax,-0.10659439927732611
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,Signed_Bias_expected,-0.12320930487685874
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,low_to_high_count,-3.0
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,low_to_high_rate,-0.05263157894736842
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,high_to_low_count,0.0
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,high_to_low_rate,0.0
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,label1_recall,-0.052631578947368474
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,label2_recall,0.0
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,label5_recall,-0.046762589928057596
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,low_mean_p_score_ge_4,-0.05981659886157631
44,v1_original_label_matched_weight,v3_safe16_original_low_anchor,high_mean_p_score_le_2,0.0024762665523763473
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,MAE_argmax,-0.0036133694670280048
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,MAE_expected,-0.0043804412766134115
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,QWK,0.0210854636764376
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,Exact_Match,0.004516711833784992
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,Kendall_tau,0.025643356936028927
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,Bin_Agreement,-0.0009033423667569318
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,Signed_Bias_argmax,0.05962059620596205
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,Signed_Bias_expected,0.08139799973841395
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,low_to_high_count,-2.0
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,low_to_high_rate,-0.03508771929824567
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,high_to_low_count,0.0
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,high_to_low_rate,0.0
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,label1_recall,-0.052631578947368474
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,label2_recall,0.0
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,label5_recall,0.08453237410071934
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,low_mean_p_score_ge_4,0.04527747705568591
44,v2_selective_hard_relabel,v3_safe16_original_low_anchor,high_mean_p_score_le_2,-0.006192596532016294
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,MAE_argmax,0.0
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,MAE_expected,-0.028382238266318804
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,QWK,0.03299956588421238
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,Exact_Match,0.0036133694670279493
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,Kendall_tau,0.019841274247629048
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,Bin_Agreement,-0.010840108401083959
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,Signed_Bias_argmax,0.07226738934056008
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,Signed_Bias_expected,0.09065539105279895
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,low_to_high_count,-3.0
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,low_to_high_rate,-0.05263157894736842
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,high_to_low_count,0.0
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,high_to_low_rate,0.0
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,label1_recall,0.10526315789473684
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,label2_recall,0.0
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,label5_recall,0.11330935251798557
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,low_mean_p_score_ge_4,-0.004263297934493648
44,v3_selective_soft_audit,v3_safe16_original_low_anchor,high_mean_p_score_le_2,-0.005364458541986077
