objective_id,objective_type,objective_label,status,split,scenario_canonical,n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate
O1_classification,classification,classification,reused_exp03_a4,test,Error Correction,341,0.7155425219941349,0.7155425219941349,0.3421309872922776,0.30043882730177657,0.5275097499867206,0.019550342130987268,-0.0185971803986644,0.5222848251449022,0.714017009717867,0.7810617328867535,0.679677161695044,0.753039452120739,0.9824046920821115,0.0,0.7222222222222222,0.8324324324324325,20,0.65,0.3666666666666666,0.29999999999999993,0.05,0.05,2.3,185,0.016216216216216217,-0.057657657657657777,0.30043882730177657,0.017595307917888565,0.0,0.05865102639296188,0.11143695014662756,0.2903225806451613,0.5395894428152492,nan
O1_classification,classification,classification,reused_exp03_a4,test,Idea Provision,420,0.7285714285714285,0.7285714285714285,0.3849206349206349,0.34224413076042826,0.6267831705280087,0.056349206349206336,0.017304006059623376,0.451706165023863,0.7267945765221607,0.613503375843961,0.5806975203784325,0.6495052757550746,0.9523809523809523,nan,0.2222222222222222,0.8375,9,0.2222222222222222,1.259259259259259,1.259259259259259,0.4444444444444444,0.4444444444444444,3.3333333333333335,240,0.025,-0.06111111111111123,0.34224413076042826,0.047619047619047616,0.0,0.014285714285714285,0.10714285714285714,0.30238095238095236,0.5761904761904761,nan
O1_classification,classification,classification,reused_exp03_a4,test,Personalized Content Creation,106,0.7641509433962265,0.7641509433962265,0.3144654088050315,0.2811300367821504,0.48886983000776785,0.16981132075471694,0.12403469057342983,0.3493121693121693,0.7337126884296695,0.6553646075243846,0.6387212274431219,0.7224943251667733,0.9905660377358491,nan,nan,0.9038461538461539,0,nan,nan,nan,nan,nan,nan,52,0.0,0.019230769230769128,0.2811300367821504,0.009433962264150943,0.0,0.0,0.018867924528301886,0.4528301886792453,0.5283018867924528,nan
O1_classification,classification,classification,reused_exp03_a4,test,Personalized Learning Support,265,0.7283018867924528,0.7283018867924528,0.3786163522012578,0.3419512784531722,0.532782734656453,0.12452830188679245,0.10729658928746909,0.399607649734232,0.7158442385573984,0.6730637422892392,0.6137419102111595,0.6936676324649789,0.9886792452830189,nan,0.0,0.8333333333333334,2,0.0,1.3333333333333333,1.3333333333333333,0.5,0.5,3.5,114,0.008771929824561403,-0.011695906432748683,0.3419512784531722,0.011320754716981131,0.0,0.0,0.07547169811320754,0.4830188679245283,0.44150943396226416,nan
O1_classification,classification,classification,reused_exp03_a4,test,Question Answering,248,0.6733870967741935,0.6733870967741935,0.8172043010752688,0.795914488738236,1.466471150213533,0.5698924731182795,0.39616235070964456,0.3401880034715855,0.6704432975015545,0.48598201925856066,0.45879670251081356,0.519375074611258,0.782258064516129,0.35185185185185186,0.0,0.8742138364779874,59,0.3220338983050847,2.248587570621469,2.214689265536723,0.6440677966101694,0.6610169491525424,3.305084745762712,159,0.06289308176100629,-0.04402515723270453,0.795914488738236,0.21774193548387097,0.08064516129032258,0.0,0.056451612903225805,0.1532258064516129,0.7096774193548387,nan
O1_classification,classification,classification,reused_exp03_a4,test,Question Generation,295,0.7186440677966102,0.7186440677966102,0.36158192090395475,0.3171255829562637,0.5420196589926082,0.0949152542372881,0.06117251902397954,0.46206433336379427,0.7139775911231854,0.714117702403914,0.6179054404964825,0.6861933294582123,0.9830508474576272,nan,0.25,0.8563218390804598,12,0.25,0.8888888888888888,0.8333333333333331,0.16666666666666666,0.16666666666666666,3.0,174,0.005747126436781609,-0.0038314176245212023,0.3171255829562637,0.01694915254237288,0.0,0.010169491525423728,0.10847457627118644,0.2745762711864407,0.6067796610169491,nan
O1_classification,classification,classification,reused_exp03_a4,test,Teaching Material Generation,369,0.8102981029810298,0.8102981029810298,0.3161698283649502,0.2824323627793975,0.45250149517055394,0.04878048780487805,0.022704669412461027,0.32895191870165325,0.7979924096222609,0.6004278583313525,0.5689250233111172,0.6327420492762988,0.989159891598916,nan,nan,0.8208092485549133,0,nan,nan,nan,nan,nan,nan,173,0.0,0.009633911368015252,0.2824323627793975,0.01084010840108401,0.0,0.0,0.0,0.5284552845528455,0.4715447154471545,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Automatic Grading,125,0.44,0.44,0.6880000000000002,0.6466210931142171,0.920869154657707,-0.07466666666666666,-0.06337055269877116,0.20463611859838277,0.35654842767295597,0.1677573550332897,0.2844272782133751,0.32949165808155495,0.928,0.0,0.0,0.1568627450980392,10,0.0,2.2,2.2,0.9,0.9,3.9,51,0.0,-0.7189542483660131,0.6466210931142171,0.072,0.0,0.0,0.056,0.872,0.072,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Emotional Support,80,0.45,0.45,0.5625,0.4346519241730372,0.6400954789890507,-0.18750000000000006,-0.259247300028801,0.18855835240274596,0.3971395881006865,0.2195121951219512,0.19736654329995482,0.22034774250708436,1.0,nan,nan,0.2857142857142857,0,nan,nan,nan,nan,nan,nan,42,0.0,-0.515873015873016,0.4346519241730372,0.0,0.0,0.0,0.0,0.8125,0.1875,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Error Correction,75,0.4533333333333333,0.4533333333333333,0.5599999999999999,0.45995395766364205,0.7118052168020874,-0.2666666666666667,-0.2533856105804444,0.19029733959311423,0.44469483568075113,0.18232428670842038,0.2226077175972926,0.2444226542960663,0.9733333333333334,nan,0.0,0.36,1,0.0,2.0,2.0,1.0,1.0,4.0,50,0.0,-0.5333333333333334,0.45995395766364205,0.02666666666666667,0.0,0.0,0.0,0.72,0.28,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Idea Provision,89,0.5056179775280899,0.5056179775280899,0.5468164794007491,0.522457053152363,0.7154440402865364,-0.1797752808988764,-0.1850315801213297,0.21487414187643022,0.4815133828709537,0.2869236583522299,0.3752874063616056,0.4171639441474703,0.9662921348314607,nan,0.0,0.39622641509433965,3,0.0,1.8888888888888886,1.8888888888888886,1.0,1.0,4.0,53,0.0,-0.49056603773584917,0.522457053152363,0.033707865168539325,0.0,0.0,0.0,0.7415730337078652,0.25842696629213485,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Personalized Content Creation,45,0.5555555555555556,0.5555555555555556,0.5185185185185184,0.5095942868126764,0.6363476028122823,-0.35555555555555546,-0.3529555373721652,0.1647058823529412,0.44967320261437915,0.11417322834645671,0.19110335708838885,0.2143276999681003,1.0,nan,nan,0.0625,0,nan,nan,nan,nan,nan,nan,16,0.0,-0.7916666666666667,0.5095942868126764,0.0,0.0,0.0,0.044444444444444446,0.9333333333333333,0.022222222222222223,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Personalized Learning Support,55,0.4727272727272727,0.4727272727272727,0.5818181818181818,0.5340477004195704,0.693403259877022,-0.47272727272727266,-0.4481788071719082,0.27422003284072255,0.421784345922277,0.4377863940782517,0.5616511742938598,0.6290487509209941,1.0,nan,nan,0.16,0,nan,nan,nan,nan,nan,nan,25,0.0,-0.7466666666666667,0.5340477004195704,0.0,0.0,0.0,0.2,0.7272727272727273,0.07272727272727272,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Question Answering,38,0.631578947368421,0.631578947368421,0.6491228070175438,0.6438242050639369,1.0841764600337105,0.26315789473684204,0.20354784162420966,0.24000000000000005,0.6315789473684211,0.22654867256637168,0.3667513381565471,0.40004734568283135,0.8947368421052632,0.0,0.0,0.7142857142857143,4,0.0,3.0,3.0,1.0,1.0,4.5,28,0.0,-0.1071428571428573,0.6438242050639369,0.10526315789473684,0.0,0.0,0.0,0.42105263157894735,0.5789473684210527,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Question Generation,74,0.5,0.5,0.5585585585585586,0.4686655697521863,0.6931669932133818,-0.2612612612612613,-0.2259692157710995,0.28457472795913835,0.4836631434899256,0.3433759801898473,0.3778364597113282,0.4263508985828236,0.972972972972973,nan,0.0,0.3333333333333333,2,0.0,1.8333333333333333,1.8333333333333333,1.0,1.0,4.0,42,0.0,-0.523809523809524,0.4686655697521863,0.02702702702702703,0.0,0.0,0.05405405405405406,0.7432432432432432,0.20270270270270271,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Teaching Material Generation,83,0.4939759036144578,0.4939759036144578,0.5341365461847389,0.5015122660671373,0.6389834631124592,-0.357429718875502,-0.342058238255451,0.16791979949874686,0.39221547845517407,0.07692307692307676,0.1623904663147204,0.1827529833950738,0.9759036144578314,nan,nan,0.10526315789473684,0,nan,nan,nan,nan,nan,nan,38,0.05263157894736842,-0.710526315789474,0.5015122660671373,0.024096385542168676,0.0,0.0,0.04819277108433735,0.9036144578313253,0.04819277108433735,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Emotional Support,174,0.4827586206896552,0.4827586206896552,0.5287356321839081,0.49259562145247765,0.6282006171006764,-0.29885057471264376,-0.38169931269240104,0.19629127091813658,0.4393081613874203,0.2733178654292343,0.32664614995174013,0.36395751418196015,1.0,nan,0.0,0.2692307692307692,1,0.0,1.0,1.0,0.0,0.0,3.0,104,0.0,-0.5416666666666669,0.49259562145247765,0.0,0.0,0.0,0.017241379310344827,0.8218390804597702,0.16091954022988506,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Error Correction,341,0.501466275659824,0.501466275659824,0.5659824046920822,0.5381328551533868,0.7745125333949048,-0.04203323558162268,-0.01011119653286009,0.2199895670318206,0.4631867669577802,0.2764896853191543,0.431688651483975,0.4871149557530133,0.9325513196480938,0.0,0.0,0.41621621621621624,20,0.0,1.9999999999999996,1.9999999999999996,1.0,1.0,4.0,185,0.0,-0.45225225225225235,0.5381328551533868,0.06744868035190615,0.0,0.0,0.0,0.750733137829912,0.24926686217008798,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Idea Provision,420,0.5238095238095238,0.5238095238095238,0.5349206349206349,0.48428927811365285,0.6935073041809877,-0.13650793650793652,-0.11384689259150674,0.24679287483025805,0.5056899227459976,0.33683012116776456,0.3841839205163124,0.43287630915918324,0.9738095238095238,nan,0.0,0.425,9,0.0,1.9259259259259258,1.9259259259259258,1.0,1.0,4.0,240,0.0,-0.44444444444444453,0.48428927811365285,0.02619047619047619,0.0,0.0,0.016666666666666666,0.719047619047619,0.2642857142857143,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Personalized Content Creation,106,0.4339622641509434,0.4339622641509434,0.5660377358490566,0.5276027093143584,0.6868028197434451,-0.32075471698113206,-0.2863523262851643,0.20155887230514097,0.35843424387496475,0.21558954119388274,0.30859041804700016,0.3480858525113476,1.0,nan,nan,0.1346153846153846,0,nan,nan,nan,nan,nan,nan,52,0.0,-0.7500000000000001,0.5276027093143584,0.0,0.0,0.0,0.05660377358490566,0.8679245283018868,0.07547169811320754,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Personalized Learning Support,265,0.44150943396226416,0.44150943396226416,0.5849056603773585,0.5026120593712764,0.6965021923750337,-0.42641509433962266,-0.36162889588553954,0.2435380777633554,0.36714067830757613,0.3888358428204187,0.48759535189779374,0.5533363172499981,0.9886792452830189,nan,0.0,0.08771929824561403,2,0.0,0.8333333333333333,0.8333333333333333,0.0,0.0,3.0,114,0.02631578947368421,-0.7748538011695909,0.5026120593712764,0.011320754716981131,0.0,0.0,0.22264150943396227,0.7396226415094339,0.03773584905660377,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Question Answering,248,0.4637096774193548,0.4637096774193548,1.0591397849462365,1.0502153721547896,1.5972085865087267,0.6021505376344085,0.6351803140614621,0.1912639405204461,0.4750194867490106,0.19039858352950645,0.4056452968827755,0.4450581558749417,0.7459677419354839,0.0,0.0,0.5974842767295597,59,0.0,3.062146892655367,3.062146892655367,1.0,1.0,4.1525423728813555,159,0.0,-0.25786163522012595,1.0502153721547896,0.2540322580645161,0.0,0.0,0.0,0.5564516129032258,0.4435483870967742,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Question Generation,295,0.43050847457627117,0.43050847457627117,0.6124293785310734,0.5043817008282506,0.7576353340724205,-0.2033898305084746,-0.190622483269643,0.21654538830722442,0.40583605178950977,0.2386384888722649,0.3210338244204344,0.36051205950916637,0.9559322033898305,nan,0.0,0.2988505747126437,12,0.0,1.8333333333333333,1.8333333333333333,1.0,1.0,4.0,174,0.0,-0.5555555555555557,0.5043817008282506,0.04406779661016949,0.0,0.0,0.01694915254237288,0.7864406779661017,0.19661016949152543,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Teaching Material Generation,369,0.5121951219512195,0.5121951219512195,0.5383920505871725,0.4735878668288013,0.6561960033563425,-0.4010840108401084,-0.3774778261417296,0.19774981910320258,0.46188535808928255,0.20323886639676114,0.28157585102736243,0.31810643006258577,0.989159891598916,nan,nan,0.1791907514450867,0,nan,nan,nan,nan,nan,nan,173,0.023121387283236993,-0.6551059730250484,0.4735878668288013,0.01084010840108401,0.0,0.0,0.07588075880758807,0.8265582655826558,0.0975609756097561,nan
O3_ordinal,ordinal,ordinal,completed,dev,Automatic Grading,125,0.568,0.568,0.608,0.6434485439856847,0.8914407813571615,0.13333333333333333,0.05737129565080006,0.24941014380435717,0.5036810471023851,0.2729792901016469,0.38721397363554466,0.4434393290310202,0.912,0.0,0.0,0.47058823529411764,10,0.0,2.3,2.3,1.0,1.0,4.0,51,0.0,-0.4052287581699348,0.6434485439856847,0.088,0.0,0.0,0.0,0.776,0.224,0.0
O3_ordinal,ordinal,ordinal,completed,dev,Emotional Support,80,0.475,0.475,0.5333333333333333,0.440700426325202,0.6368324391514266,-0.2,-0.17770220749080184,0.19754224270353302,0.4137096774193548,0.19857524487978628,0.2932843579116808,0.3274341491620652,0.9875,nan,nan,0.2857142857142857,0,nan,nan,nan,nan,nan,nan,42,0.0,-0.515873015873016,0.440700426325202,0.0125,0.0,0.0,0.0,0.825,0.175,0.0
O3_ordinal,ordinal,ordinal,completed,dev,Error Correction,75,0.6133333333333333,0.6133333333333333,0.4088888888888889,0.4814219089349111,0.5962847939999439,-0.08000000000000003,-0.21350262045860297,0.24933062880324544,0.6104124408384043,0.37275985663082445,0.41733992871801023,0.4582380800719724,0.9733333333333334,nan,0.0,0.62,1,0.0,2.0,2.0,1.0,1.0,4.0,50,0.0,-0.27333333333333343,0.4814219089349111,0.02666666666666667,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0
O3_ordinal,ordinal,ordinal,completed,dev,Idea Provision,89,0.4943820224719101,0.4943820224719101,0.5730337078651685,0.5366188033243243,0.7586373222868368,-0.10112359550561797,-0.1390030002326108,0.2096669029057406,0.4743882337014947,0.20035938903863426,0.2674768335654098,0.297323301999399,0.9438202247191011,nan,0.0,0.4339622641509434,3,0.0,1.8888888888888886,1.8888888888888886,1.0,1.0,4.0,53,0.0,-0.4528301886792454,0.5366188033243243,0.056179775280898875,0.0,0.0,0.0,0.6629213483146067,0.33707865168539325,0.0
O3_ordinal,ordinal,ordinal,completed,dev,Personalized Content Creation,45,0.6,0.6,0.474074074074074,0.4025895962008723,0.5879447357921312,-0.3111111111111111,-0.16860928568575112,0.17210084033613446,0.4710364145658264,0.07322654462242573,0.1923621527411718,0.21486507195227328,1.0,nan,nan,0.0625,0,nan,nan,nan,nan,nan,nan,16,0.0,-0.7916666666666667,0.4025895962008723,0.0,0.0,0.0,0.0,0.9777777777777777,0.022222222222222223,0.0
O3_ordinal,ordinal,ordinal,completed,dev,Personalized Learning Support,55,0.41818181818181815,0.41818181818181815,0.6121212121212122,0.5039288954752864,0.7063921708158287,-0.3454545454545454,-0.21170867938886984,0.11794871794871793,0.24662004662004658,0.0,nan,nan,1.0,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,25,0.0,-0.9066666666666667,0.5039288954752864,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O3_ordinal,ordinal,ordinal,completed,dev,Question Answering,38,0.7368421052631579,0.7368421052631579,0.6842105263157894,0.6406882844473187,1.2773327473170102,0.6842105263157894,0.24528542004133516,0.16969696969696968,0.6251993620414672,0.0,nan,nan,0.8421052631578947,0.0,0.0,1.0,4,0.0,3.5,3.5,1.0,1.0,5.0,28,0.0,0.1785714285714284,0.6406882844473187,0.15789473684210525,0.0,0.0,0.0,0.0,1.0,0.02631578947368421
O3_ordinal,ordinal,ordinal,completed,dev,Question Generation,74,0.527027027027027,0.527027027027027,0.5225225225225226,0.47594551198385876,0.6666666666666667,-0.1801801801801802,-0.11834797511498134,0.22205482318476663,0.4920174411699835,0.29670839128419113,0.3627183858160145,0.40606865124189373,0.972972972972973,nan,0.0,0.38095238095238093,2,0.0,1.8333333333333333,1.8333333333333333,1.0,1.0,4.0,42,0.0,-0.4761904761904763,0.47594551198385876,0.02702702702702703,0.0,0.0,0.0,0.7702702702702703,0.22972972972972974,0.0
O3_ordinal,ordinal,ordinal,completed,dev,Teaching Material Generation,83,0.4939759036144578,0.4939759036144578,0.5020080321285141,0.41331438983539986,0.5865516499156249,-0.33333333333333337,-0.18301944949301371,0.15,0.35120481927710845,0.05528455284552847,0.16060274240185984,0.17908233907741833,1.0,nan,nan,0.05263157894736842,0,nan,nan,nan,nan,nan,nan,38,0.0,-0.710526315789474,0.41331438983539986,0.0,0.0,0.0,0.0,0.9759036144578314,0.024096385542168676,0.0
O3_ordinal,ordinal,ordinal,completed,test,Emotional Support,174,0.4885057471264368,0.4885057471264368,0.5249042145593871,0.4592914986941551,0.6342703292561561,-0.28735632183908055,-0.2650942159281381,0.19561347979892013,0.4349985126595145,0.21874084919472914,0.3120100134304371,0.34756435583211454,0.9942528735632183,nan,0.0,0.25961538461538464,1,0.0,2.0,2.0,1.0,1.0,4.0,104,0.0,-0.5512820512820514,0.4592914986941551,0.005747126436781609,0.0,0.0,0.0,0.8448275862068966,0.15517241379310345,0.0
O3_ordinal,ordinal,ordinal,completed,test,Error Correction,341,0.533724340175953,0.533724340175953,0.58455522971652,0.5850200334660353,0.8497407267540282,0.14271749755620722,0.022854461552227437,0.23126825455592578,0.4977860799778608,0.21193140161295465,0.31145812010750185,0.3514475256033327,0.906158357771261,0.0,0.0,0.5783783783783784,20,0.0,2.2499999999999996,2.2499999999999996,1.0,1.0,4.25,185,0.0,-0.2900900900900902,0.5850200334660353,0.093841642228739,0.0,0.0,0.0,0.5659824046920822,0.4340175953079179,0.0
O3_ordinal,ordinal,ordinal,completed,test,Idea Provision,420,0.5452380952380952,0.5452380952380952,0.5325396825396825,0.524398688770949,0.7031674369909662,-0.06269841269841273,-0.08732388914814074,0.23370900243309004,0.5184873131734447,0.31037361719891465,0.3429590499385338,0.38460615205507853,0.9642857142857143,nan,0.0,0.48333333333333334,9,0.0,1.9259259259259258,1.9259259259259258,1.0,1.0,4.0,240,0.0,-0.3861111111111112,0.524398688770949,0.03571428571428571,0.0,0.0,0.0,0.6785714285714286,0.32142857142857145,0.0
O3_ordinal,ordinal,ordinal,completed,test,Personalized Content Creation,106,0.44339622641509435,0.44339622641509435,0.5691823899371069,0.49445403632034296,0.6845096486679328,-0.2924528301886793,-0.1304886778992302,0.1525702367807631,0.3188126008384201,0.09545849002024864,0.20341224874780198,0.2292554817541628,1.0,nan,nan,0.09615384615384616,0,nan,nan,nan,nan,nan,nan,52,0.0,-0.7884615384615385,0.49445403632034296,0.0,0.0,0.0,0.0,0.9528301886792453,0.04716981132075472,0.0
O3_ordinal,ordinal,ordinal,completed,test,Personalized Learning Support,265,0.41132075471698115,0.41132075471698115,0.6012578616352201,0.5029619010458203,0.6974045924844837,-0.24150943396226413,-0.12044665973703816,0.11657754010695187,0.2397538088992029,0.0,nan,nan,0.9924528301886792,nan,0.0,0.0,2,0.0,1.8333333333333333,1.8333333333333333,1.0,1.0,4.0,114,0.0,-0.8362573099415207,0.5029619010458203,0.007547169811320755,0.0,0.0,0.0,1.0,0.0,0.0
O3_ordinal,ordinal,ordinal,completed,test,Question Answering,248,0.6411290322580645,0.6411290322580645,1.1586021505376343,1.0954581815549123,1.970208219987808,1.1586021505376343,0.6973367199622174,0.15626535626535626,0.5009312831893478,0.0,nan,nan,0.7298387096774194,0.0,0.0,1.0,59,0.0,3.9096045197740112,3.9096045197740112,1.0,1.0,5.0,159,0.0,0.14465408805031432,1.0954581815549123,0.2701612903225806,0.0,0.0,0.0,0.0,1.0,0.008064516129032258
O3_ordinal,ordinal,ordinal,completed,test,Question Generation,295,0.5016949152542373,0.5016949152542373,0.5514124293785311,0.5340367840845033,0.7271956815892363,-0.04745762711864412,-0.09556172894219225,0.21615717615717617,0.48524627914458424,0.2937895594409976,0.35553783246126325,0.3975180964689853,0.9559322033898305,nan,0.0,0.47701149425287354,12,0.0,1.9166666666666667,1.9166666666666667,1.0,1.0,4.083333333333333,174,0.0,-0.3773946360153258,0.5340367840845033,0.04406779661016949,0.0,0.0,0.0,0.6644067796610169,0.33559322033898303,0.0
O3_ordinal,ordinal,ordinal,completed,test,Teaching Material Generation,369,0.5799457994579946,0.5799457994579946,0.47064137308039744,0.3732386036105487,0.5794326935126736,-0.33875338753387535,-0.23140261045639426,0.1995501068496232,0.4906624310872508,0.17456812573061453,0.2457061437114368,0.27326730680069444,1.0,nan,nan,0.17341040462427745,0,nan,nan,nan,nan,nan,nan,173,0.0,-0.6377649325626205,0.3732386036105487,0.0,0.0,0.0,0.0,0.9159891598915989,0.08401084010840108,0.0
