check_name,path,status,details
not collapsed-line file,thesis_exp/src/edujudge/exp07_rank_consistent/evaluate_server_calibration.py,PASS,242
file size below 20MB,thesis_exp/src/edujudge/exp07_rank_consistent/evaluate_server_calibration.py,PASS,10736
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp07_rank_consistent/evaluate_server_calibration.py,PASS,
no API key string,thesis_exp/src/edujudge/exp07_rank_consistent/evaluate_server_calibration.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/losses.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp07_rank_consistent/losses.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/losses.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp07_rank_consistent/losses.py,PASS,62
not collapsed-line file,thesis_exp/src/edujudge/exp07_rank_consistent/losses.py,PASS,77
file size below 20MB,thesis_exp/src/edujudge/exp07_rank_consistent/losses.py,PASS,3241
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp07_rank_consistent/losses.py,PASS,
no API key string,thesis_exp/src/edujudge/exp07_rank_consistent/losses.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/metrics.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp07_rank_consistent/metrics.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/metrics.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp07_rank_consistent/metrics.py,PASS,59
not collapsed-line file,thesis_exp/src/edujudge/exp07_rank_consistent/metrics.py,PASS,65
file size below 20MB,thesis_exp/src/edujudge/exp07_rank_consistent/metrics.py,PASS,2552
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp07_rank_consistent/metrics.py,PASS,
no API key string,thesis_exp/src/edujudge/exp07_rank_consistent/metrics.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/readability_check_exp07.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp07_rank_consistent/readability_check_exp07.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/readability_check_exp07.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp07_rank_consistent/readability_check_exp07.py,PASS,51
not collapsed-line file,thesis_exp/src/edujudge/exp07_rank_consistent/readability_check_exp07.py,PASS,202
minimum line count,thesis_exp/src/edujudge/exp07_rank_consistent/readability_check_exp07.py,PASS,lines=202; min>80
file size below 20MB,thesis_exp/src/edujudge/exp07_rank_consistent/readability_check_exp07.py,PASS,7838
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp07_rank_consistent/readability_check_exp07.py,PASS,
no API key string,thesis_exp/src/edujudge/exp07_rank_consistent/readability_check_exp07.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_calibration.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_calibration.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_calibration.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_calibration.py,PASS,51
not collapsed-line file,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_calibration.py,PASS,272
file size below 20MB,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_calibration.py,PASS,11069
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_calibration.py,PASS,
no API key string,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_calibration.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_outputs.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_outputs.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_outputs.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_outputs.py,PASS,53
not collapsed-line file,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_outputs.py,PASS,101
file size below 20MB,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_outputs.py,PASS,4242
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_outputs.py,PASS,
no API key string,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_outputs.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_setup.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_setup.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_setup.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_setup.py,PASS,67
not collapsed-line file,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_setup.py,PASS,157
file size below 20MB,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_setup.py,PASS,6599
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_setup.py,PASS,
no API key string,thesis_exp/src/edujudge/exp07_rank_consistent/sanity_check_exp07_setup.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/train_qdr1_coral.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp07_rank_consistent/train_qdr1_coral.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/train_qdr1_coral.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp07_rank_consistent/train_qdr1_coral.py,PASS,65
not collapsed-line file,thesis_exp/src/edujudge/exp07_rank_consistent/train_qdr1_coral.py,PASS,720
file size below 20MB,thesis_exp/src/edujudge/exp07_rank_consistent/train_qdr1_coral.py,PASS,32018
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp07_rank_consistent/train_qdr1_coral.py,PASS,
no API key string,thesis_exp/src/edujudge/exp07_rank_consistent/train_qdr1_coral.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_c2_report.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_c2_report.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_c2_report.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_c2_report.py,PASS,60
not collapsed-line file,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_c2_report.py,PASS,238
file size below 20MB,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_c2_report.py,PASS,9229
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_c2_report.py,PASS,
no API key string,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_c2_report.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_calibration_report.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_calibration_report.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_calibration_report.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_calibration_report.py,PASS,39
not collapsed-line file,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_calibration_report.py,PASS,206
file size below 20MB,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_calibration_report.py,PASS,9292
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_calibration_report.py,PASS,
no API key string,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_calibration_report.py,PASS,
no CRLF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_report.py,PASS,
no CR-only line endings,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_report.py,PASS,
LF line endings,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_report.py,PASS,
first line <= 1000 chars,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_report.py,PASS,53
not collapsed-line file,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_report.py,PASS,13
file size below 20MB,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_report.py,PASS,255
not checkpoint/weight artifact,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_report.py,PASS,
no API key string,thesis_exp/src/edujudge/exp07_rank_consistent/write_exp07_report.py,PASS,
no CRLF line endings,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_human_only.yaml,PASS,
no CR-only line endings,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_human_only.yaml,PASS,
LF line endings,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_human_only.yaml,PASS,
first line <= 1000 chars,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_human_only.yaml,PASS,30
file size below 20MB,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_human_only.yaml,PASS,469
not checkpoint/weight artifact,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_human_only.yaml,PASS,
no API key string,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_human_only.yaml,PASS,
no CRLF line endings,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_smoke.yaml,PASS,
no CR-only line endings,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_smoke.yaml,PASS,
LF line endings,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_smoke.yaml,PASS,
first line <= 1000 chars,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_smoke.yaml,PASS,30
file size below 20MB,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_smoke.yaml,PASS,399
not checkpoint/weight artifact,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_smoke.yaml,PASS,
no API key string,thesis_exp/configs/exp07_rank_consistent/exp07_qdr1_coral_smoke.yaml,PASS,
no CRLF line endings,thesis_exp/scripts/run_exp07_qdr1_smoke.sh,PASS,
no CR-only line endings,thesis_exp/scripts/run_exp07_qdr1_smoke.sh,PASS,
LF line endings,thesis_exp/scripts/run_exp07_qdr1_smoke.sh,PASS,
first line <= 1000 chars,thesis_exp/scripts/run_exp07_qdr1_smoke.sh,PASS,19
not collapsed-line file,thesis_exp/scripts/run_exp07_qdr1_smoke.sh,PASS,157
file size below 20MB,thesis_exp/scripts/run_exp07_qdr1_smoke.sh,PASS,5290
not checkpoint/weight artifact,thesis_exp/scripts/run_exp07_qdr1_smoke.sh,PASS,
no API key string,thesis_exp/scripts/run_exp07_qdr1_smoke.sh,PASS,
no CRLF line endings,thesis_exp/scripts/run_exp07_qdr1_train.sh,PASS,
no CR-only line endings,thesis_exp/scripts/run_exp07_qdr1_train.sh,PASS,
LF line endings,thesis_exp/scripts/run_exp07_qdr1_train.sh,PASS,
first line <= 1000 chars,thesis_exp/scripts/run_exp07_qdr1_train.sh,PASS,19
not collapsed-line file,thesis_exp/scripts/run_exp07_qdr1_train.sh,PASS,158
file size below 20MB,thesis_exp/scripts/run_exp07_qdr1_train.sh,PASS,5548
not checkpoint/weight artifact,thesis_exp/scripts/run_exp07_qdr1_train.sh,PASS,
no API key string,thesis_exp/scripts/run_exp07_qdr1_train.sh,PASS,
no CRLF line endings,thesis_exp/scripts/sync_exp07_qdr1_to_server.sh,PASS,
no CR-only line endings,thesis_exp/scripts/sync_exp07_qdr1_to_server.sh,PASS,
LF line endings,thesis_exp/scripts/sync_exp07_qdr1_to_server.sh,PASS,
first line <= 1000 chars,thesis_exp/scripts/sync_exp07_qdr1_to_server.sh,PASS,19
not collapsed-line file,thesis_exp/scripts/sync_exp07_qdr1_to_server.sh,PASS,60
file size below 20MB,thesis_exp/scripts/sync_exp07_qdr1_to_server.sh,PASS,3813
not checkpoint/weight artifact,thesis_exp/scripts/sync_exp07_qdr1_to_server.sh,PASS,
no API key string,thesis_exp/scripts/sync_exp07_qdr1_to_server.sh,PASS,
file size below 20MB,thesis_exp/outputs/exp07_rank_consistent_ordinal/logs/train_QD-R1_CORAL_human_only_exp07_qdr1_formal_20260611_190940.log,PASS,11561
not checkpoint/weight artifact,thesis_exp/outputs/exp07_rank_consistent_ordinal/logs/train_QD-R1_CORAL_human_only_exp07_qdr1_formal_20260611_190940.log,PASS,
file size below 20MB,thesis_exp/outputs/exp07_rank_consistent_ordinal/logs/train_QD-R1_CORAL_human_only_exp07_qdr1_smoke_20260611_190914.log,PASS,5079
not checkpoint/weight artifact,thesis_exp/outputs/exp07_rank_consistent_ordinal/logs/train_QD-R1_CORAL_human_only_exp07_qdr1_smoke_20260611_190914.log,PASS,
Markdown max prose line length,thesis_exp/outputs/exp07_rank_consistent_ordinal/notion_exp07_r1_summary.md,PASS,prose=84; table=0
no CRLF line endings,thesis_exp/outputs/exp07_rank_consistent_ordinal/notion_exp07_r1_summary.md,PASS,
no CR-only line endings,thesis_exp/outputs/exp07_rank_consistent_ordinal/notion_exp07_r1_summary.md,PASS,
LF line endings,thesis_exp/outputs/exp07_rank_consistent_ordinal/notion_exp07_r1_summary.md,PASS,
first line <= 1000 chars,thesis_exp/outputs/exp07_rank_consistent_ordinal/notion_exp07_r1_summary.md,PASS,28
not collapsed-line file,thesis_exp/outputs/exp07_rank_consistent_ordinal/notion_exp07_r1_summary.md,PASS,12
not large one-line md/csv,thesis_exp/outputs/exp07_rank_consistent_ordinal/notion_exp07_r1_summary.md,PASS,lines=12; bytes=512
file size below 20MB,thesis_exp/outputs/exp07_rank_consistent_ordinal/notion_exp07_r1_summary.md,PASS,512
not checkpoint/weight artifact,thesis_exp/outputs/exp07_rank_consistent_ordinal/notion_exp07_r1_summary.md,PASS,
no API key string,thesis_exp/outputs/exp07_rank_consistent_ordinal/notion_exp07_r1_summary.md,PASS,
Markdown max prose line length,thesis_exp/outputs/exp07_rank_consistent_ordinal/readability_check_exp07.md,PASS,prose=24; table=180
no CRLF line endings,thesis_exp/outputs/exp07_rank_consistent_ordinal/readability_check_exp07.md,PASS,
no CR-only line endings,thesis_exp/outputs/exp07_rank_consistent_ordinal/readability_check_exp07.md,PASS,
LF line endings,thesis_exp/outputs/exp07_rank_consistent_ordinal/readability_check_exp07.md,PASS,
first line <= 1000 chars,thesis_exp/outputs/exp07_rank_consistent_ordinal/readability_check_exp07.md,PASS,24
not collapsed-line file,thesis_exp/outputs/exp07_rank_consistent_ordinal/readability_check_exp07.md,PASS,1493
not large one-line md/csv,thesis_exp/outputs/exp07_rank_consistent_ordinal/readability_check_exp07.md,PASS,lines=1493; bytes=190404
file size below 20MB,thesis_exp/outputs/exp07_rank_consistent_ordinal/readability_check_exp07.md,PASS,190404
not checkpoint/weight artifact,thesis_exp/outputs/exp07_rank_consistent_ordinal/readability_check_exp07.md,PASS,
no API key string,thesis_exp/outputs/exp07_rank_consistent_ordinal/readability_check_exp07.md,PASS,
Markdown max prose line length,thesis_exp/outputs/exp07_rank_consistent_ordinal/report.md,PASS,prose=105; table=106
no CRLF line endings,thesis_exp/outputs/exp07_rank_consistent_ordinal/report.md,PASS,
