view,weighting,subgroup_type,subgroup_value,source,rows,mae,qwk,exact,within_one,signed_bias,severe_error,low_to_high,high_to_low,label1_recall,label2_recall,label5_recall,status
representative_train,design_weighted,evidence_mode,explicit_substring,deepseek,77,0.5756741821549299,0.5436497699606383,0.506725629326252,0.9476777596026773,-0.05824331146349677,0.0523222403973227,0.0041801199924114745,0.039431393436109165,0.8,0.28638566603025406,0.7261270918417067,COMPLETE
representative_train,design_weighted,evidence_mode,explicit_substring,teacher_mean,108,0.2866682652670033,0.7384217714399663,0.7547024259746898,0.9761465640207364,-0.058717971869568036,0.022730961977488355,0.0011224740017752358,0.021176767205799564,0.4,0.8090762226464973,0.8601788537676364,COMPLETE
representative_train,design_weighted,evidence_mode,explicit_substring,teacher_median,108,0.2866682652670033,0.7384217714399663,0.7547024259746898,0.9761465640207364,-0.058717971869568036,0.022730961977488355,0.0011224740017752358,0.021176767205799564,0.4,0.8090762226464973,0.8601788537676364,COMPLETE
representative_train,design_weighted,evidence_mode,missing_content,human_1,12,1.185092961487384,0.24525440041670243,0.2075033200531209,0.6074037184594954,1.135292164674635,0.3925962815405047,0.3925962815405047,0.0,1.0,0.1391564975380004,,COMPLETE
representative_train,design_weighted,evidence_mode,missing_content,human_2,12,1.3100929614873837,0.12885902799726823,0.3325033200531209,0.35740371845949537,1.2602921646746348,0.6425962815405046,0.6425962815405046,0.0,1.0,0.1391564975380004,,COMPLETE
representative_train,design_weighted,evidence_mode,missing_content,human_3,12,0.7394311642319611,0.35830711278443905,0.26056883576803896,1.0,0.689630367419212,0.0,0.0,0.0,1.0,0.046385499179333475,,COMPLETE
representative_train,design_weighted,evidence_mode,missing_content,rounded_human,12,1.060092961487384,0.17690224107073782,0.3325033200531209,0.6074037184594954,1.010292164674635,0.3925962815405047,0.3925962815405047,0.0,1.0,0.1391564975380004,,COMPLETE
representative_train,design_weighted,evidence_mode,missing_content,qwen,12,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,COMPLETE
representative_train,design_weighted,evidence_mode,missing_content,deepseek,12,0.1499003984063745,0.7460171784915872,0.8500996015936256,1.0,0.1499003984063745,0.0,0.0,0.0,1.0,0.8066795118818241,,COMPLETE
representative_train,design_weighted,evidence_mode,missing_content,teacher_mean,12,0.07495019920318725,1.0,1.0,1.0,0.07495019920318725,0.0,0.0,0.0,1.0,1.0,,COMPLETE
representative_train,design_weighted,evidence_mode,missing_content,teacher_median,12,0.07495019920318725,1.0,1.0,1.0,0.07495019920318725,0.0,0.0,0.0,1.0,1.0,,COMPLETE
representative_train,design_weighted,student_input_sufficiency,sufficient,human_1,119,0.5159735689147453,0.48343483488844796,0.567041107041107,0.9192477674830617,-0.20892049127343243,0.0807522325169384,0.011890397184514833,0.005865594100888219,0.875,0.31216982038228797,0.5951662995864848,COMPLETE
representative_train,design_weighted,student_input_sufficiency,sufficient,human_2,119,0.47617994206229497,0.5176192096154375,0.5961710838181427,0.9294924465512702,-0.10952620364385071,0.07050755344872993,0.019462041226747107,0.012919389978213507,1.0,0.28095283834405915,0.6628934691393739,COMPLETE
representative_train,design_weighted,student_input_sufficiency,sufficient,human_3,119,0.4430716560128325,0.5736325976367836,0.6151114462879168,0.9451686657569011,-0.04123823888529771,0.054831334243098946,0.0,0.012919389978213507,1.0,0.21851887426760158,0.7548160050333526,COMPLETE
representative_train,design_weighted,student_input_sufficiency,sufficient,rounded_human,119,0.45195910842969667,0.5637841587077332,0.6024381718499365,0.9489544877780172,-0.10204457851516674,0.05104551222198281,0.011890397184514833,0.009133567957097369,1.0,0.31216982038228797,0.7016656238916053,COMPLETE
representative_train,design_weighted,student_input_sufficiency,sufficient,qwen,119,0.26748689219277455,0.8083576226121435,0.7489669372022314,0.9868979386626444,-0.08810792693145635,0.013102061337355454,0.003686944863415452,0.009415116473940003,0.75,0.9063490538853135,0.9261162397648091,COMPLETE
representative_train,design_weighted,student_input_sufficiency,sufficient,deepseek,88,0.550308760718594,0.6443469699214384,0.5263030223990088,0.9518528903524501,-0.04961516307478292,0.04814710964754979,0.0039559627443948135,0.037316900872702764,1.0,0.6365382768225915,0.7261270918417067,COMPLETE
representative_train,design_weighted,student_input_sufficiency,sufficient,teacher_mean,119,0.2789639445521799,0.8014669236058997,0.7627008068184539,0.9776051617228088,-0.05622219828102181,0.021305513658454834,0.0010893246187363833,0.020551365845483494,0.75,0.9375660359235425,0.8601788537676364,COMPLETE
representative_train,design_weighted,student_input_sufficiency,sufficient,teacher_median,119,0.2789639445521799,0.8014669236058997,0.7627008068184539,0.9776051617228088,-0.05622219828102181,0.021305513658454834,0.0010893246187363833,0.020551365845483494,0.75,0.9375660359235425,0.8601788537676364,COMPLETE
representative_train,design_weighted,student_input_sufficiency,insufficient_or_unclear,human_1,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,COMPLETE
representative_train,design_weighted,student_input_sufficiency,insufficient_or_unclear,human_2,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,COMPLETE
representative_train,design_weighted,student_input_sufficiency,insufficient_or_unclear,human_3,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,COMPLETE
representative_train,design_weighted,student_input_sufficiency,insufficient_or_unclear,rounded_human,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,COMPLETE
representative_train,design_weighted,student_input_sufficiency,insufficient_or_unclear,qwen,1,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,COMPLETE
representative_train,design_weighted,student_input_sufficiency,insufficient_or_unclear,deepseek,1,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,COMPLETE
representative_train,design_weighted,student_input_sufficiency,insufficient_or_unclear,teacher_mean,1,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,COMPLETE
representative_train,design_weighted,student_input_sufficiency,insufficient_or_unclear,teacher_median,1,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,COMPLETE
