split,metric_canonical,n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate
dev,Role & Tone Consistency,26,0.5,0.5,0.5,0.3912026666295834,0.5883484054145521,-0.39743589743589747,-0.25188770565467006,0.13333333333333333,0.3333333333333333,0.0,nan,nan,1.0,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,12,0.0,-0.777777777777778,0.3912026666295834,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dev,Scenario Element Integration,63,0.49206349206349204,0.49206349206349204,0.5185185185185185,0.46211984331803346,0.6797654954083764,-0.1798941798941799,-0.05916056458754514,0.17719429857464367,0.38557258362209595,0.12882096069868998,0.2819094528151633,0.31876218805645384,0.9682539682539683,nan,0.0,0.15384615384615385,2,0.0,2.0,2.0,1.0,1.0,4.0,26,0.0,-0.6923076923076924,0.46211984331803346,0.031746031746031744,0.0,0.0,0.0,0.9206349206349206,0.07936507936507936,0.0
test,Basic Factual Accuracy,255,0.807843137254902,0.807843137254902,0.3032679738562091,0.4268699003200906,0.6128614268660616,0.0967320261437908,-0.26142746229576913,0.24751780742669122,0.809765850151754,0.08092743283914838,0.16072007811586747,0.1685921975719363,0.9686274509803922,0.0,nan,0.874439461883408,2,0.0,4.0,4.0,1.0,1.0,5.0,223,0.0,-0.020926756352765415,0.4268699003200906,0.03137254901960784,0.0,0.0,0.0,0.15294117647058825,0.8470588235294118,0.00784313725490196
test,"Clarity, Simplicity & Inspiration",198,0.5606060606060606,0.5606060606060606,0.49663299663299654,0.4057508097202689,0.6352001549217146,-0.2777777777777778,-0.13942284121958892,0.1733147804576376,0.4441953549096406,0.05159165751920969,0.06359508594381445,0.0710285468200636,0.9848484848484849,nan,0.0,0.09090909090909091,2,0.0,2.0,2.0,1.0,1.0,4.0,77,0.0,-0.7316017316017317,0.4057508097202689,0.015151515151515152,0.0,0.0,0.0,0.9444444444444444,0.05555555555555555,0.0
test,Content Relevance & Scope Control,272,0.5551470588235294,0.5551470588235294,0.5049019607843137,0.49771761673265236,0.7007232491472114,-0.24019607843137264,-0.3383508238795342,0.21171798631476052,0.5967005203841067,0.143963847643641,0.24524864814415512,0.26169329057610335,0.9816176470588235,nan,0.0,0.5113122171945701,4,0.0,2.9166666666666665,2.9166666666666665,1.0,1.0,5.0,221,0.0,-0.3589743589743591,0.49771761673265236,0.01838235294117647,0.0,0.0,0.0,0.5588235294117647,0.4411764705882353,0.0
test,Domain Knowledge Accuracy,157,0.49044585987261147,0.49044585987261147,0.535031847133758,0.41493469451389997,0.6483688499651226,-0.25902335456475584,-0.21880046260837793,0.19159754778218535,0.4403931449992075,0.08149659863945591,0.12631445365413296,0.14029089549973411,0.9872611464968153,nan,nan,0.25882352941176473,0,nan,nan,nan,nan,nan,nan,85,0.0,-0.5647058823529412,0.41493469451389997,0.012738853503184714,0.0,0.0,0.0,0.7898089171974523,0.21019108280254778,0.0
test,Error Identification & Correction Precision,39,0.7435897435897436,0.7435897435897436,0.41880341880341876,0.5632265559119036,0.7679476477883044,0.11111111111111113,-0.12329130167635079,0.3031484257871065,0.7205627955253143,0.363265306122449,0.5205156719872891,0.5716586327133446,0.9230769230769231,nan,0.0,0.7916666666666666,3,0.0,2.3333333333333335,2.3333333333333335,1.0,1.0,4.333333333333333,24,0.0,-0.12500000000000008,0.5632265559119036,0.07692307692307693,0.0,0.0,0.0,0.4358974358974359,0.5641025641025641,0.0
test,Higher-Order Thinking & Skill Development,205,0.4292682926829268,0.4292682926829268,0.6715447154471545,0.672221130035757,0.8384396399325941,0.1804878048780488,0.27466315474452047,0.12054794520547944,0.2587370531239559,-0.022568282742259305,-0.10192388762450193,-0.11804953655861172,0.9317073170731708,nan,0.0,0.0,14,0.0,1.9047619047619049,1.9047619047619049,1.0,1.0,4.071428571428571,46,0.0,-0.8405797101449275,0.672221130035757,0.06829268292682927,0.0,0.0,0.0,0.9951219512195122,0.004878048780487805,0.0
test,Instruction Following & Task Completion,376,0.5664893617021277,0.5664893617021277,0.50177304964539,0.4136540391119131,0.6509676376351031,-0.1471631205673759,-0.21326591287812233,0.23107142592715993,0.5602873899193773,0.16608123930469232,0.2088207348730258,0.2297176370712255,0.9787234042553191,nan,0.0,0.4793388429752066,2,0.0,2.6666666666666665,2.6666666666666665,1.0,1.0,5.0,242,0.0,-0.34435261707988996,0.4136540391119131,0.02127659574468085,0.0,0.0,0.0,0.6143617021276596,0.38563829787234044,0.0
test,"Motivation, Guidance & Positive Feedback",85,0.29411764705882354,0.29411764705882354,0.8784313725490197,0.7716206073176626,1.0906614890332063,0.36862745098039207,0.37595687865042215,0.099009900990099,0.180547466511357,-0.15094339622641506,-0.2719453817267694,-0.3119686743750577,0.8352941176470589,0.0,0.0,0.0,7,0.0,2.3809523809523805,2.3809523809523805,1.0,1.0,4.285714285714286,23,0.0,-0.7971014492753625,0.7716206073176626,0.16470588235294117,0.0,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0
test,"Personalization, Adaptation & Learning Support",125,0.384,0.384,0.6160000000000001,0.5517101060748102,0.7309050705955065,-0.14133333333333334,-0.059019302864869456,0.15281907433380085,0.28222384291725106,0.13893269150966892,0.24821880683161118,0.28263058265046526,0.984,nan,0.0,0.15,2,0.0,1.8333333333333333,1.8333333333333333,1.0,1.0,4.0,60,0.0,-0.7000000000000001,0.5517101060748102,0.016,0.0,0.0,0.0,0.928,0.072,0.0
test,Reasoning Process Rigor,178,0.33707865168539325,0.33707865168539325,1.5973782771535583,1.402994592928708,2.2622947482788107,1.2003745318352061,0.9776040115271616,0.16806422836752902,0.26127354188174684,-0.1639750322005351,-0.31226176621665763,-0.3513737077342577,0.6685393258426966,0.0,0.0,0.4857142857142857,56,0.0,3.875,3.875,1.0,1.0,4.946428571428571,70,0.0,-0.3714285714285716,1.402994592928708,0.33146067415730335,0.0,0.0,0.0,0.398876404494382,0.601123595505618,0.0
test,Role & Tone Consistency,95,0.6736842105263158,0.6736842105263158,0.41403508771929837,0.31184012991817367,0.5276007705637049,-0.3298245614035088,-0.20340923036922479,0.2010456605088881,0.5772633046541065,0.14414414414414423,0.2557341720199566,0.28282692828240413,1.0,nan,nan,0.11764705882352941,0,nan,nan,nan,nan,nan,nan,34,0.0,-0.6960784313725492,0.31184012991817367,0.0,0.0,0.0,0.0,0.9578947368421052,0.042105263157894736,0.0
test,Scenario Element Integration,233,0.4334763948497854,0.4334763948497854,0.6123032904148784,0.5723763246925946,0.7695938397048069,-0.08583690987124468,0.03723894165181293,0.14753883697398962,0.2989061809881028,0.058268777366116575,0.12184540407350031,0.13930614682807377,0.9484978540772532,nan,0.0,0.08333333333333333,11,0.0,1.9696969696969695,1.9696969696969695,1.0,1.0,4.0,96,0.0,-0.7256944444444446,0.5723763246925946,0.05150214592274678,0.0,0.0,0.0,0.9570815450643777,0.04291845493562232,0.0
