low_sample_id,high_sample_id,match_score,same_metric,same_language,same_subject,same_rubric_hash,same_boundary_key,same_question_group,low_candidate_type,low_failure_mode_auto,pair_weight,recommended_pair_use
5238e123a16a826d9dd25c0454890d96db10099a,032b81ee241e554214081c6651e4d4d6e93ea0b5,13.3189,1,1,1,1,0,0,answer_key_dependent,answer_key_or_reference_mismatch,0.5876,pairwise_low
5238e123a16a826d9dd25c0454890d96db10099a,5072897db721e1dcafec66decf6ae1cb3e20fcf7,13.2914,1,1,1,1,0,0,answer_key_dependent,answer_key_or_reference_mismatch,0.5864,pairwise_low
44a426bf4f453df7ea5b7ac85d6f0e801f9ba296,8b7b3f8540aeac3d8e7a242ec75d38407549e34d,13.4370,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5711,evidence_pair
44a426bf4f453df7ea5b7ac85d6f0e801f9ba296,ea7c73d44bee68b6c63a68f0126a03764720d317,13.3856,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5689,evidence_pair
44a426bf4f453df7ea5b7ac85d6f0e801f9ba296,508061fd724a06215b82fd7e675f30c04c7f1edc,13.3522,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6676,evidence_pair
44a426bf4f453df7ea5b7ac85d6f0e801f9ba296,a14b3ff3291a8f92149d9f0805376ad8ac0b27f8,13.3189,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5661,evidence_pair
44a426bf4f453df7ea5b7ac85d6f0e801f9ba296,a459c0f93b3c0ff23fc2bd8b124628148f512704,13.2914,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6646,evidence_pair
3e6317e0a4cd57573a6c971fc945cfc7ee52148a,65648c262dbba2955653e9efd819d09d1e4f24e4,11.8155,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5908,evidence_pair
3e6317e0a4cd57573a6c971fc945cfc7ee52148a,a7f6330f4107132d6e34b7cf3ecdc199643c2784,11.7308,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5865,evidence_pair
3e6317e0a4cd57573a6c971fc945cfc7ee52148a,8b7b3f8540aeac3d8e7a242ec75d38407549e34d,11.7037,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.4974,evidence_pair
3e6317e0a4cd57573a6c971fc945cfc7ee52148a,c0d25e3c9474c819433af731b5f989c6ebcc4e4e,11.6355,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5818,evidence_pair
3e6317e0a4cd57573a6c971fc945cfc7ee52148a,ea7c73d44bee68b6c63a68f0126a03764720d317,11.6209,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.4939,evidence_pair
4042b14600691c9b29b70d916e9db910c058d891,65648c262dbba2955653e9efd819d09d1e4f24e4,11.8155,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5908,evidence_pair
4042b14600691c9b29b70d916e9db910c058d891,a7f6330f4107132d6e34b7cf3ecdc199643c2784,11.7308,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5865,evidence_pair
4042b14600691c9b29b70d916e9db910c058d891,8b7b3f8540aeac3d8e7a242ec75d38407549e34d,11.7037,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.4974,evidence_pair
4042b14600691c9b29b70d916e9db910c058d891,c0d25e3c9474c819433af731b5f989c6ebcc4e4e,11.6355,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5818,evidence_pair
4042b14600691c9b29b70d916e9db910c058d891,ea7c73d44bee68b6c63a68f0126a03764720d317,11.6209,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.4939,evidence_pair
76909e50052e68bb729ed62933a86559f6a7c036,65648c262dbba2955653e9efd819d09d1e4f24e4,11.9185,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5959,evidence_pair
76909e50052e68bb729ed62933a86559f6a7c036,a7f6330f4107132d6e34b7cf3ecdc199643c2784,11.8231,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5912,evidence_pair
76909e50052e68bb729ed62933a86559f6a7c036,8b7b3f8540aeac3d8e7a242ec75d38407549e34d,11.7926,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5012,evidence_pair
76909e50052e68bb729ed62933a86559f6a7c036,c0d25e3c9474c819433af731b5f989c6ebcc4e4e,11.7157,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5858,evidence_pair
76909e50052e68bb729ed62933a86559f6a7c036,ea7c73d44bee68b6c63a68f0126a03764720d317,11.6993,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.4972,evidence_pair
2805e4237ccaed90f917ee91a5c2c44743bbd1b1,65648c262dbba2955653e9efd819d09d1e4f24e4,11.9185,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5959,evidence_pair
2805e4237ccaed90f917ee91a5c2c44743bbd1b1,a7f6330f4107132d6e34b7cf3ecdc199643c2784,11.8231,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5912,evidence_pair
2805e4237ccaed90f917ee91a5c2c44743bbd1b1,8b7b3f8540aeac3d8e7a242ec75d38407549e34d,11.7926,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5012,evidence_pair
2805e4237ccaed90f917ee91a5c2c44743bbd1b1,c0d25e3c9474c819433af731b5f989c6ebcc4e4e,11.7157,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.5858,evidence_pair
2805e4237ccaed90f917ee91a5c2c44743bbd1b1,ea7c73d44bee68b6c63a68f0126a03764720d317,11.6993,1,1,0,1,0,0,weak_evidence_positive,missing_key_point,0.4972,evidence_pair
d7038665e81daff68cadf97e16d4c3e3c3fe543d,2cbf33b0fae2ff7bddbf54aad6720e87ce4a08d0,13.0752,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5557,evidence_pair
d7038665e81daff68cadf97e16d4c3e3c3fe543d,309d7c2c0a8fb68f805ec95fd0eefd00155adda7,13.0649,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5553,evidence_pair
d7038665e81daff68cadf97e16d4c3e3c3fe543d,65648c262dbba2955653e9efd819d09d1e4f24e4,11.4549,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.5727,evidence_pair
d7038665e81daff68cadf97e16d4c3e3c3fe543d,a7f6330f4107132d6e34b7cf3ecdc199643c2784,11.4077,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.5704,evidence_pair
d7038665e81daff68cadf97e16d4c3e3c3fe543d,8b7b3f8540aeac3d8e7a242ec75d38407549e34d,11.3926,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.4842,evidence_pair
74489511928922f9b0aa06c74a3c42dabf84217e,2cbf33b0fae2ff7bddbf54aad6720e87ce4a08d0,13.0752,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5557,evidence_pair
74489511928922f9b0aa06c74a3c42dabf84217e,309d7c2c0a8fb68f805ec95fd0eefd00155adda7,13.0649,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5553,evidence_pair
74489511928922f9b0aa06c74a3c42dabf84217e,65648c262dbba2955653e9efd819d09d1e4f24e4,11.4549,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.5727,evidence_pair
74489511928922f9b0aa06c74a3c42dabf84217e,a7f6330f4107132d6e34b7cf3ecdc199643c2784,11.4077,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.5704,evidence_pair
74489511928922f9b0aa06c74a3c42dabf84217e,8b7b3f8540aeac3d8e7a242ec75d38407549e34d,11.3926,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.4842,evidence_pair
5680bbfccbc4637e7c9c7e3d63698aaf2b4fa213,2cbf33b0fae2ff7bddbf54aad6720e87ce4a08d0,13.0752,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5557,evidence_pair
5680bbfccbc4637e7c9c7e3d63698aaf2b4fa213,309d7c2c0a8fb68f805ec95fd0eefd00155adda7,13.0649,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5553,evidence_pair
5680bbfccbc4637e7c9c7e3d63698aaf2b4fa213,65648c262dbba2955653e9efd819d09d1e4f24e4,11.4549,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.5727,evidence_pair
5680bbfccbc4637e7c9c7e3d63698aaf2b4fa213,a7f6330f4107132d6e34b7cf3ecdc199643c2784,11.4077,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.5704,evidence_pair
5680bbfccbc4637e7c9c7e3d63698aaf2b4fa213,8b7b3f8540aeac3d8e7a242ec75d38407549e34d,11.3926,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.4842,evidence_pair
6358300a1312a268220578a420e801d4c75e9525,2cbf33b0fae2ff7bddbf54aad6720e87ce4a08d0,13.0780,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5558,evidence_pair
6358300a1312a268220578a420e801d4c75e9525,309d7c2c0a8fb68f805ec95fd0eefd00155adda7,13.0673,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5554,evidence_pair
6358300a1312a268220578a420e801d4c75e9525,65648c262dbba2955653e9efd819d09d1e4f24e4,11.4721,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.5736,evidence_pair
6358300a1312a268220578a420e801d4c75e9525,a7f6330f4107132d6e34b7cf3ecdc199643c2784,11.4231,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.5712,evidence_pair
6358300a1312a268220578a420e801d4c75e9525,8b7b3f8540aeac3d8e7a242ec75d38407549e34d,11.4074,1,1,0,1,0,0,weak_evidence_positive,insufficient_evidence,0.4848,evidence_pair
a2963f0bafecf877ce9d9f85ccd07d324522a500,2f0f9cbfc1d6155a52851fb6fa12ca67ae1f69e7,13.6527,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5802,evidence_pair
a2963f0bafecf877ce9d9f85ccd07d324522a500,4c32518a67f35dfdf38053a3980652aad88efc4f,13.5405,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.6770,evidence_pair
a2963f0bafecf877ce9d9f85ccd07d324522a500,82370daba587e5ad81f78dee3e697034b8439866,13.5036,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.6752,evidence_pair
a2963f0bafecf877ce9d9f85ccd07d324522a500,c9ae16778e1539f4150c52e02b8254e418566ffa,13.4396,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5712,evidence_pair
a2963f0bafecf877ce9d9f85ccd07d324522a500,81b9936333ea88f9498bf8790faeda35a1eaa6c1,13.4328,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.6716,evidence_pair
b21b8c3ac37ecaa0e26ae36e530a7f7c75594d53,2f0f9cbfc1d6155a52851fb6fa12ca67ae1f69e7,13.8438,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5884,evidence_pair
b21b8c3ac37ecaa0e26ae36e530a7f7c75594d53,4c32518a67f35dfdf38053a3980652aad88efc4f,13.6988,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6849,evidence_pair
b21b8c3ac37ecaa0e26ae36e530a7f7c75594d53,82370daba587e5ad81f78dee3e697034b8439866,13.6511,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6826,evidence_pair
b21b8c3ac37ecaa0e26ae36e530a7f7c75594d53,c9ae16778e1539f4150c52e02b8254e418566ffa,13.5683,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5767,evidence_pair
b21b8c3ac37ecaa0e26ae36e530a7f7c75594d53,81b9936333ea88f9498bf8790faeda35a1eaa6c1,13.5595,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6780,evidence_pair
198938e2f622bb0de4883a3dc7e56f75c8a0dc9b,25b2aca3522e1455a7dad91ab18dedaaf7d3e1bb,13.1201,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5576,evidence_pair
198938e2f622bb0de4883a3dc7e56f75c8a0dc9b,1823b34eb58e1bac98a413e1a699220e913ed66c,13.1122,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5573,evidence_pair
198938e2f622bb0de4883a3dc7e56f75c8a0dc9b,5a72c7af08598da101e86c77e0bddf1c28c35e39,13.0888,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5563,evidence_pair
198938e2f622bb0de4883a3dc7e56f75c8a0dc9b,ddd76b15323b37337c2557d499f2884cdc6a19c3,13.0684,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5554,evidence_pair
198938e2f622bb0de4883a3dc7e56f75c8a0dc9b,37e36f307bac9934890ee5ac37a9a69d7a09760e,13.0492,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6525,evidence_pair
4c1781a47196920cfbd9a98a60533436add7af41,2f0f9cbfc1d6155a52851fb6fa12ca67ae1f69e7,14.1655,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6020,evidence_pair
4c1781a47196920cfbd9a98a60533436add7af41,4c32518a67f35dfdf38053a3980652aad88efc4f,13.9653,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6983,evidence_pair
4c1781a47196920cfbd9a98a60533436add7af41,82370daba587e5ad81f78dee3e697034b8439866,13.8993,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6950,evidence_pair
4c1781a47196920cfbd9a98a60533436add7af41,c9ae16778e1539f4150c52e02b8254e418566ffa,13.7849,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5859,evidence_pair
4c1781a47196920cfbd9a98a60533436add7af41,81b9936333ea88f9498bf8790faeda35a1eaa6c1,13.7728,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6886,evidence_pair
674bc19324921890f8c1245b4760b0909fc05534,25b2aca3522e1455a7dad91ab18dedaaf7d3e1bb,13.1201,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5576,evidence_pair
674bc19324921890f8c1245b4760b0909fc05534,1823b34eb58e1bac98a413e1a699220e913ed66c,13.1122,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5573,evidence_pair
674bc19324921890f8c1245b4760b0909fc05534,5a72c7af08598da101e86c77e0bddf1c28c35e39,13.0888,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5563,evidence_pair
674bc19324921890f8c1245b4760b0909fc05534,ddd76b15323b37337c2557d499f2884cdc6a19c3,13.0684,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5554,evidence_pair
674bc19324921890f8c1245b4760b0909fc05534,37e36f307bac9934890ee5ac37a9a69d7a09760e,13.0492,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6525,evidence_pair
9473740ab3e011ac08772a84e106e72f4d38f137,25b2aca3522e1455a7dad91ab18dedaaf7d3e1bb,13.1259,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5579,evidence_pair
9473740ab3e011ac08772a84e106e72f4d38f137,1823b34eb58e1bac98a413e1a699220e913ed66c,13.1176,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5575,evidence_pair
9473740ab3e011ac08772a84e106e72f4d38f137,5a72c7af08598da101e86c77e0bddf1c28c35e39,13.0932,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5565,evidence_pair
9473740ab3e011ac08772a84e106e72f4d38f137,ddd76b15323b37337c2557d499f2884cdc6a19c3,13.0717,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.5555,evidence_pair
9473740ab3e011ac08772a84e106e72f4d38f137,37e36f307bac9934890ee5ac37a9a69d7a09760e,13.0517,1,1,1,1,0,0,weak_evidence_positive,missing_key_point,0.6526,evidence_pair
9b98fbe73d713149b38df9e497e2ad0a0a022c91,4b0efbe2f74795973e022ddabdc3358368101cc9,13.4865,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5732,evidence_pair
9b98fbe73d713149b38df9e497e2ad0a0a022c91,94467f577f6a30372577e4d97150b5ff3dd32e5e,13.3550,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5676,evidence_pair
9b98fbe73d713149b38df9e497e2ad0a0a022c91,68a0267b4bbc92d914b826dab06c3d9dbb1a94d0,13.3229,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5662,evidence_pair
9b98fbe73d713149b38df9e497e2ad0a0a022c91,fe70b0a76c9d462737600c8b9fb25d7e9b881f8a,13.2596,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.5635,evidence_pair
9b98fbe73d713149b38df9e497e2ad0a0a022c91,957b634661d7adc6f2e7da5c4fa0388cd69b3bef,13.2518,1,1,1,1,0,0,weak_evidence_positive,insufficient_evidence,0.6626,evidence_pair
365e8b4c9ee703d23dee95e59be31577a15cacc8,fc67b5687897aa43761c2bb5f41037a65d583e16,13.6083,1,1,1,1,0,0,weak_evidence_positive,task_constraint_violation,0.5784,evidence_pair
365e8b4c9ee703d23dee95e59be31577a15cacc8,576a37f445dbfb295b2551108e571b1198b7537d,13.4853,1,1,1,1,0,0,weak_evidence_positive,task_constraint_violation,0.5731,evidence_pair
365e8b4c9ee703d23dee95e59be31577a15cacc8,0c565fb8689ee4cdba485a2afd688bad83211f0f,13.4694,1,1,1,1,0,0,weak_evidence_positive,task_constraint_violation,0.6735,evidence_pair
365e8b4c9ee703d23dee95e59be31577a15cacc8,0cad51f95f1610b34ded3aa358ef7b38733e28d1,13.3917,1,1,1,1,0,0,weak_evidence_positive,task_constraint_violation,0.6696,evidence_pair
365e8b4c9ee703d23dee95e59be31577a15cacc8,9279ff8b1c61e03165f368d95cbf9d6313a1e9ab,13.3825,1,1,1,1,0,0,weak_evidence_positive,task_constraint_violation,0.5688,evidence_pair
f51251a778d6f6601796be0ed017d6173d91d44b,9f55fc991d1389f5050fa8ae0d45530c4d3723ff,12.9251,1,1,0,1,0,0,weak_evidence_positive,surface_fluent_but_hidden_defect,0.6463,evidence_pair
f51251a778d6f6601796be0ed017d6173d91d44b,0437d0cfa0dce66ccca098964dc8a1bba6a151b5,12.8590,1,1,0,1,0,0,weak_evidence_positive,surface_fluent_but_hidden_defect,0.5465,evidence_pair
f51251a778d6f6601796be0ed017d6173d91d44b,5fc12353fb69650b293a3f0651d5f898bbbbe385,12.7606,1,1,0,1,0,0,weak_evidence_positive,surface_fluent_but_hidden_defect,0.6380,evidence_pair
