Accuracy,Bin_Agreement,Exact_Match,Kendall_tau,MAE_argmax,MAE_expected,QWK,Signed_Bias_argmax,Signed_Bias_expected,curriculum_rho,epoch,expected_mass_1,expected_mass_2,expected_mass_3,expected_mass_4,expected_mass_5,failure_mask_exposures,global_step,high_mean_p_score_le_2,high_n,high_to_low_count,high_to_low_rate,label1_recall,label2_recall,label3_recall,label4_recall,label5_recall,low_mean_p_score_ge_4,low_n,low_to_high_count,low_to_high_rate,mean_teacher_lambda_seen,n,pred_count_1,pred_count_2,pred_count_3,pred_count_4,pred_count_5,seed,train_failure_loss,train_score_loss,train_total_loss,variant
0.6295180722891566,0.8765060240963856,0.6295180722891566,0.39569456152655375,0.463855421686747,0.5521263707012249,0.2708334298648404,0.3433734939759036,0.018687140621372545,0.0,1,4.681464685010724,10.147101659793407,70.47745237499475,224.46966452524066,354.2243156284094,0,21,0.021076559576988414,582,0,0.0,0.0,0.0,0.0,0.4767932489451477,0.8840579710144928,0.8001849628984928,20,20,1.0,0.0,664,0,0,0,199,465,42,0.0,1.1997972037418778,1.1997972037418778,v0h_human_soft
0.6204819277108434,0.8795180722891566,0.6204819277108434,0.46048840458792994,0.4307228915662651,0.559267369349938,0.39296053634008843,-0.02108433734939759,-0.2126246311066985,0.0,2,3.897561796300579,15.46823740459513,100.0360939130187,306.1156023591757,238.4825034327805,0,42,0.025043485414247186,582,0,0.0,0.0,0.0,0.12903225806451613,0.8565400843881856,0.5826086956521739,0.6710061345249414,20,18,0.9,0.0,664,0,0,16,409,239,42,0.0,0.9080039537006832,0.9080039537006832,v0h_human_soft
0.6942771084337349,0.8810240963855421,0.6942771084337349,0.5627738300805655,0.3629518072289157,0.44375492197968924,0.4751694067460691,0.19728915662650603,0.0667632085686249,0.0,3,3.7780112590116914,7.824506009337711,45.02217438063235,254.03931473568082,353.3359930254519,0,63,0.011719433418781507,582,0,0.0,0.0,0.07142857142857142,0.04838709677419355,0.70042194092827,0.8434782608695652,0.6831041123718024,20,18,0.9,0.0,664,0,1,5,283,375,42,0.0,0.803065017426768,0.803065017426768,v0h_human_soft
0.7003012048192772,0.8780120481927711,0.7003012048192772,0.6021938627132996,0.33433734939759036,0.4310214566628269,0.6252250470693412,0.012048192771084338,-0.07951872400853396,0.0,4,5.783723490627381,13.092368344603074,75.64782559251034,266.0927858664654,303.38329736702144,0,84,0.017209111005622866,582,0,0.0,0.5,0.21428571428571427,0.27419354838709675,0.7637130801687764,0.7565217391304347,0.4922003723680973,20,11,0.55,0.0,664,3,4,42,311,304,42,0.0,0.7039063117208789,0.7039063117208789,v0h_human_soft
0.7183734939759037,0.8930722891566265,0.7183734939759037,0.6127900593999409,0.3147590361445783,0.3984329280699579,0.6488826954660827,0.0286144578313253,-0.030995510542771477,0.0,5,4.517799688704031,9.177231890069464,62.91784133783466,276.1424429840408,311.2446843162179,0,105,0.00906173006835087,582,0,0.0,0.5,0.21428571428571427,0.2903225806451613,0.7932489451476793,0.7681159420289855,0.508277780842036,20,10,0.5,0.0,664,3,5,35,311,310,42,0.0,0.6118834257120244,0.6118834257120244,v0h_human_soft
0.7153614457831325,0.8870481927710844,0.7153614457831325,0.6030973679904511,0.3253012048192771,0.38987418619897085,0.6281636644740313,0.060240963855421686,0.0068854283888624855,0.0,6,4.255475760817788,8.980814619193211,57.80101083211537,262.8617075763177,330.1009913298767,0,126,0.007509776452749739,582,2,0.003436426116838488,0.5,0.21428571428571427,0.27419354838709675,0.7383966244725738,0.8028985507246377,0.5244559203274548,20,11,0.55,0.0,664,3,7,34,286,334,42,0.0,0.5424937696605696,0.5424937696605696,v0h_human_soft
0.7243975903614458,0.8900602409638554,0.7243975903614458,0.621482836906991,0.3117469879518072,0.3813511522505777,0.6538945182252582,0.061746987951807226,0.013879711137538138,0.0,7,4.0640740536764834,9.357408403267936,56.26108061870718,260.933184334659,333.38425162807107,0,147,0.007351627820571416,582,1,0.001718213058419244,0.5,0.21428571428571427,0.27419354838709675,0.7510548523206751,0.8115942028985508,0.5000135184265673,20,10,0.5,0.0,664,3,7,34,285,335,42,0.0,0.49320259211158535,0.49320259211158535,v0h_human_soft
0.7153614457831325,0.8855421686746988,0.7153614457831325,0.6054307203009622,0.3253012048192771,0.3797570690420127,0.6301567248818408,0.060240963855421686,0.022167700408597616,0.0,8,3.724474283014662,9.063348157427042,53.712344208218894,262.76801650458947,334.7318167660851,0,168,0.0062971556810297764,582,2,0.003436426116838488,0.5,0.21428571428571427,0.25806451612903225,0.7383966244725738,0.8057971014492754,0.5105807279120199,20,11,0.55,0.0,664,3,8,33,285,335,42,0.0,0.4690768095126084,0.4690768095126084,v0h_human_soft
0.7123493975903614,0.8840361445783133,0.7123493975903614,0.6077245925364774,0.32831325301204817,0.3800627693435975,0.6342167347280936,0.05120481927710843,0.01629771971165001,0.0,9,3.7063783408462703,9.131161699828684,54.92850859915711,264.1022910808679,332.1316588054178,0,189,0.006250251018919346,582,3,0.005154639175257732,0.5,0.21428571428571427,0.27419354838709675,0.729957805907173,0.8028985507246377,0.5072187797748484,20,11,0.55,0.0,664,3,9,35,284,333,42,0.0,0.4613814971000181,0.4613814971000181,v0h_human_soft
0.7153614457831325,0.8900602409638554,0.7153614457831325,0.6116620165431186,0.32228915662650603,0.3787673873376766,0.6426566208688598,0.06927710843373494,0.017363772063046304,0.0,10,3.804551958408961,9.138580810745363,55.10971164568514,262.6170676565962,333.3300851013046,0,210,0.00634320877783197,582,2,0.003436426116838488,0.5,0.21428571428571427,0.2903225806451613,0.7172995780590717,0.8144927536231884,0.5086971491808072,20,11,0.55,0.0,664,3,8,34,277,342,42,0.0,0.46058430167543424,0.46058430167543424,v0h_human_soft
0.5421686746987951,0.8765060240963856,0.5421686746987951,0.17272630421228102,0.5873493975903614,0.6423864025860039,0.09157860604364598,0.49096385542168675,-0.007085199081357351,0.0,1,3.84271832909144,52.98122073546983,48.002126078819856,161.38578269258142,397.7881518006325,0,21,0.08201388226924732,582,0,0.0,0.0,0.0,0.0,0.19831223628691982,0.9072463768115943,0.785638029128313,20,20,1.0,0.0,664,0,0,0,101,563,42,0.0,1.316658763484244,1.316658763484244,v1_qwen_hard
0.5105421686746988,0.7756024096385542,0.5105421686746988,0.31447045941903196,0.6701807228915663,0.6972387588453368,0.32729027517301135,0.04066265060240964,-0.1833476296038958,0.0,2,8.214836211074726,76.98982819230878,66.91689145097916,151.08020664192736,360.7982360853348,0,42,0.11146302913627935,582,49,0.08419243986254296,0.0,0.42857142857142855,0.03225806451612903,0.21940928270042195,0.808695652173913,0.5278909811051562,20,11,0.55,0.0,664,0,74,31,116,443,42,0.0,0.8331515682715339,0.8331515682715339,v1_qwen_hard
0.5406626506024096,0.8478915662650602,0.5406626506024096,0.2564878691423724,0.5677710843373494,0.5699944299417508,0.2775158686140383,0.22740963855421686,0.07020735417425697,0.0,3,6.286133505302132,22.446361450867244,48.63807032752993,190.6225607197266,396.00687458063476,0,63,0.030965929404101346,582,9,0.015463917525773196,0.16666666666666666,0.2857142857142857,0.0,0.35443037974683544,0.782608695652174,0.6091130936634727,20,13,0.65,0.0,664,1,18,17,184,444,42,0.0,0.6473537527798978,0.6473537527798978,v1_qwen_hard
0.5015060240963856,0.7801204819277109,0.5015060240963856,0.2885713674831936,0.6656626506024096,0.6479309346863823,0.323945250914506,0.006024096385542169,-0.07037153222368653,0.0,4,5.423270356777024,59.73844611743329,56.608584018431415,159.60111090911596,382.6285888640141,0,84,0.07415248300503789,582,42,0.07216494845360824,0.16666666666666666,0.42857142857142855,0.04838709677419355,0.270042194092827,0.7507246376811594,0.4055364336178172,20,8,0.4,0.0,664,3,61,40,148,412,42,0.0,0.49789517428529595,0.49789517428529595,v1_qwen_hard
0.49096385542168675,0.7650602409638554,0.49096385542168675,0.292637826145023,0.6762048192771084,0.6625378075081657,0.36025107324053607,-0.04969879518072289,-0.09874890158846918,0.0,5,7.0724874220616645,61.028350014033535,61.42225539047012,158.34975992202976,376.12714720711966,0,105,0.0768023419529019,582,40,0.06872852233676977,0.5,0.5714285714285714,0.08064516129032258,0.25316455696202533,0.7246376811594203,0.3634315900882939,20,6,0.3,0.0,664,6,58,58,146,396,42,0.0,0.30075144367311807,0.30075144367311807,v1_qwen_hard
0.4894578313253012,0.7605421686746988,0.4894578313253012,0.3112690667570454,0.6762048192771084,0.6641789458079675,0.36074879422741435,-0.07078313253012049,-0.10315621957037654,0.0,6,6.276541168007318,61.824152308077835,61.85203156889352,161.21304423520476,372.83423055472144,0,126,0.07613528375426182,582,43,0.07388316151202749,0.3333333333333333,0.5,0.06451612903225806,0.270042194092827,0.7188405797101449,0.32473299435814623,20,6,0.3,0.0,664,5,62,56,156,385,42,0.0,0.15306858480269797,0.15306858480269797,v1_qwen_hard
0.4759036144578313,0.7575301204819277,0.4759036144578313,0.2869177470264003,0.697289156626506,0.671720123624639,0.33909902958402316,-0.07680722891566265,-0.09641228634361321,0.0,7,7.340054553386317,58.47897504477883,62.8260454937955,160.56853030922193,374.78639590132457,0,147,0.07408254873345552,582,42,0.07216494845360824,0.3333333333333333,0.42857142857142855,0.06451612903225806,0.2616033755274262,0.7014492753623188,0.32575090662314776,20,7,0.35,0.0,664,8,57,58,159,382,42,0.0,0.07914052865615588,0.07914052865615588,v1_qwen_hard
0.48042168674698793,0.7680722891566265,0.48042168674698793,0.29762234754547,0.6822289156626506,0.6621353295379527,0.3551843885948328,-0.046686746987951805,-0.07142173464976621,0.0,8,7.484503953713848,57.594394098525946,55.15040935474265,161.4020201609756,382.3686734667318,0,168,0.07218619851173444,582,41,0.070446735395189,0.3333333333333333,0.35714285714285715,0.06451612903225806,0.2489451476793249,0.7217391304347827,0.33342819250819955,20,7,0.35,0.0,664,8,56,52,154,394,42,0.0,0.04751745834730983,0.04751745834730983,v1_qwen_hard
0.4894578313253012,0.766566265060241,0.4894578313253012,0.3033275868897521,0.6762048192771084,0.6618693297975331,0.3521871887399376,-0.05271084337349398,-0.07422506596872225,0.0,9,7.397361345746061,58.397858702446285,54.541965194648,162.4184936998927,381.244321412523,0,189,0.0735935802253307,582,42,0.07216494845360824,0.3333333333333333,0.42857142857142855,0.04838709677419355,0.2742616033755274,0.7217391304347827,0.32798948478380224,20,7,0.35,0.0,664,7,58,50,160,389,42,0.0,0.03890444369590771,0.03890444369590771,v1_qwen_hard
0.47740963855421686,0.7635542168674698,0.47740963855421686,0.29315388341825765,0.6912650602409639,0.6656195716296897,0.3479527135948415,-0.061746987951807226,-0.07439042963024359,0.0,10,7.1165758248215445,58.098500400104406,55.63051661678634,162.37240091966618,380.7820049142928,0,210,0.07271101686367781,582,44,0.07560137457044673,0.3333333333333333,0.35714285714285715,0.06451612903225806,0.25316455696202533,0.7130434782608696,0.34402853363440045,20,7,0.35,0.0,664,7,60,52,156,389,42,0.0,0.0383747682846814,0.0383747682846814,v1_qwen_hard
0.5391566265060241,0.8765060240963856,0.5391566265060241,0.16400744885908533,0.5903614457831325,0.6438060141384534,0.08785937520838982,0.4879518072289157,-0.018353447965724978,0.0,1,3.79922425118275,54.079797842074186,47.64657925069332,166.45724225975573,392.0171567648649,0,21,0.08341053842676521,582,0,0.0,0.0,0.0,0.0,0.19831223628691982,0.9014492753623189,0.7780880261212587,20,20,1.0,0.0,664,0,0,0,103,561,42,0.0,1.3171734561223583,1.3171734561223583,v2_qwen_range_soft
0.5210843373493976,0.7891566265060241,0.5210843373493976,0.3255376750148875,0.6521084337349398,0.6961475887059274,0.3379942807520203,0.043674698795180725,-0.18789422409531928,0.0,2,8.969128250504582,78.36455273703177,62.63145598814299,155.52868393203244,358.50617955671623,0,42,0.1136356979295357,582,50,0.0859106529209622,0.0,0.5,0.016129032258064516,0.25316455696202533,0.8057971014492754,0.5215007309801877,20,10,0.5,0.0,664,0,76,20,130,438,42,0.0,0.8339506142929825,0.8339506142929825,v2_qwen_range_soft
0.5271084337349398,0.838855421686747,0.5271084337349398,0.21563447802593727,0.5963855421686747,0.5827608390784106,0.21310256420186746,0.22590361445783133,0.05847536194135292,0.0,3,6.077091504275813,24.283444075891566,51.54464363109582,187.92438093107194,394.17044121108484,0,63,0.03363049387197958,582,10,0.01718213058419244,0.0,0.2857142857142857,0.0,0.34177215189873417,0.7681159420289855,0.6125842408742755,20,14,0.7,0.0,664,0,18,21,181,444,42,0.0,0.6531585562884449,0.6531585562884449,v2_qwen_range_soft
0.5120481927710844,0.7771084337349398,0.5120481927710844,0.2941588578066828,0.6536144578313253,0.6496772125938697,0.30683007817683716,0.024096385542168676,-0.07675285261901779,0.0,4,5.558503658071203,56.21995282444712,62.70712934688754,161.65575803788488,377.8586552723609,0,84,0.07040421269157245,582,34,0.058419243986254296,0.0,0.2857142857142857,0.03225806451612903,0.3080168776371308,0.7565217391304347,0.4278918251511641,20,11,0.55,0.0,664,3,51,45,156,409,42,0.0,0.49702447376786224,0.49702447376786224,v2_qwen_range_soft
0.49849397590361444,0.7620481927710844,0.49849397590361444,0.3021073932872139,0.6852409638554217,0.6805357815990299,0.34009787824875004,-0.08283132530120482,-0.13127887318594325,0.0,5,7.203756182966253,67.85395010021821,62.956864279993084,155.87857190393242,370.1068582730844,0,105,0.08761750281915899,582,49,0.08419243986254296,0.5,0.35714285714285715,0.12903225806451613,0.28270042194092826,0.7188405797101449,0.3575224132195217,20,8,0.4,0.0,664,6,65,55,153,385,42,0.0,0.30861990040985876,0.30861990040985876,v2_qwen_range_soft
0.5075301204819277,0.7710843373493976,0.5075301204819277,0.3176381429428214,0.6506024096385542,0.6572399760034715,0.36578417625744475,-0.04216867469879518,-0.08416215309587756,0.0,6,4.949515007824001,60.69342415062562,60.0352368807593,160.93486654157888,377.3869580453337,0,126,0.07346684094215167,582,39,0.06701030927835051,0.5,0.42857142857142855,0.0967741935483871,0.2869198312236287,0.736231884057971,0.3591147852570316,20,7,0.35,0.0,664,5,56,56,155,392,42,0.0,0.1620769188755796,0.1620769188755796,v2_qwen_range_soft
0.49698795180722893,0.7725903614457831,0.49698795180722893,0.29188040898118217,0.6626506024096386,0.6498853006972243,0.357188623550314,-0.03313253012048193,-0.06165038880840125,0.0,7,5.800606070440298,56.1630106946092,55.731489917450176,164.7814217953294,381.52347148757895,0,147,0.06894568494472224,582,39,0.06701030927835051,0.6666666666666666,0.42857142857142855,0.06451612903225806,0.28270042194092826,0.7217391304347827,0.36518465734163214,20,7,0.35,0.0,664,5,56,51,159,393,42,0.0,0.08122965489576062,0.08122965489576062,v2_qwen_range_soft
0.49698795180722893,0.7771084337349398,0.49698795180722893,0.30046416789056224,0.6656626506024096,0.6522022913860372,0.3520604338484995,-0.03313253012048193,-0.0637938790015287,0.0,8,5.978373588260777,58.72217902506739,52.12915918972444,165.02078415539634,382.14950370276614,0,168,0.07260405725235522,582,44,0.07560137457044673,0.5,0.42857142857142855,0.04838709677419355,0.2869198312236287,0.7246376811594203,0.3490952491927544,20,7,0.35,0.0,664,5,61,41,164,393,42,0.0,0.05133399465518438,0.05133399465518438,v2_qwen_range_soft
0.5090361445783133,0.7846385542168675,0.5090361445783133,0.3044670982220673,0.6460843373493976,0.6469501986145884,0.3665760014386549,-0.025602409638554216,-0.056998341264408676,0.0,9,6.201501561923736,56.69177509312764,51.63431870407451,166.6969322158264,382.7754729353449,0,189,0.07044867246936044,582,39,0.06701030927835051,0.6666666666666666,0.42857142857142855,0.08064516129032258,0.3037974683544304,0.7275362318840579,0.3669947790779986,20,7,0.35,0.0,664,6,55,45,165,393,42,0.0,0.041853769950374764,0.041853769950374764,v2_qwen_range_soft
0.5105421686746988,0.7771084337349398,0.5105421686746988,0.30219230518589313,0.6551204819277109,0.6457148338791411,0.3565323834625437,-0.043674698795180725,-0.05872426332252514,0.0,10,5.800441223244944,57.370362924385205,51.89081658739944,166.8984304967497,382.03995006652616,0,210,0.0703537620427809,582,42,0.07216494845360824,0.6666666666666666,0.42857142857142855,0.06451612903225806,0.31645569620253167,0.7246376811594203,0.361595782446102,20,7,0.35,0.0,664,6,59,45,165,389,42,0.0,0.04161937321562191,0.04161937321562191,v2_qwen_range_soft
0.6234939759036144,0.8765060240963856,0.6234939759036144,0.4013097958872546,0.44728915662650603,0.6016548876848747,0.3126798613966053,0.16114457831325302,-0.1396550142543926,0.0,1,4.472954783705063,19.09871163452044,93.04773245938122,258.4474986642599,288.9331000894308,0,21,0.03451141128192505,582,0,0.0,0.0,0.0,0.0,0.6919831223628692,0.7246376811594203,0.7812669783830642,20,20,1.0,0.0,664,0,0,0,320,344,42,0.0,1.2634590719658207,1.2634590719658207,v3_naive_human_qwen
0.6566265060240963,0.8765060240963856,0.6566265060240963,0.48855015188735423,0.4126506024096386,0.5024265239316517,0.3875317072252472,0.25903614457831325,-0.023347723693920002,0.0,2,4.312557667086367,25.668498105485924,66.74029639479704,214.76656676270068,352.512080270797,0,42,0.03739564028787395,582,0,0.0,0.0,0.0,0.016129032258064516,0.5907172995780591,0.855072463768116,0.6491313613951206,20,19,0.95,0.0,664,0,0,3,249,412,42,0.0,0.9626478235046547,0.9626478235046547,v3_naive_human_qwen
0.6792168674698795,0.8765060240963856,0.6792168674698795,0.5248925491387227,0.3810240963855422,0.4812672603475988,0.46443339725355126,0.11596385542168675,-0.03617703816614146,0.0,3,4.017557750295964,14.663328339673171,61.45245895080734,268.0564125813544,315.81024101004004,0,63,0.02021225027171077,582,0,0.0,0.0,0.07142857142857142,0.1774193548387097,0.7172995780590717,0.7797101449275362,0.621553610637784,20,17,0.85,0.0,664,0,1,25,297,341,42,0.0,0.8657705041030085,0.8657705041030085,v3_naive_human_qwen
0.7033132530120482,0.8945783132530121,0.7033132530120482,0.5641218554874984,0.3358433734939759,0.4464850963984889,0.6086252464655787,0.07981927710843373,-0.06203712107963175,0.0,4,6.001823757777856,22.18183423549999,62.70208859833656,252.23567445855588,320.8785791490227,0,84,0.029258102315552575,582,1,0.001718213058419244,0.5,0.35714285714285715,0.12903225806451613,0.7721518987341772,0.7768115942028986,0.4836396753787994,20,9,0.45,0.0,664,3,9,14,307,331,42,0.0,0.8008665141301701,0.8008665141301701,v3_naive_human_qwen
0.6897590361445783,0.891566265060241,0.6897590361445783,0.5611657829485168,0.35240963855421686,0.433191040277116,0.6115398238541165,0.06325301204819277,-0.049501356657476105,0.0,5,5.068301933175121,22.646517375558687,64.74669998188256,242.16273361863568,329.3757456149906,0,105,0.025378268611406973,582,4,0.006872852233676976,0.5,0.21428571428571427,0.22580645161290322,0.7172995780590717,0.7768115942028986,0.44612964312545955,20,8,0.4,0.0,664,4,10,26,287,337,42,0.0,0.7390493585851537,0.7390493585851537,v3_naive_human_qwen
0.6897590361445783,0.8840361445783133,0.6897590361445783,0.5734287729063456,0.3509036144578313,0.42646008929063456,0.640092983057414,0.04066265060240964,-0.04607938925515545,0.0,6,5.036156582349491,22.754087828542197,70.62388411951486,227.94205582048744,337.6438155309297,0,126,0.024222502702734443,582,5,0.00859106529209622,0.6666666666666666,0.35714285714285715,0.3548387096774194,0.6413502109704642,0.7971014492753623,0.3671636553481221,20,6,0.3,0.0,664,4,12,48,252,348,42,0.0,0.6884011274136334,0.6884011274136334,v3_naive_human_qwen
0.6807228915662651,0.8825301204819277,0.6807228915662651,0.5607232369674897,0.3644578313253012,0.4216567629912801,0.6173487259647075,0.03614457831325301,-0.04037696329694666,0.0,7,4.704764000485255,22.826862978922918,67.66025462613885,231.1901439902722,337.6179733145982,0,147,0.023510204328043436,582,7,0.012027491408934709,0.5,0.2857142857142857,0.3387096774193548,0.6497890295358649,0.782608695652174,0.3738974813371897,20,7,0.35,0.0,664,3,14,44,261,342,42,0.0,0.6512503146182701,0.6512503146182701,v3_naive_human_qwen
0.6852409638554217,0.8870481927710844,0.6852409638554217,0.5574137873367977,0.3614457831325301,0.4180080333548531,0.6143213457296772,0.06626506024096386,-0.010071985254670136,0.0,8,4.684702565193538,22.056919262605703,58.23309249678181,232.31204082875047,346.71324397902936,0,168,0.022028583820538055,582,7,0.012027491408934709,0.5,0.2857142857142857,0.2903225806451613,0.6497890295358649,0.8,0.3962106369435787,20,7,0.35,0.0,664,3,15,35,256,355,42,0.0,0.6340176791053669,0.6340176791053669,v3_naive_human_qwen
0.6882530120481928,0.8855421686746988,0.6882530120481928,0.5667882928132142,0.3569277108433735,0.41919465368209563,0.6200737558453409,0.04969879518072289,-0.020620251541426327,0.0,9,4.729960242043374,22.386660205012674,60.31675073961242,233.97851855738554,342.58810917520896,0,189,0.0223767938738426,582,7,0.012027491408934709,0.5,0.2857142857142857,0.2903225806451613,0.6708860759493671,0.7913043478260869,0.3857795905787498,20,7,0.35,0.0,664,3,15,36,265,345,42,0.0,0.6280894390453237,0.6280894390453237,v3_naive_human_qwen
0.6852409638554217,0.8840361445783133,0.6852409638554217,0.5594731441851915,0.3614457831325301,0.4179733173073358,0.6203346251443478,0.04819277108433735,-0.021282598385057038,0.0,10,4.776024816053948,22.517841932956117,60.11969639066206,234.2346194438869,342.3518158085644,0,210,0.02259703672874042,582,7,0.012027491408934709,0.6666666666666666,0.2857142857142857,0.2903225806451613,0.6582278481012658,0.7913043478260869,0.3849717937875539,20,7,0.35,0.0,664,4,15,37,260,348,42,0.0,0.6267378532625062,0.6267378532625062,v3_naive_human_qwen
0.40210843373493976,0.5060240963855421,0.40210843373493976,0.17613079807626195,1.1551204819277108,1.3943196686927275,0.11854644921889901,-0.9352409638554217,-1.3112904238570706,0.0,1,125.71443992108107,122.62646271288395,153.21602694690228,120.52764781750739,141.91542422026396,0,21,0.3749691909403121,582,134,0.23024054982817868,0.5,0.42857142857142855,0.5645161290322581,0.25316455696202533,0.47246376811594204,0.31022874340415,20,2,0.1,0.0,664,75,84,200,96,209,42,0.0,1.0972466316657612,1.0972466316657612,v4_human_soft_logit_adjustment
