file_path,exists,file_type,num_records,top_level_keys,score_like_fields,judge_name_candidates,question_like_fields,answer_like_fields,metric_like_fields,record_id_like_fields,triple_key_like_fields,language_fields,likely_evaluator,likely_role,usable_for_exp01,notes
analysis_outputs/evaluator_generator_affinity.csv,True,csv,16,"[""comparison"", ""evaluator"", ""group"", ""mae_to_human_mean"", ""n"", ""signed_bias_vs_human_mean""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,unknown,false,no judge score fields detected
analysis_outputs/evaluator_summary.csv,True,csv,8,"[""evaluator"", ""exact_match_rate"", ""exact_match_to_rounded_human_mean"", ""mae_to_human_mean"", ""mean_score"", ""n"", ""signed_bias_vs_human_mean"", ""std_score""]","[""mean_score"", ""std_score""]","[""EduBenchEvaluator"", ""DeepSeek-R1"", ""DeepSeek-V3""]",[],[],[],[],[],[],EduBenchEvaluator; DeepSeek-R1; DeepSeek-V3,llm_judge_output,maybe,known evaluator but alignment fields are incomplete
analysis_outputs/metric_evaluator_table.csv,True,csv,120,"[""evaluator"", ""human_mean_score"", ""mae_to_human_mean"", ""metric"", ""n"", ""signed_bias_vs_human_mean""]","[""human_mean_score""]","[""EduBenchEvaluator"", ""DeepSeek-R1"", ""DeepSeek-V3""]",[],[],"[""metric""]",[],[],[],EduBenchEvaluator; DeepSeek-R1; DeepSeek-V3,llm_judge_output,maybe,known evaluator but alignment fields are incomplete
analysis_outputs/task_evaluator_table.csv,True,csv,45,"[""evaluator"", ""exact_match_rate"", ""mae_to_human_mean"", ""n"", ""signed_bias_vs_human_mean"", ""task""]",[],"[""EduBenchEvaluator"", ""DeepSeek-R1"", ""DeepSeek-V3""]",[],[],[],[],[],[],EduBenchEvaluator; DeepSeek-R1; DeepSeek-V3,unknown,false,no judge score fields detected
categories/category_merge.json,True,json,16,"[""'higher education"", ""'k12 level"", ""__key__""]",[],[],[],[],[],[],[],[],unknown,unknown,false,no judge score fields detected
categories/category_merge_1.json,True,json,4,"[""__key__"", ""higher education"", ""k12 level""]",[],[],[],[],[],[],[],[],unknown,unknown,false,no judge score fields detected
categories/category_merge_2.json,True,json,14,"[""'higher education"", ""'k12 level"", ""__key__""]",[],[],[],[],[],[],[],[],unknown,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/EduBenchEvaluator_EduBenchEvaluator.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/EduBenchEvaluator_deepseek-r1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/EduBenchEvaluator_deepseek-v3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/EduBenchEvaluator_gpt-4o.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/EduBenchEvaluator_human_1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/EduBenchEvaluator_human_2.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/EduBenchEvaluator_human_3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/EduBenchEvaluator_human_mean.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/EduBenchEvaluator_qwq-plus.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/deepseek-r1_EduBenchEvaluator.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/deepseek-r1_deepseek-r1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/deepseek-r1_deepseek-v3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/deepseek-r1_gpt-4o.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/deepseek-r1_human_1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/deepseek-r1_human_2.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/deepseek-r1_human_3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/deepseek-r1_human_mean.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/deepseek-r1_qwq-plus.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/deepseek-v3_EduBenchEvaluator.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/deepseek-v3_deepseek-r1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/deepseek-v3_deepseek-v3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-V3""]",[],[],[],[],[],[],DeepSeek-V3,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/deepseek-v3_gpt-4o.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/deepseek-v3_human_1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-V3""]",[],[],[],[],[],[],DeepSeek-V3,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/deepseek-v3_human_2.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-V3""]",[],[],[],[],[],[],DeepSeek-V3,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/deepseek-v3_human_3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-V3""]",[],[],[],[],[],[],DeepSeek-V3,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/deepseek-v3_human_mean.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-V3""]",[],[],[],[],[],[],DeepSeek-V3,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/deepseek-v3_qwq-plus.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-V3""]",[],[],[],[],[],[],DeepSeek-V3,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_EduBenchEvaluator.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_deepseek-r1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_deepseek-v3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_gpt-4o.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_human_1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_human_2.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_human_3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_human_mean.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_qwq-plus.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/human_1_EduBenchEvaluator.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_1_deepseek-r1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_1_deepseek-v3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-V3""]",[],[],[],[],[],[],DeepSeek-V3,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_1_gpt-4o.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_1_qwq-plus.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""QwQ-plus""]",[],[],[],[],[],[],QwQ-plus,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_2_EduBenchEvaluator.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_2_deepseek-r1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_2_deepseek-v3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-V3""]",[],[],[],[],[],[],DeepSeek-V3,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_2_gpt-4o.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_2_qwq-plus.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""QwQ-plus""]",[],[],[],[],[],[],QwQ-plus,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_3_EduBenchEvaluator.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_3_deepseek-r1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_3_deepseek-v3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-V3""]",[],[],[],[],[],[],DeepSeek-V3,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_3_gpt-4o.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_3_qwq-plus.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""QwQ-plus""]",[],[],[],[],[],[],QwQ-plus,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_mean_EduBenchEvaluator.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_mean_deepseek-r1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_mean_deepseek-v3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-V3""]",[],[],[],[],[],[],DeepSeek-V3,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_mean_gpt-4o.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/human_mean_qwq-plus.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""QwQ-plus""]",[],[],[],[],[],[],QwQ-plus,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/qwq-plus_EduBenchEvaluator.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/qwq-plus_deepseek-r1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-R1""]",[],[],[],[],[],[],DeepSeek-R1,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/qwq-plus_deepseek-v3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""DeepSeek-V3""]",[],[],[],[],[],[],DeepSeek-V3,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/qwq-plus_gpt-4o.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""GPT-4o""]",[],[],[],[],[],[],GPT-4o,unknown,false,no judge score fields detected
correlation-testset/corr_res_kendall_split_and_fill/qwq-plus_human_1.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""QwQ-plus""]",[],[],[],[],[],[],QwQ-plus,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/qwq-plus_human_2.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""QwQ-plus""]",[],[],[],[],[],[],QwQ-plus,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/qwq-plus_human_3.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""QwQ-plus""]",[],[],[],[],[],[],QwQ-plus,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/qwq-plus_human_mean.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""QwQ-plus""]",[],[],[],[],[],[],QwQ-plus,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/corr_res_kendall_split_and_fill/qwq-plus_qwq-plus.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""QwQ-plus""]",[],[],[],[],[],[],QwQ-plus,unknown,false,no judge score fields detected
correlation-testset/eval_scores_split_and_fill/eval_score_EduBenchEvaluator.csv,True,csv,757,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""gen_model"", ""language"", ""question"", ""question_id"", ""task""]",[],"[""EduBenchEvaluator""]","[""Instruction Following & Task Completion"", ""question"", ""question_id""]","[""Instruction Following & Task Completion""]",[],"[""Error Identification & Correction Precision"", ""Motivation, Guidance & Positive Feedback"", ""question_id""]",[],"[""language""]",EduBenchEvaluator,unknown,false,no judge score fields detected
correlation-testset/eval_scores_split_and_fill/eval_score_deepseek-r1.csv,True,csv,757,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""gen_model"", ""language"", ""question"", ""question_id"", ""task""]",[],"[""DeepSeek-R1""]","[""Instruction Following & Task Completion"", ""question"", ""question_id""]","[""Instruction Following & Task Completion""]",[],"[""Error Identification & Correction Precision"", ""Motivation, Guidance & Positive Feedback"", ""question_id""]",[],"[""language""]",DeepSeek-R1,unknown,false,no judge score fields detected
correlation-testset/eval_scores_split_and_fill/eval_score_deepseek-v3.csv,True,csv,757,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""gen_model"", ""language"", ""question"", ""question_id"", ""task""]",[],"[""DeepSeek-V3""]","[""Instruction Following & Task Completion"", ""question"", ""question_id""]","[""Instruction Following & Task Completion""]",[],"[""Error Identification & Correction Precision"", ""Motivation, Guidance & Positive Feedback"", ""question_id""]",[],"[""language""]",DeepSeek-V3,unknown,false,no judge score fields detected
correlation-testset/eval_scores_split_and_fill/eval_score_gpt-4o.csv,True,csv,757,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""gen_model"", ""language"", ""question"", ""question_id"", ""task""]",[],"[""GPT-4o""]","[""Instruction Following & Task Completion"", ""question"", ""question_id""]","[""Instruction Following & Task Completion""]",[],"[""Error Identification & Correction Precision"", ""Motivation, Guidance & Positive Feedback"", ""question_id""]",[],"[""language""]",GPT-4o,unknown,false,no judge score fields detected
correlation-testset/eval_scores_split_and_fill/eval_score_human_1.csv,True,csv,757,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""gen_model"", ""language"", ""question"", ""question_id"", ""task""]",[],[],"[""Instruction Following & Task Completion"", ""question"", ""question_id""]","[""Instruction Following & Task Completion""]",[],"[""Error Identification & Correction Precision"", ""Motivation, Guidance & Positive Feedback"", ""question_id""]",[],"[""language""]",unknown,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/eval_scores_split_and_fill/eval_score_human_2.csv,True,csv,757,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""gen_model"", ""language"", ""question"", ""question_id"", ""task""]",[],[],"[""Instruction Following & Task Completion"", ""question"", ""question_id""]","[""Instruction Following & Task Completion""]",[],"[""Error Identification & Correction Precision"", ""Motivation, Guidance & Positive Feedback"", ""question_id""]",[],"[""language""]",unknown,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/eval_scores_split_and_fill/eval_score_human_3.csv,True,csv,757,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""gen_model"", ""language"", ""question"", ""question_id"", ""task""]",[],[],"[""Instruction Following & Task Completion"", ""question"", ""question_id""]","[""Instruction Following & Task Completion""]",[],"[""Error Identification & Correction Precision"", ""Motivation, Guidance & Positive Feedback"", ""question_id""]",[],"[""language""]",unknown,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/eval_scores_split_and_fill/eval_score_human_mean.csv,True,csv,757,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""gen_model"", ""language"", ""question"", ""question_id"", ""task""]",[],[],"[""Instruction Following & Task Completion"", ""question"", ""question_id""]","[""Instruction Following & Task Completion""]",[],"[""Error Identification & Correction Precision"", ""Motivation, Guidance & Positive Feedback"", ""question_id""]",[],"[""language""]",unknown,human_annotation,false,human labels only; not an automatic judge source
correlation-testset/eval_scores_split_and_fill/eval_score_qwq-plus.csv,True,csv,757,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""gen_model"", ""language"", ""question"", ""question_id"", ""task""]",[],"[""QwQ-plus""]","[""Instruction Following & Task Completion"", ""question"", ""question_id""]","[""Instruction Following & Task Completion""]",[],"[""Error Identification & Correction Precision"", ""Motivation, Guidance & Positive Feedback"", ""question_id""]",[],"[""language""]",QwQ-plus,unknown,false,no judge score fields detected
correlation/corr_res_kendall_split_and_fill/EduBenchEvaluator_EduBenchEvaluator.json,True,json,14,"[""__key__"", ""__value__""]",[],"[""EduBenchEvaluator""]",[],[],[],[],[],[],EduBenchEvaluator,unknown,false,no judge score fields detected
