variant,seed,epoch,treatment_MAE_human_mean,consensus_MAE_human_mean,delta_MAE_human_mean,treatment_Exact_rounded,consensus_Exact_rounded,delta_Exact_rounded,treatment_Kendall_human_mean,consensus_Kendall_human_mean,delta_Kendall_human_mean
orthogonal_only,44,1,0.4974899598393574,0.5135542168674698,-0.016064257028112428,0.6325301204819277,0.5978915662650602,0.034638554216867457,0.3858798804461376,0.3287769166332255,0.05710296381291208
orthogonal_only,44,2,0.4342369477911646,0.43122489959839355,0.0030120481927710663,0.6912650602409639,0.6852409638554217,0.006024096385542244,0.5163104659184179,0.5081292799097551,0.0081811860086628
orthogonal_only,44,3,0.41064257028112444,0.4191767068273091,-0.008534136546184679,0.7108433734939759,0.7033132530120482,0.0075301204819276935,0.555198455948192,0.5320906678655699,0.02310778808262204
orthogonal_only,44,4,0.4086345381526104,0.38755020080321284,0.021084337349397575,0.713855421686747,0.7274096385542169,-0.013554216867469937,0.5598692299787578,0.5834887073479961,-0.023619477369238306
orthogonal_only,44,5,0.38353413654618473,0.37901606425702805,0.004518072289156683,0.7259036144578314,0.7319277108433735,-0.0060240963855421326,0.5913696077682025,0.5931291635643675,-0.0017595557961650465
orthogonal_only,44,6,0.3805220883534136,0.3840361445783132,-0.0035140562248995866,0.7198795180722891,0.7304216867469879,-0.010542168674698815,0.5906033695498236,0.590393492437502,0.00020987711232156592
orthogonal_only,44,7,0.3724899598393574,0.39759036144578314,-0.025100401606425737,0.733433734939759,0.713855421686747,0.01957831325301207,0.6280347581128392,0.5727083127550135,0.055326445357825604
orthogonal_only,44,8,0.37299196787148586,0.3940763052208835,-0.02108433734939763,0.7304216867469879,0.7198795180722891,0.010542168674698815,0.6126451399127826,0.5772266651694642,0.035418474743318384
orthogonal_only,44,9,0.3749999999999999,0.3820281124497991,-0.007028112449799229,0.7289156626506024,0.7319277108433735,-0.003012048192771122,0.60752693531951,0.5827623022332844,0.024764633086225563
orthogonal_only,44,10,0.3694779116465863,0.38403614457831314,-0.014558232931726867,0.7364457831325302,0.7289156626506024,0.0075301204819278045,0.6151064903788216,0.5784200427325357,0.036686447646285925
orthogonal_only,45,1,0.5486947791164659,0.5316265060240963,0.01706827309236958,0.5978915662650602,0.6099397590361446,-0.012048192771084376,0.31073482960969906,0.3273557615725164,-0.01662093196281733
orthogonal_only,45,2,0.48092369477911645,0.48343373493975905,-0.0025100401606426015,0.6596385542168675,0.6551204819277109,0.004518072289156572,0.4418479096429818,0.45219198979166203,-0.010344080148680213
orthogonal_only,45,3,0.42118473895582326,0.4252008032128513,-0.004016064257028051,0.6822289156626506,0.6852409638554217,-0.0030120481927710108,0.5464190951531079,0.5366044707515221,0.00981462440158587
orthogonal_only,45,4,0.4267068273092369,0.42269076305220876,0.004016064257028162,0.6957831325301205,0.6912650602409639,0.004518072289156572,0.5277063693588017,0.5468949610939191,-0.019188591735117444
orthogonal_only,45,5,0.42068273092369474,0.4292168674698795,-0.00853413654618479,0.7093373493975904,0.6927710843373494,0.01656626506024106,0.5454628234455496,0.5549359190975579,-0.009473095652008268
orthogonal_only,45,6,0.39508032128514053,0.42620481927710846,-0.031124497991967925,0.7183734939759037,0.6837349397590361,0.03463855421686757,0.5785004377772143,0.5452536303101516,0.033246807467062656
orthogonal_only,45,7,0.39809236947791155,0.42369477911646586,-0.025602409638554313,0.7168674698795181,0.6987951807228916,0.01807228915662651,0.5731711802572063,0.5491863051952611,0.023984875061945132
orthogonal_only,45,8,0.4066265060240964,0.42118473895582326,-0.014558232931726867,0.7108433734939759,0.7003012048192772,0.010542168674698704,0.5626584887273444,0.546624967729,0.01603352099834432
orthogonal_only,45,9,0.3965863453815261,0.42620481927710846,-0.029618473895582365,0.7198795180722891,0.6927710843373494,0.027108433734939763,0.5792628860097766,0.5442377208898361,0.03502516511994047
orthogonal_only,45,10,0.4076305220883534,0.4231927710843373,-0.015562248995983907,0.7123493975903614,0.7048192771084337,0.0075301204819276935,0.5657591295494202,0.5490594184821431,0.01669971106727708
orthogonal_only,46,1,0.5020080321285141,0.5778112449799196,-0.07580321285140557,0.6370481927710844,0.5828313253012049,0.054216867469879526,0.3893639695771837,0.24242666331708815,0.14693730626009557
orthogonal_only,46,2,0.4432730923694778,0.4623493975903614,-0.019076305220883605,0.6701807228915663,0.6626506024096386,0.0075301204819276935,0.4916203245875477,0.43689113036126426,0.05472919422628342
orthogonal_only,46,3,0.4267068273092369,0.4377510040160642,-0.01104417670682728,0.6792168674698795,0.6701807228915663,0.009036144578313254,0.5359553397519012,0.51922277713175,0.016732562620151215
orthogonal_only,46,4,0.3960843373493975,0.41566265060240964,-0.019578313253012125,0.7018072289156626,0.677710843373494,0.02409638554216864,0.5757989905822047,0.5318430645214592,0.0439559260607455
orthogonal_only,46,5,0.4126506024096386,0.3905622489959839,0.02208835341365467,0.6912650602409639,0.7153614457831325,-0.02409638554216864,0.5387260061436447,0.5693108291452653,-0.030584823001620576
orthogonal_only,46,6,0.3990963855421687,0.39206827309236936,0.00702811244979934,0.7003012048192772,0.713855421686747,-0.013554216867469826,0.5577794170123522,0.5635298375659025,-0.0057504205535502395
orthogonal_only,46,7,0.3915662650602409,0.3935742971887549,-0.0020080321285140257,0.7063253012048193,0.7168674698795181,-0.010542168674698815,0.5738220471329878,0.5654680503641931,0.00835399676879467
orthogonal_only,46,8,0.38955823293172687,0.39457831325301207,-0.005020080321285203,0.7093373493975904,0.7078313253012049,0.001506024096385561,0.5736802488728671,0.5609070345695787,0.012773214303288372
orthogonal_only,46,9,0.3880522088353413,0.3930722891566265,-0.005020080321285203,0.7093373493975904,0.7063253012048193,0.003012048192771122,0.5721015866524382,0.5643076693039376,0.007793917348500545
orthogonal_only,46,10,0.39508032128514053,0.38855421686746977,0.006526104417670764,0.7003012048192772,0.7123493975903614,-0.012048192771084265,0.5653329834288854,0.5731112623807045,-0.007778278951819151
parallel_only,42,1,0.5220883534136546,0.5321285140562247,-0.010040160642570184,0.5978915662650602,0.5828313253012049,0.015060240963855387,0.3118310384152847,0.290576756619466,0.021254281795818675
parallel_only,42,2,0.5155622489959839,0.46285140562249,0.05271084337349391,0.6265060240963856,0.661144578313253,-0.034638554216867457,0.37868923508464747,0.47318259350753666,-0.0944933584228892
parallel_only,42,3,0.48092369477911645,0.43875502008032125,0.042168674698795205,0.6566265060240963,0.6852409638554217,-0.028614457831325324,0.4725482087426092,0.5293823981180471,-0.05683418937543788
parallel_only,42,4,0.42319277108433734,0.41666666666666663,0.006526104417670708,0.697289156626506,0.7063253012048193,-0.009036144578313254,0.5358644973188771,0.5458450291394695,-0.009980531820592442
parallel_only,42,5,0.39959839357429705,0.40461847389558225,-0.005020080321285203,0.7168674698795181,0.7048192771084337,0.012048192771084376,0.5683771750203054,0.5717505022406435,-0.003373327220338118
parallel_only,42,6,0.38905622489959835,0.39508032128514053,-0.006024096385542188,0.7213855421686747,0.7243975903614458,-0.003012048192771122,0.5779774680836033,0.5774646699159056,0.0005127981676976701
parallel_only,42,7,0.40562248995983935,0.41064257028112444,-0.005020080321285092,0.7048192771084337,0.7078313253012049,-0.003012048192771122,0.5648646509732196,0.5583449442012084,0.006519706772011191
parallel_only,42,8,0.40813253012048184,0.4076305220883534,0.0005020080321284648,0.7108433734939759,0.7123493975903614,-0.001506024096385561,0.5607471747368313,0.5566270667930554,0.00412010794377593
parallel_only,42,9,0.4091365461847389,0.3990963855421687,0.010040160642570184,0.7063253012048193,0.7183734939759037,-0.012048192771084376,0.5586627382739396,0.564783234955421,-0.006120496681481402
parallel_only,42,10,0.4016064257028112,0.4091365461847389,-0.0075301204819276935,0.7123493975903614,0.7108433734939759,0.001506024096385561,0.5696017638862135,0.5571044518703175,0.01249731201589599
parallel_only,43,1,0.5306224899598394,0.521586345381526,0.009036144578313365,0.5677710843373494,0.5948795180722891,-0.027108433734939763,0.3228281839474422,0.3186540065956288,0.004174177351813413
parallel_only,43,2,0.4869477911646587,0.481425702811245,0.005522088353413668,0.6490963855421686,0.6551204819277109,-0.006024096385542244,0.42306478971156386,0.4363246983285478,-0.01325990861698395
parallel_only,43,3,0.41867469879518066,0.4141566265060241,0.004518072289156572,0.6957831325301205,0.7123493975903614,-0.016566265060240948,0.5290651064176174,0.5463949601703378,-0.017329853752720448
parallel_only,43,4,0.42520080321285136,0.411144578313253,0.014056224899598346,0.6912650602409639,0.6987951807228916,-0.0075301204819276935,0.5652748783729407,0.567790701786332,-0.002515823413391294
parallel_only,43,5,0.4086345381526104,0.4136546184738955,-0.005020080321285092,0.6912650602409639,0.6942771084337349,-0.0030120481927710108,0.5732073386432999,0.5631564084307907,0.010050930212509135
parallel_only,43,6,0.4257028112449799,0.41817269076305214,0.007530120481927749,0.6837349397590361,0.6912650602409639,-0.0075301204819278045,0.5430934186278993,0.554309081412041,-0.011215662784141767
parallel_only,43,7,0.41917670682730923,0.42168674698795183,-0.0025100401606426015,0.6927710843373494,0.6852409638554217,0.0075301204819276935,0.5445623822939849,0.5391222006190298,0.00544018167495508
parallel_only,43,8,0.4221887550200803,0.42018072289156627,0.0020080321285140257,0.6882530120481928,0.6852409638554217,0.003012048192771122,0.5456764529468144,0.5344949447281913,0.011181508218623182
parallel_only,43,9,0.4241967871485943,0.4161646586345381,0.008032128514056214,0.6852409638554217,0.6867469879518072,-0.001506024096385561,0.5381438946037755,0.5371909630147649,0.0009529315890106638
parallel_only,43,10,0.4246987951807229,0.4141566265060241,0.010542168674698815,0.6882530120481928,0.6942771084337349,-0.0060240963855421326,0.5372113171930476,0.5457096819705028,-0.008498364777455247
parallel_only,44,1,0.484437751004016,0.5135542168674698,-0.029116465863453844,0.6325301204819277,0.5978915662650602,0.034638554216867457,0.3909897906495708,0.3287769166332255,0.06221287401634529
parallel_only,44,2,0.41767068273092367,0.43122489959839355,-0.013554216867469882,0.6942771084337349,0.6852409638554217,0.009036144578313254,0.5389061873012028,0.5081292799097551,0.030776907391447672
parallel_only,44,3,0.43373493975903615,0.4191767068273091,0.014558232931727033,0.6897590361445783,0.7033132530120482,-0.013554216867469826,0.5075832963861897,0.5320906678655699,-0.024507371479380202
parallel_only,44,4,0.3990963855421686,0.38755020080321284,0.011546184738955745,0.7198795180722891,0.7274096385542169,-0.0075301204819278045,0.569137940561746,0.5834887073479961,-0.014350766786250024
parallel_only,44,5,0.3915662650602409,0.37901606425702805,0.012550200803212841,0.7243975903614458,0.7319277108433735,-0.0075301204819276935,0.5554596232772229,0.5931291635643675,-0.03766954028714464
parallel_only,44,6,0.3885542168674699,0.3840361445783132,0.004518072289156683,0.7228915662650602,0.7304216867469879,-0.0075301204819276935,0.5830622816792599,0.590393492437502,-0.007331210758242168
parallel_only,44,7,0.39206827309236936,0.39759036144578314,-0.005522088353413779,0.7168674698795181,0.713855421686747,0.003012048192771122,0.5818926504442876,0.5727083127550135,0.009184337689274069
parallel_only,44,8,0.38855421686746977,0.3940763052208835,-0.005522088353413723,0.7153614457831325,0.7198795180722891,-0.004518072289156572,0.5828310776861212,0.5772266651694642,0.005604412516656998
parallel_only,44,9,0.39206827309236936,0.3820281124497991,0.01004016064257024,0.713855421686747,0.7319277108433735,-0.01807228915662651,0.5817918669625003,0.5827623022332844,-0.0009704352707841091
parallel_only,44,10,0.39106425702811237,0.38403614457831314,0.007028112449799229,0.7183734939759037,0.7289156626506024,-0.010542168674698704,0.5871892944888175,0.5784200427325357,0.008769251756281848
parallel_only,45,1,0.5245983935742972,0.5316265060240963,-0.007028112449799173,0.6204819277108434,0.6099397590361446,0.010542168674698815,0.34313287636042883,0.3273557615725164,0.01577711478791244
parallel_only,45,2,0.4884538152610441,0.48343373493975905,0.0050200803212850365,0.6536144578313253,0.6551204819277109,-0.001506024096385561,0.43422616961247074,0.45219198979166203,-0.017965820179191294
parallel_only,45,3,0.4206827309236947,0.4252008032128513,-0.004518072289156627,0.7078313253012049,0.6852409638554217,0.02259036144578319,0.5399554343939071,0.5366044707515221,0.003350963642385074
parallel_only,45,4,0.430722891566265,0.42269076305220876,0.008032128514056214,0.6867469879518072,0.6912650602409639,-0.004518072289156683,0.5238123054595402,0.5468949610939191,-0.023082655634378946
parallel_only,45,5,0.42118473895582326,0.4292168674698795,-0.00803212851405627,0.7003012048192772,0.6927710843373494,0.0075301204819278045,0.5589761919450789,0.5549359190975579,0.004040272847520954
parallel_only,45,6,0.4041164658634538,0.42620481927710846,-0.02208835341365467,0.7033132530120482,0.6837349397590361,0.01957831325301207,0.5691225865847056,0.5452536303101516,0.023868956274553987
parallel_only,45,7,0.40461847389558236,0.42369477911646586,-0.019076305220883494,0.7003012048192772,0.6987951807228916,0.001506024096385561,0.5544040322811044,0.5491863051952611,0.005217727085843227
parallel_only,45,8,0.40261044176706823,0.42118473895582326,-0.01857429718875503,0.7063253012048193,0.7003012048192772,0.0060240963855421326,0.5557413655520022,0.546624967729,0.00911639782300211
parallel_only,45,9,0.4006024096385542,0.42620481927710846,-0.025602409638554258,0.7063253012048193,0.6927710843373494,0.013554216867469937,0.5577257004418473,0.5442377208898361,0.013487979552011198
parallel_only,45,10,0.40712851405622486,0.4231927710843373,-0.016064257028112428,0.7033132530120482,0.7048192771084337,-0.001506024096385561,0.5504919036953926,0.5490594184821431,0.001432485213249457
parallel_only,46,1,0.5853413654618473,0.5778112449799196,0.0075301204819276935,0.572289156626506,0.5828313253012049,-0.010542168674698815,0.2413569217463546,0.24242666331708815,-0.0010697415707335567
parallel_only,46,2,0.4563253012048193,0.4623493975903614,-0.0060240963855421326,0.6641566265060241,0.6626506024096386,0.001506024096385561,0.45445145003770676,0.43689113036126426,0.017560319676442504
parallel_only,46,3,0.43122489959839355,0.4377510040160642,-0.006526104417670653,0.677710843373494,0.6701807228915663,0.0075301204819276935,0.5317402809405565,0.51922277713175,0.012517503808806452
parallel_only,46,4,0.42018072289156627,0.41566265060240964,0.004518072289156627,0.6897590361445783,0.677710843373494,0.012048192771084376,0.544656698068061,0.5318430645214592,0.01281363354660181
parallel_only,46,5,0.3870481927710843,0.3905622489959839,-0.0035140562248995866,0.7183734939759037,0.7153614457831325,0.003012048192771122,0.5836703688349967,0.5693108291452653,0.01435953968973136
parallel_only,46,6,0.39006024096385544,0.39206827309236936,-0.0020080321285139147,0.7063253012048193,0.713855421686747,-0.0075301204819276935,0.5699306653207794,0.5635298375659025,0.0064008277548769366
parallel_only,46,7,0.4016064257028112,0.3935742971887549,0.00803212851405627,0.7033132530120482,0.7168674698795181,-0.013554216867469937,0.5593630027739246,0.5654680503641931,-0.006105047590268531
parallel_only,46,8,0.40261044176706823,0.39457831325301207,0.008032128514056158,0.6987951807228916,0.7078313253012049,-0.009036144578313254,0.5572176576483658,0.5609070345695787,-0.00368937692121285
parallel_only,46,9,0.40060240963855415,0.3930722891566265,0.007530120481927638,0.6957831325301205,0.7063253012048193,-0.010542168674698815,0.5600911586945934,0.5643076693039376,-0.004216510609344248
parallel_only,46,10,0.39708835341365456,0.38855421686746977,0.00853413654618479,0.7033132530120482,0.7123493975903614,-0.009036144578313254,0.5598058642053426,0.5731112623807045,-0.013305398175361915
