sample_id,paper_split,reuse_status,teacher_scores_available,model_adjudication_available
971ddfe627f76a7b8e9a9e2c3def60171e09b44a,test,quarantine_heldout,True,False
18551ba0c6e7b3ad2bd30333ae0aad09b79b9c98,dev,quarantine_heldout,True,False
630a88341b60ad40afcd43bf6bf3967c515b8803,test,quarantine_heldout,True,False
1bd5e1ce094da34aea6531591c2674bd221634b6,train,eligible_train_reaudit,True,False
bc6c8aae4e012e80e2052e4e76cb7093dc61ed19,test,quarantine_heldout,True,False
d669073d100a7f3755e1ce0ec3bd63e9b6c54e34,train,eligible_train_reaudit,True,True
994d4e155a8f105839639aba605151175ef4de88,dev,quarantine_heldout,True,True
59057a57e3dbc47128b4e0c6da46964f722a411f,test,quarantine_heldout,True,False
1905d9dcdf2880df39d9d380624436abd892da5a,test,quarantine_heldout,True,False
8b2201addbda2de262f29b819d9d4a430827f8c8,test,quarantine_heldout,True,False
b98b50d95782304d48d08ccbe6eda435ec3f66c7,train,eligible_train_reaudit,True,False
f51251a778d6f6601796be0ed017d6173d91d44b,test,quarantine_heldout,True,False
365e8b4c9ee703d23dee95e59be31577a15cacc8,train,eligible_train_reaudit,True,False
1c013ab584f1c5a49f0e03d8517d29eb909322be,train,eligible_train_reaudit,True,False
63ab64773fb76fbe6cba302eed79041a8316bb7c,test,quarantine_heldout,True,False
9b98fbe73d713149b38df9e497e2ad0a0a022c91,test,quarantine_heldout,True,False
f5dbe00c4a0fb5c4c818e8c652cdcdec09c3d65a,train,eligible_train_reaudit,True,False
92910121cc180752d916f726d12fa5537c40dd88,test,quarantine_heldout,True,False
3fdc81f613bf237c32a80d3fb798df97d4a1a3ab,dev,quarantine_heldout,True,True
c17a610f41afcb064ec903fbafb4e67c2fafd59e,dev,quarantine_heldout,True,False
992ac0fdbb258d7a1438e8ee29db7096365cf8ca,test,quarantine_heldout,True,False
fa439d530a93932f4cf8a09f743d80c44e18e0b8,test,quarantine_heldout,True,True
4d603e5ed030c00413f35f1852ebb1859d5dc6be,test,quarantine_heldout,True,False
ccdab1ce8e955bdbf2224a22c0f14a10db6718ab,test,quarantine_heldout,True,False
ef7be96d3b20f985cb175937b67d094d4d204dcc,dev,quarantine_heldout,True,False
06861366641747d8214ceee8efb257daab5915fd,test,quarantine_heldout,True,True
c7c27202cecaf2f4efd7487760add595085e4712,test,quarantine_heldout,True,False
26347fdbe0a04b7bfbc0e5079be670bb041a82f8,train,eligible_train_reaudit,True,True
25a37166756d804397ce1540111f9b80f5bd477b,test,quarantine_heldout,True,True
b62bc6a3bc8db6a39e2d347c263aa392be416138,test,quarantine_heldout,True,False
3f9f3a828b886a38e49aaea66516138ddb71f9d8,test,quarantine_heldout,True,False
02169e6cc6f86f682c0b04047827e32859533603,train,eligible_train_reaudit,True,True
b21b8c3ac37ecaa0e26ae36e530a7f7c75594d53,train,eligible_train_reaudit,True,False
8ff264a74369c7106935fc453add4b92d95a8b87,test,quarantine_heldout,True,False
7a5ae2c79851e40cccaf47deb5d4953023576ec9,train,eligible_train_reaudit,True,True
6cc46157fcf2aa5b87cd72293be48481a7e5dacc,train,eligible_train_reaudit,True,True
78a2f1f17b59206fae3cdedb6b11a9fef084b670,dev,quarantine_heldout,True,False
1b5df375ab0c6d48d21dc9a88fd408b29454ff67,train,eligible_train_reaudit,True,False
c71ebb1ec30fb320cce5e1315b2181603bc9f769,test,quarantine_heldout,True,False
ffbcfd835bce6f2c49e6ba425055824d75949505,test,quarantine_heldout,True,True
9473740ab3e011ac08772a84e106e72f4d38f137,test,quarantine_heldout,True,False
49318c4f0d2ec2244ac543b0db468afaf9a85d1b,train,eligible_train_reaudit,True,True
198938e2f622bb0de4883a3dc7e56f75c8a0dc9b,test,quarantine_heldout,True,False
6358300a1312a268220578a420e801d4c75e9525,test,quarantine_heldout,True,False
74489511928922f9b0aa06c74a3c42dabf84217e,test,quarantine_heldout,True,False
d7038665e81daff68cadf97e16d4c3e3c3fe543d,test,quarantine_heldout,True,False
4042b14600691c9b29b70d916e9db910c058d891,test,quarantine_heldout,True,False
674bc19324921890f8c1245b4760b0909fc05534,test,quarantine_heldout,True,False
f0c153c819601d3c479c51f48b2acd66132d1e5f,test,quarantine_heldout,True,False
3bcc02fdb1dc40baccc625e0649658243cccf44d,train,eligible_train_reaudit,True,True
5680bbfccbc4637e7c9c7e3d63698aaf2b4fa213,test,quarantine_heldout,True,False
d0507dfe7e307caffb26489559bc360d53ac357d,test,quarantine_heldout,True,False
76bc906a5fe27bf73c1ae0b0f77aa2945732d489,test,quarantine_heldout,True,False
76909e50052e68bb729ed62933a86559f6a7c036,test,quarantine_heldout,True,False
3e6317e0a4cd57573a6c971fc945cfc7ee52148a,test,quarantine_heldout,True,False
2805e4237ccaed90f917ee91a5c2c44743bbd1b1,test,quarantine_heldout,True,False
c6e58f07fbe16ee224c59cedaa61413186b3bc74,train,eligible_train_reaudit,True,False
5b23f679e3ea42683832b81b2180d147fc0b26e7,train,eligible_train_reaudit,True,False
382276d5fdd2fcd5072674703e6847f553be31ac,train,eligible_train_reaudit,True,False
01cc5ff057b6de65aa7fc51623308f2c778c9ee7,dev,quarantine_heldout,True,False
691f6fdae45cbec12e64755c340ae267e6ae71d8,train,eligible_train_reaudit,True,False
1b0ddc727cc651454f7823b107d6bc27e25fd4f6,train,eligible_train_reaudit,True,False
7c751485e0f807077429adf1cc93f8259344cb94,train,eligible_train_reaudit,True,False
4d7361e303f3c6a68ed2bc5367e04264e6aac45d,train,eligible_train_reaudit,True,True
f251793e251d1e0d57a905047fa2fa896f09a447,dev,quarantine_heldout,True,False
e7118fa96fcb238b002c50a10f19726e5a3aebc5,train,eligible_train_reaudit,True,False
b0106edd91e17115dd57dc504576ffcd10f4692c,train,eligible_train_reaudit,True,False
8d950666d6ec2798481749464b48bc3b71b835ba,train,eligible_train_reaudit,True,False
1214a9796760bb201b38fce79c99471cc31271d2,train,eligible_train_reaudit,True,True
b2b36167f5c9ecd53b1ba8f952fa806d767a8233,train,eligible_train_reaudit,True,False
bd7124d01e96e50d3ca931cd7e892e48a044d7a5,train,eligible_train_reaudit,True,False
25d3e05119ffad1cae6b72c274d73d80b4de81db,dev,quarantine_heldout,True,False
6377f7e3f43e2bd08b05b5d3ca05c0fb6962bbd9,train,eligible_train_reaudit,True,False
ea00860ffd6200bce9bfc24d9f0453b84ea7c126,train,eligible_train_reaudit,True,False
96d9b097cf96187e2521bd7527a102fc81c3878d,train,eligible_train_reaudit,True,False
74f0f389752631756f5463d1c5d9258a07356573,train,eligible_train_reaudit,True,False
cb1433b4ae3c50df72dac42f3e260ed9fe5c658a,train,eligible_train_reaudit,True,True
6b18656518a80331f0d83ec6732020b9efa4ec0e,train,eligible_train_reaudit,True,False
feae425e29c1383a827108767836fd1c3a595500,dev,quarantine_heldout,True,False
e7b1f49741eab9c6c5bdd47608ee1c39a5316449,train,eligible_train_reaudit,True,False
5f6fbb495321622aac4f63ae92336dc247b6db31,dev,quarantine_heldout,True,False
bbf00c682349c24b21ce0c89c071fd906223ebb3,dev,quarantine_heldout,True,True
860f214e2987dd9d042785210ad674283dd952a4,train,eligible_train_reaudit,True,True
8a7b6cad6bb59eda2ee12ec90a7150af7029cf77,train,eligible_train_reaudit,True,True
82d14da6c87d1d674e2b7ff0ee20acbe312797e5,train,eligible_train_reaudit,True,False
b1af5e0cab310e92597c1dbe33423020d771aeb3,train,eligible_train_reaudit,True,False
131797f974b039a303f85e62bde66f7f8dffe4bc,train,eligible_train_reaudit,True,False
9f01d326636e7c3a7474f87252477c04a1d4c368,dev,quarantine_heldout,True,True
d7376dce5d461d3276c81d4462dea67f4f6ac9f2,train,eligible_train_reaudit,True,False
1ed8673a0b565be508367b6627587dd6371b268a,train,eligible_train_reaudit,True,False
e66f25998d347319cb68a725993876e906b63f5e,train,eligible_train_reaudit,True,False
5f27d9555a40c573edac21732500294d2d1fd559,train,eligible_train_reaudit,True,False
118543b6ffd1f0b7fc57b078ffd51c77f796b610,dev,quarantine_heldout,True,False
23c4c8e8e32e557e51ae3626b4998260c58eb792,train,eligible_train_reaudit,True,False
c5e071f6d3124ab0ca810e095f6bd3a2e30aaa1c,train,eligible_train_reaudit,True,False
14d269a457d72719b99e5eb391ccfc2f2ff29cfe,train,eligible_train_reaudit,True,False
abc2aed26c2f3aa3dad2c0bae8c5890218e7d839,train,eligible_train_reaudit,True,True
b5f5531c23b6d373058ae98ec930db68b18daec5,train,eligible_train_reaudit,True,False
4e8de28f80d08aa71efda1f2d7dee79f9199c882,train,eligible_train_reaudit,True,False
b0b06cf7ec9851b59aa9cefd67952406532da5d6,train,eligible_train_reaudit,True,False
7754b17ca8eb0080efa6f3baf6b42178e2c5ad00,train,eligible_train_reaudit,True,True
e8d317bb3a6ce9d7a82a8f452f924e96e8869cac,train,eligible_train_reaudit,True,False
a1067079ccd361d4ea203dcdd5c0ee7c10dec669,train,eligible_train_reaudit,True,False
b4b0919953d4c15ed88071f9af9f65273f3e6b2b,train,eligible_train_reaudit,True,False
072293e008cc3b28f56a7cfb51a7979ad942a832,train,eligible_train_reaudit,True,False
bbfc64122b8f46b27913b0a753cd4402f523cc12,train,eligible_train_reaudit,True,False
e17c5da714b6d3ebbc04a9b8b50a640fa5628007,train,eligible_train_reaudit,True,False
ac1bd2152468b8b76d3f260c3b14d33a886145a3,dev,quarantine_heldout,True,False
8bb8e1c41f03b8c3325dc80c73ac144883a7c84f,dev,quarantine_heldout,True,False
9fdeb6851dd4f5644dc975c49982f4c617f4ba52,train,eligible_train_reaudit,True,False
add5135687775241d468cea0170ce447d9481f82,train,eligible_train_reaudit,True,False
7a8b5c968361fd4eee844fa90479089f374aab8e,train,eligible_train_reaudit,True,False
7ac7deece8fc0ecf13485a712539e5968c9603a2,test,quarantine_heldout,True,True
c04361138e3e1dd221636e3984dbf27c40b2cbfc,train,eligible_train_reaudit,True,False
feb05a83c097f7263785dbb5fbe3a324fd9e2081,train,eligible_train_reaudit,True,False
b650b6cb1b9e43ee12a588ee3f7177d92a792bf2,train,eligible_train_reaudit,True,True
82876012db9d15053c648d592eb7b4dd5709ff86,train,eligible_train_reaudit,True,False
3b6991dc327d9d66650705f58a73a13b3704db0b,dev,quarantine_heldout,True,False
bd38b2e5001405a3952b7f825e330970af9a712d,train,eligible_train_reaudit,True,False
e04f16c7b868e79930d82dee337ed91571e1e412,dev,quarantine_heldout,True,False
c5b13d30d2331207da1cb7655b036ad44e7b7ed6,dev,quarantine_heldout,True,True
41f3cae79f5df41d44971543e9bb4a9c8231a2cf,train,eligible_train_reaudit,True,True
a1f8f5bd14d379348183f31e40c71606ea96acf0,train,eligible_train_reaudit,True,True
95dbe3a4bea98b999c43484f0d51e5b97b7146a4,train,eligible_train_reaudit,True,False
2e844f1c6769f8940410374549b8a189e6e83d3d,dev,quarantine_heldout,True,False
a258f673604d9a2b3bd9233114bf9f818ec3fd9e,train,eligible_train_reaudit,True,False
0a2ec1587d91e3e0c90bc2114bf0d552f4bf7391,dev,quarantine_heldout,True,True
9c11ae20492b6cd7e72408ed248ec8885b14f08e,dev,quarantine_heldout,True,True
a982c103d7cb403686c1c0557704c8db233dd61c,dev,quarantine_heldout,True,False
8552ec9043fac1f524407557b27b3533a099023f,train,eligible_train_reaudit,True,False
90c8b051655105e3ffb33e0df4d22f252e0cae3a,train,eligible_train_reaudit,True,False
1bfdf5e0f88241acb0686d0ffb97e928581de2ca,train,eligible_train_reaudit,True,False
41eb55e5d3584329f599a5075f3f50da9ab7ad85,train,eligible_train_reaudit,True,False
d10ae0ebdf1c25e8eeafb2133bf931379e0261d7,train,eligible_train_reaudit,True,False
98091b66c98215f6437da4b3ee31bbb666ed31b4,dev,quarantine_heldout,True,False
38198e8112f6fbc14a8e497a27d171d03f8cedda,train,eligible_train_reaudit,True,True
2c9bb7e48f78ac5ea58bc5190138b984ff2f16b7,test,quarantine_heldout,True,True
b2e52bd37efe805ddffb36de59b66927cb7d0a9e,dev,quarantine_heldout,True,True
aac82a1ea24eb57e47bc6a7180ee5db7ceb6b5e3,test,quarantine_heldout,True,False
9244fd8961a537574c99075f27020808b8899d64,test,quarantine_heldout,True,False
92cdf1cd2345402211a7c41ed7b7fc87c3ed4575,dev,quarantine_heldout,True,True
85d1a0889004d86b237b8df1cf33b46e3c9dac1e,test,quarantine_heldout,True,False
bfc306c51309c051d15f148eff9b36818199e051,train,eligible_train_reaudit,True,True
517dc48287d549eced274ca98074d718eb6fbf54,train,eligible_train_reaudit,True,False
ace8e8c753768bd92cca1109688beec1d0397396,train,eligible_train_reaudit,True,False
d51d8dd9b7997d33c344705c71d0adc6f33b8f6e,dev,quarantine_heldout,True,False
5cf93c0f38dde9ebe699ea6b852502e13a01568f,train,eligible_train_reaudit,True,False
34629670e7f3e43af2231d686548c68fd6534077,test,quarantine_heldout,True,False
4d70270f412508661f3c713976cf60c8b9a56524,train,eligible_train_reaudit,True,False
b5fcf58eb2fa824caa2c96f627a6856a91f5370f,test,quarantine_heldout,True,False
3c53e849df94208fd1ce1dcecb8ee302976fb31e,train,eligible_train_reaudit,True,True
f039a41fad3824842e2abc63d07fbc25515aec94,train,eligible_train_reaudit,True,False
02fbb97fff18ecab49d50cbe8910f97d308edf43,train,eligible_train_reaudit,True,False
a0ff86882a93bf7bcd59789db0d749a20ed7814c,test,quarantine_heldout,True,False
c013898e6faa67c2d73ab05c3ccc7a5f79708e3e,dev,quarantine_heldout,True,False
92daf9b19527bc04b322e7ff200a23950ba4724b,train,eligible_train_reaudit,True,False
988e6d0eb6aef1daed86fda63f4f1208530174d0,test,quarantine_heldout,True,False
49f20dc5f6af7ac653a2b37a0b23e7ca31b165d9,train,eligible_train_reaudit,True,False
ec1b7e863165c056507715224ded755e27611ace,test,quarantine_heldout,True,False
d3e2de90a57770f5c07521715e59168a2374b4fa,test,quarantine_heldout,True,False
79578290b5204df5e21b484daeb9c2ff5857f8a8,train,eligible_train_reaudit,True,True
a88d99b1ad30d4cbc8ec780813ca4f767debcc0b,test,quarantine_heldout,True,False
fa1185b0d39c5672a438e0c801f08aa836e50bc1,train,eligible_train_reaudit,True,False
cafc4197096943dc7f904944269aeb328b8e6d2c,train,eligible_train_reaudit,True,False
b80aa316055d6b28a07be198af67b5d3b5537504,test,quarantine_heldout,True,False
7ba3796b67c7c4bdf0256d910038276dfc430c41,test,quarantine_heldout,True,True
31dce4e3064be101d54e4f59f63211f908d11d76,test,quarantine_heldout,True,False
c800537be8d7320006c67943c203ee94cb96edd6,train,eligible_train_reaudit,True,False
32fc854ed95843dde3e2b4be2ebbf04ba59714c7,train,eligible_train_reaudit,True,False
8020f89c568e90f9b7dbd1deaf469e93f51822e2,train,eligible_train_reaudit,True,True
98fa83f19f1a21aad265a428cda1dc4b0810c01c,test,quarantine_heldout,True,False
d2b3c5a3aa4047809bc8a323260907529e279d84,test,quarantine_heldout,True,False
ddb236e662a07072802ab4784dbe360063bbd0b9,train,eligible_train_reaudit,True,False
a37abff5770cacb87d058dba9bd6df3bb94b41bb,test,quarantine_heldout,True,False
5ff081c980585ba9afd89d705a7828072fde7f3f,train,eligible_train_reaudit,True,True
aecd1f611f3240d1b34cc110420629542708fd0a,train,eligible_train_reaudit,True,False
cca3ac84ec731f720bfdb784bcc3da146c3bc26c,train,eligible_train_reaudit,True,False
659b7682522b73e534addcc343f76753ecd24f8c,test,quarantine_heldout,True,False
cc4c8efa19bdc756ca5f0167aa3a81387e769469,train,eligible_train_reaudit,True,False
455000acf9427c815c9177ac052af53992f31cf9,dev,quarantine_heldout,True,False
f4206bd15e53c0ca4937534aca59b07a30cbda0d,train,eligible_train_reaudit,True,True
8f04d6cb786b1a58fae43fd1ecc4185642111a42,train,eligible_train_reaudit,True,False
80b206d487a4c9e39d68a0e0b12091aabe420729,test,quarantine_heldout,True,False
37684b87110bfce9956476465e8eadbb4822cb69,train,eligible_train_reaudit,True,False
a022ea0c7026fcde47ddba15408da18a837c6407,train,eligible_train_reaudit,True,True
abbf8d48dac23e2a07fd47d5e1bd865b3265e2a1,train,eligible_train_reaudit,True,False
2de05bdc40242686c8f207e6c7717bcf07cfe5d5,train,eligible_train_reaudit,True,False
661f9b91a67dbdfa38a6b511275e3e1b208be433,test,quarantine_heldout,True,True
09e806b59f8dc0c32ce21b860ec742dc4ca4bb89,train,eligible_train_reaudit,True,False
be1321d38b36c49839edea52e657a1b0dabcf94a,train,eligible_train_reaudit,True,True
1a8f9e815deea759df9aaa1b09ca5948bb2f901c,train,eligible_train_reaudit,True,False
266f5f751c7cdd83dd3439677156a79c5bdefee9,test,quarantine_heldout,True,False
472e71b7c7e9392a0c5998c0f6a22fd595e276bf,test,quarantine_heldout,True,True
1cc589e901c4c1cd020673aebc2a0700bc179c4b,test,quarantine_heldout,True,False
d188f4704428dec364a97a491930337f3ca4d844,test,quarantine_heldout,True,True
790c2d0652ce2bee51cc14ad2676bffc98c5b81a,test,quarantine_heldout,True,False
80f9fc04a015dbb39a5f5c5a75c7737bf798466a,test,quarantine_heldout,True,False
5d1142eadd0671e43ec64938e19a3e690e02513f,test,quarantine_heldout,True,False
d3b9e69f7871db538f76dabbec0088d0f10fa6f1,train,eligible_train_reaudit,True,False
924ba48dd288c1be641678f73cd053f20d2e4194,train,eligible_train_reaudit,True,False
c253a40016d3010d35f1d970b2c05fcc738ad632,test,quarantine_heldout,True,False
f0ebd02f5de40b382022b3ce06d7a793ad7b8ea6,train,eligible_train_reaudit,True,False
507f5c36797a84ee4697677a771c8769e4277e4e,dev,quarantine_heldout,True,False
c9cbf80ef5655c84543baa39156710f9f5db1d3e,train,eligible_train_reaudit,True,False
af8cc23fcd89ac16cd2538bdbea62adbb268993c,train,eligible_train_reaudit,True,True
44ceeb335031f152ef0a559586769d3e34ef590b,train,eligible_train_reaudit,True,False
a96eb54e33a667280aa08ab24384eda9793018cb,test,quarantine_heldout,True,False
432e12c9b01e80cac76d642239e5cc882fe8b47f,test,quarantine_heldout,True,False
2ea8fe90bcd66fde9bf39fa74f62447b4d6e94f1,dev,quarantine_heldout,True,False
2746cbd01bc15afaf3053afe8a48cc8783e50113,train,eligible_train_reaudit,True,True
a8ae95a0be2f0859e626b64f28585f542cf88bc6,train,eligible_train_reaudit,True,False
59dd136764697de5064d11ddeacde149d00620e0,train,eligible_train_reaudit,True,False
3fc4ff286f34713378d99343b4ecae5f2c80d110,train,eligible_train_reaudit,True,False
0f165c53172d5ff39c1c514bb4212031683c3083,test,quarantine_heldout,True,False
b8475c62295f4ef89c9d7a92128b129b34e102c9,train,eligible_train_reaudit,True,False
27b5e246feb3bc800292dfe680622e404c0cfe87,dev,quarantine_heldout,True,True
1eb8224098f64d601f3a0c500d6d3590e13a5e30,dev,quarantine_heldout,True,True
a4f7a7802cb592fc5f77fab740a30f96c971cc49,train,eligible_train_reaudit,True,False
ac1bb0a1eef8d061ab1bb66586be679cc42596ee,train,eligible_train_reaudit,True,True
687ad83cc7492391c978e4f5ea0305f6b7b0c1cc,test,quarantine_heldout,True,False
50349ad7c5ffd383619779fefbafa4c8fc0b2fd6,train,eligible_train_reaudit,True,False
9ff89a7371f7a3cc50ca3b8ecc73e832d537fe83,train,eligible_train_reaudit,True,False
c2c8d5cd776fae8163c41f48153a3fb349d2b4e8,dev,quarantine_heldout,True,True
8ec5e87fbbe0febd2aa65613521700d9931e29d8,test,quarantine_heldout,True,False
78586d2e30d916ca3e7585a536f198601566e300,train,eligible_train_reaudit,True,False
d021378797211e9f48512fc7019b88702c46b63d,test,quarantine_heldout,True,False
8862dd4bf20f04d3027e9c3a720565d9600b0c34,train,eligible_train_reaudit,True,False
9e1e298dec24f176098e5c05fb0515f555cb29e3,train,eligible_train_reaudit,True,False
a5e7eceadaa33c7f2f84221ca57d79ed86ea85e9,train,eligible_train_reaudit,True,False
58e59efa47d8a775194d231e6b473cd0d4b40baa,train,eligible_train_reaudit,True,False
ce0f91ecf89a4b7a41c22ae74a2d33b9cba88cb9,test,quarantine_heldout,True,True
e9389e74c9839232aba96d324f5cd0eed0909ff6,test,quarantine_heldout,True,True
541996c3df400a65be32e4099e5050602e25e09a,test,quarantine_heldout,True,False
6d94b16e173c1c90608ae1bd0e2b3a6435aab3ff,dev,quarantine_heldout,True,False
319e4127867031af023e35b04f8b61dea320cf4f,train,eligible_train_reaudit,True,False
c1c296b9d10778f5ff8bd28c2f3661fc1116ac33,test,quarantine_heldout,True,False
be1745f8a775d4a1b53a8ca554b7e894f6787eaa,train,eligible_train_reaudit,True,False
abdb228a62bf18c602a9070080e2ce4f04c4b898,train,eligible_train_reaudit,True,False
f93360c6fab6ac71503d7ec911a57a4daf28e421,test,quarantine_heldout,True,False
64d4f4ad6093e728396fd824f61301a40e779052,train,eligible_train_reaudit,True,True
271b313d6d584426eb286e996df2ae5d5afa0bfe,train,eligible_train_reaudit,True,False
