Accuracy,MAE_argmax,MAE_expected,QWK,Signed_Bias_argmax,Signed_Bias_expected,epoch,expected_mass_1,expected_mass_2,expected_mass_3,expected_mass_4,expected_mass_5,global_step,high_mean_p_score_le_2,high_n,high_to_low_count,high_to_low_rate,label1_recall,label2_recall,label5_recall,low_mean_p_score_ge_4,low_n,low_to_high_count,low_to_high_rate,n,pred_count_1,pred_count_2,pred_count_3,pred_count_4,pred_count_5,processed_micro_batches,seed,train_loss_batch_estimator_mean,variant,zero_weight_window_count
0.6621499548328816,0.4146341463414634,0.4333700591771173,0.5494705227168197,0.16531165311653118,0.11867142091603677,8,14.187389796062348,6.61681875011061,79.3388311548324,422.3530568826045,584.5039029325708,208,0.004783491019400231,945,1,0.0010582010582010583,0.6842105263157895,0.02631578947368421,0.7913669064748201,0.5035676795604351,57,32,0.5614035087719298,1107,13,2,51,446,595,6656,42,0.19099990086579055,v1_original_label_matched_weight,0
0.6594399277326106,0.42005420054200543,0.43359530711829886,0.5415964019575641,0.16892502258355918,0.12910992889126652,9,14.049775863642793,6.928455490528478,77.62016248599173,413.85051311314965,594.5510929054717,234,0.004725664223142261,945,1,0.0010582010582010583,0.6842105263157895,0.02631578947368421,0.7931654676258992,0.5088728314499269,57,32,0.5614035087719298,1107,13,3,52,437,602,7488,42,0.17148362265764333,v1_original_label_matched_weight,0
0.6603432700993677,0.4173441734417344,0.43343215110962263,0.5492654476092658,0.16621499548328816,0.1284406262109147,10,14.122877517639512,7.205020968001122,77.94739433789914,412.8148637242648,594.9098431702168,260,0.004971193825542249,945,1,0.0010582010582010583,0.6842105263157895,0.02631578947368421,0.7967625899280576,0.5116848690909057,57,32,0.5614035087719298,1107,13,3,53,438,600,8320,42,0.16999507894545857,v1_original_label_matched_weight,0
0.5907859078590786,0.5754290876242095,0.603441306696944,0.13902434635524452,0.5013550135501355,0.19654364563515678,1,15.366553471016232,6.577309663989581,101.44932608306408,287.32939998805523,696.277412943542,26,0.017651626715195125,945,0,0.0,0.0,0.0,0.9262589928057554,0.8321701516315603,57,57,1.0,1107,0,0,0,234,873,832,42,1.2453373168559314,v2_selective_hard_relabel,0
0.6205962059620597,0.48509485094850946,0.489877187759384,0.45875092675069207,0.43089430894308944,0.24064062393255894,2,15.957242645403312,9.548656216800737,94.72747777237964,240.68092578090727,746.085695834714,52,0.01082180989688683,945,0,0.0,0.631578947368421,0.0,0.9514388489208633,0.581527349095906,57,31,0.543859649122807,1107,12,0,29,206,860,1664,42,0.7283211518034267,v2_selective_hard_relabel,0
0.6648599819331527,0.4164408310749774,0.457676407086255,0.5090921803170756,0.18699186991869918,0.10420967441765841,3,15.810093124599007,3.759865708529105,69.28261841957647,460.5546732468065,557.5927473585471,78,0.00605581262661198,945,1,0.0010582010582010583,0.6842105263157895,0.0,0.7805755395683454,0.6065023624483218,57,38,0.6666666666666666,1107,14,0,10,506,577,2496,42,0.616388594028719,v2_selective_hard_relabel,0
0.6558265582655827,0.4245709123757904,0.4440731324247131,0.5256165422806551,0.2908762420957543,0.24158445149897237,4,12.583907092165646,3.9746388157263937,46.22868943429057,366.8490835911507,677.3636800836539,104,0.0028762603530503358,945,0,0.0,0.6842105263157895,0.0,0.8705035971223022,0.619990799088172,57,35,0.6140350877192983,1107,13,0,19,377,698,3328,42,0.5282997153565072,v2_selective_hard_relabel,0
0.6648599819331527,0.41915085817524844,0.43297015130623595,0.5367530748619944,0.23306233062330622,0.17895699214355912,5,15.757342958434151,9.724835151027037,66.68259820707641,365.3255302747293,649.509692264457,130,0.0073082239700526345,945,3,0.0031746031746031746,0.6842105263157895,0.0,0.8525179856115108,0.5365792516924812,57,31,0.543859649122807,1107,16,1,42,380,668,4160,42,0.4344857528776629,v2_selective_hard_relabel,0
0.6666666666666666,0.4046973803071364,0.42351804503257345,0.5593109415209867,0.16260162601626016,0.12042302462043376,6,13.18593084472974,7.986752715721877,77.7020392197287,423.5836569442981,584.5416213084536,156,0.004446570569009702,945,0,0.0,0.6842105263157895,0.0,0.7859712230215827,0.5070589613801291,57,29,0.5087719298245614,1107,13,2,51,449,592,4992,42,0.3416788458993184,v2_selective_hard_relabel,0
0.6648599819331527,0.4083107497741644,0.4259962160509303,0.5611648155017784,0.20596205962059622,0.1681164969227671,7,13.56645687621885,9.535579496974322,67.88824014335682,384.24597894563885,631.763742002142,182,0.004358524972737031,945,0,0.0,0.6842105263157895,0.02631578947368421,0.8273381294964028,0.5169748558125177,57,30,0.5263157894736842,1107,13,4,47,403,640,5824,42,0.27038459482495314,v2_selective_hard_relabel,0
0.6621499548328816,0.4101174345076784,0.424651382914677,0.5551315658492882,0.1842818428184282,0.14613810167452013,8,13.671384400705463,8.465728271675573,69.60502682100162,407.93232951700884,607.3255278157194,208,0.0040539313735122855,945,0,0.0,0.6842105263157895,0.0,0.802158273381295,0.5230170019215286,57,31,0.543859649122807,1107,13,3,45,434,612,6656,42,0.22323327911908564,v2_selective_hard_relabel,0
0.6603432700993677,0.4101174345076784,0.4250920698709904,0.561180431043946,0.18247515808491419,0.15116135712539,9,13.61846735189016,9.047406231394007,69.12444664458457,401.79938935648534,613.4102890326867,234,0.004212353472904437,945,0,0.0,0.6842105263157895,0.0,0.8057553956834532,0.5192074705901496,57,29,0.5087719298245614,1107,13,3,51,424,616,7488,42,0.20638789071549232,v2_selective_hard_relabel,0
0.6612466124661247,0.4101174345076784,0.42442226689339246,0.5584800029272934,0.18247515808491419,0.14973053449789175,10,13.689236583175138,8.83696830604103,70.06314088379537,401.8541558799852,612.5564964645164,260,0.0041751292943595,945,0,0.0,0.6842105263157895,0.0,0.8003597122302158,0.5159350009935064,57,28,0.49122807017543857,1107,13,3,51,424,616,8320,42,0.206121729300391,v2_selective_hard_relabel,0
0.5934959349593496,0.5736224028906955,0.5990032627917793,0.13739971755656377,0.4959349593495935,0.20413550896113258,1,16.723208823008463,7.332638918887824,92.83469303231686,288.46185676008463,701.6476031243801,26,0.019083567380242385,945,0,0.0,0.0,0.0,0.9226618705035972,0.8350518297469407,57,57,1.0,1107,0,0,0,240,867,832,42,1.2516466837304716,v3_selective_soft_audit,0
0.6675700090334237,0.4182475158084914,0.48206332725770923,0.5084372554332892,0.2990063233965673,0.11496966403826593,2,16.307050797386182,12.31801245528186,112.11180318636616,335.32272644600016,630.9404054078623,52,0.01339258969134775,945,0,0.0,0.631578947368421,0.0,0.8866906474820144,0.5791044436153147,57,39,0.6842105263157895,1107,12,0,13,384,698,1664,42,0.7395018460990216,v3_selective_soft_audit,0
0.6883468834688347,0.3956639566395664,0.4473838676742331,0.5430551705018021,0.3035230352303523,0.19870384426453666,3,14.089657637638084,5.524628712581034,84.36093871927642,327.38044710903705,675.6443271888129,78,0.0054153767416335145,945,0,0.0,0.631578947368421,0.0,0.9172661870503597,0.5797369928354384,57,33,0.5789473684210527,1107,12,0,30,345,720,2496,42,0.614783199080893,v3_selective_soft_audit,0
0.6711833785004516,0.4146341463414634,0.4400345988272826,0.5058386035631288,0.27009936766034326,0.20409347343387982,4,11.782009818824918,7.988256930098032,52.71331010597305,386.5490800295247,647.9673401952532,104,0.004671875234679353,945,0,0.0,0.5789473684210527,0.0,0.8615107913669064,0.6194686808787337,57,40,0.7017543859649122,1107,11,0,18,410,668,3328,42,0.5365954552320406,v3_selective_soft_audit,0
0.6720867208672087,0.4083107497741644,0.42638367013799433,0.5359428686923129,0.1842818428184282,0.15300752414785046,5,13.46024761974968,7.5954933744801565,65.45867156304212,412.0758503793877,608.4097357312567,130,0.00460232183875286,945,1,0.0010582010582010583,0.631578947368421,0.0,0.8075539568345323,0.5757201259067714,57,34,0.5964912280701754,1107,13,0,43,447,604,4160,42,0.4371146797426403,v3_selective_soft_audit,0
0.6702800361336947,0.4101174345076784,0.42286542750950795,0.5390857991773745,0.1897018970189702,0.1512403366346882,6,12.749459075033343,12.022038999677363,61.16947606721715,412.17403160809044,608.8849921892397,156,0.004409087656996739,945,2,0.0021164021164021165,0.631578947368421,0.05263157894736842,0.8111510791366906,0.5567675933324561,57,34,0.5964912280701754,1107,12,7,36,438,614,4992,42,0.3368783213151731,v3_selective_soft_audit,0
0.6702800361336947,0.4028906955736224,0.4235260991077111,0.5696738958820744,0.15537488708220415,0.1281006526620417,7,12.975122725204969,11.971648998153313,70.13460829354494,419.1079181828645,592.8107008326551,182,0.004266650947874243,945,2,0.0021164021164021165,0.6842105263157895,0.15789473684210525,0.802158273381295,0.5320236511840465,57,29,0.5087719298245614,1107,13,10,51,433,600,5824,42,0.25367757918530304,v3_selective_soft_audit,0
0.6675700090334237,0.4065040650406504,0.4259075028501875,0.5700141040717069,0.15356820234869015,0.12783501804009761,8,13.243101615067161,13.071077573788443,69.80684688389104,415.68731266715645,595.191663377489,208,0.004444637428295235,945,2,0.0021164021164021165,0.6842105263157895,0.15789473684210525,0.8039568345323741,0.5200804694653478,57,30,0.5263157894736842,1107,13,14,47,431,602,6656,42,0.2092593385582754,v3_selective_soft_audit,0
0.6684733514001807,0.4037940379403794,0.4270040500559197,0.5762678172405041,0.15627822944896116,0.13006737183974118,9,13.27969292814328,13.268606679079241,70.00270212615152,412.0854290777653,598.3635703301552,234,0.004395266576999181,945,1,0.0010582010582010583,0.6842105263157895,0.15789473684210525,0.8075539568345323,0.5257146328742812,57,29,0.5087719298245614,1107,13,12,53,422,607,7488,42,0.19161442490300173,v3_selective_soft_audit,0
0.6684733514001807,0.4056007226738934,0.42614872488667316,0.5708912629623759,0.15808491418247517,0.13369364571264433,10,13.170817282680188,12.916532574195244,68.74751924356303,412.0732280375921,600.0919026983538,260,0.004362970595891656,945,1,0.0010582010582010583,0.6842105263157895,0.13157894736842105,0.8093525179856115,0.5299519955381249,57,30,0.5263157894736842,1107,13,11,53,423,607,8320,42,0.19093671693141145,v3_selective_soft_audit,0
