variant,seed,dimension,value,n,MAE_argmax,MAE_expected,QWK,Accuracy,Signed_Bias_argmax,Signed_Bias_expected,low_n,low_to_high_count,low_to_high_rate,high_n,high_to_low_count,high_to_low_rate,label1_recall,label2_recall,label5_recall,low_mean_p_score_ge_4,high_mean_p_score_le_2,pred_count_1,expected_mass_1,pred_count_2,expected_mass_2,pred_count_3,expected_mass_3,pred_count_4,expected_mass_4,pred_count_5,expected_mass_5
v0_original_unweighted,42,subject,Business Administration,90,1.1,1.0872295053356438,0.18840701283449368,0.4111111111111111,1.0333333333333334,0.890116188227613,27,22,0.8148148148148148,50,0,0.0,0.0,0.0,0.8636363636363636,0.7430011896347558,0.013353761250036768,0,0.15583602816332132,0,1.3986326431040652,5,11.231322740204632,36,31.607657411135733,49,45.60655155219138
v0_original_unweighted,42,subject,Chemistry,35,0.2857142857142857,0.40996026327900054,0.5469255663430421,0.8,0.11428571428571428,-0.05627212591934949,1,0,0.0,31,0,0.0,nan,0.0,1.0,0.46447764337062836,0.020252970835915016,0,0.11156497953925282,0,0.6203550924547017,4,3.7614343659952283,1,5.139331381302327,30,25.367314361035824
v0_original_unweighted,42,subject,Chinese,25,0.08,0.2900404671079013,0.8,0.92,0.0,-0.23276836696197278,0,0,nan,24,0,0.0,nan,nan,0.8333333333333334,nan,0.005438029207046687,0,0.01753290355554782,0,0.1173373525380157,0,4.818802068475634,20,15.759461790323257,5,4.286865970119834
v0_original_unweighted,42,subject,Clinical Medicine,25,0.12,0.223203688470021,0.0,0.88,-0.12,-0.223203688470021,0,0,nan,25,0,0.0,nan,nan,0.88,nan,0.0017954066553647864,0,0.0048226442359009525,0,0.040062522148218704,0,0.504210932936985,3,4.432192403823137,22,20.018711537122726
v0_original_unweighted,42,subject,Computer Science,20,0.1,0.19215639590038336,0.9830508474576272,0.9,0.1,-0.055427226398751375,5,0,0.0,15,0,0.0,1.0,nan,1.0,0.003042617137543857,0.03169949719061454,5,5.332897477783263,0,0.12722067069262266,0,0.2646234511776129,0,0.8660452810581774,15,13.409213035018183
v0_original_unweighted,42,subject,Crop Science,56,0.5178571428571429,0.5826823984932291,0.4667847652790079,0.5714285714285714,0.30357142857142855,0.10768593533508206,3,3,1.0,43,0,0.0,0.0,0.0,0.7777777777777778,0.7013867857555548,0.016542828518309804,0,0.2418238505924819,0,0.8286365027306601,2,8.504538064473309,26,20.50730427633971,28,25.917696844786406
v0_original_unweighted,42,subject,English,15,0.3333333333333333,0.3759134857815904,0.32258064516129026,0.7333333333333333,0.3333333333333333,0.291181379447274,0,0,nan,14,0,0.0,nan,nan,1.0,nan,0.0014731666422968764,0,0.0029461605481628794,0,0.018718556937528774,0,0.4029385061003268,5,4.758460883051157,10,9.816935673356056
v0_original_unweighted,42,subject,General Pedagogy,35,0.42857142857142855,0.3575453569879755,0.05405405405405406,0.6285714285714286,0.42857142857142855,0.18940546692548585,0,0,nan,33,0,0.0,nan,nan,1.0,nan,0.009740712375126102,0,0.05138378019910306,0,0.31743321090471,0,2.0099677219986916,1,4.193038393743336,34,28.428176879882812
v0_original_unweighted,42,subject,Geography,15,0.4666666666666667,0.40255194340425077,0.2222222222222222,0.5333333333333333,0.4666666666666667,0.3289532880027158,0,0,nan,15,0,0.0,nan,nan,1.0,nan,0.0017697017872706055,0,0.0040764506557025015,0,0.022469076153356582,0,0.3992022682214156,3,4.183582916855812,12,10.390669248998165
v0_original_unweighted,42,subject,History,50,0.52,0.5823597872829851,0.578177727784027,0.72,0.36,0.3452315333273873,9,5,0.5555555555555556,39,0,0.0,1.0,0.0,0.8,0.5525400935827444,0.0038277567520055575,4,4.055004981175443,0,0.1689654433503165,0,1.910049544996582,20,16.191411587409675,26,27.67456916277297
v0_original_unweighted,42,subject,Law,35,0.6285714285714286,0.6038289252657185,-0.02941176470588247,0.4857142857142857,0.45714285714285713,0.4189426815739093,0,0,nan,31,0,0.0,nan,nan,0.7692307692307693,nan,0.0010529975250744515,0,0.006536726094054757,0,0.02872899518115446,0,0.4073712905519642,10,10.40992728015408,25,24.14743522927165
v0_original_unweighted,42,subject,Literature and Art,123,0.2682926829268293,0.34564143604388586,0.758631662688942,0.7479674796747967,0.2032520325203252,0.1110031721899707,3,0,0.0,110,0,0.0,1.0,nan,0.9272727272727272,0.024182644323445857,0.013179592501083706,3,3.7343346747002215,0,0.7449613962817239,0,5.053375803254312,50,46.06763444037642,70,67.39969350816682
v0_original_unweighted,42,subject,Mathematics,90,0.3,0.4042874310910621,0.48478900883218845,0.7444444444444445,0.18888888888888888,0.1261213927979649,0,0,nan,79,0,0.0,nan,nan,0.9056603773584906,nan,0.0024657132193100597,0,0.04176404537065537,0,0.19444161908177193,0,1.9461971780983731,31,32.0063018463552,59,55.811295829713345
v0_original_unweighted,42,subject,Military Science,30,0.36666666666666664,0.40564052074599505,0.6313799621928167,0.6666666666666666,-0.16666666666666666,-0.17823702199069277,1,0,0.0,26,0,0.0,nan,0.0,0.7142857142857143,0.3497491516172886,0.01474376202503873,0,0.03658803643338615,0,0.6465972074074671,4,3.2163989507826045,11,10.828168268315494,15,15.272247392684221
v0_original_unweighted,42,subject,Physics,98,0.4387755102040816,0.4497422403276557,0.4907139205997615,0.6224489795918368,0.3163265306122449,0.1738407153469761,1,0,0.0,82,1,0.012195121951219513,1.0,nan,0.9387755102040817,0.06325226835906506,0.023772674579781668,2,2.453074559503875,0,0.5535549997439375,0,5.5674824747256935,28,27.355681632645428,68,62.07020631805062
v0_original_unweighted,42,subject,Psychology,35,0.37142857142857144,0.3762018621658561,0.23225806451612896,0.6857142857142857,0.2571428571428571,0.23179219440285773,0,0,nan,33,0,0.0,nan,nan,0.8888888888888888,nan,0.0008769882064040179,0,0.005208836037127185,0,0.02549814456870081,0,0.4368736547185108,10,9.916196847800165,25,24.61622266471386
v0_original_unweighted,42,subject,Public Administration,40,0.25,0.31427041107963305,0.5833333333333333,0.75,0.05,-0.05372170397022273,0,0,nan,38,0,0.0,nan,nan,0.8,nan,0.007227774279032785,0,0.06886137765832245,0,0.22654289932688698,0,2.473766641225666,20,18.246262026019394,20,18.984567327424884
v0_original_unweighted,42,subject,Theoretical Economics,30,0.36666666666666664,0.3298068103096739,0.5714285714285714,0.6666666666666666,0.1,0.04364403886647779,1,1,1.0,25,0,0.0,nan,0.0,0.75,0.6939859241247177,0.004513337182870601,0,0.02613725382980192,0,0.27885285404045135,1,2.778805594309233,15,12.191958857700229,14,14.724245198071003
v0_original_unweighted,42,gold_region,high,945,0.21904761904761905,0.29832507378162293,0.5301648792932394,0.7851851851851852,0.056084656084656084,-0.0530455101466441,0,0,nan,945,1,0.0010582010582010583,nan,nan,0.8758992805755396,nan,0.00965527803407067,1,3.5525658722453954,0,5.571671869951388,5,48.03249949432211,322,312.1377319917083,617,575.7055313698947
v0_original_unweighted,42,gold_region,low,57,1.736842105263158,1.7089625388803062,0.20408163265306134,0.22807017543859648,1.736842105263158,1.7089625388803062,57,32,0.5614035087719298,0,0,nan,0.6842105263157895,0.0,nan,0.5498582046854783,nan,13,12.813390663126484,0,1.3556775322649628,12,11.489013706843252,15,14.29051046737004,17,17.051407199702226
v0_original_unweighted,42,gold_region,mid,105,1.2285714285714286,1.1100207351506384,0.0,0.08571428571428572,1.2285714285714286,1.1100207351506384,0,0,nan,0,0,nan,nan,nan,nan,nan,nan,0,0.32476990400027717,0,1.2576705503452104,9,18.44731221953407,63,51.48110589850694,33,33.48914118669927
v1_original_label_matched_weight,42,gold_label,1,19,0.7368421052631579,0.7580003829845833,0.0,0.6842105263157895,0.7368421052631579,0.7580003829845833,19,2,0.10526315789473684,0,0,nan,0.6842105263157895,nan,nan,0.11742863930703606,nan,13,12.793779385712696,0,0.40574888823903166,4,3.569327778170191,2,2.066973954162677,0,0.1641701926710084
v1_original_label_matched_weight,42,gold_label,2,38,2.236842105263158,2.1365273720351214,0.0,0.0,2.236842105263158,2.1365273720351214,38,30,0.7894736842105263,0,0,nan,nan,0.0,nan,0.7459632154112976,nan,0,0.054103009912068956,0,1.5347002026101109,8,8.064594694355037,13,11.862258289009333,17,16.484343896619976
v1_original_label_matched_weight,42,gold_label,3,105,1.1333333333333333,1.0368023748699324,0.0,0.1523809523809524,1.1333333333333333,1.0359681100818654,0,0,nan,0,0,nan,nan,nan,nan,nan,nan,0,0.12563238017764888,0,1.5692122408072464,16,21.67095934759709,59,52.67125990038039,30,28.962935410498176
v1_original_label_matched_weight,42,gold_label,4,389,0.32390745501285345,0.3686000690986884,0.0,0.6760925449871465,0.2570694087403599,0.22272316833366923,0,0,nan,389,0,0.0,nan,nan,nan,nan,0.006593968783573803,0,0.6323107172561322,0,1.932743139554077,13,31.68437000385893,263,230.66447928734124,113,124.08609766489826
v1_original_label_matched_weight,42,gold_label,5,556,0.18345323741007194,0.24564661051521797,0.0,0.8201438848920863,-0.18345323741007194,-0.24564661051521797,0,0,nan,556,0,0.0,nan,nan,0.8201438848920863,nan,0.00425117864828466,0,0.7560598538826753,0,1.6075954745635954,2,9.517507915872557,98,109.69747473261668,456,434.4213622144889
v1_original_label_matched_weight,42,language,en,637,0.4599686028257457,0.47427282968797235,0.44986663709107044,0.6562009419152276,0.25274725274725274,0.2141756815683363,44,28,0.6363636363636364,537,0,0.0,0.5,0.0,0.834733893557423,0.6240401325958373,0.004441561755049205,4,4.2410817026844825,0,5.3413585849073115,28,35.582433584268074,199,191.41682473524997,406,400.4183021185454
v1_original_label_matched_weight,42,language,zh,470,0.32553191489361705,0.3878881842340366,0.684600773004965,0.7021276595744681,0.11702127659574468,0.03829061031690102,13,4,0.3076923076923077,408,0,0.0,0.8181818181818182,0.0,0.7939698492462312,0.23999849986508848,0.0062342904970467084,9,10.120803644256739,0,1.70864136086675,15,38.92432615558573,236,215.54562142826035,210,203.70060726063093
v1_original_label_matched_weight,42,metric_group,Factual & Reasoning Accuracy,314,0.37579617834394907,0.4028725645781834,0.6552292066977765,0.7229299363057324,0.24203821656050956,0.19237253200419333,23,10,0.43478260869565216,273,0,0.0,0.9285714285714286,0.0,0.8911917098445595,0.4283266029600307,0.006349297663520965,13,13.650174509347266,0,1.1004066001178217,0,5.775227526401068,71,69.14265484151838,230,224.33153707889142
v1_original_label_matched_weight,42,metric_group,Pedagogical Application,303,0.5082508250825083,0.534652379837901,0.4731886178581881,0.5676567656765676,0.2376237623762376,0.17819466067766498,21,9,0.42857142857142855,220,0,0.0,0.0,0.0,0.627906976744186,0.42842861730328186,0.005975671280788736,0,0.18092216592231125,0,4.200525934423013,35,47.41786770876206,184,163.846017571399,84,87.3546669477364
v1_original_label_matched_weight,42,metric_group,Scenario Adaptability,490,0.3551020408163265,0.3998318014955142,0.34826883910386963,0.7122448979591837,0.13877551020408163,0.08169089545576429,13,13,1.0,452,0,0.0,nan,0.0,0.8303249097472925,0.9022487308471822,0.004160847879074634,0,0.5307886716716439,0,1.7490674112332272,8,21.313664504690678,180,173.97377375059295,302,292.4327053525485
v1_original_label_matched_weight,42,subject,Applied Economics,35,0.2857142857142857,0.35105165382574344,0.7307692307692308,0.7142857142857143,0.0,-0.02725083380997343,0,0,nan,30,0,0.0,nan,nan,0.75,nan,0.008436289338745458,0,0.024991955732730275,0,0.48486652690917253,5,5.127929367328761,10,9.143352791725192,20,20.21885930764256
v1_original_label_matched_weight,42,subject,Aquaculture,35,0.2571428571428571,0.29899602866717034,0.48275862068965525,0.7428571428571429,-0.2,-0.20286418828587297,0,0,nan,34,0,0.0,nan,nan,0.4666666666666667,nan,0.0004591875813810689,0,0.004072339772392297,0,0.011832411721115932,0,0.5078694827388972,28,27.032720044255257,7,7.443505524308421
v1_original_label_matched_weight,42,subject,Automation,25,0.04,0.10686581490605931,0.0,0.96,-0.04,-0.10686581490605931,0,0,nan,25,0,0.0,nan,nan,0.96,nan,0.0012758623095305665,0,0.0017499172197403823,0,0.030146640518523782,0,0.13193324289750308,1,2.3103404243011028,24,22.525830000638962
v1_original_label_matched_weight,42,subject,Basic Medicine,65,0.23076923076923078,0.325837308751999,0.7168167295962824,0.7692307692307693,0.07692307692307693,-0.019917975785266696,0,0,nan,56,0,0.0,nan,nan,0.8214285714285714,nan,0.0067547635895997315,0,0.14277080690590083,0,0.2950389498437289,3,7.647223494888749,35,30.544022489339113,27,26.37094448506832
v1_original_label_matched_weight,42,subject,Biology,100,0.35,0.3914942116484872,0.6186590989712664,0.69,0.09,0.024941730467553498,6,1,0.16666666666666666,87,0,0.0,nan,0.0,0.803921568627451,0.31224481101768714,0.00351126533999262,0,0.06221842610193562,0,1.0811929253977723,8,10.597272318133037,43,40.818833159748465,49,47.44048383529298
v1_original_label_matched_weight,42,subject,Business Administration,90,1.1333333333333333,1.1042247796529914,0.13699724762496668,0.36666666666666664,0.9555555555555556,0.8707054927473917,27,22,0.8148148148148148,50,0,0.0,0.0,0.0,0.6363636363636364,0.7495086687698925,0.00624790325828144,0,0.06417830954251258,0,0.9895278162803152,5,8.929016820824472,43,39.55317496333737,42,40.464102017867845
v1_original_label_matched_weight,42,subject,Chemistry,35,0.34285714285714286,0.37468552367250335,0.5241691842900302,0.7428571428571429,0.05714285714285714,-0.017274165905421666,1,0,0.0,31,0,0.0,nan,0.0,0.9629629629629629,0.10250758333131671,0.011282137685949208,0,0.03036734199122293,0,0.37199648350360803,5,4.19885453034658,1,3.969431401754264,29,26.429350937251
v1_original_label_matched_weight,42,subject,Chinese,25,0.24,0.37992119620437736,0.6341463414634145,0.76,-0.24,-0.3402155750792008,0,0,nan,24,0,0.0,nan,nan,0.6666666666666666,nan,0.00483508778779651,0,0.010172848968068138,0,0.11002910195384175,5,6.350118601229042,16,15.434374168515205,4,3.0953054184792563
v1_original_label_matched_weight,42,subject,Clinical Medicine,25,0.32,0.3371933098637055,0.0,0.68,-0.32,-0.3371933098637055,0,0,nan,25,0,0.0,nan,nan,0.68,nan,0.0010043529350969038,0,0.001265848313778406,0,0.02384297506364419,0,0.4429171387455426,8,7.467405998148024,17,17.064568009227514
v1_original_label_matched_weight,42,subject,Computer Science,20,0.1,0.10744032797938416,0.9830508474576272,0.9,0.1,0.053563951856449424,5,0,0.0,15,0,0.0,1.0,nan,1.0,0.0007425720599712804,0.01040141301151986,5,5.10949524975149,0,0.04265660606324673,0,0.0276362856857304,0,0.3074968240252929,15,14.512714884418529
v1_original_label_matched_weight,42,subject,Crop Science,56,0.5535714285714286,0.5737396441235815,0.4022770398481973,0.5357142857142857,0.26785714285714285,0.13417416785840633,3,3,1.0,43,0,0.0,0.0,0.0,0.7037037037037037,0.7917860075831413,0.011874293849830285,0,0.12000834047216813,0,0.6489826627002913,0,5.944680933491327,32,25.16990436366177,24,24.116423895815387
v1_original_label_matched_weight,42,subject,English,15,0.26666666666666666,0.30255240413246914,0.4,0.8,0.26666666666666666,0.28323805208525904,0,0,nan,14,0,0.0,nan,nan,1.0,nan,0.0006417495777181362,0,0.0004911844530397502,0,0.008634316332972958,0,0.16826013030367903,6,5.387040917761624,9,9.435573380440474
v1_original_label_matched_weight,42,subject,General Pedagogy,35,0.34285714285714286,0.3329787017634122,0.47103274559193953,0.6571428571428571,0.22857142857142856,0.11864671341297384,0,0,nan,33,0,0.0,nan,nan,0.9523809523809523,nan,0.00909816876391591,0,0.025739472250279505,0,0.3992387303587748,1,2.497765955136856,6,5.551158530113753,28,26.526097210124135
v1_original_label_matched_weight,42,subject,Geography,15,0.3333333333333333,0.3233709025350436,0.4,0.6666666666666666,0.3333333333333333,0.3028061738755847,0,0,nan,15,0,0.0,nan,nan,1.0,nan,0.0007263706244278486,0,0.0009399218020007538,0,0.009955637564416975,0,0.21364835389249492,5,4.996984023600817,10,9.778472051024437
v1_original_label_matched_weight,42,subject,History,50,0.5,0.5747785034896151,0.594222833562586,0.74,0.38,0.36228023197367293,9,5,0.5555555555555556,39,0,0.0,1.0,0.0,0.9,0.5586635554063832,0.0006592687917500137,4,3.9840084755305725,0,0.03405297613426228,1,2.024267205690194,17,15.799259608713328,28,28.15841142379213
v1_original_label_matched_weight,42,subject,Law,35,0.5428571428571428,0.5514369432224547,0.024767801857585314,0.5714285714285714,0.37142857142857144,0.3573957405544726,0,0,nan,31,0,0.0,nan,nan,0.7692307692307693,nan,0.0002996845330691881,0,0.0018766093271551654,0,0.008369447861696244,0,0.36864295741543174,13,12.72124802286271,22,21.89986289013177
v1_original_label_matched_weight,42,subject,Literature and Art,123,0.2845528455284553,0.33387747626281594,0.7359824092979426,0.7398373983739838,0.2032520325203252,0.14554373723626113,3,0,0.0,110,0,0.0,1.0,nan,0.9090909090909091,0.030026646646244142,0.007625013821242729,3,3.3292106422168217,0,0.4694185236658086,1,4.26499880762276,48,45.843023334178724,71,69.0933484461857
v1_original_label_matched_weight,42,subject,Mathematics,90,0.4111111111111111,0.4341407107136623,0.3296921549155908,0.6333333333333333,0.05555555555555555,0.02898928544542135,0,0,nan,79,0,0.0,nan,nan,0.6981132075471698,nan,0.001801662302519801,0,0.029276868996248595,0,0.14400438728989684,0,1.79476022257586,43,41.25232204166241,47,46.77963624242693
v1_original_label_matched_weight,42,subject,Military Science,30,0.36666666666666664,0.36260434556687265,0.6511627906976745,0.6666666666666666,-0.16666666666666666,-0.1691361747306928,1,0,0.0,26,0,0.0,nan,0.0,0.7142857142857143,0.20635487884283066,0.016546530607981298,0,0.02617019968738532,0,1.162042113370262,5,2.8412406044117233,9,9.800796708324924,16,16.169750337023288
v1_original_label_matched_weight,42,subject,Physics,98,0.3877551020408163,0.4157420700051967,0.6050558710386518,0.6428571428571429,0.30612244897959184,0.26201760463388324,1,0,0.0,82,0,0.0,1.0,nan,0.9183673469387755,0.003813874558545649,0.005970582958281473,1,1.336512555069021,0,0.2124953158745484,2,5.262539000672405,29,24.813660988467745,66,66.37479222228285
v1_original_label_matched_weight,42,subject,Psychology,35,0.22857142857142856,0.2979656530926117,0.5394736842105263,0.8,0.11428571428571428,0.10145681800989419,0,0,nan,33,0,0.0,nan,nan,0.8888888888888888,nan,0.0002621472749834456,0,0.0014628669779312986,0,0.008158803647347668,0,0.342586642542301,15,14.733509680605493,20,19.91428190120496
v1_original_label_matched_weight,42,subject,Public Administration,40,0.275,0.3300924746741657,0.5435684647302904,0.725,0.075,-0.02414361830451526,0,0,nan,38,0,0.0,nan,nan,0.8,nan,0.005048428538047071,0,0.043146738957148045,0,0.168041848577559,0,2.7336767839151435,19,16.821679041720927,21,20.233455662615597
v1_original_label_matched_weight,42,subject,Theoretical Economics,30,0.3333333333333333,0.31638332872693503,0.6470588235294117,0.7,0.26666666666666666,0.2425997840531257,1,1,1.0,25,0,0.0,nan,0.0,0.9375,0.6577442511916161,0.0007185448241489212,0,0.011758426901678831,0,0.33547474514125497,2,2.0889208593653166,8,7.490706636686809,20,20.07313929591328
v1_original_label_matched_weight,42,gold_region,high,945,0.24126984126984127,0.29625919822841373,0.5246849878157709,0.7608465608465609,-0.0021164021164021165,-0.05284677562398291,0,0,nan,945,0,0.0,nan,nan,0.8201438848920863,nan,0.005215565275403683,0,1.3883705711388075,0,3.5403386141176725,15,41.20187791973149,361,340.3619540199579,569,558.5074598793872
v1_original_label_matched_weight,42,gold_region,low,57,1.736842105263158,1.677018375684942,0.20408163265306134,0.22807017543859648,1.736842105263158,1.677018375684942,57,32,0.5614035087719298,0,0,nan,0.6842105263157895,0.0,nan,0.5364516900432104,nan,13,12.847882395624765,0,1.9404490908491425,12,11.633922472525228,15,13.92923224317201,17,16.648514089290984
v1_original_label_matched_weight,42,gold_region,mid,105,1.1333333333333333,1.0368023748699324,0.0,0.1523809523809524,1.1333333333333333,1.0359681100818654,0,0,nan,0,0,nan,nan,nan,nan,nan,nan,0,0.12563238017764888,0,1.5692122408072464,16,21.67095934759709,59,52.67125990038039,30,28.962935410498176
v2_selective_hard_relabel,42,gold_label,1,19,0.6842105263157895,0.7734418399366548,0.0,0.6842105263157895,0.6842105263157895,0.7734418399366548,19,2,0.10526315789473684,0,0,nan,0.6842105263157895,nan,nan,0.1344340221407229,nan,13,12.463782155653462,1,1.2170909239939647,3,2.764880361905398,2,2.268442233929818,0,0.28580418674391694
v2_selective_hard_relabel,42,gold_label,2,38,2.1842105263157894,2.080457942202477,0.0,0.0,2.1842105263157894,2.080457942202477,38,27,0.7105263157894737,0,0,nan,nan,0.0,nan,0.6933714309998322,nan,0,0.015123117119401286,0,1.1142247202260478,11,10.522537570359418,9,10.494355354923755,18,15.85375902306987
v2_selective_hard_relabel,42,gold_label,3,105,1.0285714285714285,0.9954766022855828,0.0,0.21904761904761905,1.0095238095238095,0.9848075322839577,0,0,nan,0,0,nan,nan,nan,nan,nan,nan,0,0.03825813971161551,1,2.1221953160329576,23,24.2279799052194,55,51.61963205577922,26,26.99193483585259
v2_selective_hard_relabel,42,gold_label,4,389,0.31876606683804626,0.32404000338688327,0.0,0.6812339331619537,0.2519280205655527,0.20734132425089594,0,0,nan,389,0,0.0,nan,nan,nan,nan,0.005438557329269725,0,0.2946505603540004,0,1.8209482407319229,13,29.18369839670777,265,243.3353798710741,111,114.36532268347219
v2_selective_hard_relabel,42,gold_label,5,556,0.2158273381294964,0.2599012131854037,0.0,0.7859712230215827,-0.2158273381294964,-0.2599012131854037,0,0,nan,556,0,0.0,nan,nan,0.7859712230215827,nan,0.0037525366665975626,0,0.3741168718912604,0,1.7122935147369844,1,11.00294298553672,118,115.86584742859122,437,427.04480057931505
v2_selective_hard_relabel,42,language,en,637,0.45368916797488223,0.46524957439571674,0.4775219890696829,0.6546310832025117,0.2119309262166405,0.17603781806884605,44,25,0.5681818181818182,537,0,0.0,0.5,0.0,0.8095238095238095,0.5824336621231354,0.0046540946216423245,4,4.098967987973822,2,6.573467378788564,38,46.70247965257522,199,190.3426837215302,394,389.2824027040915
v2_selective_hard_relabel,42,language,zh,470,0.3382978723404255,0.3669585041723133,0.6795239621137036,0.6829787234042554,0.09574468085106383,0.04504723009567074,13,4,0.3076923076923077,408,0,0.0,0.8181818181818182,0.0,0.7437185929648241,0.2519445896345692,0.004173432293853529,9,9.086962856755918,0,1.4132853369333134,13,30.999559567153483,250,233.24097322276793,198,195.2592186043621
