source_file,metric_canonical,target_label_5,count,pct
edu-data-synthesis-main/data/eval_data/eval_samples.jsonl,Role & Tone Consistency,3,23,0.000216
edu-data-synthesis-main/data/eval_data/eval_samples.jsonl,Role & Tone Consistency,4,336,0.003156
edu-data-synthesis-main/data/eval_data/eval_samples.jsonl,Role & Tone Consistency,5,300,0.002818
edu-data-synthesis-main/data/eval_data/eval_samples.jsonl,Scenario Element Integration,2,55,0.000517
edu-data-synthesis-main/data/eval_data/eval_samples.jsonl,Scenario Element Integration,3,225,0.002114
edu-data-synthesis-main/data/eval_data/eval_samples.jsonl,Scenario Element Integration,4,713,0.006698
edu-data-synthesis-main/data/eval_data/eval_samples.jsonl,Scenario Element Integration,5,787,0.007393
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Basic Factual Accuracy,1,12,0.000113
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Basic Factual Accuracy,2,18,0.000169
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Basic Factual Accuracy,3,33,0.00031
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Basic Factual Accuracy,4,212,0.001991
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Basic Factual Accuracy,5,913,0.008576
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Clarity, Simplicity & Inspiration",2,10,9.4e-05
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Clarity, Simplicity & Inspiration",3,43,0.000404
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Clarity, Simplicity & Inspiration",4,399,0.003748
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Clarity, Simplicity & Inspiration",5,340,0.003194
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Content Relevance & Scope Control,1,2,1.9e-05
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Content Relevance & Scope Control,2,19,0.000178
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Content Relevance & Scope Control,3,55,0.000517
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Content Relevance & Scope Control,4,327,0.003072
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Content Relevance & Scope Control,5,785,0.007374
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Domain Knowledge Accuracy,3,39,0.000366
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Domain Knowledge Accuracy,4,263,0.00247
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Domain Knowledge Accuracy,5,292,0.002743
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Error Identification & Correction Precision,1,21,0.000197
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Error Identification & Correction Precision,2,25,0.000235
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Error Identification & Correction Precision,3,21,0.000197
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Error Identification & Correction Precision,4,112,0.001052
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Error Identification & Correction Precision,5,217,0.002038
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Higher-Order Thinking & Skill Development,2,52,0.000488
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Higher-Order Thinking & Skill Development,3,214,0.00201
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Higher-Order Thinking & Skill Development,4,339,0.003184
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Higher-Order Thinking & Skill Development,5,187,0.001757
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Instruction Following & Task Completion,1,4,3.8e-05
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Instruction Following & Task Completion,2,35,0.000329
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Instruction Following & Task Completion,3,129,0.001212
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Instruction Following & Task Completion,4,667,0.006265
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Instruction Following & Task Completion,5,947,0.008896
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Motivation, Guidance & Positive Feedback",1,12,0.000113
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Motivation, Guidance & Positive Feedback",2,30,0.000282
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Motivation, Guidance & Positive Feedback",3,125,0.001174
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Motivation, Guidance & Positive Feedback",4,253,0.002377
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Motivation, Guidance & Positive Feedback",5,174,0.001634
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Personalization, Adaptation & Learning Support",2,7,6.6e-05
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Personalization, Adaptation & Learning Support",3,122,0.001146
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Personalization, Adaptation & Learning Support",4,228,0.002142
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,"Personalization, Adaptation & Learning Support",5,237,0.002226
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Reasoning Process Rigor,1,131,0.001231
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Reasoning Process Rigor,2,16,0.00015
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Reasoning Process Rigor,3,79,0.000742
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Reasoning Process Rigor,4,271,0.002546
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Reasoning Process Rigor,5,295,0.002771
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Role & Tone Consistency,3,14,0.000132
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Role & Tone Consistency,4,198,0.00186
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Role & Tone Consistency,5,184,0.001728
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Scenario Element Integration,2,34,0.000319
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Scenario Element Integration,3,143,0.001343
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Scenario Element Integration,4,427,0.004011
edu-data-synthesis-main/data/eval_data/train_eval_data.jsonl,Scenario Element Integration,5,386,0.003626
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Basic Factual Accuracy,1,1,9e-06
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Basic Factual Accuracy,2,3,2.8e-05
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Basic Factual Accuracy,3,19,0.000178
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Basic Factual Accuracy,4,142,0.001334
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Basic Factual Accuracy,5,627,0.00589
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Clarity, Simplicity & Inspiration",2,8,7.5e-05
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Clarity, Simplicity & Inspiration",3,47,0.000441
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Clarity, Simplicity & Inspiration",4,249,0.002339
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Clarity, Simplicity & Inspiration",5,224,0.002104
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Content Relevance & Scope Control,2,6,5.6e-05
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Content Relevance & Scope Control,3,26,0.000244
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Content Relevance & Scope Control,4,198,0.00186
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Content Relevance & Scope Control,5,562,0.005279
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Domain Knowledge Accuracy,3,30,0.000282
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Domain Knowledge Accuracy,4,174,0.001634
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Domain Knowledge Accuracy,5,192,0.001804
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Error Identification & Correction Precision,1,3,2.8e-05
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Error Identification & Correction Precision,2,7,6.6e-05
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Error Identification & Correction Precision,3,26,0.000244
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Error Identification & Correction Precision,4,70,0.000658
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Error Identification & Correction Precision,5,158,0.001484
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Higher-Order Thinking & Skill Development,2,30,0.000282
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Higher-Order Thinking & Skill Development,3,146,0.001371
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Higher-Order Thinking & Skill Development,4,213,0.002001
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Higher-Order Thinking & Skill Development,5,139,0.001306
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Instruction Following & Task Completion,2,13,0.000122
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Instruction Following & Task Completion,3,83,0.00078
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Instruction Following & Task Completion,4,434,0.004077
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Instruction Following & Task Completion,5,658,0.006181
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Motivation, Guidance & Positive Feedback",1,3,2.8e-05
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Motivation, Guidance & Positive Feedback",2,22,0.000207
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Motivation, Guidance & Positive Feedback",3,84,0.000789
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Motivation, Guidance & Positive Feedback",4,174,0.001634
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Motivation, Guidance & Positive Feedback",5,113,0.001061
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Personalization, Adaptation & Learning Support",2,4,3.8e-05
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Personalization, Adaptation & Learning Support",3,58,0.000545
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Personalization, Adaptation & Learning Support",4,165,0.00155
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,"Personalization, Adaptation & Learning Support",5,169,0.001587
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Reasoning Process Rigor,1,75,0.000705
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Reasoning Process Rigor,2,10,9.4e-05
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Reasoning Process Rigor,3,54,0.000507
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Reasoning Process Rigor,4,148,0.00139
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Reasoning Process Rigor,5,241,0.002264
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Role & Tone Consistency,2,1,9e-06
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Role & Tone Consistency,3,9,8.5e-05
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Role & Tone Consistency,4,138,0.001296
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Role & Tone Consistency,5,116,0.00109
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Scenario Element Integration,2,21,0.000197
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Scenario Element Integration,3,82,0.00077
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Scenario Element Integration,4,276,0.002593
edu-data-synthesis-main/data/eval_data/val_eval_data.jsonl,Scenario Element Integration,5,281,0.00264
edu-data-synthesis-main/data/zh/cjeval.jsonl,unknown,missing,26136,0.245508
edu-data-synthesis-main/data/zh/gaokao-bench.jsonl,unknown,missing,3126,0.029364
edu-data-synthesis-main/init_workflows/init_evaluation_workflow_1_1.json,unknown,missing,1,9e-06
edu-data-synthesis-main/test_workflow.json,unknown,missing,1,9e-06
groupby_metric_qwq_eval_en.jsonl,Basic Factual Accuracy,1,5,4.7e-05
groupby_metric_qwq_eval_en.jsonl,Basic Factual Accuracy,3,4,3.8e-05
groupby_metric_qwq_eval_en.jsonl,Basic Factual Accuracy,4,7,6.6e-05
groupby_metric_qwq_eval_en.jsonl,Basic Factual Accuracy,5,301,0.002827
groupby_metric_qwq_eval_en.jsonl,"Clarity, Simplicity & Inspiration",3,2,1.9e-05
groupby_metric_qwq_eval_en.jsonl,"Clarity, Simplicity & Inspiration",4,119,0.001118
groupby_metric_qwq_eval_en.jsonl,"Clarity, Simplicity & Inspiration",5,93,0.000874
groupby_metric_qwq_eval_en.jsonl,Content Relevance & Scope Control,1,2,1.9e-05
groupby_metric_qwq_eval_en.jsonl,Content Relevance & Scope Control,2,2,1.9e-05
groupby_metric_qwq_eval_en.jsonl,Content Relevance & Scope Control,3,4,3.8e-05
groupby_metric_qwq_eval_en.jsonl,Content Relevance & Scope Control,4,17,0.00016
groupby_metric_qwq_eval_en.jsonl,Content Relevance & Scope Control,5,292,0.002743
