sample_id,question_key,protocol_subset,original_label,language,metric,subject,human_agreement,legacy_exp27_train_annotation_available,primary_teacher_required,secondary_teacher_route_initial
f16aebdc05a7b0477abba49c6a64aa2d3d2c0f4c,cfaf5a22b6aa096b0f93a01fee71a64a309c8b48,full_annotation_pool,4,en,Scenario Element Integration,Chemistry,adjacent,False,True,False
078b8c4d733a930290b1c2286d3283ea8b99c4ab,7d8005597b09cd02be60c120fc68546f79f3a5d7,full_annotation_pool,5,en,Instruction Following & Task Completion,Chinese,unanimous,False,True,False
1623887f0eb40734d42f245583fc35bc36352750,7d8005597b09cd02be60c120fc68546f79f3a5d7,sealed_qualification,5,en,"Personalization, Adaptation & Learning Support",Chinese,unanimous,False,True,False
9306b32e3ea963962744cb05c3778035c45e4150,041e24355921f74d38dc4cfa218e38b1295f9100,full_annotation_pool,4,en,Instruction Following & Task Completion,Aquaculture,adjacent,False,True,False
7171275475208319103ef42e50addcac18a31e09,041e24355921f74d38dc4cfa218e38b1295f9100,full_annotation_pool,4,en,"Personalization, Adaptation & Learning Support",Aquaculture,adjacent,False,True,False
dec4c6c783f75c657018bc38f0bff5780f56135a,98b5677cb80626a28f69d4b598f07466f65ed2da,full_annotation_pool,4,en,Scenario Element Integration,Automation,adjacent,False,True,True
2b72717b2e4e665a25965708b7a306fb978e9c04,98b5677cb80626a28f69d4b598f07466f65ed2da,full_annotation_pool,4,en,"Personalization, Adaptation & Learning Support",Automation,adjacent,False,True,False
7be7e467acc637c7b34fb287e7d6f0afd421b4c5,bbbb87022034ec8c0b0a3e1103b6d447bd1cdf3f,full_annotation_pool,3,en,Instruction Following & Task Completion,English,unanimous,False,True,False
7e2ae90d53f6e3687fbbba1e3b958b61b374423d,bbbb87022034ec8c0b0a3e1103b6d447bd1cdf3f,full_annotation_pool,4,en,Scenario Element Integration,English,adjacent,False,True,False
3769d73767b20049216c6a533b1c67b2a3e182e0,bbbb87022034ec8c0b0a3e1103b6d447bd1cdf3f,full_annotation_pool,4,en,"Personalization, Adaptation & Learning Support",English,adjacent,False,True,False
5b798542cd62f8944d6dd0fbf1e0926a43a31d34,7d8005597b09cd02be60c120fc68546f79f3a5d7,full_annotation_pool,4,en,Instruction Following & Task Completion,Chinese,adjacent,False,True,False
c45aa36bb96459cc0cdb9cb763c0b819e564695e,7d8005597b09cd02be60c120fc68546f79f3a5d7,full_annotation_pool,3,en,"Personalization, Adaptation & Learning Support",Chinese,unanimous,False,True,False
6bc36b99f77c520d1812a8ede03437e7a66317eb,af118a044e3b1291ec846f46ee9e224b55ec6e7a,full_annotation_pool,4,en,Instruction Following & Task Completion,Mathematics,adjacent,False,True,False
cc4861163d50151009c996d725a43d9f19c6f2f7,cfaf5a22b6aa096b0f93a01fee71a64a309c8b48,full_annotation_pool,5,en,Scenario Element Integration,Chemistry,unanimous,False,True,False
990ddbba7fe61d1068eb3af204f620b9fb7a5bf0,cfaf5a22b6aa096b0f93a01fee71a64a309c8b48,full_annotation_pool,5,en,"Personalization, Adaptation & Learning Support",Chemistry,adjacent,False,True,False
1e9af7fb370b2ded3bcf9ec5e6d172dd06b0a853,98b5677cb80626a28f69d4b598f07466f65ed2da,full_annotation_pool,5,en,Instruction Following & Task Completion,Automation,unanimous,False,True,False
a2b39793b8060f92014d8342c83bb8293779a974,98b5677cb80626a28f69d4b598f07466f65ed2da,full_annotation_pool,5,en,Scenario Element Integration,Automation,unanimous,False,True,False
5c0d7ba4414f162998a714b1efd8a7b03ddc7421,7d8005597b09cd02be60c120fc68546f79f3a5d7,full_annotation_pool,5,en,Scenario Element Integration,Chinese,unanimous,False,True,False
2675a883ab4340dc6002f5f547bef8717c83e070,041e24355921f74d38dc4cfa218e38b1295f9100,full_annotation_pool,5,en,Scenario Element Integration,Aquaculture,unanimous,False,True,False
9e592401cd8550fb24ba8ec35365c90dedf6544e,041e24355921f74d38dc4cfa218e38b1295f9100,full_annotation_pool,5,en,"Personalization, Adaptation & Learning Support",Aquaculture,unanimous,False,True,False
dfda9e1632f8d3d7bd2b01936d848f8351d80f65,cfaf5a22b6aa096b0f93a01fee71a64a309c8b48,protocol_development,4,en,Instruction Following & Task Completion,Chemistry,adjacent,False,True,False
f7acf7c70b462d13e2ccb01c1be8041f0b0238c4,cfaf5a22b6aa096b0f93a01fee71a64a309c8b48,full_annotation_pool,4,en,Scenario Element Integration,Chemistry,adjacent,False,True,False
4c646c69440f2582b479b0a5eafd80a31a54ae7e,af118a044e3b1291ec846f46ee9e224b55ec6e7a,full_annotation_pool,5,en,Instruction Following & Task Completion,Mathematics,adjacent,False,True,False
309dbcee61fbb30c0b749345e67ff54f7f3b4a42,af118a044e3b1291ec846f46ee9e224b55ec6e7a,full_annotation_pool,4,en,Scenario Element Integration,Mathematics,adjacent,False,True,True
f8996cb3f1b29c051e2822c915df9efabcd21119,af118a044e3b1291ec846f46ee9e224b55ec6e7a,full_annotation_pool,4,en,"Personalization, Adaptation & Learning Support",Mathematics,adjacent,False,True,False
b2b682464598204658497cbb4877832f2addee19,1aa181bce1f718f6c1980cd975c0621670e3e5c9,full_annotation_pool,5,en,Instruction Following & Task Completion,Aquaculture,adjacent,False,True,False
4b0efbe2f74795973e022ddabdc3358368101cc9,1aa181bce1f718f6c1980cd975c0621670e3e5c9,full_annotation_pool,4,en,Higher-Order Thinking & Skill Development,Aquaculture,unanimous,False,True,False
f387f23333caf5e5037345abafba0d986beac283,804029b5d919d29e068ec94c9a5ba55942e9caf1,full_annotation_pool,5,en,Content Relevance & Scope Control,Sociology,unanimous,False,True,False
9fbf7dbec19da5f6f5f0e760e181c7e23fbd80ae,804029b5d919d29e068ec94c9a5ba55942e9caf1,full_annotation_pool,4,en,Higher-Order Thinking & Skill Development,Sociology,adjacent,False,True,True
0e54ffac34fa7f91e6f677878bf2da9c344ba8ed,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,5,en,Content Relevance & Scope Control,Physics,adjacent,False,True,True
33d42d9c6d79c6370c06ea92d1b865c586ab91ec,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,4,en,Scenario Element Integration,Physics,adjacent,False,True,False
71b469efb8ab7f3123f2562e5d6781e58ed1172c,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,4,en,"Personalization, Adaptation & Learning Support",Physics,unanimous,False,True,False
b0c597dbb5aaf4151a322e1428520fb6c998cd4a,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,3,en,Higher-Order Thinking & Skill Development,Physics,adjacent,False,True,True
7c716be03cf9cf46f20d1d10c090bfc01367c259,1aa181bce1f718f6c1980cd975c0621670e3e5c9,full_annotation_pool,5,en,Content Relevance & Scope Control,Aquaculture,adjacent,False,True,False
3460f3e8bca3efe9b185114ebe11e37178d17617,af118a044e3b1291ec846f46ee9e224b55ec6e7a,full_annotation_pool,5,en,"Personalization, Adaptation & Learning Support",Mathematics,adjacent,False,True,False
8e724171acf99bd945ca009472494c436ed8a85c,804029b5d919d29e068ec94c9a5ba55942e9caf1,full_annotation_pool,5,en,Content Relevance & Scope Control,Sociology,adjacent,False,True,False
41f6f52edd1473f3cc3cde8e6923d1e09fa429d5,804029b5d919d29e068ec94c9a5ba55942e9caf1,full_annotation_pool,4,en,"Personalization, Adaptation & Learning Support",Sociology,adjacent,True,True,True
52c007fafe18ddccafe1125ba38c1240dbad1413,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,4,en,Instruction Following & Task Completion,Physics,adjacent,False,True,False
f953bed6fad3a062089c98d4d4f523b8e6f22104,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,3,en,Content Relevance & Scope Control,Physics,adjacent,False,True,False
4dae68eec2954a26d0633f29635baf0027a759a1,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,4,en,Scenario Element Integration,Physics,adjacent,False,True,False
75077596e274ffc21186e7cb30eefece28d48574,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,4,en,Higher-Order Thinking & Skill Development,Physics,unanimous,False,True,False
127ac6d8a189355aa2451eaddcd32e8d32cee0c1,cfaf5a22b6aa096b0f93a01fee71a64a309c8b48,full_annotation_pool,5,en,Scenario Element Integration,Chemistry,unanimous,False,True,False
c36f42b5e02b15aa25ffd76544c3a62564e45215,af118a044e3b1291ec846f46ee9e224b55ec6e7a,full_annotation_pool,5,en,Scenario Element Integration,Mathematics,unanimous,False,True,False
5e21d131a92ff092aa054488ce8c85638904335f,af118a044e3b1291ec846f46ee9e224b55ec6e7a,full_annotation_pool,5,en,"Personalization, Adaptation & Learning Support",Mathematics,adjacent,False,True,False
e9145f13a2d7884f86ff16cd4ce3a146853591d2,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,5,en,Instruction Following & Task Completion,Physics,adjacent,False,True,False
1e74f853fe7c30e4846473b3f9fb848763ceda29,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,5,en,Scenario Element Integration,Physics,unanimous,False,True,False
6d3bf89865dddddc9f005194c830e21f70ed590d,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,5,en,"Personalization, Adaptation & Learning Support",Physics,adjacent,False,True,False
e7ed9361a2d3ef289d7d3a885154d36fd3400e7c,1aa181bce1f718f6c1980cd975c0621670e3e5c9,full_annotation_pool,5,en,Instruction Following & Task Completion,Aquaculture,adjacent,False,True,False
8f48af3a376474983aa51aff04369b480c51d089,1aa181bce1f718f6c1980cd975c0621670e3e5c9,full_annotation_pool,5,en,Content Relevance & Scope Control,Aquaculture,adjacent,False,True,False
eeeb649e091d72f7374ea2a2b461b8de949691c0,1aa181bce1f718f6c1980cd975c0621670e3e5c9,full_annotation_pool,5,en,Scenario Element Integration,Aquaculture,adjacent,False,True,True
5edcd514e905a2d8bdb693b9877d6db68362c3c6,1aa181bce1f718f6c1980cd975c0621670e3e5c9,full_annotation_pool,5,en,"Personalization, Adaptation & Learning Support",Aquaculture,adjacent,False,True,False
ccc3cb559df9ddd31e167ccb8bbd83c6c3154e13,3391e592e7c2f34123106a3aec179c26d23178b8,full_annotation_pool,5,en,Content Relevance & Scope Control,Theoretical Economics,adjacent,False,True,False
cf8dd549abf162038eb3c28c5ca63728033c408b,3391e592e7c2f34123106a3aec179c26d23178b8,full_annotation_pool,4,en,"Personalization, Adaptation & Learning Support",Theoretical Economics,adjacent,False,True,False
fbe7aa6e72d224d67f2e93dd045287a117283fd0,804029b5d919d29e068ec94c9a5ba55942e9caf1,full_annotation_pool,5,en,Higher-Order Thinking & Skill Development,Sociology,adjacent,False,True,False
7023b6e6a13670710feb642a8d4467fdb4aabe77,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,5,en,Content Relevance & Scope Control,Physics,unanimous,False,True,False
4c536b78c14e58b06b44b7cb1af405183cb6072e,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,5,en,"Personalization, Adaptation & Learning Support",Physics,unanimous,False,True,False
2b5d6b8e980e52f5fffe0dfbd34963e32a0b7c30,af118a044e3b1291ec846f46ee9e224b55ec6e7a,full_annotation_pool,5,en,Instruction Following & Task Completion,Mathematics,unanimous,False,True,False
5c7ec4813f8df520597726af0695b816ba4850e5,c1c804bdb6a2f3ca740bccf33842b8241ac10b72,full_annotation_pool,5,en,Content Relevance & Scope Control,Public Administration,unanimous,False,True,False
a131305ca30b6feb6781bc33fcfb74b3878753e2,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,5,en,Content Relevance & Scope Control,Physics,adjacent,False,True,False
ba7b570ac1e1c9a88025a5727e0a7d0fefd42249,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,5,en,Scenario Element Integration,Physics,adjacent,False,True,False
8a9287ce0b662a5aecb93854576d3c2c92ae4449,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,full_annotation_pool,4,en,Higher-Order Thinking & Skill Development,Physics,adjacent,False,True,False
6b6efec7495e2a188ca768c14aec100d56f87f32,3391e592e7c2f34123106a3aec179c26d23178b8,full_annotation_pool,5,en,Scenario Element Integration,Theoretical Economics,unanimous,False,True,False
2c6508ccfea0433dbd440f372f5f6a907b47f2c4,5a8663d57769fe35066bd7a0879ffa16b30fef1f,full_annotation_pool,4,en,Content Relevance & Scope Control,Chemistry,adjacent,False,True,False
a66f0d9262590243b179e74ad011958d3c4696c5,5a8663d57769fe35066bd7a0879ffa16b30fef1f,full_annotation_pool,4,en,Scenario Element Integration,Chemistry,unanimous,False,True,False
b964c643ca86d6b40fdfa27d27cebca463b607e4,5a8663d57769fe35066bd7a0879ffa16b30fef1f,sealed_qualification,3,en,Higher-Order Thinking & Skill Development,Chemistry,adjacent,False,True,False
dc44881fb2ce7f4ed004d1431046ac0180af9a0b,1aa181bce1f718f6c1980cd975c0621670e3e5c9,sealed_qualification,4,en,Scenario Element Integration,Aquaculture,adjacent,False,True,False
38d70b6e4574e86f730b29404adbf643018d7ab1,1aa181bce1f718f6c1980cd975c0621670e3e5c9,full_annotation_pool,3,en,Higher-Order Thinking & Skill Development,Aquaculture,adjacent,False,True,False
da58b3f4a39062cf7c44b466b552d68bce879b8c,c1c804bdb6a2f3ca740bccf33842b8241ac10b72,full_annotation_pool,5,en,Instruction Following & Task Completion,Public Administration,unanimous,False,True,False
af030e7c32c27df620c364d13e519b0ec11d302c,c1c804bdb6a2f3ca740bccf33842b8241ac10b72,full_annotation_pool,5,en,Content Relevance & Scope Control,Public Administration,unanimous,False,True,False
bffed78fd170c0878afb6b8d0dee003f855dd924,cfb26a1ae869d03990b3020ce7e70075cd0c65dc,full_annotation_pool,4,en,Instruction Following & Task Completion,Biology,unanimous,False,True,False
6093f8b841baad5d4b8765f948bf290b2ef95e8c,cfb26a1ae869d03990b3020ce7e70075cd0c65dc,full_annotation_pool,4,en,"Personalization, Adaptation & Learning Support",Biology,adjacent,False,True,False
c5579563452b2230f960b1d480aab652bdfbd2ab,5a8663d57769fe35066bd7a0879ffa16b30fef1f,full_annotation_pool,5,en,Instruction Following & Task Completion,Chemistry,unanimous,False,True,False
db58c2b281136c3481b06e0d2c10ca9fab903b13,3391e592e7c2f34123106a3aec179c26d23178b8,full_annotation_pool,5,en,Instruction Following & Task Completion,Theoretical Economics,unanimous,False,True,False
01ffcbf103c1dce7417ed4518a50fc19a77d1ee9,1aa181bce1f718f6c1980cd975c0621670e3e5c9,full_annotation_pool,5,en,"Personalization, Adaptation & Learning Support",Aquaculture,unanimous,False,True,False
a4d0ae0d36f99a1180d7f56d3135efe6cd559ffa,1aa181bce1f718f6c1980cd975c0621670e3e5c9,full_annotation_pool,5,en,Higher-Order Thinking & Skill Development,Aquaculture,adjacent,False,True,False
3e886322f21e407e4b3452cb665b4735d89912b2,c1c804bdb6a2f3ca740bccf33842b8241ac10b72,full_annotation_pool,4,en,Instruction Following & Task Completion,Public Administration,adjacent,False,True,False
ac419329b41875a1a1479b00514997e6147228fe,c1c804bdb6a2f3ca740bccf33842b8241ac10b72,full_annotation_pool,4,en,"Personalization, Adaptation & Learning Support",Public Administration,adjacent,False,True,False
270134347e26def037f794824be5a922a7e62e86,cfb26a1ae869d03990b3020ce7e70075cd0c65dc,full_annotation_pool,4,en,Instruction Following & Task Completion,Biology,adjacent,False,True,False
73d7f7bac1ca01853869efe76727d8a445b32a92,cfb26a1ae869d03990b3020ce7e70075cd0c65dc,full_annotation_pool,4,en,Higher-Order Thinking & Skill Development,Biology,adjacent,False,True,False
9288b079e2f0b3b0f60741c88fee643c9aa92776,cfb26a1ae869d03990b3020ce7e70075cd0c65dc,full_annotation_pool,4,en,Instruction Following & Task Completion,Biology,adjacent,False,True,False
71bbe496949221e291fec4b3e8718ac8348f2f23,cfb26a1ae869d03990b3020ce7e70075cd0c65dc,full_annotation_pool,4,en,"Personalization, Adaptation & Learning Support",Biology,adjacent,False,True,False
f8790d86d1a22156c67321eaff85fb489fa9b226,5a8663d57769fe35066bd7a0879ffa16b30fef1f,sealed_qualification,5,en,Scenario Element Integration,Chemistry,adjacent,False,True,True
53d4ecc9789fee71e233f3dc79ed3c570cb15ffd,5a8663d57769fe35066bd7a0879ffa16b30fef1f,full_annotation_pool,5,en,"Personalization, Adaptation & Learning Support",Chemistry,adjacent,False,True,False
149042d0e9daa885208abd9cfee6669849e776ee,3391e592e7c2f34123106a3aec179c26d23178b8,full_annotation_pool,5,en,Instruction Following & Task Completion,Theoretical Economics,unanimous,False,True,False
8a5e797f78a38f6c092021696dcb25aa8c3e3f08,3391e592e7c2f34123106a3aec179c26d23178b8,full_annotation_pool,5,en,Content Relevance & Scope Control,Theoretical Economics,unanimous,False,True,False
