objective_id,objective_type,objective_label,status,split,scenario_canonical,n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate
O1_classification,classification,classification,reused_exp03_a4,test,Error Correction,341,0.7155425219941349,0.7155425219941349,0.3421309872922776,0.30043882730177657,0.5275097499867206,0.019550342130987268,-0.0185971803986644,0.5222848251449022,0.714017009717867,0.7810617328867535,0.679677161695044,0.753039452120739,0.9824046920821115,0.0,0.7222222222222222,0.8324324324324325,20,0.65,0.3666666666666666,0.29999999999999993,0.05,0.05,2.3,185,0.016216216216216217,-0.057657657657657777,0.30043882730177657,0.017595307917888565,0.0,0.05865102639296188,0.11143695014662756,0.2903225806451613,0.5395894428152492,nan
O1_classification,classification,classification,reused_exp03_a4,test,Idea Provision,420,0.7285714285714285,0.7285714285714285,0.3849206349206349,0.34224413076042826,0.6267831705280087,0.056349206349206336,0.017304006059623376,0.451706165023863,0.7267945765221607,0.613503375843961,0.5806975203784325,0.6495052757550746,0.9523809523809523,nan,0.2222222222222222,0.8375,9,0.2222222222222222,1.259259259259259,1.259259259259259,0.4444444444444444,0.4444444444444444,3.3333333333333335,240,0.025,-0.06111111111111123,0.34224413076042826,0.047619047619047616,0.0,0.014285714285714285,0.10714285714285714,0.30238095238095236,0.5761904761904761,nan
O1_classification,classification,classification,reused_exp03_a4,test,Personalized Content Creation,106,0.7641509433962265,0.7641509433962265,0.3144654088050315,0.2811300367821504,0.48886983000776785,0.16981132075471694,0.12403469057342983,0.3493121693121693,0.7337126884296695,0.6553646075243846,0.6387212274431219,0.7224943251667733,0.9905660377358491,nan,nan,0.9038461538461539,0,nan,nan,nan,nan,nan,nan,52,0.0,0.019230769230769128,0.2811300367821504,0.009433962264150943,0.0,0.0,0.018867924528301886,0.4528301886792453,0.5283018867924528,nan
O1_classification,classification,classification,reused_exp03_a4,test,Personalized Learning Support,265,0.7283018867924528,0.7283018867924528,0.3786163522012578,0.3419512784531722,0.532782734656453,0.12452830188679245,0.10729658928746909,0.399607649734232,0.7158442385573984,0.6730637422892392,0.6137419102111595,0.6936676324649789,0.9886792452830189,nan,0.0,0.8333333333333334,2,0.0,1.3333333333333333,1.3333333333333333,0.5,0.5,3.5,114,0.008771929824561403,-0.011695906432748683,0.3419512784531722,0.011320754716981131,0.0,0.0,0.07547169811320754,0.4830188679245283,0.44150943396226416,nan
O1_classification,classification,classification,reused_exp03_a4,test,Question Answering,248,0.6733870967741935,0.6733870967741935,0.8172043010752688,0.795914488738236,1.466471150213533,0.5698924731182795,0.39616235070964456,0.3401880034715855,0.6704432975015545,0.48598201925856066,0.45879670251081356,0.519375074611258,0.782258064516129,0.35185185185185186,0.0,0.8742138364779874,59,0.3220338983050847,2.248587570621469,2.214689265536723,0.6440677966101694,0.6610169491525424,3.305084745762712,159,0.06289308176100629,-0.04402515723270453,0.795914488738236,0.21774193548387097,0.08064516129032258,0.0,0.056451612903225805,0.1532258064516129,0.7096774193548387,nan
O1_classification,classification,classification,reused_exp03_a4,test,Question Generation,295,0.7186440677966102,0.7186440677966102,0.36158192090395475,0.3171255829562637,0.5420196589926082,0.0949152542372881,0.06117251902397954,0.46206433336379427,0.7139775911231854,0.714117702403914,0.6179054404964825,0.6861933294582123,0.9830508474576272,nan,0.25,0.8563218390804598,12,0.25,0.8888888888888888,0.8333333333333331,0.16666666666666666,0.16666666666666666,3.0,174,0.005747126436781609,-0.0038314176245212023,0.3171255829562637,0.01694915254237288,0.0,0.010169491525423728,0.10847457627118644,0.2745762711864407,0.6067796610169491,nan
O1_classification,classification,classification,reused_exp03_a4,test,Teaching Material Generation,369,0.8102981029810298,0.8102981029810298,0.3161698283649502,0.2824323627793975,0.45250149517055394,0.04878048780487805,0.022704669412461027,0.32895191870165325,0.7979924096222609,0.6004278583313525,0.5689250233111172,0.6327420492762988,0.989159891598916,nan,nan,0.8208092485549133,0,nan,nan,nan,nan,nan,nan,173,0.0,0.009633911368015252,0.2824323627793975,0.01084010840108401,0.0,0.0,0.0,0.5284552845528455,0.4715447154471545,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Automatic Grading,125,0.664,0.664,0.464,0.4013694388071697,0.6653319973266479,0.053333333333333344,0.028698249181111662,0.4358472150455615,0.6507400900568391,0.6915129459990796,0.5966744027372426,0.6764873107368865,0.968,0.0,0.16666666666666666,0.6666666666666666,10,0.1,1.2666666666666666,1.1999999999999997,0.2,0.3,2.9,51,0.0,-0.2091503267973857,0.4013694388071697,0.032,0.0,0.024,0.136,0.512,0.328,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Emotional Support,80,0.7375,0.7375,0.3749999999999999,0.2389778395493825,0.4714045207910316,0.14999999999999997,0.08213920593261716,0.3790430622009569,0.721566985645933,0.701916252661462,0.6269545088682494,0.7020368740741146,1.0,nan,nan,0.9047619047619048,0,nan,nan,nan,nan,nan,nan,42,0.0,0.103174603174603,0.2389778395493825,0.0,0.0,0.0,0.05,0.375,0.575,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Error Correction,75,0.7733333333333333,0.7733333333333333,0.27999999999999997,0.2660796970791287,0.46666666666666673,0.039999999999999966,-0.04325694402058923,0.41258337481333995,0.7735218184834909,0.6811224489795918,0.6651311706045236,0.727724687022703,0.9866666666666667,nan,0.0,0.86,1,0.0,2.0,2.0,1.0,1.0,4.0,50,0.0,-0.03333333333333343,0.2660796970791287,0.013333333333333334,0.0,0.0,0.05333333333333334,0.30666666666666664,0.64,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Idea Provision,89,0.6404494382022472,0.6404494382022472,0.4082397003745318,0.3706095977668905,0.5985834297297797,0.03370786516853932,-0.003744687926903205,0.3606060606060606,0.6365338781069119,0.5594059405940595,0.5658283108886093,0.6309057537550545,0.9775280898876404,nan,0.3333333333333333,0.7358490566037735,3,0.3333333333333333,1.4444444444444446,1.222222222222222,0.6666666666666666,0.6666666666666666,3.3333333333333335,53,0.0,-0.15094339622641523,0.3706095977668905,0.02247191011235955,0.0,0.011235955056179775,0.02247191011235955,0.449438202247191,0.5168539325842697,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Personalized Content Creation,45,0.7333333333333333,0.7333333333333333,0.3851851851851851,0.2900122077376754,0.5488484015657097,0.044444444444444495,-0.024225711822509707,0.30678733031674205,0.7163398692810458,0.5741324921135647,0.4370314477677089,0.49817982047491594,1.0,nan,nan,0.8125,0,nan,nan,nan,nan,nan,nan,16,0.0,-0.041666666666666796,0.2900122077376754,0.0,0.0,0.0,0.022222222222222223,0.5777777777777777,0.4,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Personalized Learning Support,55,0.8363636363636363,0.8363636363636363,0.2666666666666666,0.23308370474613072,0.37605071654517747,2.4223047810003414e-17,-0.04623171199451791,0.46877905073649756,0.8346079452462432,0.8220064724919094,0.7611747103198894,0.8434832051288637,1.0,nan,nan,0.92,0,nan,nan,nan,nan,nan,nan,25,0.0,0.013333333333333251,0.23308370474613072,0.0,0.0,0.0,0.10909090909090909,0.43636363636363634,0.45454545454545453,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Question Answering,38,0.5526315789473685,0.5526315789473685,0.5438596491228069,0.45928011965333376,0.816496580927726,0.05263157894736833,0.0007183143967075417,0.32733093237294913,0.6012089046144774,0.6509186351706037,0.4248878783927123,0.46024813578406826,0.9473684210526315,0.5,0.0,0.6428571428571429,4,0.25,1.25,1.25,0.25,0.25,2.75,28,0.0,-0.17857142857142874,0.45928011965333376,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.34210526315789475,0.5526315789473685,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Question Generation,74,0.6486486486486487,0.6486486486486487,0.39189189189189183,0.2926421444695275,0.5601908726620006,-0.05855855855855859,-0.053451484388059335,0.3843183023872679,0.6486658541830955,0.5647058823529412,0.5796228922345029,0.6399646130811464,0.972972972972973,nan,0.0,0.6428571428571429,2,0.0,1.3333333333333333,1.3333333333333333,0.5,0.5,3.5,42,0.0,-0.21428571428571447,0.2926421444695275,0.02702702702702703,0.0,0.0,0.0945945945945946,0.4594594594594595,0.44594594594594594,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Teaching Material Generation,83,0.7228915662650602,0.7228915662650602,0.3734939759036144,0.2954291339858948,0.49765178172098107,-0.020080321285140576,-0.01904993938154965,0.3922875816993464,0.7143397117883299,0.5221434898139947,0.4950719695501862,0.5462875164397534,0.9879518072289156,nan,nan,0.631578947368421,0,nan,nan,nan,nan,nan,nan,38,0.0,-0.13157894736842127,0.2954291339858948,0.012048192771084338,0.0,0.0,0.024096385542168676,0.6144578313253012,0.3614457831325301,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Emotional Support,174,0.7701149425287356,0.7701149425287356,0.3295019157088122,0.25063266470971235,0.4714045207910316,0.12643678160919536,0.08196452705339449,0.38406816760475293,0.762516353611812,0.630368523136603,0.6105234435963985,0.6743186349940633,0.9885057471264368,nan,0.0,0.8461538461538461,1,0.0,1.0,1.0,0.0,0.0,3.0,104,0.0,0.03525641025641009,0.25063266470971235,0.011494252873563218,0.0,0.0,0.028735632183908046,0.3735632183908046,0.5977011494252874,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Error Correction,341,0.7624633431085044,0.7624633431085044,0.30107526881720426,0.2591880425912777,0.43845755889790333,-0.009775171065493662,-0.033251447994571526,0.7846269841269841,0.769766210492017,0.8404002808206202,0.7311025040545533,0.8054271277776013,0.9970674486803519,1.0,0.7777777777777778,0.8216216216216217,20,0.8,0.25,0.14999999999999997,0.05,0.05,2.15,185,0.0,-0.046846846846846965,0.2591880425912777,0.002932551319648094,0.005865102639296188,0.04105571847507331,0.10263929618768329,0.36656891495601174,0.4838709677419355,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Idea Provision,420,0.6714285714285714,0.6714285714285714,0.38015873015873014,0.3168231072879973,0.5599036198240404,0.023015873015873003,-0.0070742234351143145,0.37473370927318295,0.6716702470461869,0.6167072885713332,0.6112371606603001,0.6805805192645702,0.9833333333333333,nan,0.1111111111111111,0.7458333333333333,9,0.1111111111111111,1.148148148148148,1.148148148148148,0.2222222222222222,0.2222222222222222,3.2222222222222223,240,0.0,-0.12361111111111121,0.3168231072879973,0.016666666666666666,0.0,0.007142857142857143,0.07380952380952381,0.4238095238095238,0.49523809523809526,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Personalized Content Creation,106,0.7924528301886793,0.7924528301886793,0.2798742138364779,0.2662434645418851,0.44509909856926216,0.10377358490566038,0.03399558112306414,0.42104072398190046,0.7825919918039784,0.7076990955217295,0.6725785242321407,0.7521222397323589,0.9905660377358491,nan,nan,0.8653846153846154,0,nan,nan,nan,nan,nan,nan,52,0.0,-0.019230769230769332,0.2662434645418851,0.009433962264150943,0.0,0.0,0.04716981132075472,0.46226415094339623,0.49056603773584906,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Personalized Learning Support,265,0.7358490566037735,0.7358490566037735,0.3748427672955974,0.28934208012226986,0.5220504646401795,0.08301886792452828,0.026839202305056015,0.3911230960306532,0.7195395238759456,0.6533737438187908,0.6096167771952282,0.689702888190941,0.9849056603773585,nan,0.0,0.7894736842105263,2,0.0,1.3333333333333333,1.3333333333333333,0.5,0.5,3.5,114,0.008771929824561403,-0.0555555555555557,0.28934208012226986,0.01509433962264151,0.0,0.0,0.06415094339622641,0.5471698113207547,0.3886792452830189,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Question Answering,248,0.3911290322580645,0.3911290322580645,0.7674731182795699,0.7068791298135636,1.036303397264911,0.1545698924731182,0.113244925615608,0.18381624953993375,0.4530120426051029,0.6940869763006641,0.5696410615455567,0.6409700427715818,0.8870967741935484,0.018518518518518517,0.0,0.5157232704402516,59,0.01694915254237288,1.5367231638418077,1.5367231638418077,0.2033898305084746,0.4067796610169492,2.6271186440677967,159,0.012578616352201259,-0.3522012578616353,0.7068791298135636,0.11290322580645161,0.004032258064516129,0.13306451612903225,0.08064516129032258,0.4274193548387097,0.3548387096774194,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Question Generation,295,0.6915254237288135,0.6915254237288135,0.3491525423728813,0.2925495058803235,0.492887262066433,0.03050847457627115,-0.019625751850968733,0.4401637131141908,0.6921054943871692,0.7394286788197707,0.6357578699797134,0.7022066656739383,0.9966101694915255,nan,0.16666666666666666,0.7873563218390804,12,0.16666666666666666,0.7222222222222222,0.6666666666666665,0.0,0.0,2.8333333333333335,174,0.0,-0.06704980842911891,0.2925495058803235,0.003389830508474576,0.0,0.006779661016949152,0.12542372881355932,0.3152542372881356,0.5525423728813559,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Teaching Material Generation,369,0.7940379403794038,0.7940379403794038,0.32700993676603424,0.25709592725310976,0.45250149517055394,-0.027100271002710022,-0.04028035696282942,0.3228678942660621,0.7834219749001722,0.601564351742119,0.5587535881158808,0.6220577965656823,0.994579945799458,nan,nan,0.7398843930635838,0,nan,nan,nan,nan,nan,nan,173,0.0,-0.07129094412331423,0.25709592725310976,0.005420054200542005,0.0,0.0,0.005420054200542005,0.5934959349593496,0.4010840108401084,nan
O3_ordinal,ordinal,ordinal,completed,dev,Automatic Grading,125,0.632,0.632,0.46399999999999997,0.44042192006817393,0.6733003292241385,0.16533333333333333,0.1065454460574159,0.4229200049815268,0.6161422724064926,0.6823700237970395,0.5908620904150063,0.6707141700994889,0.968,0.25,0.0,0.7647058823529411,10,0.1,1.1999999999999997,1.1999999999999997,0.3,0.3,2.9,51,0.0,-0.11111111111111122,0.44042192006817393,0.032,0.008,0.016,0.096,0.472,0.408,0.52
O3_ordinal,ordinal,ordinal,completed,dev,Emotional Support,80,0.775,0.775,0.3499999999999999,0.2720886606149178,0.4714045207910316,0.175,0.13911978368696507,0.432277628032345,0.765182783018868,0.7119341563786008,0.6424136784552256,0.7097236041358735,0.9875,nan,nan,0.9285714285714286,0,nan,nan,nan,nan,nan,nan,42,0.0,0.1269841269841268,0.2720886606149178,0.0125,0.0,0.0,0.0625,0.325,0.6125,0.3625
O3_ordinal,ordinal,ordinal,completed,dev,Error Correction,75,0.7066666666666667,0.7066666666666667,0.3244444444444444,0.3060246703786672,0.5206833117271104,0.0933333333333333,0.06297807695421698,0.30704916645510705,0.6962037742235762,0.5351925630810093,0.5834682026494089,0.6439105687483895,0.9733333333333334,nan,0.0,0.86,1,0.0,2.0,2.0,1.0,1.0,4.0,50,0.0,-0.03333333333333343,0.3060246703786672,0.02666666666666667,0.0,0.0,0.04,0.28,0.68,0.48
O3_ordinal,ordinal,ordinal,completed,dev,Idea Provision,89,0.651685393258427,0.651685393258427,0.4569288389513108,0.37550852898541454,0.720659983269255,0.08988764044943819,0.09293201561425969,0.40079510703363913,0.6446895509054049,0.483558994197292,0.4059744650740897,0.4521762108063341,0.9438202247191011,nan,0.3333333333333333,0.7924528301886793,3,0.3333333333333333,1.4444444444444446,1.222222222222222,0.3333333333333333,0.3333333333333333,3.3333333333333335,53,0.0,-0.09433962264150954,0.37550852898541454,0.056179775280898875,0.0,0.02247191011235955,0.056179775280898875,0.29213483146067415,0.6292134831460674,0.449438202247191
O3_ordinal,ordinal,ordinal,completed,dev,Personalized Content Creation,45,0.7777777777777778,0.7777777777777778,0.3259259259259258,0.3025280914183153,0.4444444444444444,0.0444444444444445,0.021328087549449728,0.32053872053872057,0.7509165731387953,0.6179966044142615,0.5799735741683998,0.647820072547142,1.0,nan,nan,0.8125,0,nan,nan,nan,nan,nan,nan,16,0.0,-0.041666666666666796,0.3025280914183153,0.0,0.0,0.0,0.0,0.6222222222222222,0.37777777777777777,0.28888888888888886
O3_ordinal,ordinal,ordinal,completed,dev,Personalized Learning Support,55,0.8,0.8,0.2909090909090908,0.2501446721745499,0.42163702135578385,0.10909090909090913,0.08165504734232941,0.3841618698761556,0.7721675150246579,0.7535641547861507,0.7137184918220594,0.802450562593793,1.0,nan,nan,0.96,0,nan,nan,nan,nan,nan,nan,25,0.0,0.053333333333333253,0.2501446721745499,0.0,0.0,0.0,0.03636363636363636,0.4727272727272727,0.4909090909090909,0.38181818181818183
O3_ordinal,ordinal,ordinal,completed,dev,Question Answering,38,0.6578947368421053,0.6578947368421053,0.48245614035087714,0.45214751147942844,0.8002192681965253,0.2894736842105262,0.24062836216762654,0.3586206896551724,0.6370235934664246,0.6846957590657652,0.2971499313935686,0.32670461433307657,0.9210526315789473,1.0,0.0,0.8214285714285714,4,0.5,1.0,1.0,0.25,0.25,2.5,28,0.0,-1.5860328923216522e-16,0.45214751147942844,0.07894736842105263,0.05263157894736842,0.0,0.02631578947368421,0.13157894736842105,0.7894736842105263,0.47368421052631576
O3_ordinal,ordinal,ordinal,completed,dev,Question Generation,74,0.7297297297297297,0.7297297297297297,0.36036036036036034,0.32709916402729483,0.5561558318576811,0.14414414414414414,0.11041698752674858,0.3907365792759051,0.714252454701893,0.605659683939728,0.5689079411860769,0.6353853168601307,0.9594594594594594,nan,0.0,0.8809523809523809,2,0.0,1.3333333333333333,1.3333333333333333,0.5,0.5,3.5,42,0.0,0.023809523809523683,0.32709916402729483,0.04054054054054054,0.0,0.0,0.08108108108108109,0.28378378378378377,0.6351351351351351,0.5945945945945946
O3_ordinal,ordinal,ordinal,completed,dev,Teaching Material Generation,83,0.6746987951807228,0.6746987951807228,0.39759036144578314,0.35950401287699935,0.5212999917439436,0.028112449799196772,0.010050189380465485,0.27936507936507937,0.6480780263912793,0.4154929577464789,0.44489798014046594,0.4960897288728415,0.9879518072289156,nan,nan,0.631578947368421,0,nan,nan,nan,nan,nan,nan,38,0.0,-0.13157894736842127,0.35950401287699935,0.012048192771084338,0.0,0.0,0.0,0.6144578313253012,0.3855421686746988,0.24096385542168675
O3_ordinal,ordinal,ordinal,completed,test,Emotional Support,174,0.8045977011494253,0.8045977011494253,0.31417624521072796,0.28013131688795817,0.4506274892853484,0.10344827586206892,0.09793815216203931,0.520777236724616,0.7998222722844945,0.7195583850431139,0.662828542111763,0.7322458627487982,0.9885057471264368,nan,1.0,0.9038461538461539,1,1.0,0.0,0.0,0.0,0.0,2.0,104,0.0,0.09294871794871779,0.28013131688795817,0.011494252873563218,0.0,0.011494252873563218,0.04597701149425287,0.3275862068965517,0.6149425287356322,0.4482758620689655
O3_ordinal,ordinal,ordinal,completed,test,Error Correction,341,0.7067448680351907,0.7067448680351907,0.3333333333333333,0.2840531078721997,0.49401764907928614,0.08699902248289343,0.0616952158558167,0.6422492403067488,0.7020649286442665,0.793873148440836,0.6797180233460892,0.7542831759323368,0.9912023460410557,0.5,0.7222222222222222,0.8594594594594595,20,0.7,0.2666666666666666,0.19999999999999996,0.0,0.0,2.2,185,0.0,-0.009009009009009125,0.2840531078721997,0.008797653958944282,0.002932551319648094,0.0469208211143695,0.08797653958944282,0.2932551319648094,0.5689149560117303,0.41935483870967744
O3_ordinal,ordinal,ordinal,completed,test,Idea Provision,420,0.7261904761904762,0.7261904761904762,0.37857142857142856,0.344473670204602,0.5835033765765117,0.11825396825396824,0.10479722262304948,0.45853808353808356,0.7197992403349547,0.6331597392813861,0.5564668870828399,0.6210837131879802,0.9642857142857143,nan,0.2222222222222222,0.8458333333333333,9,0.2222222222222222,0.9259259259259258,0.9259259259259258,0.2222222222222222,0.2222222222222222,3.0,240,0.008333333333333333,-0.03194444444444456,0.344473670204602,0.03571428571428571,0.0,0.004761904761904762,0.08333333333333333,0.31666666666666665,0.5952380952380952,0.430952380952381
O3_ordinal,ordinal,ordinal,completed,test,Personalized Content Creation,106,0.7547169811320755,0.7547169811320755,0.31761006289308175,0.29753865064993984,0.49842519293869453,0.19811320754716977,0.15709459884649574,0.31753200927512854,0.7104299543281714,0.6281151705782724,0.6293300395720445,0.7092855139875858,0.9905660377358491,nan,nan,0.9038461538461539,0,nan,nan,nan,nan,nan,nan,52,0.0,0.019230769230769128,0.29753865064993984,0.009433962264150943,0.0,0.0,0.0,0.46226415094339623,0.5377358490566038,0.46226415094339623
O3_ordinal,ordinal,ordinal,completed,test,Personalized Learning Support,265,0.7358490566037735,0.7358490566037735,0.3559748427672955,0.30410469171750165,0.48585872453795004,0.06415094339622641,0.07207424586063871,0.41245752435452,0.7301185443972713,0.7194547168443187,0.6599022252986333,0.7454319353144678,0.9962264150943396,nan,0.0,0.8245614035087719,2,0.0,0.8333333333333333,0.8333333333333333,0.0,0.0,3.0,114,0.0,-0.011695906432748683,0.30410469171750165,0.0037735849056603774,0.0,0.0,0.11320754716981132,0.4679245283018868,0.4188679245283019,0.2943396226415094
O3_ordinal,ordinal,ordinal,completed,test,Question Answering,248,0.6774193548387096,0.6774193548387096,0.6599462365591396,0.6456227161281901,1.1564452392559923,0.48521505376344076,0.4278355515292865,0.33267080745341615,0.6837396708013819,0.6877681028308644,0.5855317597716665,0.6643318182023822,0.8346774193548387,0.2777777777777778,0.0,0.9119496855345912,59,0.2542372881355932,1.6553672316384178,1.6553672316384178,0.3728813559322034,0.5084745762711864,2.7457627118644066,159,0.025157232704402517,0.02515723270440239,0.6456227161281901,0.16532258064516128,0.06048387096774194,0.06451612903225806,0.05241935483870968,0.13306451612903225,0.6895161290322581,0.782258064516129
