objective_id,objective_type,objective_label,status,split,metric_canonical,n,Accuracy,Exact Match,MAE_label,MAE_expected,RMSE_label,Signed Bias label,Signed Bias expected,Macro-F1,Weighted-F1,Quadratic Weighted Kappa,Kendall tau,Spearman rho,Within-1 Accuracy,Acc@1,Acc@2,Acc@5,low_n,low_exact_match,low_MAE,low_signed_bias,low_to_high_rate,low_severe_overestimation_rate,mean_pred_low,high_n,high_to_mid_or_low_rate,high_signed_bias,MAE_score,severe_error_rate,pred_label_1_rate,pred_label_2_rate,pred_label_3_rate,pred_label_4_rate,pred_label_5_rate,monotonic_violation_rate
O1_classification,classification,classification,reused_exp03_a4,dev,Role & Tone Consistency,26,0.8846153846153846,0.8846153846153846,0.2692307692307691,0.25305692507681815,0.3396831102433786,-0.012820512820512827,0.01878318715587153,0.36112852664576806,0.867856281649385,0.7936507936507937,0.7214792577695044,0.8024248705877525,1.0,nan,nan,0.8333333333333334,0,nan,nan,nan,nan,nan,nan,12,0.0,0.05555555555555536,0.25305692507681815,0.0,0.0,0.0,0.0,0.6153846153846154,0.38461538461538464,nan
O1_classification,classification,classification,reused_exp03_a4,dev,Scenario Element Integration,63,0.7142857142857143,0.7142857142857143,0.4232804232804232,0.3713870612152907,0.6875050104034195,0.10582010582010579,0.0760606170993506,0.3916417500085919,0.6970096191665426,0.49244712990936557,0.54090384541501,0.6120249826008866,0.9523809523809523,nan,0.0,0.8076923076923077,2,0.0,2.5,2.5,1.0,1.0,4.5,26,0.0,-0.038461538461538596,0.3713870612152907,0.047619047619047616,0.0,0.015873015873015872,0.031746031746031744,0.5238095238095238,0.42857142857142855,nan
O1_classification,classification,classification,reused_exp03_a4,test,Basic Factual Accuracy,255,0.8745098039215686,0.8745098039215686,0.23660130718954245,0.22667568669169147,0.5415221023779495,0.1790849673202614,0.13790452835984543,0.3086167932820201,0.8532046430153406,0.25842961565668465,0.2498610137147173,0.2613382530173913,0.9764705882352941,0.0,nan,0.968609865470852,2,0.0,4.0,4.0,1.0,1.0,5.0,223,0.0,0.07324364723467854,0.22667568669169147,0.023529411764705882,0.0,0.00392156862745098,0.00392156862745098,0.050980392156862744,0.9411764705882353,nan
O1_classification,classification,classification,reused_exp03_a4,test,"Clarity, Simplicity & Inspiration",198,0.6767676767676768,0.6767676767676768,0.3821548821548821,0.3227805101350655,0.5312881662529751,0.005050505050505078,-0.025199188912827596,0.4546482049668266,0.6686304870751413,0.5025482736343406,0.45777348366421794,0.5124907252038243,0.98989898989899,nan,0.5,0.6493506493506493,2,0.5,0.5,0.5,0.0,0.0,2.5,77,0.0,-0.17316017316017332,0.3227805101350655,0.010101010101010102,0.0,0.005050505050505051,0.030303030303030304,0.5858585858585859,0.3787878787878788,nan
O1_classification,classification,classification,reused_exp03_a4,test,Content Relevance & Scope Control,272,0.8235294117647058,0.8235294117647058,0.30392156862745096,0.28428706803126524,0.5630217260925973,0.14950980392156854,0.081874795219634,0.3342261904761905,0.8125382965686275,0.29054207303243373,0.3577798701536885,0.3810611522641555,0.9705882352941176,nan,0.0,0.9095022624434389,4,0.0,2.9166666666666665,2.9166666666666665,1.0,1.0,5.0,221,0.0,0.0392156862745097,0.28428706803126524,0.029411764705882353,0.0,0.0,0.003676470588235294,0.16176470588235295,0.8345588235294118,nan
O1_classification,classification,classification,reused_exp03_a4,test,Domain Knowledge Accuracy,157,0.7834394904458599,0.7834394904458599,0.316348195329087,0.2766565079565518,0.44435597137808674,0.07855626326963906,0.0328097864751667,0.423445359772545,0.7792125536725314,0.63236504018733,0.5871198929273037,0.6474369074004083,0.9936305732484076,nan,nan,0.8470588235294118,0,nan,nan,nan,nan,nan,nan,85,0.0,0.023529411764705726,0.2766565079565518,0.006369426751592357,0.0,0.0,0.01910828025477707,0.4140127388535032,0.5668789808917197,nan
O1_classification,classification,classification,reused_exp03_a4,test,Error Identification & Correction Precision,39,0.8974358974358975,0.8974358974358975,0.16239316239316237,0.16458946645481412,0.2773500981126145,0.11111111111111113,0.04725465250795001,0.5446153846153846,0.8911242603550296,0.9281767955801105,0.752285490093397,0.805271558368429,1.0,nan,1.0,1.0,3,1.0,0.0,0.0,0.0,0.0,2.0,24,0.0,0.08333333333333326,0.16458946645481412,0.0,0.0,0.07692307692307693,0.0,0.20512820512820512,0.717948717948718,nan
O1_classification,classification,classification,reused_exp03_a4,test,Higher-Order Thinking & Skill Development,205,0.6536585365853659,0.6536585365853659,0.47154471544715443,0.46588607924448655,0.6811436262392798,0.058536585365853676,0.02619660673401765,0.4834525605113841,0.6467697598113668,0.6036453738291443,0.5339799680666887,0.6049572454967416,0.9560975609756097,nan,0.2857142857142857,0.6739130434782609,14,0.2857142857142857,0.8809523809523808,0.8333333333333331,0.21428571428571427,0.21428571428571427,3.0,46,0.06521739130434782,-0.23188405797101466,0.46588607924448655,0.04390243902439024,0.0,0.01951219512195122,0.2682926829268293,0.5219512195121951,0.1902439024390244,nan
O1_classification,classification,classification,reused_exp03_a4,test,Instruction Following & Task Completion,376,0.7313829787234043,0.7313829787234043,0.3962765957446808,0.34974529590626097,0.5872462482028887,0.041666666666666644,-0.02952428915940215,0.4323000668440768,0.7321148354940706,0.4726307808946172,0.44581515110152,0.5006407923014601,0.9627659574468085,nan,1.0,0.8140495867768595,2,1.0,0.3333333333333335,-0.3333333333333335,0.0,0.0,2.0,242,0.049586776859504134,-0.06336088154269988,0.34974529590626097,0.03723404255319149,0.0,0.013297872340425532,0.03723404255319149,0.31117021276595747,0.6382978723404256,nan
O1_classification,classification,classification,reused_exp03_a4,test,"Motivation, Guidance & Positive Feedback",85,0.611764705882353,0.611764705882353,0.4705882352941176,0.42104973055311157,0.5918841080698323,0.06274509803921567,0.047311562947098235,0.39639705882352944,0.5991046712802768,0.7457627118644068,0.6733729261518507,0.7669581589533304,0.9882352941176471,0.0,0.0,0.782608695652174,7,0.0,0.9523809523809523,0.9523809523809523,0.14285714285714285,0.14285714285714285,2.857142857142857,23,0.0,-0.014492753623188586,0.42104973055311157,0.011764705882352941,0.0,0.03529411764705882,0.3176470588235294,0.38823529411764707,0.25882352941176473,nan
O1_classification,classification,classification,reused_exp03_a4,test,"Personalization, Adaptation & Learning Support",125,0.776,0.776,0.3573333333333333,0.32331959187181897,0.5545769158156112,0.15466666666666665,0.13499885136399362,0.42545052639466485,0.7610115769360459,0.7341274061469744,0.6735288253660956,0.7589491828194629,0.968,nan,0.0,0.95,2,0.0,0.8333333333333333,0.8333333333333333,0.0,0.0,3.0,60,0.016666666666666666,0.0833333333333332,0.32331959187181897,0.032,0.0,0.0,0.144,0.344,0.512,nan
O1_classification,classification,classification,reused_exp03_a4,test,Reasoning Process Rigor,178,0.5617977528089888,0.5617977528089888,0.945692883895131,0.8576035273127561,1.5858692485221597,0.6498127340823969,0.5702651326267845,0.556428446203991,0.5606446139505185,0.46676868410473216,0.45532153302655953,0.5207049476653338,0.7640449438202247,0.36538461538461536,0.75,0.7571428571428571,56,0.39285714285714285,2.017857142857143,1.9821428571428572,0.5714285714285714,0.5892857142857143,3.0535714285714284,70,0.05714285714285714,-0.1571428571428573,0.8576035273127561,0.23595505617977527,0.11235955056179775,0.016853932584269662,0.07303370786516854,0.30337078651685395,0.4943820224719101,nan
O1_classification,classification,classification,reused_exp03_a4,test,Role & Tone Consistency,95,0.8631578947368421,0.8631578947368421,0.2877192982456139,0.25680415799546324,0.38993176791040113,0.007017543859649182,0.028691327706205798,0.34679186228482,0.8638497652582159,0.7291072603641149,0.6429748810211834,0.7088039268084243,1.0,nan,nan,0.8823529411764706,0,nan,nan,nan,nan,nan,nan,34,0.0,0.068627450980392,0.25680415799546324,0.0,0.0,0.0,0.010526315789473684,0.6,0.3894736842105263,nan
O1_classification,classification,classification,reused_exp03_a4,test,Scenario Element Integration,233,0.7081545064377682,0.7081545064377682,0.40057224606580827,0.3600856118833087,0.614558706254721,0.0686695278969957,0.0433520600090544,0.4877410611904513,0.7022133449417023,0.6570463794048891,0.6271128427478048,0.7066957705849789,0.9656652360515021,nan,0.45454545454545453,0.7604166666666666,11,0.45454545454545453,0.9696969696969696,0.9696969696969696,0.36363636363636365,0.36363636363636365,3.0,96,0.010416666666666666,-0.06944444444444461,0.3600856118833087,0.034334763948497854,0.0,0.03862660944206009,0.09012875536480687,0.5064377682403434,0.3648068669527897,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Basic Factual Accuracy,83,0.6987951807228916,0.6987951807228916,0.3172690763052209,0.2973305269417514,0.563266434562917,-0.06024096385542173,-0.11723027746361427,0.30890000000000006,0.7351867469879518,0.5728987993138936,0.5586563058562,0.5848422097084967,0.9879518072289156,0.0,0.0,0.7536231884057971,3,0.0,1.5555555555555556,1.5555555555555556,0.3333333333333333,0.3333333333333333,3.3333333333333335,69,0.0,-0.14492753623188417,0.2973305269417514,0.012048192771084338,0.0,0.012048192771084338,0.03614457831325301,0.27710843373493976,0.6746987951807228,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,"Clarity, Simplicity & Inspiration",47,0.5957446808510638,0.5957446808510638,0.4326241134751774,0.26861856338825635,0.5522359450516529,0.035460992907801414,0.016322240761831294,0.3412796697626419,0.5853259556902268,0.37409200968522993,0.41415407562025347,0.460734298515507,0.9787234042553191,nan,0.0,0.55,1,0.0,1.6666666666666665,1.6666666666666665,1.0,1.0,4.0,20,0.0,-0.21666666666666687,0.26861856338825635,0.02127659574468085,0.0,0.0,0.02127659574468085,0.5957446808510638,0.3829787234042553,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Content Relevance & Scope Control,76,0.8289473684210527,0.8289473684210527,0.2982456140350876,0.27453615686349697,0.455633996955107,0.04385964912280698,-0.047445597355825896,0.32450216450216446,0.8179084073820915,0.5954757152361942,0.5062126299222848,0.550225250317501,0.9868421052631579,nan,nan,0.8703703703703703,0,nan,nan,nan,nan,nan,nan,54,0.0,0.006172839506172719,0.27453615686349697,0.013157894736842105,0.0,0.0,0.0,0.32894736842105265,0.6710526315789473,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Domain Knowledge Accuracy,33,0.6666666666666666,0.6666666666666666,0.44444444444444436,0.3424748700074476,0.6085806194501846,-0.12121212121212119,-0.014708663478042113,0.2666666666666667,0.6287878787878788,0.25961538461538447,0.32966157172051486,0.36714573726601313,0.9696969696969697,nan,nan,0.4666666666666667,0,nan,nan,nan,nan,nan,nan,15,0.0,-0.35555555555555574,0.3424748700074476,0.030303030303030304,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Error Identification & Correction Precision,34,0.7647058823529411,0.7647058823529411,0.3529411764705882,0.26883227217431166,0.5773502691896257,0.039215686274509776,0.0497794385049857,0.4133333333333333,0.7637254901960785,0.7812865497076024,0.7333940384391621,0.7963817773716525,0.9705882352941176,0.0,0.0,0.8181818181818182,2,0.0,1.6666666666666665,1.6666666666666665,0.0,0.5,3.0,22,0.0,-0.07575757575757586,0.26883227217431166,0.029411764705882353,0.0,0.0,0.14705882352941177,0.3235294117647059,0.5294117647058824,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Higher-Order Thinking & Skill Development,45,0.6222222222222222,0.6222222222222222,0.42962962962962953,0.3912875281439888,0.5258737584977436,-0.029629629629629634,-0.03238801602964048,0.49917481450662227,0.6188675465563337,0.673773987206823,0.6266912139520516,0.7119238972009404,1.0,nan,0.5,0.5,2,0.5,0.6666666666666667,0.33333333333333326,0.0,0.0,2.5,12,0.0,-0.27777777777777796,0.3912875281439888,0.0,0.0,0.022222222222222223,0.2222222222222222,0.6,0.15555555555555556,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Instruction Following & Task Completion,124,0.6693548387096774,0.6693548387096774,0.40053763440860213,0.3326478619729319,0.5560034037182116,0.09408602150537634,0.02674902382717337,0.3109983556495185,0.6548083990694643,0.6290733197556009,0.530861168627778,0.5867421584517105,0.9838709677419355,0.0,0.0,0.78125,4,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,2.75,64,0.0,-0.05729166666666681,0.3326478619729319,0.016129032258064516,0.0,0.008064516129032258,0.04838709677419355,0.41935483870967744,0.5241935483870968,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,"Motivation, Guidance & Positive Feedback",44,0.75,0.75,0.4242424242424241,0.3001693162051115,0.5903260526902472,0.196969696969697,0.15483257264801953,0.46268336314847935,0.732671979183607,0.6599999999999999,0.6612264120167989,0.7504017245009845,0.9545454545454546,nan,0.0,0.8571428571428571,2,0.0,1.8333333333333333,1.8333333333333333,1.0,1.0,4.0,14,0.0,0.07142857142857124,0.3001693162051115,0.045454545454545456,0.0,0.0,0.11363636363636363,0.5227272727272727,0.36363636363636365,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,"Personalization, Adaptation & Learning Support",41,0.7073170731707317,0.7073170731707317,0.41463414634146334,0.30270927514487167,0.5484642268462742,0.04065040650406506,0.02898420744795142,0.3860675722744688,0.6981165736422255,0.6377025036818851,0.5343439088085038,0.6125794210245109,1.0,nan,nan,0.6875,0,nan,nan,nan,nan,nan,nan,16,0.0,-0.14583333333333348,0.30270927514487167,0.0,0.0,0.0,0.07317073170731707,0.6097560975609756,0.3170731707317073,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Reasoning Process Rigor,48,0.5625,0.5625,0.5208333333333334,0.4649564052621524,0.7622457074451247,-0.03472222222222219,-0.07961767001284491,0.5630630630630631,0.568506006006006,0.6994818652849741,0.5657299215306913,0.6450553849001749,0.9791666666666666,0.3333333333333333,1.0,0.5714285714285714,4,0.5,1.0833333333333335,0.9166666666666666,0.25,0.25,2.25,21,0.0,-0.3650793650793651,0.4649564052621524,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.125,0.4791666666666667,0.3333333333333333,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Role & Tone Consistency,26,0.8461538461538461,0.8461538461538461,0.30769230769230754,0.2290026010611118,0.392232270276368,0.025641025641025637,0.01578426055419139,0.3453416149068323,0.829909221213569,0.7277486910994764,0.6336567781911029,0.7047492395124262,1.0,nan,nan,0.8333333333333334,0,nan,nan,nan,nan,nan,nan,12,0.0,0.05555555555555536,0.2290026010611118,0.0,0.0,0.0,0.0,0.5769230769230769,0.4230769230769231,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,dev,Scenario Element Integration,63,0.7301587301587301,0.7301587301587301,0.38624338624338617,0.3233582847332828,0.583427807920289,0.08994708994708991,0.03732192200958413,0.4030289398710451,0.7147307966021416,0.6435424354243542,0.6505122242372351,0.7419766295933407,0.9682539682539683,nan,0.0,0.8846153846153846,2,0.0,2.0,2.0,1.0,1.0,4.0,26,0.0,0.038461538461538325,0.3233582847332828,0.031746031746031744,0.0,0.0,0.09523809523809523,0.4603174603174603,0.4444444444444444,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Basic Factual Accuracy,255,0.8117647058823529,0.8117647058823529,0.28888888888888886,0.2583756209978091,0.5415221023779495,0.02222222222222217,-0.04885854658737687,0.3217153036986766,0.8319120142118606,0.3832527127729114,0.2765349203660992,0.2899169937171015,0.9882352941176471,0.0,nan,0.8475336322869955,2,0.0,3.5,3.5,1.0,1.0,4.5,223,0.0,-0.04783258594917796,0.2583756209978091,0.011764705882352941,0.0,0.0,0.00392156862745098,0.2196078431372549,0.7764705882352941,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,"Clarity, Simplicity & Inspiration",198,0.702020202020202,0.702020202020202,0.3518518518518518,0.3045416809493042,0.4849010914221598,0.0050505050505050796,0.007298797067969764,0.4650313566722236,0.6950267940980015,0.5655743506263713,0.5450064056454416,0.6047507878019814,0.9949494949494949,nan,0.5,0.7012987012987013,2,0.5,0.5,0.5,0.0,0.0,2.5,77,0.0,-0.12121212121212138,0.3045416809493042,0.005050505050505051,0.0,0.005050505050505051,0.03535353535353535,0.5757575757575758,0.3838383838383838,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Content Relevance & Scope Control,272,0.7573529411764706,0.7573529411764706,0.34313725490196073,0.2935349812694625,0.5430788529512779,0.00980392156862739,-0.0608187802866394,0.2711491442542787,0.7688228102977132,0.38873351977626847,0.37939594550709266,0.4048355583702297,0.9705882352941176,nan,0.0,0.7918552036199095,4,0.0,1.9166666666666665,1.9166666666666665,1.0,1.0,4.0,221,0.0,-0.07843137254901972,0.2935349812694625,0.029411764705882353,0.0,0.0,0.0,0.3088235294117647,0.6911764705882353,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Domain Knowledge Accuracy,157,0.7197452229299363,0.7197452229299363,0.35031847133757954,0.25333853587982763,0.4810639305828859,0.014861995753715494,-0.03750300204931045,0.3373910040576707,0.7107945918986258,0.5127121442250545,0.5193844444295397,0.5755920199010867,0.9936305732484076,nan,nan,0.7294117647058823,0,nan,nan,nan,nan,nan,nan,85,0.0,-0.0941176470588237,0.25333853587982763,0.006369426751592357,0.0,0.0,0.006369426751592357,0.5031847133757962,0.49044585987261147,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Error Identification & Correction Precision,39,0.9230769230769231,0.9230769230769231,0.1538461538461538,0.16085836418673521,0.26148818018424536,0.08547008547008549,0.02653978013584758,0.5596638655462185,0.9198448610213316,0.946058091286307,0.7750824240398672,0.8289944928974748,1.0,nan,1.0,1.0,3,1.0,0.0,0.0,0.0,0.0,2.0,24,0.0,0.08333333333333326,0.16085836418673521,0.0,0.0,0.07692307692307693,0.0,0.23076923076923078,0.6923076923076923,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Higher-Order Thinking & Skill Development,205,0.6146341463414634,0.6146341463414634,0.47154471544715443,0.40689400890009186,0.6341671874830933,0.06829268292682929,0.06459803581237794,0.4165688453919533,0.5977903658421926,0.6280085345669904,0.5560865876243866,0.6379671831168104,0.9804878048780488,nan,0.14285714285714285,0.5869565217391305,14,0.14285714285714285,0.8095238095238094,0.7619047619047618,0.07142857142857142,0.07142857142857142,2.9285714285714284,46,0.0,-0.2536231884057973,0.40689400890009186,0.01951219512195122,0.0,0.014634146341463415,0.23902439024390243,0.5853658536585366,0.16097560975609757,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Instruction Following & Task Completion,376,0.6648936170212766,0.6648936170212766,0.3785460992907801,0.30618216562355666,0.5026525385075511,-0.06471631205673761,-0.09245579346274657,0.5136986301369862,0.6757505100553775,0.5196301103179755,0.49811796885258175,0.5485506415888624,1.0,nan,1.0,0.6694214876033058,2,1.0,0.3333333333333335,-0.3333333333333335,0.0,0.0,2.0,242,0.0,-0.15426997245179078,0.30618216562355666,0.0,0.0,0.005319148936170213,0.026595744680851064,0.4627659574468085,0.5053191489361702,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,"Motivation, Guidance & Positive Feedback",85,0.6941176470588235,0.6941176470588235,0.396078431372549,0.3276703058504591,0.5100301157326382,0.027450980392156845,0.006458788292080729,0.7342013549605889,0.6944970053684948,0.8058902275769746,0.7123417143276587,0.7992507490310229,0.9882352941176471,1.0,0.4,0.6956521739130435,7,0.5714285714285714,0.47619047619047616,0.3809523809523809,0.14285714285714285,0.14285714285714285,2.2857142857142856,23,0.0,-0.10144927536231903,0.3276703058504591,0.011764705882352941,0.023529411764705882,0.023529411764705882,0.2823529411764706,0.43529411764705883,0.23529411764705882,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,"Personalization, Adaptation & Learning Support",125,0.728,0.728,0.3653333333333333,0.3131916656494141,0.53748384988657,0.11466666666666664,0.060186846415201785,0.40021453472780905,0.713727004558863,0.6838421269337098,0.6441120537178805,0.7214295493251617,0.976,nan,0.0,0.8,2,0.0,0.8333333333333333,0.8333333333333333,0.0,0.0,3.0,60,0.0,-0.050000000000000135,0.3131916656494141,0.024,0.0,0.0,0.096,0.48,0.424,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Reasoning Process Rigor,178,0.47191011235955055,0.47191011235955055,0.7153558052434458,0.6406222778313169,1.0018709090257387,0.37453183520599254,0.32956440350536104,0.31891852903462176,0.460819417887377,0.7509017706135034,0.7333873031961036,0.8262739199788848,0.8820224719101124,0.019230769230769232,0.75,0.7142857142857143,56,0.07142857142857142,1.3571428571428572,1.3571428571428572,0.10714285714285714,0.32142857142857145,2.4285714285714284,70,0.02857142857142857,-0.17142857142857157,0.6406222778313169,0.11797752808988764,0.0056179775280898875,0.20224719101123595,0.12921348314606743,0.33707865168539325,0.3258426966292135,nan
O2_regression_smoothl1,regression,regression_smoothl1,completed,test,Role & Tone Consistency,95,0.8210526315789474,0.8210526315789474,0.3157894736842104,0.23465085029602048,0.4244018839076088,0.007017543859649187,0.031263205043056616,0.32571428571428573,0.8174436090225564,0.6303501945525292,0.5482153918346522,0.606293926560701,1.0,nan,nan,0.7941176470588235,0,nan,nan,nan,nan,nan,nan,34,0.0,-0.019607843137255068,0.23465085029602048,0.0,0.0,0.0,0.0,0.6210526315789474,0.37894736842105264,nan
