sample_id_hash,conflict_reasons,expected_conflict
a3cc323327db1079b0cc258d22ab6dbd9ab8602de2e271cbe8ee51a84ffeab21,evidence_sufficiency_differs|explicit_evidence_compatibility_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|point_score_differs|score_range_differs,1
c55237fabff82f112a628dfd10849507e4a36f53a2889c4d640e909b77d46d14,score_range_differs,1
946ebf3395bea92ad27201165cf9f96d72e841fb41d554b014c74c7398ab8dd1,point_score_differs|score_range_differs,1
c6206c91811b071de91cd63ded7f8efb260569603382d2a182c792fa6b2fa0e0,score_range_differs,1
afea3d4527ac6baa752cb6b641b75c75e7c3eeca2c35a4e4b15140b519cc7bc6,score_range_differs,1
2185beb7d9cc2b0768f52094dd4328534bdbf1b086d497c64b9d878de7daeed0,evidence_sufficiency_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|reviewer_requested_adjudication,1
fa149d340b023cf929d944ed4f4670b62feaad411c8df4ae211d397fce522af4,point_score_differs|score_range_differs,1
343d4cb36d3654e26003918ea6d4b2d153888b8f74349bade265dfee15770529,point_score_differs,1
9ee78bfa444fe39ee35ac634376593190f3b905fc9e2d7055cd226852b863d71,evidence_sufficiency_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|score_range_differs,1
3e9e342aac53580efbf04c612eff8d12c7491db9b2cf8937ac859486d9e57dbe,explicit_evidence_compatibility_differs|failure_class_set_differs,1
fce48113fcf068f0e56916bb41b906a6c7907aa89cf597ed06d88192cd609b09,score_range_differs,1
1da3ce7ebef1cf00d0073eed00137a5afa84f7cd12820b55b1e95b123b987054,evidence_sufficiency_differs|explicit_evidence_compatibility_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|point_score_differs|score_range_differs,1
58d0c72251fd92355cbcb006fcfa87b66bee08d1da785fb7a6bb68bd8c0e4531,score_range_differs,1
f5949c34748b9bc682b3c885e8573d35e0ec58cd68fc4bae2b4d167082dfdd02,point_score_differs,1
da0e0ca302ae0cd58855ab29184609b1e01be17b1a387644e278a8e2a0d6713b,point_score_differs,1
f0884803d427eb6b8494311a02edb308fca0bbb0f0d5f8c477b64260d918c6d3,score_range_differs,1
9068b9edac0892a0741d9d769a0f1d2f1f0061974405821eeaea968e66e4eeff,point_score_differs,1
43714ea47bfaa983e2ad3dfd7cdf7f45246f93484a14f5f0db2680425d74787d,evidence_sufficiency_differs|explicit_evidence_compatibility_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|point_score_differs|score_range_differs,1
5e64bde75eb9b257048ece11b493884e8a52f3929b09ff4f2898c5a016b8921e,score_range_differs,1
88f45e496016fd98a445067c2e8c3b351cd634788ae34f8dc06f4e49a05b5aca,evidence_sufficiency_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|point_score_differs,1
1760791fd6b9d53b1225ddf4758e3c8b86763c3fe5f86bb375871ade6bdbf926,score_range_differs,1
63922c22481a018edea0a43a8a0f425b085d2e3fee5f66bc0cf8a20d13e7002c,point_score_differs,1
c3455e4f19e9580ad7131a928457d6061c0dc9a1645cba7a8e0623a7b82ce0e7,point_score_differs,1
7d15cc6ebc7280d944cd7f6ead85303fb5e8532e02a986da6023ce8da6d170a3,point_score_differs,1
3a5f1d366ef3c8b68c2591e17bafdb5e2c5c418bcf3f53b20260478328b563f0,evidence_sufficiency_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|point_score_differs,1
4f5102bc7b5cedb2ac38bcec65988bc4c3ff9400460a6884ed57c7acb158a24b,evidence_sufficiency_differs|explicit_evidence_compatibility_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|point_score_differs|score_range_differs,1
c6d62133563ef3598600d99bc9b6e88c1e2574a9918d59e45e1bb7e7921f9f6c,evidence_sufficiency_differs|explicit_evidence_compatibility_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|point_score_differs|score_range_differs,1
ef0b60d4332dd3dee72e526809bd99016015977893e0a002b42ff1dc1c6c8a09,score_range_differs,1
ca97574185cec2db6aaedc36158a2bff56275d813346d8c484913e84e3afada3,score_range_differs,1
528adb61f85443589e6b34aa3766bf4c7bd65f2e40d4c49feb1da130201a73bc,score_range_differs,1
9e229bc097eca39646d51506d4e8f9a35ff3ac2e19c87197cbff929f1133d680,failure_bucket_differs,1
50c47f942e345bb8dafbeee612645da7b41e22f25a5b62ac7e28557255bc8c02,explicit_evidence_compatibility_differs,1
d46836d212200589805a10f08e2b94feb2927875dbfe6e4df4126e993ad5c499,score_range_differs,1
69554e657fb5f5427401973e18afcda50b1040b65df98412a22501b592e16987,point_score_differs,1
a84091ca1485c5950624991b1728870ab5ca601939c4a1e393a39b26f061a441,evidence_sufficiency_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|reviewer_requested_adjudication,1
e9807f31c566999ab5e4f588aee4eaeed29653235123c9fcff00678d448ac9b3,point_score_differs,1
0a79e8b88edbc7618100c1dd30674463de0667e7ffd902d482163fad7b8b6ba8,score_range_differs,1
6d4a0b1d5b235c4802d4f2b41f8ddcc07f27cb1f409f902a5adf4f6e24f1aad0,score_range_differs,1
142c5ef2b938640ccb7461c2b5734d7f5aaed8f06bf998a7e93459de3d75b6fe,score_range_differs,1
4891fd18f8a252002c63d80896b4aa28b0b7ef87903a494c6a496ffd711985ce,point_score_differs,1
d049e09d0217961b927028be491f3a4428a8f5ab17b2de5b003887edfffe9a1f,score_range_differs,1
dd05d7d22fbd8a2abdc8e3fd46946cb5722e739633870e8ff92a11bac95ad6ce,point_score_differs,1
8f666f37f82c4a0e954f9ce3295776d30f0f13679d74e238fa03a9ea54cc3628,point_score_differs,1
cb47226c6d3e1c368060032a472c05206df557f5925cf96e115ac788a7ae2411,score_range_differs,1
392b89dda335fd9bdbfa0240573678dd844e04aa625d022e2cfe3b115b024a81,evidence_sufficiency_differs|explicit_evidence_compatibility_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|point_score_differs|score_range_differs,1
b7bb87d58ab5d31dc8579715d02cd581a64b0418f3765c45d1cec4b51e5e1e23,score_range_differs,1
369f74312dc2c1e2e1eb5e41f25870798e8f82c72dc0b2679f7ff5ab8638e014,point_score_differs|score_range_differs,1
5ffd9a17123f47ea5fb195f3338d28b7345ac48c0efc13dd467aefe0e8e5e5c6,score_range_differs,1
18703ba1097a3dfe3d8e76de0a2ea66037f58792dc0fc1c4329ecbbef4228fb2,point_score_differs,1
30e90c8ed9adc0f29accc12d854031625ac25f6c7d2ecec602ecd31c76605a5f,point_score_differs,1
0e8794e2c7332192b39734fba08bc0b2db9fe1c1851684f1db7cc849d242d2ff,score_range_differs,1
1bf62205843c718e1b9a30c923dff54bc22e5c48c5ea4a9f5ff8c4120d2d1007,point_score_differs,1
5b497680293de3e34aa87edf2a95344fe7b346f4d15eb83dd70137519280c862,score_range_differs,1
b1c0e2abc7c9a3fc20d40b04796c3d163e642dddbaf574bf916b3affb97ac3ed,score_range_differs,1
abbe246900d89c3f99f11fc9e04a904aa1603996a8ebe30b60bf11d98e90a0ce,evidence_sufficiency_differs|explicit_evidence_compatibility_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|point_score_differs|score_range_differs,1
817808206ffedce5398049d79b80b5ae9a8555a82737201f1b449c9dd77ad96a,evidence_sufficiency_differs|explicit_evidence_compatibility_differs|failure_bucket_differs|failure_class_set_differs|major_failure_presence_differs|point_score_differs|score_range_differs,1
ef95c0b9db6317a5885ef4df73e633fe592149ab89af28c3e13f13c1a4c3b645,point_score_differs,1
187828cd2ac806263d291e8e0fc879b04612ec4b2e3b983c50c52db21a7a55d1,point_score_differs|score_range_differs,1
a47d458d9dcca2dbe5cc884f4a7c4f1db2a9ad5f6a2b656a0638b06a57a109f8,score_range_differs,1
5c3401791375f5ef342f4f8a43d1cf92c24a37925dc74eb6f0c086f7e14153cb,score_range_differs,1
6ef58c755450557ceb8c912d4d093cc913b39fcad7c9d8e2e81242a7d04820f0,score_range_differs,1
98b92fa2a3ff67d978be61b7daad870847c0e2230bd2bbff45cbbc569d7040fe,score_range_differs,1
7c3e150794dc55a1f851bad4ca0b75343e1e4eb9db965d91fd88913d56a52695,point_score_differs,1
996071ba0e726868aa6f29b49c0cc8e9764988ff0c69396ff8d140f620100d89,point_score_differs,1
c2cc59b90a6bac58c21d703e01dbe1f3d6e11e2f1dc4f2c6e6460ef86c872f9a,score_range_differs,1
