variant,seed,fold,contrastive_anchors,contrastive_far_margin_violation,contrastive_mean_far_similarity,contrastive_mean_near_similarity,contrastive_mean_positive_similarity,contrastive_near_margin_violation,contrastive_triplet_accuracy,epoch,global_step,learning_rate,point_batches,train_contrastive,train_distribution,train_loss,train_ordinal
C0_E4_baseline,42,3,0,0.0,0.0,0.0,0.0,0.0,0.0,9,153,5.385184312424973e-07,522,0.0,0.3934081595598888,0.39445773886527397,0.0020991577178547686
C0_E4_baseline,42,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10,170,0.0,522,0.0,0.37806983535415295,0.37852246212412627,0.0009052535404318677
C0_E4_baseline,42,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1,17,1.9848077530122083e-05,541,0.0,1.6181285717901592,1.682427308971472,0.12859746651007845
C0_E4_baseline,42,4,0,0.0,0.0,0.0,0.0,0.0,0.0,2,34,1.8755582313020912e-05,541,0.0,0.9437710080922421,0.970542630129072,0.05354324268033408
C0_E4_baseline,42,4,0,0.0,0.0,0.0,0.0,0.0,0.0,3,51,1.6720078605555227e-05,541,0.0,0.7996978353220081,0.8188945662485033,0.03839346390779607
C0_E4_baseline,42,4,0,0.0,0.0,0.0,0.0,0.0,0.0,4,68,1.396079766039157e-05,541,0.0,0.7089548373178282,0.723392813970884,0.0288759533422091
C0_E4_baseline,42,4,0,0.0,0.0,0.0,0.0,0.0,0.0,5,85,1.077492420671931e-05,541,0.0,0.6104966418235778,0.620265058150546,0.0195368324974427
C0_E4_baseline,42,4,0,0.0,0.0,0.0,0.0,0.0,0.0,6,102,7.505588559420188e-06,541,0.0,0.5199858282801184,0.5259370395497122,0.01190242331285979
C0_E4_baseline,42,4,0,0.0,0.0,0.0,0.0,0.0,0.0,7,119,4.504910219291941e-06,541,0.0,0.46258923182584166,0.4663762676610496,0.007574070596992746
C0_E4_baseline,42,4,0,0.0,0.0,0.0,0.0,0.0,0.0,8,136,2.0960733048124082e-06,541,0.0,0.41953297286568114,0.42144650496007074,0.0038270627520687445
C0_E4_baseline,42,4,0,0.0,0.0,0.0,0.0,0.0,0.0,9,153,5.385184312424973e-07,541,0.0,0.3915279856289078,0.3923724967704022,0.001689021746656828
C0_E4_baseline,42,4,0,0.0,0.0,0.0,0.0,0.0,0.0,10,170,0.0,541,0.0,0.37822085097707575,0.37866754285937826,0.0008933837968177112
C1_balanced_plain_contrastive,42,0,180,0.5055555555555555,0.7769744006295999,0.7671857080525822,0.7737434941861364,0.5277777777777778,0.3055555555555556,1,17,1.9848077530122083e-05,528,0.526590054233869,1.631857143997243,1.7479265390923528,0.12682078905036728
C1_balanced_plain_contrastive,42,0,180,0.4,0.9329854634073046,0.9445130970742968,0.9479470716582404,0.5,0.35555555555555557,2,34,1.8755582313020912e-05,528,0.37042300109610415,0.9418759827756069,1.0058541198007085,0.05387167441155973
C1_balanced_plain_contrastive,42,0,180,0.16666666666666666,0.7279778992964162,0.8789013644059499,0.8949204282628165,0.4166666666666667,0.5277777777777778,3,51,1.6720078605555227e-05,528,0.31549016073007474,0.8125144372355532,0.8643831582739949,0.040639406276485796
C1_balanced_plain_contrastive,42,0,180,0.07777777777777778,0.6016799914443658,0.826050362487634,0.8698195457458496,0.3333333333333333,0.6166666666666667,4,68,1.396079766039157e-05,528,0.26185204860733147,0.7077639034074364,0.7482080404844248,0.02851786504139785
C1_balanced_plain_contrastive,42,0,180,0.016666666666666666,0.4146618534707361,0.7644683789875772,0.867976196275817,0.2388888888888889,0.7555555555555555,5,85,1.077492420671931e-05,528,0.1796829128597341,0.6012454407649453,0.6287504818015308,0.019073499281479268
C1_balanced_plain_contrastive,42,0,180,0.011111111111111112,0.2122089541827639,0.6458114341729218,0.8158073690202501,0.15,0.8388888888888889,6,102,7.505588559420188e-06,528,0.1498740789538715,0.5477025230083559,0.5699368435289767,0.014493825407608903
C1_balanced_plain_contrastive,42,0,180,0.005555555555555556,0.15658501437347797,0.630461086332798,0.84245242940055,0.10555555555555556,0.8888888888888888,7,119,4.504910219291941e-06,528,0.0977765459317721,0.4825111426056758,0.496897194416361,0.009216794492596653
C1_balanced_plain_contrastive,42,0,180,0.005555555555555556,0.02887074009825786,0.5071752093318436,0.8206045927272902,0.03888888888888889,0.9611111111111111,8,136,2.0960733048124082e-06,528,0.05846320306497518,0.42551614808193833,0.43350151724051544,0.0042780962094287715
C1_balanced_plain_contrastive,42,0,180,0.0,-0.03728780068146686,0.44957520158754455,0.8068140849471093,0.027777777777777776,0.9722222222222222,9,153,5.385184312424973e-07,528,0.043224942226901694,0.3949737901478357,0.40030313013774116,0.0020136930403447714
C1_balanced_plain_contrastive,42,0,180,0.0,-0.09099244281339149,0.3935889126525985,0.8174377868572871,0.005555555555555556,0.9944444444444445,10,170,0.0,528,0.022692335581186027,0.38007340553325997,0.38279429334039433,0.0009033071692711002
C1_balanced_plain_contrastive,42,1,189,0.5238095238095238,0.8023282186221824,0.7834835514505073,0.7768112605526334,0.5185185185185185,0.328042328042328,1,17,1.9848077530122083e-05,540,0.5640885655996735,1.5934483506613308,1.713104968711182,0.12649552605580539
C1_balanced_plain_contrastive,42,1,189,0.3439153439153439,0.926273817738528,0.9431074668490698,0.9453957894491771,0.5026455026455027,0.42857142857142855,2,34,1.8755582313020912e-05,540,0.37272537703867314,0.8955792249904738,0.9573093401061163,0.048915155335432954
C1_balanced_plain_contrastive,42,1,189,0.13756613756613756,0.7078038092958864,0.8410836373056684,0.8690004232068541,0.36507936507936506,0.5925925925925926,3,51,1.6720078605555227e-05,540,0.30352158804113666,0.7389907876926439,0.7853904917560242,0.032095089106372106
C1_balanced_plain_contrastive,42,1,189,0.05291005291005291,0.536883329016664,0.7888917574491451,0.8519192303299273,0.2804232804232804,0.6878306878306878,4,68,1.396079766039157e-05,540,0.22632467635320844,0.6447280016900213,0.6787589062419203,0.022796871870296956
C1_balanced_plain_contrastive,42,1,189,0.015873015873015872,0.2882530726098194,0.7005483341358957,0.8298547051886402,0.20634920634920634,0.783068783068783,5,85,1.077492420671931e-05,540,0.18531133896992993,0.5762442164467992,0.6034901184702499,0.017429535944271872
C1_balanced_plain_contrastive,42,1,189,0.021164021164021163,0.19888670422215626,0.666459898942362,0.8328601065136138,0.10582010582010581,0.8835978835978836,6,102,7.505588559420188e-06,540,0.12221087490389537,0.5030974378395412,0.5208056149969774,0.010974181023683976
C1_balanced_plain_contrastive,42,1,189,0.005291005291005291,0.048610893221049715,0.5538156379073386,0.8056121236748166,0.09523809523809523,0.9047619047619048,7,119,4.504910219291941e-06,540,0.0861233306585173,0.44959889741062564,0.46150308318815575,0.006583706077823014
C1_balanced_plain_contrastive,42,1,189,0.0,-0.03332842696241285,0.5263842842960483,0.8088725991350002,0.07407407407407407,0.9259259259259259,8,136,2.0960733048124082e-06,540,0.06371154168451472,0.4135687708492494,0.4217468595817789,0.0036138682719371006
C1_balanced_plain_contrastive,42,1,189,0.0,-0.1386872441828172,0.46498703412593356,0.8023681069808032,0.026455026455026454,0.9735449735449735,9,153,5.385184312424973e-07,540,0.04418720324229745,0.3862973738030565,0.39158488334053093,0.001737577753076399
C1_balanced_plain_contrastive,42,1,189,0.0,-0.16210280882845085,0.4737153464445361,0.8005839176278896,0.015873015873015872,0.9841269841269841,10,170,0.0,540,0.041322017716205056,0.3737947691378563,0.3783475757684317,0.0008412109506505456
C1_balanced_plain_contrastive,42,2,183,0.44808743169398907,0.7825493571536789,0.759579562668592,0.7881718514884104,0.44808743169398907,0.3551912568306011,1,17,1.9848077530122083e-05,524,0.5105070978801214,1.6174538291933882,1.7334749206104352,0.12994076894286963
C1_balanced_plain_contrastive,42,2,183,0.3989071038251366,0.9072184663652723,0.9221476603075455,0.9304879822366224,0.3879781420765027,0.46994535519125685,2,34,1.8755582313020912e-05,524,0.37126136605293697,0.9401410619891782,1.0040818211970894,0.05362924921036634
C1_balanced_plain_contrastive,42,2,183,0.16939890710382513,0.695788298616481,0.8317706661471904,0.8750028046753888,0.366120218579235,0.546448087431694,3,51,1.6720078605555227e-05,524,0.3068517035527425,0.7640704751469707,0.8124041647173976,0.03529703887794895
C1_balanced_plain_contrastive,42,2,183,0.04371584699453552,0.5681499778980115,0.8199947868865696,0.8791117247987966,0.28415300546448086,0.7103825136612022,4,68,1.396079766039157e-05,524,0.22678815274595332,0.665916317931682,0.7011521317292261,0.025113996420231585
C1_balanced_plain_contrastive,42,2,183,0.0273224043715847,0.37537729889765137,0.7426585196797314,0.8431813189240752,0.2568306010928962,0.7377049180327869,5,85,1.077492420671931e-05,524,0.18785433615033537,0.5879456934853251,0.6158577938073577,0.018253330180573877
C1_balanced_plain_contrastive,42,2,183,0.01092896174863388,0.29852804010275935,0.6749835134041114,0.825873496102505,0.1912568306010929,0.7978142076502732,6,102,7.505588559420188e-06,524,0.15204403161663094,0.5261034129208793,0.5475995816567643,0.012583531710271288
C1_balanced_plain_contrastive,42,2,183,0.0,0.19612030253384283,0.6355618800296158,0.8276406832731487,0.09289617486338798,0.907103825136612,7,119,4.504910219291941e-06,524,0.09492969461485658,0.46208066422712657,0.4752154561765634,0.0072836435371498335
C1_balanced_plain_contrastive,42,2,183,0.0,0.005084589561396609,0.5196128058262536,0.7881691586124441,0.060109289617486336,0.9398907103825137,8,136,2.0960733048124082e-06,524,0.0699042117645038,0.41477448931710353,0.42355436570800215,0.003578910853956107
C1_balanced_plain_contrastive,42,2,183,0.0,-0.03625047865420417,0.46935688956676286,0.7965665290264484,0.01092896174863388,0.9890710382513661,9,153,5.385184312424973e-07,524,0.03779686943466601,0.38723825734243766,0.3919509273317451,0.0018659653271246332
C1_balanced_plain_contrastive,42,2,183,0.0,-0.06606426984682436,0.43421609569442726,0.7856095014699821,0.01639344262295082,0.9836065573770492,10,170,0.0,524,0.03601190973814614,0.3720708715903594,0.3760729317450256,0.0008017376732444945
C1_balanced_plain_contrastive,42,3,168,0.4880952380952381,0.7459047560890516,0.7236802725210076,0.7317549024841615,0.47619047619047616,0.3333333333333333,1,17,1.9848077530122083e-05,522,0.5102281019170108,1.6035692934446408,1.7172668998154643,0.12534958420596104
C1_balanced_plain_contrastive,42,3,168,0.4166666666666667,0.9114269990296591,0.9165496815528188,0.9214802794158459,0.47619047619047616,0.3869047619047619,2,34,1.8755582313020912e-05,522,0.36987901060802725,0.9063832794683646,0.9681628031863106,0.04958324267803709
C1_balanced_plain_contrastive,42,3,168,0.10119047619047619,0.8091960105867613,0.9004229207833608,0.9271329730039551,0.375,0.5773809523809523,3,51,1.6720078605555227e-05,522,0.2731439967950185,0.8004511826282716,0.846855800427582,0.038180430210998345
C1_balanced_plain_contrastive,42,3,168,0.06547619047619048,0.5758705783990168,0.8128741126330126,0.8796653809646765,0.24404761904761904,0.7380952380952381,4,68,1.396079766039157e-05,522,0.22499185446712236,0.6771278617853634,0.7127315697627734,0.02620904430723838
C1_balanced_plain_contrastive,42,3,168,0.017857142857142856,0.41939130266906605,0.7201731073714438,0.8337906084599949,0.20238095238095238,0.7976190476190477,5,85,1.077492420671931e-05,522,0.1733614237161917,0.5874705521882265,0.6137664810222684,0.01791957259668857
C1_balanced_plain_contrastive,42,3,168,0.005952380952380952,0.2801843129342333,0.6697636066847259,0.8178043768164658,0.1488095238095238,0.8452380952380952,6,102,7.505588559420188e-06,522,0.14041918842255768,0.5300208709962752,0.5507200104380704,0.013314442473692976
C1_balanced_plain_contrastive,42,3,168,0.005952380952380952,0.19243669576410735,0.5796355777420104,0.8028219959565571,0.10119047619047619,0.8928571428571429,7,119,4.504910219291941e-06,522,0.09312970425565174,0.4641294282043916,0.47698036941674704,0.007075939046876643
C1_balanced_plain_contrastive,42,3,168,0.0,0.09524938866074774,0.5149552482845527,0.7874705798569179,0.05357142857142857,0.9464285714285714,8,136,2.0960733048124082e-06,522,0.06277277251228604,0.41956074302213203,0.4277313150036402,0.0037865888599273806
C1_balanced_plain_contrastive,42,3,168,0.0,0.03750516910527256,0.454359023210903,0.7834240968028704,0.041666666666666664,0.9583333333333334,9,153,5.385184312424973e-07,522,0.04697569722960475,0.39386570112783303,0.39963087843600803,0.0021352137844097966
C1_balanced_plain_contrastive,42,3,168,0.0,0.004157520952590164,0.4318610161897682,0.7834784583676428,0.02976190476190476,0.9702380952380952,10,170,0.0,522,0.03554818772227357,0.3779387514881247,0.3819395947962343,0.0008920489266338981
C1_balanced_plain_contrastive,42,4,192,0.4791666666666667,0.7951445519768944,0.7681902558542788,0.7764698090031743,0.4635416666666667,0.3854166666666667,1,17,1.9848077530122083e-05,541,0.5385431519291207,1.620553590839319,1.738817862574142,0.12881990631030057
C1_balanced_plain_contrastive,42,4,192,0.3854166666666667,0.9390441421419382,0.940294472190241,0.9487696380044023,0.4322916666666667,0.4479166666666667,2,34,1.8755582313020912e-05,541,0.38455549697779023,0.9321135405361543,0.9968398500529984,0.05254151767495049
C1_balanced_plain_contrastive,42,4,192,0.15625,0.8031559941979746,0.8945124285916487,0.9067751383408904,0.375,0.5677083333333334,3,51,1.6720078605555227e-05,541,0.3267889056981381,0.7931809710982547,0.8449702034540846,0.03822068577802735
C1_balanced_plain_contrastive,42,4,192,0.06770833333333333,0.5006321443943307,0.7644211302200953,0.8294690970020989,0.3333333333333333,0.6510416666666666,4,68,1.396079766039157e-05,541,0.26582818948310866,0.6790779183813253,0.7188116854225421,0.02630189550087689
C1_balanced_plain_contrastive,42,4,192,0.020833333333333332,0.4327594162508224,0.7544471509754658,0.8458889834582806,0.24479166666666666,0.7552083333333334,5,85,1.077492420671931e-05,541,0.19688682275430028,0.5966315451740888,0.6254718739973198,0.01830329404696917
C1_balanced_plain_contrastive,42,4,192,0.020833333333333332,0.19349454498539367,0.6146507967884342,0.8057806449942291,0.16145833333333334,0.8229166666666666,6,102,7.505588559420188e-06,541,0.13248727918415745,0.5262527760400569,0.5457779387160172,0.012552868932415214
C1_balanced_plain_contrastive,42,4,192,0.0,0.0970739244609528,0.5499927019312357,0.8026648964732885,0.052083333333333336,0.9479166666666666,7,119,4.504910219291941e-06,541,0.07178347302949772,0.4617663374508072,0.47243789704034517,0.006986424286613911
C1_balanced_plain_contrastive,42,4,192,0.005208333333333333,-0.039197430751907326,0.4843936206307262,0.7676188327992955,0.0625,0.9375,8,136,2.0960733048124082e-06,541,0.06832707169088716,0.4183025344674322,0.42703546644248713,0.0038004498597778006
C1_balanced_plain_contrastive,42,4,192,0.005208333333333333,-0.11899699800900028,0.4231703838643928,0.7731275573993722,0.041666666666666664,0.9583333333333334,9,153,5.385184312424973e-07,541,0.046780171374297165,0.39288566598252095,0.39846718632022193,0.001807005124387716
C1_balanced_plain_contrastive,42,4,192,0.0,-0.1577263365907129,0.41031532307776314,0.777782304212451,0.015625,0.984375,10,170,0.0,541,0.0322253882131615,0.3776979589169456,0.38133691488713534,0.0008328345358795845
C2_TACO,42,0,180,0.9444444444444444,0.7763580867813693,0.7664481206072702,0.7731382553776105,0.7388888888888889,0.3111111111111111,1,17,1.9848077530122083e-05,528,1.1968458445573396,1.6327654014369755,1.815886195071719,0.12687241674795974
C2_TACO,42,0,180,0.9777777777777777,0.8847167655825615,0.920624002483156,0.9249950408935547,0.9055555555555556,0.4166666666666667,2,34,1.8755582313020912e-05,528,1.0167525504631074,0.9593265414463751,1.0890037998218427,0.05600399773163989
C2_TACO,42,0,180,0.45,0.49668664664237033,0.7974596396916442,0.8546998762422138,0.6555555555555556,0.5777777777777777,3,51,1.6720078605555227e-05,528,0.6471295560530218,0.828637724036746,0.9142762816539316,0.04185119972592502
C2_TACO,42,0,180,0.23333333333333334,0.2549400219435079,0.6723276547259754,0.7983185034659174,0.5722222222222222,0.6777777777777778,4,68,1.396079766039157e-05,528,0.47914140443693515,0.7250134872949936,0.7883115639119889,0.030767874224252548
C2_TACO,42,0,180,0.08333333333333333,0.07486030326949225,0.6073654360448321,0.810243793990877,0.46111111111111114,0.7944444444444444,5,85,1.077492420671931e-05,528,0.31395635314804554,0.6242358180143955,0.6661178858061745,0.020972864880880508
C2_TACO,42,0,180,0.05,-0.07335815578699112,0.5826795206146522,0.8233526525191135,0.3111111111111111,0.7944444444444444,6,102,7.505588559420188e-06,528,0.29319606789385255,0.5537704252849587,0.5904741493251288,0.014768234220713512
C2_TACO,42,0,180,0.011111111111111112,-0.14293692370669708,0.508647153702461,0.8270187853111162,0.2222222222222222,0.8944444444444445,7,119,4.504910219291941e-06,528,0.1576134732747574,0.47825634861576627,0.4980477040605337,0.008060017050783326
C2_TACO,42,0,180,0.011111111111111112,-0.22061914140875968,0.41190927558992474,0.8293952229950163,0.1,0.9555555555555556,8,136,2.0960733048124082e-06,528,0.09881311668014502,0.4306512552147703,0.4426657566006973,0.00426637896182938
C2_TACO,42,0,180,0.0,-0.2581525272068878,0.3891165299134122,0.8210748149289026,0.11666666666666667,0.9777777777777777,9,153,5.385184312424973e-07,528,0.0847594701780591,0.4000822436046843,0.4096195589077207,0.0021227351420210734
C2_TACO,42,0,180,0.0,-0.28848729826923875,0.35419247720080116,0.8308184633652369,0.03333333333333333,0.9944444444444445,10,170,0.0,528,0.04385817408955049,0.3836653319652242,0.38856186974038737,0.0010214416476825054
C2_TACO,42,1,189,0.9629629629629629,0.8020231024455772,0.7831331593965096,0.7767047990882208,0.8095238095238095,0.328042328042328,1,17,1.9848077530122083e-05,540,1.2665975196925163,1.598000655847567,1.7881339748148566,0.12694714219499104
C2_TACO,42,1,189,0.9576719576719577,0.8725847326731556,0.9176911464128544,0.9234424788485128,0.9523809523809523,0.41798941798941797,2,34,1.8755582313020912e-05,540,1.0166728987875913,0.8829273256024829,1.0081767372786998,0.04716423872634078
C2_TACO,42,1,189,0.32275132275132273,0.344556300277531,0.7039531664479346,0.792465336187176,0.5978835978835979,0.6455026455026455,3,51,1.6720078605555227e-05,540,0.5481595677105361,0.7392831691782231,0.8097313000372163,0.03126434586237237
C2_TACO,42,1,189,0.1693121693121693,0.1574270821289805,0.6973322782290992,0.8016804218607605,0.5343915343915344,0.7195767195767195,4,68,1.396079766039157e-05,540,0.42352795386083286,0.6549885046426897,0.7093257208803185,0.02396884279409682
C2_TACO,42,1,189,0.06349206349206349,-0.049241974141704975,0.5883475229459465,0.8056587357685049,0.3492063492063492,0.8095238095238095,5,85,1.077492420671931e-05,540,0.28603755994098956,0.574520027630583,0.6114560894737089,0.01666461305800045
C2_TACO,42,1,189,0.047619047619047616,-0.22654202550886168,0.48430114513430644,0.8014061750952529,0.21693121693121692,0.8783068783068783,6,102,7.505588559420188e-06,540,0.2092174914840682,0.5345984494727519,0.5622395198136844,0.013438641663971658
C2_TACO,42,1,189,0.010582010582010581,-0.2354137108478912,0.4706718542282938,0.807089354389559,0.19047619047619047,0.9365079365079365,7,119,4.504910219291941e-06,540,0.1598091128014925,0.46955218603144644,0.48952995754985346,0.007993719841390514
C2_TACO,42,1,189,0.005291005291005291,-0.31265443186004643,0.3654071604586625,0.8103046838253264,0.1111111111111111,0.9576719576719577,8,136,2.0960733048124082e-06,540,0.07871500675688299,0.41862458412759695,0.42848301206249745,0.003973851407890497
C2_TACO,42,1,189,0.005291005291005291,-0.3727318489500297,0.34287795592000875,0.8095273314014314,0.07407407407407407,0.9682539682539683,9,153,5.385184312424973e-07,540,0.0783974703449025,0.3917739845984788,0.4006211715095021,0.0020148815479792068
C2_TACO,42,1,189,0.0,-0.3900323390871996,0.36289478255997576,0.8130947020712984,0.05291005291005291,0.9788359788359788,10,170,0.0,540,0.06139279040874465,0.3784146624272344,0.3851111052074918,0.001114328460344209
C2_TACO,42,2,183,0.9016393442622951,0.7820913070212296,0.7593878235647588,0.7874585045654265,0.7431693989071039,0.34972677595628415,1,17,1.9848077530122083e-05,524,1.1648665947114465,1.6184426793501576,1.799940862955938,0.1300230440017163
C2_TACO,42,2,183,0.9562841530054644,0.8715488975002466,0.9056882122175289,0.91964155044712,0.907103825136612,0.4644808743169399,2,34,1.8755582313020912e-05,524,0.9908462624058468,0.9346147506632878,1.0602461143702495,0.053093474257012246
C2_TACO,42,2,183,0.546448087431694,0.49774665969724213,0.7616930459447897,0.8367009582048882,0.6830601092896175,0.6010928961748634,3,51,1.6720078605555227e-05,524,0.664286247617654,0.771376293820848,0.8555175209460595,0.03542520488076488
C2_TACO,42,2,183,0.1366120218579235,0.17975210542968714,0.6737730411476777,0.8099314262632464,0.5081967213114754,0.7486338797814208,4,68,1.396079766039157e-05,524,0.38695098767982383,0.6842046323879302,0.7364853874119069,0.02717131572356314
C2_TACO,42,2,183,0.09289617486338798,-0.021123987800680876,0.566584569793907,0.7721003352618608,0.4098360655737705,0.7650273224043715,5,85,1.077492420671931e-05,524,0.3152971643845543,0.5953511999962666,0.6361333389290189,0.018504844683414425
