variant,scope,fold,row_label,column_label,cosine
C0_E4_baseline,aggregate,all,3,2,0.9536714315414428
C0_E4_baseline,aggregate,all,3,3,0.9999999642372132
C0_E4_baseline,aggregate,all,3,4,0.9701718926429749
C0_E4_baseline,aggregate,all,3,5,0.8906763195991516
C0_E4_baseline,aggregate,all,4,1,0.8182987928390503
C0_E4_baseline,aggregate,all,4,2,0.9260815382003784
C0_E4_baseline,aggregate,all,4,3,0.9701718926429749
C0_E4_baseline,aggregate,all,4,4,0.9999999880790711
C0_E4_baseline,aggregate,all,4,5,0.9581480503082276
C0_E4_baseline,aggregate,all,5,1,0.7991671085357666
C0_E4_baseline,aggregate,all,5,2,0.8711682081222534
C0_E4_baseline,aggregate,all,5,3,0.8906763195991516
C0_E4_baseline,aggregate,all,5,4,0.9581480503082276
C0_E4_baseline,aggregate,all,5,5,0.9999999880790711
C1_balanced_plain_contrastive,fold_0,0,1,1,1.0
C1_balanced_plain_contrastive,fold_0,0,1,2,0.35164952278137207
C1_balanced_plain_contrastive,fold_0,0,1,3,0.3908373713493347
C1_balanced_plain_contrastive,fold_0,0,1,4,0.3325692117214203
C1_balanced_plain_contrastive,fold_0,0,1,5,0.25689321756362915
C1_balanced_plain_contrastive,fold_0,0,2,1,0.35164952278137207
C1_balanced_plain_contrastive,fold_0,0,2,2,1.0
C1_balanced_plain_contrastive,fold_0,0,2,3,0.9430387616157532
C1_balanced_plain_contrastive,fold_0,0,2,4,0.9093687534332275
C1_balanced_plain_contrastive,fold_0,0,2,5,0.7811245918273926
C1_balanced_plain_contrastive,fold_0,0,3,1,0.3908373713493347
C1_balanced_plain_contrastive,fold_0,0,3,2,0.9430387616157532
C1_balanced_plain_contrastive,fold_0,0,3,3,1.0
C1_balanced_plain_contrastive,fold_0,0,3,4,0.9621739387512207
C1_balanced_plain_contrastive,fold_0,0,3,5,0.7860434055328369
C1_balanced_plain_contrastive,fold_0,0,4,1,0.3325692117214203
C1_balanced_plain_contrastive,fold_0,0,4,2,0.9093687534332275
C1_balanced_plain_contrastive,fold_0,0,4,3,0.9621739387512207
C1_balanced_plain_contrastive,fold_0,0,4,4,0.9999998807907104
C1_balanced_plain_contrastive,fold_0,0,4,5,0.9102321863174438
C1_balanced_plain_contrastive,fold_0,0,5,1,0.25689321756362915
C1_balanced_plain_contrastive,fold_0,0,5,2,0.7811245918273926
C1_balanced_plain_contrastive,fold_0,0,5,3,0.7860434055328369
C1_balanced_plain_contrastive,fold_0,0,5,4,0.9102321863174438
C1_balanced_plain_contrastive,fold_0,0,5,5,1.0
C1_balanced_plain_contrastive,fold_1,1,1,1,1.0
C1_balanced_plain_contrastive,fold_1,1,1,2,0.8252238631248474
C1_balanced_plain_contrastive,fold_1,1,1,3,0.7644852995872498
C1_balanced_plain_contrastive,fold_1,1,1,4,0.8593622446060181
C1_balanced_plain_contrastive,fold_1,1,1,5,0.9191933870315552
C1_balanced_plain_contrastive,fold_1,1,2,1,0.8252238631248474
C1_balanced_plain_contrastive,fold_1,1,2,2,0.9999998807907104
C1_balanced_plain_contrastive,fold_1,1,2,3,0.9232406616210938
C1_balanced_plain_contrastive,fold_1,1,2,4,0.9353549480438232
C1_balanced_plain_contrastive,fold_1,1,2,5,0.8781076669692993
C1_balanced_plain_contrastive,fold_1,1,3,1,0.7644852995872498
C1_balanced_plain_contrastive,fold_1,1,3,2,0.9232406616210938
C1_balanced_plain_contrastive,fold_1,1,3,3,1.0
C1_balanced_plain_contrastive,fold_1,1,3,4,0.9438915848731995
C1_balanced_plain_contrastive,fold_1,1,3,5,0.8091480731964111
C1_balanced_plain_contrastive,fold_1,1,4,1,0.8593622446060181
C1_balanced_plain_contrastive,fold_1,1,4,2,0.9353549480438232
C1_balanced_plain_contrastive,fold_1,1,4,3,0.9438915848731995
C1_balanced_plain_contrastive,fold_1,1,4,4,1.0
C1_balanced_plain_contrastive,fold_1,1,4,5,0.9376431703567505
C1_balanced_plain_contrastive,fold_1,1,5,1,0.9191933870315552
C1_balanced_plain_contrastive,fold_1,1,5,2,0.8781076669692993
C1_balanced_plain_contrastive,fold_1,1,5,3,0.8091480731964111
C1_balanced_plain_contrastive,fold_1,1,5,4,0.9376431703567505
C1_balanced_plain_contrastive,fold_1,1,5,5,0.9999999403953552
C1_balanced_plain_contrastive,fold_2,2,1,1,0.9999998807907104
C1_balanced_plain_contrastive,fold_2,2,1,2,0.845869243144989
C1_balanced_plain_contrastive,fold_2,2,1,3,0.7963147759437561
C1_balanced_plain_contrastive,fold_2,2,1,4,0.834520161151886
C1_balanced_plain_contrastive,fold_2,2,1,5,0.8611536026000977
C1_balanced_plain_contrastive,fold_2,2,2,1,0.845869243144989
C1_balanced_plain_contrastive,fold_2,2,2,2,1.0
C1_balanced_plain_contrastive,fold_2,2,2,3,0.9671297073364258
C1_balanced_plain_contrastive,fold_2,2,2,4,0.9457112550735474
C1_balanced_plain_contrastive,fold_2,2,2,5,0.8695082664489746
C1_balanced_plain_contrastive,fold_2,2,3,1,0.7963147759437561
C1_balanced_plain_contrastive,fold_2,2,3,2,0.9671297073364258
C1_balanced_plain_contrastive,fold_2,2,3,3,1.0
C1_balanced_plain_contrastive,fold_2,2,3,4,0.9441084265708923
C1_balanced_plain_contrastive,fold_2,2,3,5,0.8214492797851562
C1_balanced_plain_contrastive,fold_2,2,4,1,0.834520161151886
C1_balanced_plain_contrastive,fold_2,2,4,2,0.9457112550735474
C1_balanced_plain_contrastive,fold_2,2,4,3,0.9441084265708923
C1_balanced_plain_contrastive,fold_2,2,4,4,1.0
C1_balanced_plain_contrastive,fold_2,2,4,5,0.9451326727867126
C1_balanced_plain_contrastive,fold_2,2,5,1,0.8611536026000977
C1_balanced_plain_contrastive,fold_2,2,5,2,0.8695082664489746
C1_balanced_plain_contrastive,fold_2,2,5,3,0.8214492797851562
C1_balanced_plain_contrastive,fold_2,2,5,4,0.9451326727867126
C1_balanced_plain_contrastive,fold_2,2,5,5,1.0000001192092896
C1_balanced_plain_contrastive,fold_3,3,1,1,0.9999998807907104
C1_balanced_plain_contrastive,fold_3,3,1,2,0.8927508592605591
C1_balanced_plain_contrastive,fold_3,3,1,3,0.922177791595459
C1_balanced_plain_contrastive,fold_3,3,1,4,0.8594655394554138
C1_balanced_plain_contrastive,fold_3,3,1,5,0.7390823364257812
C1_balanced_plain_contrastive,fold_3,3,2,1,0.8927508592605591
C1_balanced_plain_contrastive,fold_3,3,2,2,1.000000238418579
C1_balanced_plain_contrastive,fold_3,3,2,3,0.9720139503479004
C1_balanced_plain_contrastive,fold_3,3,2,4,0.9516116380691528
C1_balanced_plain_contrastive,fold_3,3,2,5,0.8957477807998657
C1_balanced_plain_contrastive,fold_3,3,3,1,0.922177791595459
C1_balanced_plain_contrastive,fold_3,3,3,2,0.9720139503479004
C1_balanced_plain_contrastive,fold_3,3,3,3,0.9999998807907104
C1_balanced_plain_contrastive,fold_3,3,3,4,0.9759668111801147
C1_balanced_plain_contrastive,fold_3,3,3,5,0.8889960050582886
C1_balanced_plain_contrastive,fold_3,3,4,1,0.8594655394554138
C1_balanced_plain_contrastive,fold_3,3,4,2,0.9516116380691528
C1_balanced_plain_contrastive,fold_3,3,4,3,0.9759668111801147
C1_balanced_plain_contrastive,fold_3,3,4,4,0.9999999403953552
C1_balanced_plain_contrastive,fold_3,3,4,5,0.9530574083328247
C1_balanced_plain_contrastive,fold_3,3,5,1,0.7390823364257812
C1_balanced_plain_contrastive,fold_3,3,5,2,0.8957477807998657
C1_balanced_plain_contrastive,fold_3,3,5,3,0.8889960050582886
C1_balanced_plain_contrastive,fold_3,3,5,4,0.9530574083328247
C1_balanced_plain_contrastive,fold_3,3,5,5,1.0000001192092896
C1_balanced_plain_contrastive,fold_4,4,1,1,1.0
C1_balanced_plain_contrastive,fold_4,4,1,2,0.703015923500061
C1_balanced_plain_contrastive,fold_4,4,1,3,0.7588260173797607
C1_balanced_plain_contrastive,fold_4,4,1,4,0.7481977939605713
C1_balanced_plain_contrastive,fold_4,4,1,5,0.7313086986541748
C1_balanced_plain_contrastive,fold_4,4,2,1,0.703015923500061
C1_balanced_plain_contrastive,fold_4,4,2,2,1.0
C1_balanced_plain_contrastive,fold_4,4,2,3,0.9634477496147156
C1_balanced_plain_contrastive,fold_4,4,2,4,0.9159723520278931
C1_balanced_plain_contrastive,fold_4,4,2,5,0.7684653997421265
C1_balanced_plain_contrastive,fold_4,4,3,1,0.7588260173797607
C1_balanced_plain_contrastive,fold_4,4,3,2,0.9634477496147156
C1_balanced_plain_contrastive,fold_4,4,3,3,1.0
C1_balanced_plain_contrastive,fold_4,4,3,4,0.9398688077926636
C1_balanced_plain_contrastive,fold_4,4,3,5,0.7946444749832153
C1_balanced_plain_contrastive,fold_4,4,4,1,0.7481977939605713
C1_balanced_plain_contrastive,fold_4,4,4,2,0.9159723520278931
C1_balanced_plain_contrastive,fold_4,4,4,3,0.9398688077926636
C1_balanced_plain_contrastive,fold_4,4,4,4,1.0
C1_balanced_plain_contrastive,fold_4,4,4,5,0.935013473033905
C1_balanced_plain_contrastive,fold_4,4,5,1,0.7313086986541748
C1_balanced_plain_contrastive,fold_4,4,5,2,0.7684653997421265
C1_balanced_plain_contrastive,fold_4,4,5,3,0.7946444749832153
C1_balanced_plain_contrastive,fold_4,4,5,4,0.935013473033905
C1_balanced_plain_contrastive,fold_4,4,5,5,1.0000001192092896
C1_balanced_plain_contrastive,aggregate,all,1,1,0.9999999523162841
C1_balanced_plain_contrastive,aggregate,all,1,2,0.7237018823623658
C1_balanced_plain_contrastive,aggregate,all,1,3,0.7265282511711121
C1_balanced_plain_contrastive,aggregate,all,1,4,0.7268229901790619
C1_balanced_plain_contrastive,aggregate,all,1,5,0.7015262484550476
C1_balanced_plain_contrastive,aggregate,all,2,1,0.7237018823623658
C1_balanced_plain_contrastive,aggregate,all,2,2,1.0000000238418578
C1_balanced_plain_contrastive,aggregate,all,2,3,0.9537741661071777
C1_balanced_plain_contrastive,aggregate,all,2,4,0.9316037893295288
C1_balanced_plain_contrastive,aggregate,all,2,5,0.8385907411575317
C1_balanced_plain_contrastive,aggregate,all,3,1,0.7265282511711121
C1_balanced_plain_contrastive,aggregate,all,3,2,0.9537741661071777
C1_balanced_plain_contrastive,aggregate,all,3,3,0.9999999761581421
C1_balanced_plain_contrastive,aggregate,all,3,4,0.9532019138336182
C1_balanced_plain_contrastive,aggregate,all,3,5,0.8200562477111817
C1_balanced_plain_contrastive,aggregate,all,4,1,0.7268229901790619
C1_balanced_plain_contrastive,aggregate,all,4,2,0.9316037893295288
C1_balanced_plain_contrastive,aggregate,all,4,3,0.9532019138336182
C1_balanced_plain_contrastive,aggregate,all,4,4,0.9999999642372132
C1_balanced_plain_contrastive,aggregate,all,4,5,0.9362157821655274
C1_balanced_plain_contrastive,aggregate,all,5,1,0.7015262484550476
C1_balanced_plain_contrastive,aggregate,all,5,2,0.8385907411575317
C1_balanced_plain_contrastive,aggregate,all,5,3,0.8200562477111817
C1_balanced_plain_contrastive,aggregate,all,5,4,0.9362157821655274
C1_balanced_plain_contrastive,aggregate,all,5,5,1.0000000596046448
C2_TACO,fold_0,0,1,1,1.0
C2_TACO,fold_0,0,1,2,0.3086889386177063
C2_TACO,fold_0,0,1,3,0.4127267003059387
C2_TACO,fold_0,0,1,4,0.3205781579017639
C2_TACO,fold_0,0,1,5,0.17757941782474518
C2_TACO,fold_0,0,2,1,0.3086889386177063
C2_TACO,fold_0,0,2,2,1.0
C2_TACO,fold_0,0,2,3,0.9289717674255371
C2_TACO,fold_0,0,2,4,0.8794687986373901
C2_TACO,fold_0,0,2,5,0.7309422492980957
C2_TACO,fold_0,0,3,1,0.4127267003059387
C2_TACO,fold_0,0,3,2,0.9289717674255371
C2_TACO,fold_0,0,3,3,1.0
C2_TACO,fold_0,0,3,4,0.9485684633255005
C2_TACO,fold_0,0,3,5,0.7499409914016724
C2_TACO,fold_0,0,4,1,0.3205781579017639
C2_TACO,fold_0,0,4,2,0.8794687986373901
C2_TACO,fold_0,0,4,3,0.9485684633255005
C2_TACO,fold_0,0,4,4,1.0
C2_TACO,fold_0,0,4,5,0.9099295139312744
C2_TACO,fold_0,0,5,1,0.17757941782474518
C2_TACO,fold_0,0,5,2,0.7309422492980957
C2_TACO,fold_0,0,5,3,0.7499409914016724
C2_TACO,fold_0,0,5,4,0.9099295139312744
C2_TACO,fold_0,0,5,5,1.0
C2_TACO,fold_1,1,1,1,1.0000001192092896
C2_TACO,fold_1,1,1,2,0.8293612003326416
C2_TACO,fold_1,1,1,3,0.7764410972595215
C2_TACO,fold_1,1,1,4,0.8574093580245972
C2_TACO,fold_1,1,1,5,0.9017833471298218
C2_TACO,fold_1,1,2,1,0.8293612003326416
C2_TACO,fold_1,1,2,2,1.0
C2_TACO,fold_1,1,2,3,0.9061548113822937
C2_TACO,fold_1,1,2,4,0.9297218322753906
C2_TACO,fold_1,1,2,5,0.9029824733734131
C2_TACO,fold_1,1,3,1,0.7764410972595215
C2_TACO,fold_1,1,3,2,0.9061548113822937
C2_TACO,fold_1,1,3,3,0.9999998807907104
C2_TACO,fold_1,1,3,4,0.9605132937431335
C2_TACO,fold_1,1,3,5,0.8198193311691284
C2_TACO,fold_1,1,4,1,0.8574093580245972
C2_TACO,fold_1,1,4,2,0.9297218322753906
C2_TACO,fold_1,1,4,3,0.9605132937431335
C2_TACO,fold_1,1,4,4,1.0
C2_TACO,fold_1,1,4,5,0.9269212484359741
C2_TACO,fold_1,1,5,1,0.9017833471298218
C2_TACO,fold_1,1,5,2,0.9029824733734131
C2_TACO,fold_1,1,5,3,0.8198193311691284
C2_TACO,fold_1,1,5,4,0.9269212484359741
C2_TACO,fold_1,1,5,5,1.0
C2_TACO,fold_2,2,1,1,1.0
C2_TACO,fold_2,2,1,2,0.8525612354278564
C2_TACO,fold_2,2,1,3,0.8239818215370178
C2_TACO,fold_2,2,1,4,0.8393130302429199
C2_TACO,fold_2,2,1,5,0.8362634181976318
C2_TACO,fold_2,2,2,1,0.8525612354278564
C2_TACO,fold_2,2,2,2,0.9999999403953552
C2_TACO,fold_2,2,2,3,0.9736997485160828
C2_TACO,fold_2,2,2,4,0.9365363121032715
C2_TACO,fold_2,2,2,5,0.8084334135055542
C2_TACO,fold_2,2,3,1,0.8239818215370178
C2_TACO,fold_2,2,3,2,0.9736997485160828
C2_TACO,fold_2,2,3,3,1.0000001192092896
C2_TACO,fold_2,2,3,4,0.9342935085296631
C2_TACO,fold_2,2,3,5,0.7687402963638306
C2_TACO,fold_2,2,4,1,0.8393130302429199
C2_TACO,fold_2,2,4,2,0.9365363121032715
C2_TACO,fold_2,2,4,3,0.9342935085296631
C2_TACO,fold_2,2,4,4,1.0
C2_TACO,fold_2,2,4,5,0.9263142347335815
C2_TACO,fold_2,2,5,1,0.8362634181976318
C2_TACO,fold_2,2,5,2,0.8084334135055542
C2_TACO,fold_2,2,5,3,0.7687402963638306
C2_TACO,fold_2,2,5,4,0.9263142347335815
C2_TACO,fold_2,2,5,5,1.0000001192092896
C2_TACO,fold_3,3,1,1,1.0
C2_TACO,fold_3,3,1,2,0.8850039839744568
C2_TACO,fold_3,3,1,3,0.9206335544586182
C2_TACO,fold_3,3,1,4,0.8256585597991943
C2_TACO,fold_3,3,1,5,0.6237834692001343
C2_TACO,fold_3,3,2,1,0.8850039839744568
C2_TACO,fold_3,3,2,2,1.0000001192092896
C2_TACO,fold_3,3,2,3,0.970542311668396
C2_TACO,fold_3,3,2,4,0.9576223492622375
C2_TACO,fold_3,3,2,5,0.872575581073761
C2_TACO,fold_3,3,3,1,0.9206335544586182
C2_TACO,fold_3,3,3,2,0.970542311668396
C2_TACO,fold_3,3,3,3,1.0000001192092896
C2_TACO,fold_3,3,3,4,0.9649770259857178
C2_TACO,fold_3,3,3,5,0.8341682553291321
C2_TACO,fold_3,3,4,1,0.8256585597991943
C2_TACO,fold_3,3,4,2,0.9576223492622375
C2_TACO,fold_3,3,4,3,0.9649770259857178
C2_TACO,fold_3,3,4,4,0.9999998807907104
C2_TACO,fold_3,3,4,5,0.9326217174530029
C2_TACO,fold_3,3,5,1,0.6237834692001343
C2_TACO,fold_3,3,5,2,0.872575581073761
C2_TACO,fold_3,3,5,3,0.8341682553291321
C2_TACO,fold_3,3,5,4,0.9326217174530029
C2_TACO,fold_3,3,5,5,1.0000001192092896
C2_TACO,fold_4,4,1,1,1.0000001192092896
C2_TACO,fold_4,4,1,2,0.5054646730422974
C2_TACO,fold_4,4,1,3,0.5768980383872986
C2_TACO,fold_4,4,1,4,0.5962756872177124
C2_TACO,fold_4,4,1,5,0.5681310892105103
C2_TACO,fold_4,4,2,1,0.5054646730422974
C2_TACO,fold_4,4,2,2,1.0000001192092896
C2_TACO,fold_4,4,2,3,0.9532160758972168
C2_TACO,fold_4,4,2,4,0.8167608976364136
C2_TACO,fold_4,4,2,5,0.594433069229126
C2_TACO,fold_4,4,3,1,0.5768980383872986
C2_TACO,fold_4,4,3,2,0.9532160758972168
C2_TACO,fold_4,4,3,3,0.9999999403953552
C2_TACO,fold_4,4,3,4,0.9228309392929077
C2_TACO,fold_4,4,3,5,0.7506613731384277
C2_TACO,fold_4,4,4,1,0.5962756872177124
C2_TACO,fold_4,4,4,2,0.8167608976364136
C2_TACO,fold_4,4,4,3,0.9228309392929077
C2_TACO,fold_4,4,4,4,1.0
C2_TACO,fold_4,4,4,5,0.9322894215583801
C2_TACO,fold_4,4,5,1,0.5681310892105103
C2_TACO,fold_4,4,5,2,0.594433069229126
C2_TACO,fold_4,4,5,3,0.7506613731384277
C2_TACO,fold_4,4,5,4,0.9322894215583801
C2_TACO,fold_4,4,5,5,1.0
C2_TACO,aggregate,all,1,1,1.0000000476837159
C2_TACO,aggregate,all,1,2,0.6762160062789917
C2_TACO,aggregate,all,1,3,0.702136242389679
C2_TACO,aggregate,all,1,4,0.6878469586372375
C2_TACO,aggregate,all,1,5,0.6215081483125686
C2_TACO,aggregate,all,2,1,0.6762160062789917
C2_TACO,aggregate,all,2,2,1.000000035762787
C2_TACO,aggregate,all,2,3,0.9465169429779052
C2_TACO,aggregate,all,2,4,0.9040220379829407
C2_TACO,aggregate,all,2,5,0.78187335729599
C2_TACO,aggregate,all,3,1,0.702136242389679
C2_TACO,aggregate,all,3,2,0.9465169429779052
C2_TACO,aggregate,all,3,3,1.000000011920929
C2_TACO,aggregate,all,3,4,0.9462366461753845
C2_TACO,aggregate,all,3,5,0.7846660494804383
C2_TACO,aggregate,all,4,1,0.6878469586372375
C2_TACO,aggregate,all,4,2,0.9040220379829407
C2_TACO,aggregate,all,4,3,0.9462366461753845
C2_TACO,aggregate,all,4,4,0.9999999761581421
C2_TACO,aggregate,all,4,5,0.9256152272224426
C2_TACO,aggregate,all,5,1,0.6215081483125686
C2_TACO,aggregate,all,5,2,0.78187335729599
C2_TACO,aggregate,all,5,3,0.7846660494804383
C2_TACO,aggregate,all,5,4,0.9256152272224426
C2_TACO,aggregate,all,5,5,1.0000000476837159
C3_shuffled_margin_control,fold_0,0,1,1,1.0
C3_shuffled_margin_control,fold_0,0,1,2,0.11059927940368652
C3_shuffled_margin_control,fold_0,0,1,3,0.18952058255672455
C3_shuffled_margin_control,fold_0,0,1,4,0.13735345005989075
C3_shuffled_margin_control,fold_0,0,1,5,0.06586878001689911
C3_shuffled_margin_control,fold_0,0,2,1,0.11059927940368652
C3_shuffled_margin_control,fold_0,0,2,2,1.0000001192092896
C3_shuffled_margin_control,fold_0,0,2,3,0.918560802936554
C3_shuffled_margin_control,fold_0,0,2,4,0.8616513013839722
C3_shuffled_margin_control,fold_0,0,2,5,0.7166343927383423
C3_shuffled_margin_control,fold_0,0,3,1,0.18952058255672455
C3_shuffled_margin_control,fold_0,0,3,2,0.918560802936554
