status,rubric_unit_hash,original_criterion_count,kept_criterion_count,truncated_criterion_count,retained_criterion_ratio,original_exact_quote_token_coverage,postfit_student_visible_exact_quote_token_coverage,original_score_level_rule_count,kept_score_level_rule_count,score_level_rule_retention
OK,b41fbeef0bcb9b62,11,4,7,0.36363636363636365,0.8468468468468469,0.4144144144144144,5,2,0.4
OK,03296bc2220984c9,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,97882976d3113bbb,5,3,2,0.6,0.5660377358490566,0.39622641509433965,5,3,0.6
OK,fa853d8691114f1f,9,3,6,0.3333333333333333,0.7936507936507936,0.25396825396825395,5,1,0.2
OK,c180275a8519887c,10,6,4,0.6,0.5441176470588235,0.23529411764705882,5,2,0.4
OK,0cd546bd3182b427,10,6,4,0.6,0.5441176470588235,0.23529411764705882,5,2,0.4
OK,f55b6f82bc4dbd20,10,4,6,0.4,0.8852459016393442,0.38524590163934425,5,2,0.4
OK,1de3a73c1ba994db,10,3,7,0.3,0.8201058201058201,0.26455026455026454,5,1,0.2
OK,5528010c868a8c29,12,5,7,0.4166666666666667,0.7016129032258065,0.33064516129032256,5,2,0.4
OK,582a3149ff65d2ff,8,4,4,0.5,0.6615384615384615,0.23076923076923078,5,2,0.4
OK,6fecbd0e607bb0be,11,4,7,0.36363636363636365,0.8468468468468469,0.4144144144144144,5,2,0.4
OK,476d7b5fd4d2d1da,8,4,4,0.5,0.7571428571428571,0.37857142857142856,5,2,0.4
OK,9a036c26cd323c1b,12,5,7,0.4166666666666667,0.5563380281690141,0.20422535211267606,5,1,0.2
OK,3cad744355217f94,9,5,4,0.5555555555555556,0.5769230769230769,0.3153846153846154,5,2,0.4
OK,6805361721995aff,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,4c76c1c17a8c5409,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,f3d873c9cb57299f,11,5,6,0.45454545454545453,0.7757009345794392,0.29906542056074764,5,1,0.2
OK,7465833c77ade04f,12,3,9,0.25,0.8,0.32857142857142857,5,1,0.2
OK,9d8a3c07af849c3c,10,5,5,0.5,0.5307692307692308,0.3,5,2,0.4
OK,92e6b6295faec18e,12,5,7,0.4166666666666667,0.7076923076923077,0.2692307692307692,5,1,0.2
OK,b07ea366db4a91de,10,3,7,0.3,0.8201058201058201,0.26455026455026454,5,1,0.2
OK,b7db52261f7d9b3c,9,5,4,0.5555555555555556,0.5609756097560976,0.25203252032520324,5,2,0.4
OK,2ceb024c44a92f25,10,4,6,0.4,0.7552447552447552,0.3076923076923077,5,2,0.4
OK,ded442bf964d3e76,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,97779c988a2c2206,10,3,7,0.3,0.8201058201058201,0.26455026455026454,5,1,0.2
OK,5f973bb5f1cdd7c2,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,567ce4d9f06cf1f8,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,b9cee9e9c5cdebbb,7,4,3,0.5714285714285714,0.616822429906542,0.3177570093457944,5,2,0.4
OK,5a00ed5d6194d1f4,12,6,6,0.5,0.8333333333333334,0.42592592592592593,5,2,0.4
OK,176d5fad11c818c0,12,6,6,0.5,0.6783216783216783,0.25874125874125875,5,1,0.2
OK,ed755abbf7a1782c,8,4,4,0.5,0.7571428571428571,0.37857142857142856,5,2,0.4
OK,4ff54340918a1e7c,9,4,5,0.4444444444444444,0.6944444444444444,0.3888888888888889,5,2,0.4
OK,261cb5745923abb4,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,622a3f826076a5c6,10,3,7,0.3,0.8201058201058201,0.26455026455026454,5,1,0.2
OK,f797d41b83b97c02,10,5,5,0.5,0.5307692307692308,0.3,5,2,0.4
OK,4c23fd4f946818b3,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,0202c18b4d7ecf58,12,6,6,0.5,0.7076923076923077,0.35384615384615387,5,2,0.4
OK,5a938062bcf8c8e4,11,5,6,0.45454545454545453,0.7482517482517482,0.3006993006993007,5,2,0.4
OK,f922af0ae63dd419,11,4,7,0.36363636363636365,0.7445255474452555,0.27007299270072993,5,1,0.2
OK,e78f332c59df60ec,12,5,7,0.4166666666666667,0.7398373983739838,0.25203252032520324,5,1,0.2
OK,7da6eac8d14c1209,10,5,5,0.5,0.5307692307692308,0.3,5,2,0.4
OK,77f9cfa62046de64,12,5,7,0.4166666666666667,0.7076923076923077,0.2692307692307692,5,1,0.2
OK,03cccb688923029e,8,4,4,0.5,0.7571428571428571,0.37857142857142856,5,2,0.4
OK,80eda69207b0e983,12,6,6,0.5,0.5774647887323944,0.2323943661971831,5,1,0.2
OK,3ad4c40ce4b492dc,11,6,5,0.5454545454545454,0.5769230769230769,0.34615384615384615,5,2,0.4
OK,680b96e60c9ed8f4,10,6,4,0.6,0.5441176470588235,0.23529411764705882,5,2,0.4
OK,7a8e41ff23eb0b22,10,5,5,0.5,0.5307692307692308,0.3,5,2,0.4
OK,1403a485303e43c8,7,4,3,0.5714285714285714,0.5483870967741935,0.3225806451612903,5,2,0.4
OK,85551348f771971c,7,4,3,0.5714285714285714,0.532258064516129,0.27419354838709675,5,2,0.4
OK,8db698c24ae52ca2,9,5,4,0.5555555555555556,0.8504672897196262,0.4392523364485981,5,2,0.4
OK,a4dce7eeaf53d2a4,12,6,6,0.5,0.8333333333333334,0.42592592592592593,5,2,0.4
OK,bba3d4b1529584d7,12,6,6,0.5,0.7076923076923077,0.35384615384615387,5,2,0.4
OK,6ef79e2572a4a246,12,6,6,0.5,0.8333333333333334,0.42592592592592593,5,2,0.4
OK,ae077d579bba2238,8,4,4,0.5,0.8512396694214877,0.4214876033057851,5,2,0.4
OK,3bccece310814a10,11,3,8,0.2727272727272727,0.8785714285714286,0.2714285714285714,5,1,0.2
OK,7078494f37f4d195,12,5,7,0.4166666666666667,0.5806451612903226,0.2661290322580645,5,1,0.2
OK,edacfb8d1a329ce9,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,c1ce9c4a9a97259a,11,4,7,0.36363636363636365,0.8468468468468469,0.4144144144144144,5,2,0.4
OK,0a564b0f48695921,9,3,6,0.3333333333333333,0.6071428571428571,0.24285714285714285,5,1,0.2
OK,95b79e58204132fb,10,4,6,0.4,0.7222222222222222,0.3125,5,2,0.4
OK,f6b66385fc96c740,12,5,7,0.4166666666666667,0.7398373983739838,0.25203252032520324,5,1,0.2
OK,4bd61adb6d0cfa89,12,6,6,0.5,0.7076923076923077,0.35384615384615387,5,2,0.4
OK,793719dd82d39379,8,4,4,0.5,0.8512396694214877,0.4214876033057851,5,2,0.4
OK,e48a0d444146eaa1,10,5,5,0.5,0.5307692307692308,0.3,5,2,0.4
OK,4b0e1b00516907e7,11,6,5,0.5454545454545454,0.5769230769230769,0.34615384615384615,5,2,0.4
OK,8b3167bc10e31b5b,12,5,7,0.4166666666666667,0.5806451612903226,0.2661290322580645,5,1,0.2
OK,7299ca0d8bc75d08,12,6,6,0.5,0.8620689655172413,0.39655172413793105,5,2,0.4
OK,d20cddb81f749acc,9,5,4,0.5555555555555556,0.7586206896551724,0.3706896551724138,5,2,0.4
OK,5bc2f60ea02cadcf,7,4,3,0.5714285714285714,0.532258064516129,0.27419354838709675,5,2,0.4
OK,79f069d7191d2a01,10,5,5,0.5,0.7560975609756098,0.42276422764227645,5,2,0.4
OK,00a0a37c855d4a55,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,0f04c148b2195e3e,12,5,7,0.4166666666666667,0.7076923076923077,0.2692307692307692,5,2,0.4
OK,e332208fbfbf14b3,6,4,2,0.6666666666666666,0.4596774193548387,0.31451612903225806,5,2,0.4
OK,32b8789e1b51daff,5,2,3,0.4,0.7169811320754716,0.3867924528301887,5,2,0.4
OK,490a4ec754a56f05,11,5,6,0.45454545454545453,0.7482517482517482,0.3006993006993007,5,2,0.4
OK,09fee6a90fe62f03,11,5,6,0.45454545454545453,0.43661971830985913,0.14084507042253522,5,2,0.4
OK,afafbcf98ac3633d,7,4,3,0.5714285714285714,0.616822429906542,0.3177570093457944,5,2,0.4
OK,b0e666b8ab8f37ab,11,4,7,0.36363636363636365,0.8468468468468469,0.4144144144144144,5,2,0.4
OK,0a911ed64cf64fef,11,5,6,0.45454545454545453,0.7482517482517482,0.3006993006993007,5,2,0.4
OK,acfb7526f30f01ea,12,6,6,0.5,0.8454545454545455,0.38181818181818183,5,2,0.4
OK,fed07bc23278ca47,12,7,5,0.5833333333333334,0.4788732394366197,0.20422535211267606,5,1,0.2
OK,289b3eec1cf700eb,9,3,6,0.3333333333333333,0.7936507936507936,0.25396825396825395,5,1,0.2
OK,5f59fc7f58f5e36e,10,5,5,0.5,0.5307692307692308,0.3,5,2,0.4
OK,248356b85eb2525d,12,5,7,0.4166666666666667,0.7016129032258065,0.33064516129032256,5,2,0.4
OK,51baa33d18bc8e85,5,2,3,0.4,0.9351851851851852,0.42592592592592593,5,2,0.4
OK,75d6e7bac1b785fe,12,6,6,0.5,0.8545454545454545,0.38181818181818183,5,2,0.4
OK,9161b16172935b9b,10,4,6,0.4,0.847457627118644,0.4067796610169492,5,2,0.4
OK,808bbaf4447e05c2,11,4,7,0.36363636363636365,0.5846153846153846,0.18461538461538463,5,1,0.2
OK,3ef86e88e7db4147,10,4,6,0.4,0.7580645161290323,0.23387096774193547,5,1,0.2
OK,1dd93813cddb0842,12,5,7,0.4166666666666667,0.5563380281690141,0.20422535211267606,5,1,0.2
OK,a5432c17bfb9aad0,12,6,6,0.5,0.7076923076923077,0.35384615384615387,5,2,0.4
OK,05b34daa5ae02adc,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,e601a901e134fcf4,11,3,8,0.2727272727272727,0.85,0.3357142857142857,5,1,0.2
OK,bd28b68f6bc3cde6,12,5,7,0.4166666666666667,0.7016129032258065,0.33064516129032256,5,2,0.4
OK,500203ebe2db81a8,7,4,3,0.5714285714285714,0.5403225806451613,0.31451612903225806,5,2,0.4
OK,f9c048733880c0ee,11,4,7,0.36363636363636365,0.8468468468468469,0.4144144144144144,5,2,0.4
OK,c85e4dd559643be1,5,3,2,0.6,0.5660377358490566,0.39622641509433965,5,3,0.6
OK,dfed603c428d88c1,11,3,8,0.2727272727272727,0.85,0.24285714285714285,5,1,0.2
OK,b0be2ef09d1403b3,12,6,6,0.5,0.7076923076923077,0.35384615384615387,5,2,0.4
OK,d929eb42603d60fe,12,6,6,0.5,0.8333333333333334,0.42592592592592593,5,2,0.4
OK,5bf2d6377cf10377,12,5,7,0.4166666666666667,0.5070422535211268,0.15492957746478872,5,1,0.2
OK,f96e025037e84b83,11,4,7,0.36363636363636365,0.7482517482517482,0.26573426573426573,5,1,0.2
OK,69536e4c384ec5ac,12,6,6,0.5,0.7076923076923077,0.35384615384615387,5,2,0.4
OK,02929c8bf43c5233,10,4,6,0.4,0.7083333333333334,0.2986111111111111,5,2,0.4
OK,c3aad91e0c6742ca,11,5,6,0.45454545454545453,0.43661971830985913,0.14084507042253522,5,2,0.4
OK,75c6613903ce5143,10,5,5,0.5,0.5441176470588235,0.19852941176470587,5,1,0.2
OK,9bcba72784f1c130,11,6,5,0.5454545454545454,0.5769230769230769,0.34615384615384615,5,2,0.4
OK,5a73c36e50f98b7a,5,2,3,0.4,0.9351851851851852,0.42592592592592593,5,2,0.4
OK,6e6407a4ff08b4dc,7,4,3,0.5714285714285714,0.6379310344827587,0.3017241379310345,5,2,0.4
OK,1d1686215027f5f8,11,3,8,0.2727272727272727,0.8785714285714286,0.2714285714285714,5,1,0.2
OK,e2744315a427f7eb,10,5,5,0.5,0.8275862068965517,0.35344827586206895,5,2,0.4
OK,17fb2a51426e6f02,8,4,4,0.5,0.5725806451612904,0.31451612903225806,5,2,0.4
OK,70eb9b8e7b14f32f,11,4,7,0.36363636363636365,0.7479674796747967,0.2601626016260163,5,1,0.2
OK,b2dafb0afe635282,10,4,6,0.4,0.847457627118644,0.4067796610169492,5,2,0.4
OK,fa2512388f220364,7,4,3,0.5714285714285714,0.5403225806451613,0.31451612903225806,5,2,0.4
OK,8258ea0806f43297,10,4,6,0.4,0.7222222222222222,0.3125,5,2,0.4
OK,413c0277afa64d50,12,4,8,0.3333333333333333,0.704225352112676,0.16901408450704225,5,1,0.2
OK,b42de0cf38987edf,10,6,4,0.6,0.5441176470588235,0.23529411764705882,5,2,0.4
OK,9f81a16e68dab753,12,6,6,0.5,0.4830508474576271,0.16101694915254236,5,1,0.2
OK,c8f613739e54c71f,12,5,7,0.4166666666666667,0.7412587412587412,0.23076923076923078,5,1,0.2
OK,9e5d893b25d2e92e,11,4,7,0.36363636363636365,0.7013888888888888,0.2986111111111111,5,2,0.4
OK,3c5ca4cbadf21719,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,df06d7f0466fee11,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,47fd2cbb2096def4,10,5,5,0.5,0.5307692307692308,0.3,5,2,0.4
OK,f341cfe35be65aca,11,5,6,0.45454545454545453,0.7482517482517482,0.3006993006993007,5,2,0.4
OK,bccbaf34cd22bcd3,12,5,7,0.4166666666666667,0.7076923076923077,0.2692307692307692,5,2,0.4
OK,919313a656e70fc7,10,3,7,0.3,0.8201058201058201,0.26455026455026454,5,1,0.2
OK,a2473d0ea6ce3ce5,10,3,7,0.3,0.8201058201058201,0.26455026455026454,5,1,0.2
OK,86415a7b6ce52dcd,8,4,4,0.5,0.8512396694214877,0.4214876033057851,5,2,0.4
OK,9384b99a7aa9f79f,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,4571c9aa9bfb3760,10,5,5,0.5,0.7627118644067796,0.4067796610169492,5,2,0.4
OK,b248fd33121bcf48,8,5,3,0.625,0.7850467289719626,0.4392523364485981,5,2,0.4
OK,725aab666d2338ee,12,6,6,0.5,0.8620689655172413,0.39655172413793105,5,2,0.4
OK,ce8da0be1a5e991e,5,2,3,0.4,0.795774647887324,0.31690140845070425,5,2,0.4
OK,05423ec201a110c4,8,4,4,0.5,0.7571428571428571,0.37857142857142856,5,2,0.4
OK,a01c78e7c73e3172,11,5,6,0.45454545454545453,0.43661971830985913,0.14084507042253522,5,2,0.4
OK,ba2e0820997e83a2,12,6,6,0.5,0.8545454545454545,0.38181818181818183,5,2,0.4
OK,8897ecd5d43f5cfa,11,5,6,0.45454545454545453,0.8468468468468469,0.4774774774774775,5,2,0.4
OK,7c356b2e236ce5bb,12,6,6,0.5,0.8454545454545455,0.38181818181818183,5,2,0.4
OK,32f519cf516be296,12,6,6,0.5,1.0,0.36065573770491804,5,1,0.2
OK,cca3a0fd2c84ce21,12,5,7,0.4166666666666667,0.5563380281690141,0.20422535211267606,5,2,0.4
OK,27af92fbe16b7ac4,12,6,6,0.5,0.8545454545454545,0.38181818181818183,5,2,0.4
OK,b4f6eb413d8fdc97,10,5,5,0.5,0.8706896551724138,0.3706896551724138,5,2,0.4
OK,c68cd399b583e84a,9,4,5,0.4444444444444444,0.717741935483871,0.27419354838709675,5,1,0.2
OK,53ffc6c9ddf89ccc,12,5,7,0.4166666666666667,0.8333333333333334,0.37962962962962965,5,2,0.4
OK,e2d76815dfe235d5,10,4,6,0.4,0.847457627118644,0.4067796610169492,5,2,0.4
OK,c8e7b72b85583ac6,12,6,6,0.5,0.8620689655172413,0.39655172413793105,5,2,0.4
OK,b71da10d21509da8,5,2,3,0.4,0.7169811320754716,0.3867924528301887,5,2,0.4
OK,0c83760054b52fb7,12,4,8,0.3333333333333333,0.6693548387096774,0.27419354838709675,5,1,0.2
OK,6fcb75c15383a023,12,5,7,0.4166666666666667,0.7398373983739838,0.25203252032520324,5,1,0.2
OK,38c55fa9e6cb6b2b,10,3,7,0.3,0.8201058201058201,0.26455026455026454,5,1,0.2
OK,a93440d7004cb1b4,7,4,3,0.5714285714285714,0.5775862068965517,0.3017241379310345,5,2,0.4
OK,444c0ed57552c225,8,4,4,0.5,0.7571428571428571,0.37857142857142856,5,2,0.4
OK,3367429c1dd11467,7,4,3,0.5714285714285714,0.7850467289719626,0.4392523364485981,5,2,0.4
OK,e5cabc384fb1e221,12,6,6,0.5,0.8620689655172413,0.39655172413793105,5,2,0.4
OK,b5ec29965227b476,12,5,7,0.4166666666666667,0.7007299270072993,0.22627737226277372,5,1,0.2
OK,bae1c08ed387f916,11,5,6,0.45454545454545453,0.7479674796747967,0.3333333333333333,5,2,0.4
OK,a76f0501b29a18d8,11,4,7,0.36363636363636365,0.8468468468468469,0.4144144144144144,5,2,0.4
OK,672b3f4318e19930,7,4,3,0.5714285714285714,0.5403225806451613,0.31451612903225806,5,2,0.4
OK,e2ae183b3002a338,12,6,6,0.5,0.8620689655172413,0.39655172413793105,5,2,0.4
OK,b0fa4d73226f0de6,12,6,6,0.5,0.8545454545454545,0.38181818181818183,5,2,0.4
OK,fdb4d8c0a44b14c1,11,6,5,0.5454545454545454,0.5769230769230769,0.34615384615384615,5,2,0.4
OK,3d302a16b98843c8,10,6,4,0.6,0.5441176470588235,0.23529411764705882,5,2,0.4
OK,e50950baace45516,11,4,7,0.36363636363636365,0.7482517482517482,0.26573426573426573,5,1,0.2
OK,97a88de6838a0011,12,6,6,0.5,0.7076923076923077,0.35384615384615387,5,2,0.4
OK,deae886c074b2368,12,4,8,0.3333333333333333,0.7016129032258065,0.20161290322580644,5,1,0.2
OK,416c41b1d2e37a5e,8,4,4,0.5,0.8512396694214877,0.4214876033057851,5,2,0.4
OK,c86b64c0d929a98b,12,6,6,0.5,0.8620689655172413,0.39655172413793105,5,2,0.4
OK,d9cf5ca60603a5a4,8,4,4,0.5,0.8512396694214877,0.4214876033057851,5,2,0.4
OK,7d0c90d4211e0ef1,11,4,7,0.36363636363636365,0.7482517482517482,0.26573426573426573,5,1,0.2
OK,328332dea0f6539b,12,6,6,0.5,0.8333333333333334,0.42592592592592593,5,2,0.4
OK,1847afdbf27b92aa,9,5,4,0.5555555555555556,0.33098591549295775,0.1619718309859155,5,1,0.2
OK,8ccfb497daee33e9,12,5,7,0.4166666666666667,0.7464788732394366,0.20422535211267606,5,1,0.2
OK,6ba02808e4f71e82,9,4,5,0.4444444444444444,0.7016129032258065,0.27419354838709675,5,1,0.2
OK,0e79074007b479ee,11,4,7,0.36363636363636365,0.7482517482517482,0.26573426573426573,5,1,0.2
OK,ca6710a8a51752b2,9,5,4,0.5555555555555556,0.8504672897196262,0.4392523364485981,5,2,0.4
OK,fdedeb35dd01fc05,12,6,6,0.5,0.8620689655172413,0.39655172413793105,5,2,0.4
OK,8f2605f2fc80cc1b,11,4,7,0.36363636363636365,0.708029197080292,0.23357664233576642,5,1,0.2
OK,cb774c115d29ffac,10,4,6,0.4,0.847457627118644,0.4067796610169492,5,2,0.4
OK,3d0fb8b80cec1536,9,5,4,0.5555555555555556,0.8504672897196262,0.4392523364485981,5,2,0.4
OK,d847dc7410b0e235,5,3,2,0.6,0.6886792452830188,0.4811320754716981,5,3,0.6
OK,4d77180fe2d023d6,11,5,6,0.45454545454545453,0.7479674796747967,0.3333333333333333,5,2,0.4
OK,8e6df8375f005ecb,12,7,5,0.5833333333333334,0.6982758620689655,0.21551724137931033,5,1,0.2
OK,2d1bb5bb2f047047,10,4,6,0.4,0.8852459016393442,0.38524590163934425,5,2,0.4
OK,00a02c8b7f21b355,12,5,7,0.4166666666666667,0.5070422535211268,0.15492957746478872,5,1,0.2
OK,76901349e26e0297,12,5,7,0.4166666666666667,0.8153846153846154,0.2692307692307692,5,1,0.2
OK,e14c5cdd726c15f5,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,4c287fd382637d4f,9,5,4,0.5555555555555556,0.43902439024390244,0.21951219512195122,5,2,0.4
OK,7fbba297778e4870,10,5,5,0.5,0.7288135593220338,0.4067796610169492,5,2,0.4
OK,02202b27a8e6d2a3,10,3,7,0.3,0.8095238095238095,0.25925925925925924,5,1,0.2
OK,190fc3c5aefd5e84,6,3,3,0.5,0.8691588785046729,0.4485981308411215,5,2,0.4
OK,bea4f78e1c3c7b78,5,3,2,0.6,0.8947368421052632,0.6210526315789474,5,3,0.6
OK,4597fcbff22dba1c,11,3,8,0.2727272727272727,0.85,0.3357142857142857,5,1,0.2
OK,3f8cf8502607cd0b,12,5,7,0.4166666666666667,0.5806451612903226,0.2661290322580645,5,1,0.2
OK,7ef5f7085abc77cb,12,6,6,0.5,0.7076923076923077,0.35384615384615387,5,2,0.4
