variant,seed,stratum_type,stratum_value,n,MAE,expected_score_MAE,Signed_Bias,abs_Signed_Bias,Exact_Match,Kendall_tau,QWK,Bin_Agreement,low_n,low_to_high_count,low_to_high_rate,high_n,high_to_low_count,high_to_low_rate,label1_recall,pred_count_1,label2_recall,pred_count_2,label3_recall,pred_count_3,label4_recall,pred_count_4,label5_recall,pred_count_5,human_CE,human_Brier,human_RPS
v00_hard_no_rubric,42,subject,General Pedagogy,91,0.46153846153846156,0.5221064510717555,0.06593406593406594,0.06593406593406594,0.5824175824175825,0.39617727354307414,0.3424124513618676,0.8681318681318682,2,2,1.0,79,0,0.0,0.0,0,0.0,0,0.0,0,0.7777777777777778,57,0.5813953488372093,34,1.4390465269290227,0.4158913954830766,0.07164538312912809
v00_hard_no_rubric,42,subject,Geography,72,0.4027777777777778,0.41653207274942633,0.2638888888888889,0.2638888888888889,0.6388888888888888,0.3982717020374575,0.34782608695652173,0.9166666666666666,1,1,1.0,66,0,0.0,nan,0,0.0,0,0.0,0,0.4444444444444444,21,0.8717948717948718,51,1.252016171325415,0.33264733729872725,0.04986182012785353
v00_hard_no_rubric,42,subject,History,173,0.44508670520231214,0.4788488256699285,0.1907514450867052,0.1907514450867052,0.6416184971098265,0.4321624261651618,0.31488568671170425,0.8497109826589595,6,6,1.0,152,0,0.0,0.0,0,0.0,0,0.06666666666666667,7,0.6119402985074627,69,0.8117647058823529,97,1.5739598564601933,0.38273591810245267,0.07161575895082707
v00_hard_no_rubric,42,subject,Law,52,0.5576923076923077,0.5201651329839265,0.25,0.25,0.5769230769230769,0.2652739356327635,0.14953271028037385,0.8269230769230769,3,3,1.0,44,0,0.0,nan,0,0.0,0,0.0,1,0.5,18,0.7666666666666667,33,1.266943193206565,0.3987568098729204,0.07900360373978274
v00_hard_no_rubric,42,subject,Literature and Art,143,0.2727272727272727,0.3293737059726186,0.16083916083916083,0.16083916083916083,0.7762237762237763,0.6276566396198421,0.44284601090930886,0.916083916083916,2,2,1.0,131,0,0.0,0.0,0,nan,0,0.0,0,0.75,53,0.9036144578313253,90,1.1981085504725093,0.2545867862477469,0.04336890239542289
v00_hard_no_rubric,42,subject,Mathematics,158,0.6329113924050633,0.5688770054631765,0.13924050632911392,0.13924050632911392,0.5379746835443038,0.2722220951018533,0.16056670602125156,0.7974683544303798,7,7,1.0,132,3,0.022727272727272728,0.0,2,0.0,1,0.05263157894736842,5,0.5434782608695652,65,0.686046511627907,85,1.5237938872392816,0.4306185100031313,0.0895223032584456
v00_hard_no_rubric,42,subject,Military Science,86,0.3953488372093023,0.38226954705426935,0.18604651162790697,0.18604651162790697,0.6744186046511628,0.4376202152886559,0.3754341648247552,0.8488372093023255,0,0,nan,77,0,0.0,nan,0,nan,0,0.1111111111111111,6,0.4074074074074074,17,0.92,63,1.4678937814497661,0.3755782889682146,0.058216955471787686
v00_hard_no_rubric,42,subject,Physical Education,66,0.5909090909090909,0.5560069742813507,0.10606060606060606,0.10606060606060606,0.5151515151515151,0.0513384806733635,0.09798865394533263,0.8636363636363636,1,1,1.0,59,0,0.0,nan,0,0.0,0,0.16666666666666666,4,0.23529411764705882,17,0.6904761904761905,45,1.474171013497404,0.5138713201305526,0.08551911175386526
v00_hard_no_rubric,42,subject,Physics,171,0.3391812865497076,0.36320444789449746,0.15204678362573099,0.15204678362573099,0.6842105263157895,0.47480608582029094,0.4966550709124967,0.9298245614035088,0,0,nan,156,0,0.0,nan,0,nan,0,0.3333333333333333,7,0.5238095238095238,53,0.8494623655913979,111,1.2537419069176101,0.33524525452121334,0.04849749985319903
v00_hard_no_rubric,42,subject,Psychology,124,0.41935483870967744,0.4409733199210748,0.04838709677419355,0.04838709677419355,0.6532258064516129,0.2699031268759827,0.1325712335778877,0.9435483870967742,2,2,1.0,120,0,0.0,0.0,0,nan,0,0.0,3,0.6984126984126984,63,0.6491228070175439,58,1.2170422563679508,0.35815970890273036,0.06178618592900387
v00_hard_no_rubric,42,subject,Public Administration,119,0.40336134453781514,0.43360008830047825,0.0,0.0,0.6218487394957983,0.3383959892806494,0.3346448540070407,0.9243697478991597,0,0,nan,110,0,0.0,nan,0,nan,0,0.1111111111111111,2,0.6956521739130435,60,0.640625,57,1.1180881603236739,0.3717227347389428,0.05554523398458794
v00_hard_no_rubric,42,subject,Sociology,36,0.6388888888888888,0.6843730787779501,0.25,0.25,0.4444444444444444,0.2799658090393853,0.30952380952380953,0.7222222222222222,1,0,0.0,28,0,0.0,nan,0,0.0,0,0.0,3,0.46153846153846156,15,0.6666666666666666,18,1.531999313868319,0.44332443858775605,0.0873104602926475
v00_hard_no_rubric,42,subject,Theoretical Economics,130,0.45384615384615384,0.49371304412578726,0.16153846153846155,0.16153846153846155,0.6538461538461539,0.39774570575287943,0.28802029286290776,0.8307692307692308,5,5,1.0,109,0,0.0,nan,0,0.0,0,0.125,5,0.7872340425531915,63,0.7419354838709677,62,1.2658723724351728,0.38957071101336554,0.07346569590017105
v00_hard_no_rubric,43,language,en,1341,0.4235645041014168,0.4321731412890813,0.174496644295302,0.174496644295302,0.6718866517524236,0.3937184231132301,0.3222920599220852,0.8806860551826995,46,40,0.8695652173913043,1198,4,0.00333889816360601,0.2,3,0.0,3,0.08247422680412371,35,0.5376344086021505,389,0.8365617433414043,911,1.745261824187531,0.38170477881034204,0.07037554084527227
v00_hard_no_rubric,43,language,zh,1313,0.4424980959634425,0.45946167501770724,0.13480578827113482,0.13480578827113482,0.6245239908606245,0.4380592440646802,0.3680358722257646,0.8400609291698401,30,29,0.9666666666666667,1129,0,0.0,0.0,1,0.0625,1,0.11688311688311688,63,0.6986062717770035,676,0.7207207207207207,572,1.511117939773092,0.41410213005544166,0.07002470072739717
v00_hard_no_rubric,43,metric_group,Factual & Reasoning Accuracy,788,0.4593908629441624,0.4732278504091133,0.2182741116751269,0.2182741116751269,0.666243654822335,0.3530588774734837,0.26812446160450976,0.881979695431472,33,31,0.9393939393939394,701,1,0.0014265335235378032,0.1,4,0.0,0,0.05555555555555555,13,0.4846938775510204,209,0.8415841584158416,562,1.7524971605618862,0.41207695312175613,0.08270653302211016
v00_hard_no_rubric,43,metric_group,Pedagogical Application,714,0.5238095238095238,0.5195333659012675,0.15126050420168066,0.15126050420168066,0.5644257703081232,0.34047241783162996,0.30749190810768134,0.7759103641456583,24,20,0.8333333333333334,574,1,0.0017421602787456446,0.0,0,0.0,1,0.15517241379310345,59,0.7085889570552147,404,0.6209677419354839,250,1.7427792564663107,0.45485075881035275,0.07676940452977052
v00_hard_no_rubric,43,metric_group,Scenario Adaptability,1152,0.3585069444444444,0.3810477364505393,0.11371527777777778,0.11371527777777778,0.6883680555555556,0.48139602976677726,0.4152468764615488,0.8984375,19,18,0.9473684210526315,1052,2,0.0019011406844106464,0.0,0,0.05555555555555555,3,0.06172839506172839,26,0.6485849056603774,452,0.8152866242038217,671,1.4749842096508996,0.352519205118861,0.05757806377856219
v00_hard_no_rubric,43,original_label,1,24,3.1666666666666665,3.230155266150357,3.1666666666666665,3.1666666666666665,0.08333333333333333,nan,0.0,0.08333333333333333,24,22,0.9166666666666666,0,0,nan,0.08333333333333333,2,nan,0,nan,0,nan,12,nan,10,8.890637628578896,1.480636531611501,0.7200796079509963
v00_hard_no_rubric,43,original_label,2,52,2.3846153846153846,2.32967150156,2.3846153846153846,2.3846153846153846,0.019230769230769232,nan,0.0,0.019230769230769232,52,47,0.9038461538461539,0,0,nan,nan,0,0.019230769230769232,1,nan,4,nan,21,nan,26,7.328377815969513,1.470116382477164,0.5080532954918767
v00_hard_no_rubric,43,original_label,3,251,1.155378486055777,1.104195498468405,1.1394422310756973,1.1394422310756973,0.10358565737051793,nan,0.0,0.10358565737051793,0,0,nan,0,0,nan,nan,1,nan,0,0.10358565737051793,26,nan,160,nan,64,3.3212990766048325,0.9853153346975349,0.18316471435957263
v00_hard_no_rubric,43,original_label,4,946,0.3668076109936575,0.35425269685724875,0.25052854122621565,0.25052854122621565,0.635306553911205,nan,0.0,0.9439746300211417,0,0,nan,946,2,0.0021141649048625794,nan,0,nan,2,nan,51,0.635306553911205,601,nan,292,1.5324367604328084,0.39343316748938045,0.053731720290264094
v00_hard_no_rubric,43,original_label,5,1381,0.22592324402606806,0.26927921502943664,-0.22592324402606806,0.22592324402606806,0.7900072411296162,nan,0.0,0.9862418537291817,0,0,nan,1381,2,0.001448225923244026,nan,1,nan,1,nan,17,nan,271,0.7900072411296162,1091,1.047582742971753,0.23468425130046336,0.033172193825733914
v00_hard_no_rubric,43,human_entropy_band,zero,1169,0.3806672369546621,0.40519206649596595,0.16167664670658682,0.16167664670658682,0.7279726261762189,0.5229730325740407,0.38357411659128204,0.8699743370402053,53,48,0.9056603773584906,1031,1,0.0009699321047526673,0.1,3,0.0,0,0.08235294117647059,32,0.7104377104377104,381,0.8596730245231607,753,1.155391767514624,0.42727887974289486,0.08006127371444716
v00_hard_no_rubric,43,human_entropy_band,low,1485,0.4740740740740741,0.47754063032533567,0.1494949494949495,0.1494949494949495,0.5858585858585859,0.362045803354684,0.32696987670474364,0.8531986531986532,23,21,0.9130434782608695,1296,3,0.0023148148148148147,0.0,1,0.05263157894736842,4,0.1144578313253012,66,0.600924499229584,684,0.7109737248840804,730,2.0025865218403727,0.37447353180338017,0.06244067566087129
v00_hard_no_rubric,43,subject,Applied Economics,55,0.34545454545454546,0.37200123748842306,0.16363636363636364,0.16363636363636364,0.6909090909090909,0.3947479408649461,0.32748538011695916,0.9454545454545454,0,0,nan,53,0,0.0,nan,0,nan,0,0.0,1,0.5925925925925926,20,0.8461538461538461,34,1.4964313196337997,0.3766462358106251,0.059086680464252
v00_hard_no_rubric,43,subject,Aquaculture,143,0.34965034965034963,0.36305715574582875,-0.027972027972027972,0.027972027972027972,0.6643356643356644,0.5086241506866724,0.527533039647577,0.9020979020979021,0,0,nan,129,0,0.0,nan,0,nan,0,0.2857142857142857,8,0.7058823529411765,67,0.7051282051282052,68,1.249107096599095,0.3572261868885078,0.04758835800916927
v00_hard_no_rubric,43,subject,Automation,47,0.23404255319148937,0.2669439125727777,0.14893617021276595,0.14893617021276595,0.8085106382978723,0.5665219624886119,0.4112011790714811,0.9361702127659575,1,1,1.0,44,0,0.0,nan,0,0.0,0,0.0,0,0.5555555555555556,9,0.9428571428571428,38,1.697555216225892,0.2706849921268211,0.0467063168886968
v00_hard_no_rubric,43,subject,Basic Medicine,159,0.6792452830188679,0.6671379554291628,0.4779874213836478,0.4779874213836478,0.5849056603773585,0.2999321859842407,0.11823264693849722,0.7735849056603774,13,13,1.0,124,1,0.008064516129032258,0.0,0,0.0,1,0.09090909090909091,4,0.6181818181818182,60,0.8260869565217391,94,2.7839493374816042,0.560722330517256,0.13343868501733394
v00_hard_no_rubric,43,subject,Biology,130,0.46153846153846156,0.4633476577220867,0.09230769230769231,0.09230769230769231,0.5692307692307692,0.3524731678690616,0.35194416749750745,0.8846153846153846,3,2,0.6666666666666666,119,0,0.0,nan,0,0.0,0,0.0,5,0.5535714285714286,59,0.6825396825396826,66,2.004217177526405,0.4544860972056332,0.06576408925729371
v00_hard_no_rubric,43,subject,Business Administration,123,0.8373983739837398,0.8493872914696401,0.4634146341463415,0.4634146341463415,0.4796747967479675,0.19668713738502028,0.11704798613812362,0.6747967479674797,19,18,0.9473684210526315,87,0,0.0,0.0,0,0.0,0,0.058823529411764705,7,0.6451612903225806,53,0.6785714285714286,63,3.077920544490081,0.6795732674589656,0.16140299325480126
v00_hard_no_rubric,43,subject,Chemistry,140,0.4,0.4381881805892459,0.1,0.1,0.6285714285714286,0.4243903559340373,0.4460929772502472,0.8785714285714286,1,0,0.0,124,0,0.0,nan,0,1.0,1,0.0,2,0.660377358490566,65,0.7323943661971831,72,1.4029900411217646,0.36887691464867395,0.058816033216712894
v00_hard_no_rubric,43,subject,Chinese,84,0.38095238095238093,0.41529635049894853,0.19047619047619047,0.19047619047619047,0.7142857142857143,0.5561315408993751,0.4871794871794872,0.8452380952380952,2,2,1.0,71,1,0.014084507042253521,nan,0,0.0,1,0.45454545454545453,9,0.6,26,0.9444444444444444,48,1.3911543190955742,0.3583628922015911,0.06512981644858389
v00_hard_no_rubric,43,subject,Clinical Medicine,64,0.21875,0.21991854138665587,0.03125,0.03125,0.78125,0.6969360134647993,0.666914498141264,0.921875,0,0,nan,59,0,0.0,nan,0,nan,0,0.0,0,0.8695652173913043,31,0.8333333333333334,33,0.7978150844919305,0.22319186471320804,0.02865477709046877
v00_hard_no_rubric,43,subject,Computer Science,95,0.37894736842105264,0.3883352714685032,0.0,0.0,0.6947368421052632,0.48315781127040064,0.3819277108433735,0.8947368421052632,2,2,1.0,88,0,0.0,0.0,0,nan,0,0.0,3,0.7407407407407407,39,0.7540983606557377,53,1.2198379800590398,0.347024526866053,0.06337751984582249
v00_hard_no_rubric,43,subject,Crop Science,98,0.45918367346938777,0.45889969283777643,0.23469387755102042,0.23469387755102042,0.6326530612244898,0.5421324371818047,0.4077771939043615,0.7959183673469388,4,4,1.0,80,0,0.0,0.0,0,0.0,0,0.0,2,0.7096774193548387,46,0.8163265306122449,50,1.6653163989361692,0.390572082459561,0.07222449882768758
v00_hard_no_rubric,43,subject,English,95,0.3368421052631579,0.35319210477855045,0.10526315789473684,0.10526315789473684,0.7052631578947368,0.5061680494257759,0.44460684010523244,0.8947368421052632,1,1,1.0,86,0,0.0,nan,0,0.0,0,0.0,1,0.7352941176470589,41,0.8076923076923077,53,1.2407962637615566,0.33254985264532266,0.04995439499642629
v00_hard_no_rubric,43,subject,General Pedagogy,91,0.4835164835164835,0.46067445967852344,-0.06593406593406594,0.06593406593406594,0.6153846153846154,0.45025116520687014,0.36818851251840945,0.7692307692307693,2,2,1.0,79,1,0.012658227848101266,0.0,0,0.0,1,0.2,12,0.6666666666666666,42,0.6976744186046512,36,1.516109945827676,0.3876083250974568,0.06937393418442052
v00_hard_no_rubric,43,subject,Geography,72,0.4027777777777778,0.3870061855723702,0.2916666666666667,0.2916666666666667,0.6666666666666666,0.4027789650975542,0.3021868787276343,0.9027777777777778,1,1,1.0,66,0,0.0,nan,0,0.0,0,0.0,1,0.4444444444444444,17,0.9230769230769231,54,1.4935381168000725,0.3452303742938103,0.05716823155578484
v00_hard_no_rubric,43,subject,History,173,0.4624277456647399,0.47302346296577275,0.19653179190751446,0.19653179190751446,0.6184971098265896,0.41220039086451443,0.4201005605964284,0.861271676300578,6,5,0.8333333333333334,152,0,0.0,1.0,2,0.0,0,0.13333333333333333,8,0.5074626865671642,58,0.8235294117647058,105,1.7765255257484587,0.4205762737909219,0.07346860305290857
v00_hard_no_rubric,43,subject,Law,52,0.4807692307692308,0.5412672651703022,0.25,0.25,0.6153846153846154,0.3859805941746559,0.32309746328437916,0.8461538461538461,3,2,0.6666666666666666,44,0,0.0,nan,0,0.0,0,0.0,1,0.5714285714285714,18,0.8,33,1.633037370858184,0.49443236844249766,0.09070672748102925
v00_hard_no_rubric,43,subject,Literature and Art,143,0.35664335664335667,0.3645437406753594,0.14685314685314685,0.14685314685314685,0.6923076923076923,0.5218153222803993,0.41383570105003087,0.8881118881118881,2,2,1.0,131,0,0.0,0.0,0,nan,0,0.0,4,0.5625,47,0.8674698795180723,92,1.3760061365081147,0.34475841094022813,0.05398658348662205
v00_hard_no_rubric,43,subject,Mathematics,158,0.5126582278481012,0.5165137542201622,0.17088607594936708,0.17088607594936708,0.6139240506329114,0.4203248445925788,0.3539987241199327,0.7974683544303798,7,5,0.7142857142857143,132,1,0.007575757575757576,0.3333333333333333,2,0.0,0,0.05263157894736842,9,0.5652173913043478,55,0.8023255813953488,92,1.6273555551703314,0.4103768128439362,0.08141375081629373
v00_hard_no_rubric,43,subject,Military Science,86,0.32558139534883723,0.3464079323131574,0.20930232558139536,0.20930232558139536,0.7325581395348837,0.4511027379676389,0.43906625472021976,0.9302325581395349,0,0,nan,77,0,0.0,nan,0,nan,0,0.3333333333333333,3,0.5555555555555556,21,0.9,62,1.6048144787683658,0.3206868313751594,0.05527068843562599
v00_hard_no_rubric,43,subject,Physical Education,66,0.36363636363636365,0.418077509143578,0.21212121212121213,0.21212121212121213,0.6818181818181818,0.46976566733173675,0.45000000000000007,0.8939393939393939,1,1,1.0,59,0,0.0,nan,0,0.0,0,0.16666666666666666,2,0.35294117647058826,14,0.9047619047619048,50,1.7506957083747148,0.49293811309721713,0.07776945293125853
v00_hard_no_rubric,43,subject,Physics,171,0.2982456140350877,0.33931757205056157,0.05263157894736842,0.05263157894736842,0.7134502923976608,0.5560344445372766,0.5690721649484536,0.9239766081871345,0,0,nan,156,0,0.0,nan,0,nan,0,0.26666666666666666,6,0.6984126984126984,72,0.7956989247311828,93,1.2866441100767663,0.3197933112097103,0.04500961821304186
v00_hard_no_rubric,43,subject,Psychology,124,0.3790322580645161,0.4109279890867067,0.04032258064516129,0.04032258064516129,0.6774193548387096,0.3737440838935915,0.310875512995896,0.9435483870967742,2,2,1.0,120,0,0.0,0.0,0,nan,0,0.0,3,0.7142857142857143,64,0.6842105263157895,57,1.3489887927988957,0.3560402486729518,0.05817957762111396
v00_hard_no_rubric,43,subject,Public Administration,119,0.3697478991596639,0.36005422940426896,0.0,0.0,0.6554621848739496,0.44074141613746276,0.41286757450167755,0.8907563025210085,0,0,nan,110,0,0.0,nan,0,nan,0,0.0,4,0.6956521739130435,56,0.71875,59,1.31577802433746,0.3503149640698763,0.05085154482481343
v00_hard_no_rubric,43,subject,Sociology,36,0.5277777777777778,0.5627686433653764,0.1388888888888889,0.1388888888888889,0.5277777777777778,0.4038613946464493,0.34905660377358494,0.75,1,1,1.0,28,0,0.0,nan,0,0.0,0,0.0,1,0.7692307692307693,23,0.6,12,2.050015929680808,0.5283248193619234,0.09334542228760846
v00_hard_no_rubric,43,subject,Theoretical Economics,130,0.46153846153846156,0.4493329953273274,0.2153846153846154,0.2153846153846154,0.6230769230769231,0.4248080135121771,0.3259486212585435,0.8384615384615385,5,5,1.0,109,0,0.0,nan,0,0.0,0,0.0625,2,0.7021276595744681,62,0.7580645161290323,66,1.3679068637352432,0.3690576213571868,0.06473489983905642
v00_hard_no_rubric,44,language,en,1341,0.4190902311707681,0.4339834799585732,0.21029082774049218,0.21029082774049218,0.6778523489932886,0.3979134833713681,0.29501636200679493,0.8799403430275914,46,41,0.8913043478260869,1198,2,0.001669449081803005,0.0,0,0.0,3,0.030927835051546393,27,0.5268817204301075,369,0.8595641646489104,942,1.4763782979336715,0.36293901691048863,0.06789086831286001
v00_hard_no_rubric,44,language,zh,1313,0.4242193450114242,0.44715117942906224,0.15765422696115766,0.15765422696115766,0.6367098248286367,0.4571775778582699,0.40871010673709485,0.8606245239908606,30,25,0.8333333333333334,1129,0,0.0,0.0,0,0.0,0,0.18181818181818182,60,0.6986062717770035,659,0.7333333333333333,594,1.3260551829601046,0.3823168262474495,0.0654031210356262
