comparison,left_variant,right_variant,seed,metric,observed_delta,ci_lower,ci_upper,bootstrap_mean,resamples,unit
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,42,label5_recall,0.01520637219406229,-0.012730878365834997,0.04226826406812875,0.015308450480406613,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,MAE,0.009042954031650341,-0.012399967721700166,0.03133932325487958,0.009373930029633331,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,QWK,-0.007860007524199353,-0.05205936106390907,0.03589010273569699,-0.008207051249003257,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,Exact_Match,-0.010173323285606606,-0.031058434856331852,0.00986885881528912,-0.010478399982064627,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,Kendall_tau,-0.01756486531307866,-0.05127378878139259,0.013950363501199266,-0.017915489660361127,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,Signed_Bias,-0.0060286360211002366,-0.0338618116941043,0.022485584057663693,-0.006070240472179459,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,abs_Signed_Bias,-0.0060286360211002366,-0.0338618116941043,0.022485584057663693,-0.006070240472179459,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,expected_score_MAE,-0.003602716379254467,-0.01726434961743493,0.009710494108967425,-0.0034109069171545884,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,human_CE,-0.0006361851596901058,-0.032558649023291274,0.030680629831144793,-0.00019881723615146568,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,human_Brier,-0.002653394451168689,-0.01729465332085003,0.011640196591592633,-0.002574964904405895,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,human_RPS,-0.0007556527445516659,-0.0032527699504036004,0.0017021513242204197,-0.000735044887165812,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,Bin_Agreement,0.0022607385079126407,-0.0073874544968598795,0.012518986630044245,0.002099629860653933,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,low_to_high_rate,-0.03947368421052633,-0.12857142857142856,0.04081632653061229,-0.04158719051687403,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,high_to_low_rate,0.0004297378599054577,-0.0012864908267522558,0.002588550168796603,0.00044680734158258597,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,label1_recall,0.04166666666666666,-0.11111111111111113,0.2142857142857143,0.043089557636034795,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,label2_recall,0.0,0.0,0.0,0.0,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,label3_recall,0.019920318725099584,-0.049812309282012385,0.08571919489445258,0.018926205432202813,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,label4_recall,-0.010570824524312905,-0.04984547691330834,0.02639601948981291,-0.011181849288729768,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,43,label5_recall,-0.016654598117306296,-0.04542527144153455,0.013334821428571503,-0.016704985045472413,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,MAE,0.006028636021100209,-0.015399001218649587,0.02602473417171121,0.0055934905980502755,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,QWK,-0.0027547712154252224,-0.041968346424363756,0.037093612327212776,-0.0022513086512661023,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,Exact_Match,-0.0011303692539562649,-0.01838253492560672,0.01766531733062729,-0.0008479881294313089,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,Kendall_tau,-0.005026475961166232,-0.038430855381407246,0.029081512289120672,-0.004711343088156867,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,Signed_Bias,-0.010550113036925393,-0.03499309194655057,0.0162380242333161,-0.009649971782636605,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,abs_Signed_Bias,-0.010550113036925393,-0.03499309194655057,0.0162380242333161,-0.009649971782636605,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,expected_score_MAE,-0.003589185857901911,-0.015392329940549987,0.009702141487743102,-0.003704932979679363,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,human_CE,0.020337880065666614,-0.00910600612623919,0.04902998131306012,0.01997488245252836,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,human_Brier,0.005319050221056665,-0.007799003003984466,0.018201747020817016,0.005179407929796362,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,human_RPS,0.000449918645848639,-0.002055233534372708,0.0028537404679637385,0.0004170762446407109,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,Bin_Agreement,-0.005275056518462606,-0.014792928982253217,0.005491291775649655,-0.004944507040400621,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,low_to_high_rate,-0.03947368421052633,-0.10127040909924782,0.015390624999999913,-0.04015846829790633,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,high_to_low_rate,0.0,-0.0017256814450529894,0.0013780590109838146,-5.0248389165308835e-05,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,label1_recall,0.0,0.0,0.0,0.0,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,label2_recall,0.0,0.0,0.0,0.0,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,label3_recall,0.03585657370517928,-0.028461605788306702,0.09690963009208672,0.035685772495478836,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,label4_recall,-0.016913319238900715,-0.051621141461247966,0.017759499536607905,-0.01706522765249691,2000,question_key
rubric_effect_with_soft,v11_soft_raw_rubric,v01_soft_no_rubric,44,label5_recall,0.002896451846488124,-0.02253415436226792,0.029176316504016957,0.003555751345773046,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,MAE,0.0018839487565938118,-0.0174448567988778,0.022564524206031007,0.0023211642822826284,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,QWK,-0.020614912217543635,-0.054705180351137396,0.014273838426960693,-0.020706205244740674,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,Exact_Match,-0.0030143180105501877,-0.020388041451687065,0.013805456490125816,-0.003414414769967005,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,Kendall_tau,-0.007161085301435277,-0.03758331626631469,0.0233281766532063,-0.007578980555305002,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,Signed_Bias,-0.005651846269781463,-0.029180171085489613,0.019422790061829513,-0.00583538996683968,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,abs_Signed_Bias,-0.005651846269781463,-0.029180171085489613,0.019422790061829513,-0.00583538996683968,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,expected_score_MAE,0.03702183791635366,0.02317015950001533,0.051252534285836863,0.037225345623983316,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,human_CE,-0.5578593969800496,-0.6323272771981354,-0.4821856326321852,-0.5567779006383672,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,human_Brier,-0.0827310429147391,-0.10108710661445569,-0.06569780201110945,-0.08269441149103549,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,human_RPS,-0.010049079010387797,-0.012788998753642658,-0.007264399286141182,-0.01004541017906109,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,Bin_Agreement,0.0030143180105500766,-0.0054857766413398314,0.011589981336476684,0.0028520922083041314,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,low_to_high_rate,0.039473684210526216,-0.05634467180441141,0.16218974076116918,0.042661512521942606,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,high_to_low_rate,0.0004297378599054576,-0.001312910284463895,0.002203638217116989,0.0004758623172574862,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,label1_recall,0.0,0.0,0.0,0.0,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,label2_recall,0.0,0.0,0.0,0.0,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,label3_recall,-0.05577689243027889,-0.10811519561519561,-0.004015662650602407,-0.05576260461413908,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,label4_recall,0.03699788583509511,-0.0010812279670975229,0.07234313938341291,0.036295053859617954,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,42,label5_recall,-0.020999275887038316,-0.044235949271792266,0.0022284398131001875,-0.021235070295857965,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,MAE,-0.012434061793519247,-0.029595254800650537,0.006146812803650269,-0.012382643427900877,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,QWK,0.02954672987089102,-0.004317698110416046,0.06137514606056339,0.029262546577757703,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,Exact_Match,-0.0026375282592313587,-0.019556790280738284,0.013611649774342705,-0.0028941339099398666,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,Kendall_tau,0.017801920106131575,-0.01208955742279697,0.0450123730895643,0.01788169552888255,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,Signed_Bias,-0.03654860587792014,-0.060495652453773974,-0.013122954850381561,-0.03672332092894855,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,abs_Signed_Bias,-0.03654860587792014,-0.060495652453773974,-0.013122954850381561,-0.03672332092894855,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,expected_score_MAE,0.027932243868285522,0.013213285340856131,0.0433332443501131,0.027909726579241387,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,human_CE,-0.6798953101813976,-0.7643812021403714,-0.5950422410986812,-0.6795749608550011,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,human_Brier,-0.09426297818382001,-0.11181629998241505,-0.07688783794479051,-0.09402009627537768,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,human_RPS,-0.013210521821235478,-0.015925182209840637,-0.010352805798747528,-0.013201130152674134,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,Bin_Agreement,0.009042954031650341,0.0010679577615852255,0.01741888070515866,0.009031540365783472,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,low_to_high_rate,0.0,-0.08773219814241491,0.08512158054711239,0.0016404957049136616,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,high_to_low_rate,-0.002148689299527288,-0.004679611160800125,-0.00041732322408449303,-0.002190369408020861,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,label1_recall,-0.041666666666666685,-0.21428571428571427,0.10531015037593959,-0.04779383076156778,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,label2_recall,0.0,0.0,0.0,0.0,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,label3_recall,0.03585657370517928,-0.019052197802197805,0.09274193548387095,0.03499047876576303,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,label4_recall,0.04439746300211411,0.01581435381355933,0.072515725326128,0.044587006386524235,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,43,label5_recall,-0.04127443881245474,-0.06851368718381877,-0.016439315542454546,-0.04161092776547894,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,MAE,0.0033911077618689056,-0.01520005536218436,0.02223373811269863,0.003456046880579748,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,QWK,-0.0064204235884831595,-0.03633859214863333,0.02250937755655186,-0.00627213986176024,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,Exact_Match,-0.008666164280331512,-0.026120857496675483,0.00974047278181134,-0.008583008328394242,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,Kendall_tau,-0.007872039287977972,-0.03728332553232544,0.020996717114982362,-0.00804592863972436,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,Signed_Bias,-0.031273549359457434,-0.0542268084609903,-0.008807228109740396,-0.03131522966743087,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,abs_Signed_Bias,-0.031273549359457434,-0.0542268084609903,-0.008807228109740396,-0.03131522966743087,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,expected_score_MAE,0.03426148127168249,0.02205140954559231,0.04754124039048987,0.03435257457506816,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,human_CE,-0.5418766128862385,-0.6069011600555986,-0.47777168721259833,-0.5416237883944934,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,human_Brier,-0.08355851811177722,-0.10016886504405936,-0.0670717801183406,-0.08354738409877567,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,human_RPS,-0.010735377579834345,-0.013190808347412313,-0.008190345078844986,-0.010721748587766387,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,Bin_Agreement,0.0037678975131877346,-0.005235306103273543,0.013513633697731857,0.0036448077566608983,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,low_to_high_rate,0.0,-0.07317073170731703,0.05940888731730309,-0.0010407154801553087,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,high_to_low_rate,-0.001289213579716373,-0.003559116394594819,0.0008543906363337834,-0.0012792196667831177,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,label1_recall,-0.041666666666666664,-0.14285714285714285,0.0,-0.04175483384422318,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,label2_recall,0.0,0.0,0.0,0.0,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,label3_recall,0.03187250996015936,-0.02343979779411765,0.08824715370018968,0.03225920058589555,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,label4_recall,0.023255813953488302,-0.0058422590068159,0.054241428317640734,0.02294991764894347,2000,question_key
soft_effect_with_rubric,v11_soft_raw_rubric,v10_hard_raw_rubric,44,label5_recall,-0.03765387400434461,-0.061530234035793746,-0.012335300250263331,-0.037419417728507126,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,MAE,-0.03466465712132627,-0.05771542051484826,-0.012339736836795057,-0.034661744127047076,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,QWK,0.09364772940045551,0.0529643804896421,0.13475247394475295,0.09386021747901184,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,Exact_Match,0.019216277317257058,0.0,0.038529597584746236,0.019112894618869756,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,Kendall_tau,0.06454146468433081,0.028905190598188794,0.09996850855667307,0.06485816174031558,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,Signed_Bias,-0.013564431047475511,-0.04198256268631386,0.017522853176075975,-0.013262039958307353,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,abs_Signed_Bias,-0.013564431047475511,-0.04198256268631386,0.017522853176075975,-0.013262039958307353,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,expected_score_MAE,-0.039338286545986145,-0.05766361863570615,-0.02119123793194882,-0.03935647263322017,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,human_CE,0.31325278267131274,0.23622068401648919,0.40008488320759,0.313618094361478,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,human_Brier,0.022633055468666563,0.004480661280090605,0.04342492047943631,0.022817031485650525,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,human_RPS,0.0006496720000717104,-0.0026181827060201327,0.004032977395227767,0.0006501519285834891,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,Bin_Agreement,0.0030143180105500766,-0.007581776403328302,0.012742239579588968,0.0030826857108221524,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,low_to_high_rate,-0.13157894736842102,-0.246917211328976,-0.04395604395604402,-0.13520156297142266,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,high_to_low_rate,-0.001289213579716373,-0.003879814587939999,0.000905448699836656,-0.001269722848542604,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,label1_recall,0.0,0.0,0.0,0.0,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,label2_recall,0.0,0.0,0.0,0.0,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,label3_recall,0.05976095617529881,0.004143299403526984,0.11111111111111112,0.05944101949241482,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,label4_recall,0.006342494714587699,-0.03665719896205903,0.047274269394367456,0.005899421891028282,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,42,label5_recall,0.02172338884866032,-0.006449982775255178,0.04912714033341577,0.021965038471118106,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,MAE,-0.0015071590052750383,-0.021386733610396284,0.018983117822448048,-0.0016137843370776324,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,QWK,0.01121056550051347,-0.0327375561245702,0.05631100475964944,0.011226501443213266,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,Exact_Match,0.0033911077618689056,-0.013994150820296175,0.02059759247409161,0.0033815976054365933,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,Kendall_tau,-0.004074018433527671,-0.036913874190803095,0.027830587747022073,-0.0036633387416346286,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,Signed_Bias,-0.00527505651846269,-0.03342069511669153,0.024449016414023497,-0.004938442833700298,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,abs_Signed_Bias,-0.00527505651846269,-0.03342069511669153,0.024449016414023497,-0.004938442833700298,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,expected_score_MAE,-0.008825985348868248,-0.02537337299875193,0.007461284801680097,-0.00906384594424145,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,human_CE,0.18085168506165927,0.12077049331430507,0.24394164922407888,0.179737655015011,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,human_Brier,0.009947760464690758,-0.007875729890714578,0.027570754005205523,0.009771391264121389,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,human_RPS,0.0008404160257486359,-0.0025440416260276997,0.003931601890798186,0.0007779075998840524,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,Bin_Agreement,0.0041446872645064525,-0.00520568152493073,0.01449289559765578,0.00416317773083407,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,low_to_high_rate,-0.06578947368421062,-0.20000000000000007,0.044134108867427545,-0.06812830192353712,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,high_to_low_rate,0.0012892135797163728,-0.0012964843901870067,0.004248541441334332,0.0012799097584614474,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,label1_recall,0.125,-0.11121794871794871,0.4230769230769231,0.12912069929859368,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,label2_recall,-0.019230769230769232,-0.07147212543554006,0.0,-0.020171166421659805,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,label3_recall,0.023904382470119515,-0.019781069785524522,0.06842423599320882,0.023371621032099752,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,label4_recall,0.0021141649048626032,-0.034381104723046424,0.03890641430073605,0.001959659640435037,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,43,label5_recall,-0.0007241129616220032,-0.026017497464457924,0.02470771980158033,-0.00047732391065456845,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,MAE,0.00339110776186885,-0.015828464350338172,0.022835052650518783,0.003464693388821967,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,QWK,0.0008460006855717239,-0.036533370528745085,0.0401670904692865,0.001305984983659069,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,Exact_Match,-0.00037678975131882897,-0.018175307701644154,0.01702653776422845,-0.00045938415348733565,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,Kendall_tau,0.0012638851971983889,-0.030192272403112445,0.0313724419622342,0.0012896039692418437,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,Signed_Bias,-0.03579502637528259,-0.06226834294440173,-0.009989879627660255,-0.03597038370709896,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,abs_Signed_Bias,-0.03579502637528259,-0.06226834294440173,-0.009989879627660255,-0.03597038370709896,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,expected_score_MAE,-0.003410612466956786,-0.017248429795729565,0.009432153186091462,-0.003370815717971952,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,human_CE,0.24763136984983647,0.18385280122156986,0.3117059416299034,0.24794289566905803,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,human_Brier,0.024638919060503472,0.008835021494922723,0.04114096653736248,0.024661188395137233,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,human_RPS,0.0027299664766639586,-0.0002459977761439663,0.005649846125713751,0.002716931498897594,2000,question_key
