sample_id,split,candidate_type,question_key,metric,language,subject,gold_label,score_model_pred,risk_model_pred,score_risk_gap,question_preview,answer_preview,rubric_preview,manual_should_flag,manual_final_action,manual_failure_type,manual_score_cap,manual_label_conflict,manual_notes
9b8309fe990411353cb894b0fe6fc69ec7e8973e,train,train_high_false_positive_candidates,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,Basic Factual Accuracy,en,Psychology,5,5,1,4,"Subject:Psychology Education Level:Undergraduate Knowledge Point:Cognitive dissonance is a psychological concept that refers to the discomfort experienced when holding two or more conflicting cognitions (e.g., beliefs, attitudes, or behaviors). To reduce th...","```json { ""Question"": ""Which of the following scenarios best illustrates the concept of cognitive dissonance?"", ""Options"": [ ""A. A student who loves to play video games decides to join a gaming club."", ""B. A person who believes in healthy eating but frequen...","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there ar...",,,,,,
d1198038d4d87f00fccb219f7d5858bc38b29211,train,train_high_false_positive_candidates,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,Basic Factual Accuracy,en,Theoretical Economics,5,5,3,2,Question: Explain the concept of Nash Equilibrium in game theory and provide an example. Student's Answer: Nash Equilibrium is a situation in a game where each player's strategy is optimal given the strategies of all other players. No player can benefit by...,"```json { ""Score"": 85, ""Scoring_Details"": { ""Accuracy_of_Definition"": 90, ""Explanation_Clarity"": 85, ""Relevance_of_Example"": 80, ""Comprehensiveness_of_Answer"": 85 }, ""Personalized_Feedback"": ""Your explanation of Nash Equilibrium is quite accurate and clear....","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there ar...",,,,,,
eb559a7e4ec5ca8f09b9e46a8cef3695a7aab90d,train,train_high_false_positive_candidates,77d00ade0a12aec5950865383e8616ee7ef4e5d5,Basic Factual Accuracy,zh,Applied Economics,4,4,3,1,"问题：考虑一个两部门经济模型，其中一个部门生产消费品，另一个部门生产资本品。假设资本品的生产需要使用消费品作为投入，并且有一个固定的资本折旧率。请分析如何在这个模型中达到动态效率，即如何选择消费和资本的生产以最大化社会福利。 请根据这个问题提供思路。""提供的思路"":,以json格式返回","```json { ""思路"": [ { ""步骤"": ""定义变量"", ""描述"": ""首先，我们需要定义几个关键变量来描述这个两部门经济模型，包括当前期的消费品生产量(CP)，资本品生产量(KP)，以及下一期的消费品存量(CS)和资本品存量(KS)。"" }, { ""步骤"": ""建立生产函数"", ""描述"": ""假设消费品生产函数为Q_C = f(CP, L_C, T_C)，其中L_C表示劳动投入，T_C表示技术条件。资本品生产函数为Q_K = g(KP, L_K, T_K)，其中L_K表示劳动投入，T_K表示技术条...","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",,,,,,
b52327c80d7b55c149dd683c9c9e9aef94b0bff1,train,train_high_false_positive_candidates,f7f8e6254e81a50cd0db26f7a0b465bd860ee691,Basic Factual Accuracy,zh,Chemistry,4,4,2,2,"问题：考虑一个有机分子，其含有羧基(-COOH)和酯基(-COOR')。请解释该分子在酸性和碱性条件下的水解反应机理，并讨论不同条件下的反应产物。 请根据这个问题提供思路。""提供的思路"":,以json格式返回","```json { ""问题分析"": { ""有机分子结构"": ""该有机分子含有羧基(-COOH)和酯基(-COOR')，其中R'代表一个烃基团。"", ""酸性条件下的水解反应"": { ""反应类型"": ""酯化反应的逆过程"", ""反应机制"": ""在酸性条件下，酯基(-COOR')会与水(H2O)发生水解反应，生成羧酸(-COOH)和醇(R'OH)。这个过程可以看作是酯化反应的逆过程。"", ""反应方程式"": ""-COOR' + H2O -> -COOH + R'OH"" }, ""碱性条件下的水解反应"": { ""反应类型""...","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",,,,,,
c365f678d7a7ba3cc1125bbbee591d6f52e9c88c,train,train_high_false_positive_candidates,c3d6dd9886dbb21e947eb824f47088252a780c68,Basic Factual Accuracy,zh,Crop Science,4,4,3,1,"知识点：作物生长模型的参数优化 请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","{ ""教学目标"": { ""知识与技能"": ""了解作物生长模型的基本概念，掌握作物生长模型参数优化的方法和步骤。"", ""过程与方法"": ""通过案例分析和小组讨论，培养学生解决实际问题的能力和团队协作精神。"", ""情感态度价值观"": ""激发学生对农业科学的兴趣，培养他们关注农业生产、保护生态环境的责任感。"" }, ""重点难点"": { ""重点"": ""作物生长模型参数的含义及其优化方法"", ""难点"": ""如何根据实际情况选择合适的参数进行优化，并理解参数优化对模型精度的影响"" }, ""课堂活动设计"": [ { ""活动...","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",,,,,,
9fbff3dd7c6f06d2094b16c79d348adbaf5b601b,train,train_high_false_positive_candidates,fdcc493923c6536e26519ec07f9693ca405da624,Basic Factual Accuracy,zh,English,5,5,1,4,"问题：What is the past tense of the verb 'run'? 原答案：The past tense of 'run' is 'runned'. 你为学生的回答进行纠错服务.请根据这个问题和原答案给出""纠错后答案""和""纠错说明"":,以json格式返回","```json { ""纠错后答案"": ""The past tense of 'run' is 'ran'."", ""纠错说明"": ""原答案错误地将 'run' 的过去式拼写为 'runned'，正确的拼写是 'ran'。"" } ```","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",,,,,,
8459fcdcd400bc03e0c2c349ec5f47cac882e92d,train,train_high_false_positive_candidates,85398269c1c07a9498c3eae4b08315e4db78a74e,Basic Factual Accuracy,zh,General Pedagogy,4,4,3,1,"问题：在教育学中，哪个教学方法最强调学生的主动参与？ 学生的答案：合作学习法 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": 3, ""评分细节"": ""学生提到的合作学习法确实是一种非常重视学生主动参与的教学方法。这种方法鼓励学生通过小组形式共同完成学习任务，从而促进相互之间的交流与合作。"", ""个性化反馈"": ""您的回答是正确的，合作学习法确实强调了学生的主动参与。不过，您可能还需要了解更多关于其他强调学生主动参与的教学方法，比如探究式学习、项目式学习等。这些方法同样也注重学生的自主性和探索精神，可以进一步研究它们的特点和应用。"" } ```","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",,,,,,
0ff5cdf292b39e809025a634d3cd1656db635a40,train,train_high_false_positive_candidates,33f24cdef61905293c51bb59ca561c1f2cef3965,Basic Factual Accuracy,zh,History,4,4,2,2,"问题：请简述第二次世界大战的主要参战国和其领导者。 原答案：第二次世界大战的主要参战国包括德国的希特勒、美国的罗斯福、法国的拿破仑和苏联的列宁。 你为学生的回答进行纠错服务.请根据这个问题和原答案给出""纠错后答案""和""纠错说明"":,以json格式返回","{ ""纠错后答案"": ""第二次世界大战的主要参战国包括德国、美国、法国和苏联。其领导者分别是德国的阿道夫·希特勒、美国的富兰克林·罗斯福、法国的夏尔·戴高乐和苏联的约瑟夫·斯大林。"", ""纠错说明"": ""原答案中存在以下错误：1. 拿破仑是19世纪法国皇帝，与二战无关；2. 列宁是苏联的创始人，但他在1924年去世，并未参与二战；3. 法国在二战期间的领导者是夏尔·戴高乐，而非拿破仑；4. 苏联在二战期间的领导者是约瑟夫·斯大林，而非列宁。纠错后的答案准确反映了二战主要参战国及其当时的领导者。"" }","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",,,,,,
f42597ce43ca21e273ba1c8e5e2b32d9bea55581,train,train_high_false_positive_candidates,3b26f4f8f9f7314ee644e63efa2173afbb702c33,Basic Factual Accuracy,zh,Law,5,5,2,3,"学科:法学 学制级别:博士 问题：在国际法中，以下哪一个原则主要用于解决国家之间的领土争端？ A. 不干涉内政原则 B. 自决原则 C. 先占原则 D. 互惠原则 .请根据问题生成对应的答案。""答案"":,以json格式返回","```json { ""答案"": ""C. 先占原则"" } ``` 说明：在国际法中，先占原则是指一个国家可以通过有效占领无主地来取得该土地的主权。虽然这个原则在现代应用较少，因为它假设了存在真正的“无主地”，但在历史上它确实是解决领土归属问题的一种方式。不过，在当前处理国家间领土争端时，更常用的原则包括但不限于通过谈判、调解、仲裁或司法裁决等方式和平解决争议。其他选项如不干涉内政原则更多涉及到尊重国家主权和独立；自决原则主要涉及人民选择自己的政治地位及发展经济、社会与文化权利；而互惠原则则多用于国际贸易等领域，...","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",,,,,,
6a89f704f72fc306096ae4c2c4f8a2e45ed5f67c,train,train_high_false_positive_candidates,80c997dc9bc9becf50e310e86fb5550097076469,Basic Factual Accuracy,zh,Mathematics,5,5,1,4,"学科:数学 学制级别:小学 知识点：简单的加法运算 问题类型：单选题 .请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","```json { ""question"": ""下列哪个选项是正确的简单加法运算结果？\nA) 3 + 5 = 8\nB) 7 + 2 = 10\nC) 9 + 1 = 18\nD) 4 + 6 = 11"", ""provided_thoughts"": ""正确答案应该是两个数相加的结果。通过逐一检查每个选项，可以确定哪个选项的计算是准确的。例如，选项A中的3 + 5确实等于8；而选项C中的9 + 1等于10，但不是18；选项D中的4 + 6等于10，而不是11。因此，需要验证每个选项，找出正确的答案。"", ""an...","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",,,,,,
f6c80cd175af9c010ae3221933892cc74ae61233,train,train_high_false_positive_candidates,379759b00c0ded53ca5135bf363df1ca0f8ae778,Basic Factual Accuracy,zh,Physical Education,5,5,1,4,"学科:体育教育学 学制级别:硕士 问题：在体育教育学中，以下哪些因素可能影响学生的运动参与度？(请选择所有适用的选项) A. 学校的体育设施条件 B. 学生的家庭背景 C. 教师的教学风格 D. 学生的个人兴趣 E. 学校的地理位置 .请根据问题生成对应的答案。""答案"":,以json格式返回","```json { ""影响学生运动参与度的因素"": [ ""学校的体育设施条件"", ""学生的家庭背景"", ""教师的教学风格"", ""学生的个人兴趣"" ] } ```","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",,,,,,
11ae3b7eeb6cb366b2b9cfc1cfe33bf837611990,train,train_high_false_positive_candidates,2315014220e7c1c5fbc4751aea0a196884f3ace8,Basic Factual Accuracy,zh,Theoretical Economics,5,4,3,1,"问题：解释“需求弹性”的概念及其在经济学中的重要性。 学生的答案：需求弹性是指需求量对价格变化的反应程度。在经济学中，它很重要，因为它帮助企业了解价格变动对销售额的影响，也帮助政府制定税收政策。 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": ""8/10"", ""评分细节"": { ""概念理解"": ""5/5"", ""经济学中的重要性解释"": ""3/5"" }, ""个性化反馈"": ""你对需求弹性的定义非常准确，清楚地指出了它是衡量商品或服务的需求量如何响应价格变化的一个指标。在讨论其重要性时，你也正确地提到了企业可以通过理解这一点来优化定价策略，并且政府可以据此调整税收政策以达到特定目标。不过，你的回答还可以进一步丰富。例如，可以提到不同类型的需求弹性（如价格弹性、收入弹性等）以及它们各自的应用场景；或者更深入探讨一下为什么了...","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",,,,,,
923abedbf2e960d24e6149a76efeb744b4fa21db,train,train_high_false_positive_candidates,ba35192a049e868eedae5ba310638e7e75c9f363,"Clarity, Simplicity & Inspiration",en,Basic Medicine,4,4,3,1,Question: Which of the following is the primary function of hemoglobin in the human body? Original Answer: To fight infections by destroying bacteria. You are providing error-correction services for the student's response. Based on this question and the ori...,"```json { ""Corrected Answer"": ""To transport oxygen from the lungs to the rest of the body and to carry carbon dioxide from the body back to the lungs."", ""Error Explanation"": ""The original answer is incorrect because hemoglobin's main function is not to figh...","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-provoking and can...",,,,,,
442ab34434be5d5d0a5ccfefa007b86b000b7a09,train,train_high_false_positive_candidates,2c3431500658778ea0788f7745c59f0b024746a9,"Clarity, Simplicity & Inspiration",en,Crop Science,5,5,3,2,Question: Which of the following factors is most crucial for determining the success of a crop in a particular region? A) Soil pH B) Seed variety C) Irrigation method D) Climate conditions Please provide reasoning based on this question. Do not provide the...,"{ ""reasoning"": ""Climate conditions play a fundamental role in determining the success of a crop in a particular region. These conditions include temperature, rainfall, humidity, and sunlight, which directly affect the growth cycle, development, and overall...","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-provoking and can...",,,,,,
cbeb33e2fe025e631fc34681a5edd2741151fe68,train,train_high_false_positive_candidates,d0434a705d581d2aebdcf53be8acafc5da9b8e4e,"Clarity, Simplicity & Inspiration",en,Geography,4,4,3,1,"Question: Explain how plate tectonics can lead to the formation of mountains. Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","```json { ""Reasoning Provided"": ""To explain how plate tectonics can lead to the formation of mountains, we need to consider the movement and interaction of Earth's tectonic plates. When tectonic plates collide, diverge, or slide past each other, they create...","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-provoking and can...",,,,,,
9556e13a0908312f0685deb59516c8283a2d4521,train,train_high_false_positive_candidates,182ead73c7c9bef64c812e1c3366635156817f15,"Clarity, Simplicity & Inspiration",en,Mathematics,4,4,2,2,"Question: What is the value of 5 + 3? Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","{ ""reasoning_provided"": ""The question asks for the sum of two numbers, specifically 5 and 3. To find the sum, one would typically start with the first number, in this case 5, and then add the second number to it, which is 3. This process involves combining...","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-provoking and can...",,,,,,
17db2a37adfc4f92cdd6a08a22edff6fd1b12176,train,train_high_false_positive_candidates,3355c2772a62c5b8736da4f74d3aa9f79fde0f3d,"Clarity, Simplicity & Inspiration",en,Military Science,4,4,3,1,"Question: Explain the strategic significance of high ground in military operations. Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","{ ""reasoning"": [ ""High ground provides a tactical advantage in military operations as it allows forces to have a better vantage point for observation and surveillance over enemy positions."", ""From a higher elevation, troops can more easily identify and trac...","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-provoking and can...",,,,,,
1e0ad7f0bb8a6f053d808e12d26621dc4e26b832,train,train_high_false_positive_candidates,4b7847704a3dc1006abb3da56e5c9ea85f660421,"Clarity, Simplicity & Inspiration",en,Physical Education,4,4,3,1,"Question: Explain the physiological effects of aerobic exercise on the body's cardiovascular system. Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","{ ""reasoning"": ""When considering the physiological effects of aerobic exercise on the cardiovascular system, it is important to first understand that aerobic exercise involves activities that increase heart rate and breathing for an extended period. This ty...","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-provoking and can...",,,,,,
b9f1c6853708c1217088b33dabe3b2ce1f70233e,train,train_high_false_positive_candidates,77d00ade0a12aec5950865383e8616ee7ef4e5d5,"Clarity, Simplicity & Inspiration",zh,Applied Economics,4,4,3,1,"问题：考虑一个两部门经济模型，其中一个部门生产消费品，另一个部门生产资本品。假设资本品的生产需要使用消费品作为投入，并且有一个固定的资本折旧率。请分析如何在这个模型中达到动态效率，即如何选择消费和资本的生产以最大化社会福利。 请根据这个问题提供思路。""提供的思路"":,以json格式返回","```json { ""思路"": [ { ""步骤"": ""定义变量"", ""描述"": ""首先，我们需要定义几个关键变量来描述这个两部门经济模型，包括当前期的消费品生产量(CP)，资本品生产量(KP)，以及下一期的消费品存量(CS)和资本品存量(KS)。"" }, { ""步骤"": ""建立生产函数"", ""描述"": ""假设消费品生产函数为Q_C = f(CP, L_C, T_C)，其中L_C表示劳动投入，T_C表示技术条件。资本品生产函数为Q_K = g(KP, L_K, T_K)，其中L_K表示劳动投入，T_K表示技术条...","[""5分： 解释、说明、反馈极其清晰简洁，完全符合目标学习者的理解水平；表达生动有趣，能有效激发思考和兴趣。"", ""4分： 表达清晰易懂，语言简洁，适合目标学习者；具有一定的启发性，能够引发一些思考。"", ""3分： 表达基本能懂，但可能略显啰嗦、复杂或不够生动；启发性一般。"", ""2分： 表达不够清晰，存在较多术语或复杂句式，不易理解；缺乏启发性。"", ""1分： 表达混乱、晦涩难懂，完全不考虑学习者水平；毫无启发性甚至令人困惑。""]",,,,,,
