synthetic_id,synthetic_plan_id,source_record_id,source_question_key_in_dev,source_question_key_in_test,source_triple_key_in_dev,source_triple_key_in_test,synthetic_question_key_in_dev,synthetic_question_key_in_test,synthetic_qa_key_in_dev,synthetic_qa_key_in_test,duplicate_synthetic_answer,duplicate_with_human_test_answer,source_split_not_train,leakage_status,notes
syn_920e17e7db56e1cd,b96_012,05002f9b50f0c560d85084ff8e450f17ccb22f11,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_db2c3665c2701f48,b96_013,0665f2ceb51e696930c562b371b2f18a70660587,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_04500ba6aa432cc5,b96_014,0dbd12b7a504d4e4467c37599a0ca7e14ab3f5b2,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_880d8a0283ad35a2,b96_015,11633abac0db317852b645fbe62eaa4a1338777c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_f6aa1ad7fcd811b9,b96_016,155174eaaf6a56784110ae7776ec0790f7b86a5d,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_47ae529de464a185,b96_017,01ffcbf103c1dce7417ed4518a50fc19a77d1ee9,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_00da6f839dfb0de7,b96_018,04d76b45dda841d0666b8746dc95021a138ec9c4,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_e7ae50ef755e55c9,b96_019,08e737f8db24a1815e8edc854498b561139dd553,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_af7996a071bf4b15,b96_020,1423dde0d7abfc1c87c375cfee5abfffd2956075,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_c8c307bb996ffe32,b96_021,1053c1426805e4c357d435c86b7e1943f1407d10,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_0a7492bf081b6d27,b96_022,1542a126573fe9fb529144e2c05d95d0df8d99e5,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_f14aa5019e1dfc84,b96_023,11c53e15f5b4879c3522cfd481f08136a177c8ec,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_6ecac000b63bd677,b96_024,1d591637c0cb75eefc0b66b1df765efdfbcf8bd4,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_a6800b496cebf41c,b96_025,0437d0cfa0dce66ccca098964dc8a1bba6a151b5,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_47af61777670fce4,b96_026,0fb5d1f2993ec7e5eeb9711205c1dd42c95bdead,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_914b7d75f45a1c1c,b96_027,0c565fb8689ee4cdba485a2afd688bad83211f0f,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_7ffe1cedf9b1813c,b96_028,1306af08bd266c0cc70dcc32663b886f43ad6d58,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_5837603a133b05aa,b96_029,19c0fa03c864642d8bc83f2794cc14fb1adbf199,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_de784e86b8e6ca84,b96_030,3d1bdaef84f9ae43ad08937a23a26b40dcdf351a,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_aada98c9562b9f14,b96_031,288fc1068bf851737206207e733a9215e14fa1d8,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_dd9d06726026262f,b96_033,000b1f47c21ee93516a424f0cba80a7188cf3e6f,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_e4307bc922048a0e,b96_034,0b0b1d9ef4015668d3e17fe40a86c301dd6b40f3,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_2ffbb3f250a5d3f3,b96_035,111cc146fbf9b404326f503217c116f472118344,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_c4e5618b2463217b,b96_036,382bd312bc6c53d195d2c8bcbf63c85e1a505cda,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_c68870f6a0dea120,b96_037,1487ffd12cd512927020b7b8bc059e7f975650e0,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_29aa177dc9510d2c,b96_038,3e8d1dd2bc53d2bde94690cfef1194270248d79d,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_34df3738729dd7ae,b96_039,24fee549c2691b4dba39a5f05f24a30d5e4ab1fd,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_143a982b06aae8c2,b96_040,598c6fda617fa5ee5efde7ee78fc13d7dc62d4a7,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_19182a8d6acc576d,b96_041,01294d6a09e14ab33102375daee613d5e0226caa,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_d6a55739d0144b37,b96_043,015bfb2a9b53b0462dccb6f57316e76a5fa64219,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_dac8f55e98bc7bf3,b96_044,030fb6de898152fff9f0d79bfbe54c0e4a5f8e9f,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_c307d2558829752a,b96_045,02380f0904645d06dfc70db20113d304113b0ac4,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_bf20a8ca78489d19,b96_046,0942860282ba5b6d5c4ccdd37c25684c96145355,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_9c77ea1a83bfc328,b96_047,073ce4f16caaa811ea55027fadc26f90040c0841,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_d8cdfb77f3898357,b96_048,0a0cfba6e612864455f5af3633c5d87ec26ff1ef,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_c1fca5b92cf0bc21,b96_049,014fc19dc4186ea41ccc098771dd4202c2d97031,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_84a3f0d934ccc9bd,b96_051,01cc5ff057b6de65aa7fc51623308f2c778c9ee7,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_c8086d89e3d91986,b96_052,08112d7136d398859c6e989df0ead53ddc3c0e90,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_66d28e845b747946,b96_053,02890e57b4a5f86c993ca6597fa655df630aa99b,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_b4d2170e929f70c0,b96_054,088842a032b981b4d0f56a1159fd4fba4656cf7e,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_504611b977350699,b96_056,0b4fef6d1de8acdc6f9cf358588a587cf8e78faf,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_afae2bcd82728031,b96_057,0b0d3c82292e8d3242c48804bf755fd31505d240,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_b21164107c163c3e,b96_058,0284805df66b2a4fdfe8be98139ba1385f7021bc,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_09253e14970139e6,b96_059,0ed4d5521c230dd8da2c8c8210bd7750d7b43dee,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_eab74509411ddb5f,b96_060,220cff12d7324592c00a7e3e61ab7b0d5a705dad,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_0cefcfbf9c371f9f,b96_061,13b1101f81c98a8404f89b78c0e199cc987d97c1,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_2e332d4542524c50,b96_062,22f59a100fc8e49fb89d9d23011b57c673f1785a,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_3187b2c67a067d7d,b96_063,1b77949cd2eccb76aa313e9b2e003f5a9eb2caff,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_bc3a83cb8d92dfc0,b96_064,271911cf9e78f25f2c84c0d7375a2bb6e0298837,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_2b02067d6cd76e78,b96_065,0362a81a2b2675a908b5f959600c1d353d74b7ba,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_1f3f4bf3d1e4288c,b96_066,203522e6df4c5c5a7fc4d604858ea8b47f105be6,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_7e6b2147dbaab22d,b96_067,1bdbe6d931ecc56955eea8ed81a363365ed28da9,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_b2bf125c90b74cad,b96_068,44b56c802246c0c14066bf7c15b3151c979eba1a,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_fb3da1fd660fa0d1,b96_069,46e39f7221fa2af238f36f6dd8cab2d2adb4c9ca,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_c1f7b5b3307f6537,b96_070,e9ccb4f8c6276ca9d4aad50aef9793cb10f89abe,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_278f26f7426bc862,b96_071,46e3a5cbede9f1b74ca770b58371321a158cfe7c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_28784ba134533fec,b96_072,02f614e3625b250ed1bbbb06fc84541b2da843f3,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_beedb805961c16f3,b96_073,048d50a5efeaa89f8bf1dd1be22f517474db770c,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_8c48afe220a3da6a,b96_074,10d73af366579e009fb338b976fd99cc33376736,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_6f75c3f1a4ee114f,b96_075,0855586793be9e2d15c6fd50d0d50e8becbbd764,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_942f8d9a1452adf5,b96_076,1e38385ffe2063fcc2e1f2427668e2a5b0ae47ed,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_42c59111c5532284,b96_077,0fd02d7273debd8fab1d1366fcf4d4979d4551b0,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_ef5440a1929006b7,b96_078,24554d879791e4acbff51ad16a5eafbb00ef9015,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_b2fc302bafa59ac9,b96_079,14eef0cb4ffaf84dd120450be15fafb46dd40e71,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_6804d8697be845c8,b96_080,2562d2f9291bccd950fc44eadc429f25efc482df,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_be0c55c2a79384de,b96_081,042b1de277caa909648c04be2131a99e62c6b1fb,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_c462648918e4b258,b96_083,3f7689eac5a2773ea9ae58910d8b6e3aebeb5031,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_1a59f7c638953632,b96_084,54426a768c1a2ebab889a2a609e28310b3a939fe,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_3cf5ef0e78eb8502,b96_085,46a9ea4afc3464835871457d43e3c48dc0e3ab99,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_a017739a74f0f6fc,b96_086,61aea76f41ddf85fc300bc7bd0eaa8c4d1293591,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_f77737026c871c7a,b96_087,65bac51738eb957c7fb80c5e80462fd8de1c9a51,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_bf28699b3ae3fd73,b96_088,64f4fe9caaf5727bc91182a00728e2036d5822e3,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_d721f90674792944,b96_089,9bb0f9bf673d529cb98d2605003a40be71be9af8,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_beef4b0077943495,b96_090,07a9883089c759edc2978f3ee1f4bf2c3cad79f3,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_297c58f91f599858,b96_091,371a0fd9e8407cee429e5135763547cfa875d6b9,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_7249df2a7777cfce,b96_092,56b4510524eabe9c94bec4eff3c3b61acb377be0,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_45410ad18a9c3687,b96_093,00fef00f81de8268fe9d85ce832c800520cf1aa0,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_a8d5bf87c88e086d,b96_094,b177cd12f5802ffcfe6e4bd5646563bba8eed056,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_585b595943a9f19c,b96_095,072293e008cc3b28f56a7cfb51a7979ad942a832,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
syn_bc42d317803956c0,b96_096,43e451fbfa148300c82398ca68537386d5a9fe44,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-6 batch96 leakage and dedup check
