source_record_id,source_question_key,source_triple_key,metric_canonical,language,scenario_canonical,subject_canonical,education_level_canonical,current_label_5,rubric_text,selected_for_generation,planned_error_types,planned_target_labels,notes
016540423ea53b5e0973f79a57e2d4cb12777b0c,2c3431500658778ea0788f7745c59f0b024746a9,b9fe62ec180cd542bec778a8a5d13cf1df0ba65e,Basic Factual Accuracy,en,Idea Provision,Crop Science,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",True,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
1153abd7b06824a65d8ddb4fffe5f6c6e99ccff9,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,fe33f79add5518d894beeed48d0e15aad195dde8,Basic Factual Accuracy,en,Automatic Grading,Theoretical Economics,Undergraduate,4,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
131797f974b039a303f85e62bde66f7f8dffe4bc,5190426b37344a5dd70adf4894aacc1fb868cdff,aab7c3687d9ee96d1f7c7362cc1f2c42114b8524,Basic Factual Accuracy,en,Automatic Grading,Basic Medicine,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
15db6e31d1124097d66ec9cd7a95a7d14ebfc139,e4d01b85df4567e5140f2b386f947d196784e009,017c09204bd6898138dfde73b0b7c0730c2706b5,Basic Factual Accuracy,en,Error Correction,Applied Economics,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
1a0f4a9acff8c5f12ef858d9422598660d9d0300,d54a888f57ecd3934df1e807afdeaf64b71d457c,7d16b1ca817804a3ba981175652cf555356a120b,Basic Factual Accuracy,en,Error Correction,Public Administration,Master,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
1b0aa2506ac197161ef28f08ad87bad147f3acf9,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,7c7e610c22ccdf3b7da077a6638a414a3b3df75a,Basic Factual Accuracy,en,Question Answering,Computer Science,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
1bdeca2bbc2bc29f742cde67d44c11c68be3c681,7d31b9d0eef59066afff9ba848a799e2668bbed2,6d36cc8e6fb83cbe7dafcb4561acf4f5354b4eb7,Basic Factual Accuracy,en,Question Generation,Basic Medicine,Master,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
1c772fb59f53ea688914efda4c6b38e140a62176,4c226fd44d57125e475c39da5f6d7ca8ebf1f0db,ffe3b2eff5d974b571d9234740ef1eaa33835d14,Basic Factual Accuracy,en,Automatic Grading,Chinese,Middle School,4,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
1e5d67eb09b01f0b61c52276e735e11d16c2d263,ab6bb9f4466b3c5fe1f7f2ed3ec527b9dc3b6304,5b26678fbe0e0b89a2d5d2c07f8c33a35de4b0e1,Basic Factual Accuracy,en,Error Correction,Physics,High School,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
1e7ba6c46901544f873313cfbb5a871b34c1e010,8f1c5aeed95abdf2d61b5100731052698e7f33a9,b7c00dfa5baf4b868838081aabf74a2e317a5c5a,Basic Factual Accuracy,en,Error Correction,General Pedagogy,Master,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
1f86d373e9ef48acd769a9a1e486481dfabf23d8,64fd4f38da6640198ce3c95dd0add573d9d8674c,af3f3714643c0e2dfcfa7379e9ba0a654f32807c,Basic Factual Accuracy,en,Idea Provision,History,Middle School,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
2012aab00c3a0c75e93f2223d10b12adec40beed,cf0e05444342b05701ff29112942cd664a17fda4,5e3ca51e6b1ef4b8011bba18e77c63dfc2b2165b,Basic Factual Accuracy,en,Teaching Material Generation,Literature and Art,Master,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
203579577637a52d986e85779c3dc0cf760510cd,7d31b9d0eef59066afff9ba848a799e2668bbed2,ae2e45badf55cad3a1fcf87f8b8334364e87f748,Basic Factual Accuracy,en,Question Generation,Basic Medicine,Master,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
206cea0d35a52934607e101a983651cb31d9dd10,61420731958fdcd56c8dc237c1b8606a552fe0d8,cb828e5b1996702669e31bfe30ee605a27a463e1,Basic Factual Accuracy,en,Question Generation,Mathematics,PhD,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
20ee150700f3f045da3e224ffcf903f2113b62b0,da69ef32c130849651e10f0a43d98fab2dd1a2c6,21dc795879f5efc7418980dab9779a815571ca6a,Basic Factual Accuracy,en,Question Answering,Theoretical Economics,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
214b3a2d32c5f868ccd66c3cca5df3d4eac8cf62,f6cf3e1b280ca78c17a557b97001a3fea411a738,5862a6dae4e848933a04d0a88b892c17e7775c6a,Basic Factual Accuracy,en,Question Generation,Aquaculture,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
2540dfc92a2f17f1fb0daff991cfc02032759b0f,bd2b8ecc9401f3b7b41a53bb89b2c8375428ff11,7077a2fe2408a40cb1adf1549a82d175eba6313e,Basic Factual Accuracy,en,Error Correction,Crop Science,Master,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
2706be3e2d675ec49b6ef9d14c1bb781ad0cfb58,32ad39fb545d59e13fa61dcd53566a23d4605c7b,e2f23f535a098008fa785a955c8fff9afadde2de,Basic Factual Accuracy,en,Question Answering,Business Administration,Master,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
2cb28347321982b3e1cad5a3c54121dc72207d25,ba35192a049e868eedae5ba310638e7e75c9f363,2952979e7f6c3c367a1f544c32b09ffa05e96fba,Basic Factual Accuracy,en,Error Correction,Basic Medicine,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
2d8479e2e02d88b45e79fed68f797f8a2d2e027f,394a5e6d4f924f8dee0aa354155ba986481815e7,20a7dcc0ea210d4cb3d0cbc3a1eb5bb1c96a5f25,Basic Factual Accuracy,en,Automatic Grading,Sociology,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
327136f09fa436125af9b9e6ad607199fc7a35e2,c5e865a068a848238f34733509b1d670a4295978,63a8cf30814ad68085147c55a7e25a5cef947688,Basic Factual Accuracy,en,Automatic Grading,Literature and Art,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
3321ae50d1d869368d0b2e943fd5a3ffb564c457,331a7a211e46b10b48878cc0084924654a80202c,6dcf010c6c3c154075c2114ae892de6d84c2623c,Basic Factual Accuracy,en,Question Answering,Biology,PhD,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
338cb8ff819d48757f03c81e6d26f22be2f9cb6b,d54a888f57ecd3934df1e807afdeaf64b71d457c,219c1cbd77faa9604b485d7236ce792a039df61d,Basic Factual Accuracy,en,Error Correction,Public Administration,Master,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
33dea7cadb281e613741257725b517e4c5611217,e8d93a13ed675a8345513b981af0583044d0c9d6,51cb998a291209a8794a0aba2daf25c764f3df5d,Basic Factual Accuracy,en,Teaching Material Generation,Clinical Medicine,PhD,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
35b302530cd777e53a3649e1929f901eedf8cf46,1bbfb9a5f532b875aaa1b5a1500fb88535b21a51,e8f927c1e0ac19e6c486c1dfa92b9f2becd391cc,Basic Factual Accuracy,en,Automatic Grading,Business Administration,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
3729de82c97c25a7d40d037a74771f9a430dcaf9,6ee4a63a27ca8efb648e5b9a6d471b40f538089f,de4a92fd134e34810bea9677560b75317ada9ec7,Basic Factual Accuracy,en,Question Generation,Sociology,PhD,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
3a88e0767ab7a97541e0ade09a6ea4240f079485,1bbfb9a5f532b875aaa1b5a1500fb88535b21a51,b0b61820402c2ede2d416453d8c9b15129a2236e,Basic Factual Accuracy,en,Automatic Grading,Business Administration,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
40788c2f81bf1d81516f1b6d55832e236f5ffb72,6dfa5410ccd6bff4e82457549f460215c4105f79,50852e852192e1faa97cbe76f2ffb25470c48e00,Basic Factual Accuracy,en,Question Generation,Military Science,Undergraduate,5,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",False,"[""factual_error"", ""overconfident_wrong"", ""reasoning_gap""]","[1, 2, 3]",train-only source; metric/language train low-count=2; budget=3
