synthetic_id,synthetic_plan_id,source_record_id,language,metric_canonical,target_label_5,error_type,question_preview,question,answer_synthetic,rubric_text,rationale_for_label,expected_failure_against_rubric,label_plausibility_status,error_type_alignment_status,rubric_failure_visibility,too_good_for_target_label,manual_review_required,manual_quality_ok,manual_label_plausible,manual_notes,review_natural_plausible,review_label_plausible,review_error_type_aligned,review_no_artifact_phrase,review_no_copy_or_leakage_concern,review_keep_for_topup1,reviewer_notes,review_mode
syn_1e9e21c275479f5e,topup1_008,437db53a30a26792bb14154993b13937737325e5,zh,Domain Knowledge Accuracy,1,factual_error,"学科:基础医学\n学制级别:硕士\n知识点：肌肉收缩的生理机制\n问题类型：多选题\n.请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","学科:基础医学\n学制级别:硕士\n知识点：肌肉收缩的生理机制\n问题类型：多选题\n.请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回",肌肉收缩时，动作电位引发终池释放乙酰胆碱，导致钙离子从肌浆网释放到细胞外液。钙离子与肌钙蛋白结合，直接触发肌球蛋白头部与肌动蛋白的相互作用。肌球蛋白头部具有ATP酶活性，分解ATP后发生构象变化，拉动细肌丝滑行。收缩结束后，位于肌膜的钙泵将细胞外液的钙离子泵回肌浆网，导致肌肉松弛。,"[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",回答中存在多处严重的事实错误：混淆了神经-肌肉接头处的递质释放与肌浆网钙释放过程；错误地将钙离子释放至细胞外液而非胞质；错误地将钙泵定位在肌膜并反向泵送钙离子。这些错误完全违背了肌肉收缩的基础生理学知识，属于严重误导。,该回答在核心机制上存在严重错误：钙离子的来源、去向和调节蛋白的作用描述均不符合标准知识，显示对肌肉收缩生理过程的无知，完全无法满足硕士层次的专业准确性要求，符合1分标准。,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_c3f2ec628ebb1cdc,topup1_004,3d2083c6a186c89781966b80499d6d527830bfc7,zh,Higher-Order Thinking & Skill Development,1,reasoning_gap,"知识点：线粒体功能与生物能量代谢调控\n请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","知识点：线粒体功能与生物能量代谢调控\n请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","{
  ""teaching_materials"": {
    ""teaching_objectives"": {
      ""knowledge"": [""记住线粒体是有氧呼吸的场所"", ""记住ATP是能量货币""],
      ""ability"": [""能说出线粒体的结构名称""],
      ""emotion"": []
    },
    ""key_points"": [""线粒体双层膜""],
    ""difficult_points"": [""电子传递链""],
    ""classroom_activities"": [
      {""title"": ""阅读课本"", ""content"": ""学生自主阅读线粒体结构部分，并划出关键句子。""},
      {""title"": ""问答"", ""content"": ""教师提问：线粒体的功能是什么？学生齐答。""}
    ],
    ""assessment_methods"": {
      ""formative"": [""课后习题：填空题，写出线粒体的功能""],
      ""summative"": [""单元测试：选择题""]
    }
  }
}","[""5分： 交互或内容设计巧妙，能显著促进学生的批判性思维、创新思维、问题解决或知识迁移应用能力（例如通过开放性问题、对比分析、案例探究、项目式任务等）。"", ""4分： 能提出引导性问题或设计有一定挑战性的任务，对培养学生的高阶思维和能力（如分析、评估、应用）有积极作用。"", ""3分： 在促进高阶思维方面有所尝试（如提出一些简单的思考题），但深度和广度有限，效果不明显，整体仍偏重知识复述或简单应用。"", ""2分： 交互或内容主要停留在基础知识记忆和理解层面，很少或未能涉及需要高阶思维的活动或问题。"", ""1分： 完全忽视高阶思维培养，仅限于死记硬背或简单重复，甚至可能因提供过于简化或固化的答案而阻碍思维发展。""]",该教学素材完全停留在记忆层面，教学目标仅要求学生记住事实，没有涉及分析、应用或评价等高阶思维；课堂活动是简单的阅读和齐答，没有设计需要推理或批判性思考的问题；评估方式也只是机械填空和选择，无法促进任何思维发展。,根据评分细则，1分要求“完全忽视高阶思维培养，仅限于死记硬背或简单重复，甚至可能因提供过于简化或固化的答案而阻碍思维发展”。该回答的教学目标、活动和评估均未包含任何促进批判性思维、创新、问题解决或知识迁移的设计，严重不符合高阶思维培养的要求。,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_08bd1b326a3d000f,topup1_012,0347526cae737a75caf2cfaa5723714c406643db,zh,"Motivation, Guidance & Positive Feedback",2,scenario_mismatch,"问题：以下哪项是公共管理学中对公共政策评估的主要方法之一？\nA) 实验设计\nB) 案例研究\nC) 文献综述\nD) 参与观察\n原答案：C) 文献综述\n你为学生的回答进行纠错服务.请根据这个问题和原答案给出""纠错后答案""和""纠错说明"":,以json格式返回","问题：以下哪项是公共管理学中对公共政策评估的主要方法之一？\nA) 实验设计\nB) 案例研究\nC) 文献综述\nD) 参与观察\n原答案：C) 文献综述\n你为学生的回答进行纠错服务.请根据这个问题和原答案给出""纠错后答案""和""纠错说明"":,以json格式返回","纠错后答案：A) 实验设计
纠错说明：原答案C不对，文献综述不算公共政策评估的主要方法。实验设计才能提供因果证据，是科学评估的首选。你选错了，下次注意。","[""5分： 始终体现出强烈的鼓励和支持态度，语言积极、富有建设性；在需要时提供非常有效的启发式引导，而非直接给答案。"", ""4分： 整体体现出鼓励和支持，语言积极正面；能提供有效的引导，偶尔可能过于直接。"", ""3分： 兼具鼓励和中性/批评性语言，积极性一般；引导有时有效，有时直接给答案或引导不足。"", ""2分： 缺乏鼓励和支持，语言偏中性甚至略显负面；很少提供有效引导，倾向于直接给答案或不给帮助。"", ""1分： 语言消极、打击性强，完全没有鼓励；无视引导需求，或提供错误引导。""]",该纠错回答直接指出学生错误，缺乏鼓励性语言，没有提供启发式引导或建设性反馈，语气偏中性且略显负面（'你选错了，下次注意'），未能体现支持态度，符合2分标签描述。,"根据维度'Motivation, Guidance & Positive Feedback'，该回答几乎没有鼓励和支持，语言中性并带有轻微批评；在引导方面非常有限，直接给出正确答案和简单理由，没有引导学生思考为什么错误或如何改进。这恰好符合2分的描述：缺乏鼓励和支持，语言偏中性甚至略显负面；很少提供有效引导，倾向于直接给答案。",pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_22079d437c51e6f8,topup1_009,0362a81a2b2675a908b5f959600c1d353d74b7ba,en,Role & Tone Consistency,2,scenario_mismatch,"Knowledge Point: Mechanisms of Drug Resistance in Cancer Therapy\nBased on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","Knowledge Point: Mechanisms of Drug Resistance in Cancer Therapy\nBased on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","{
  ""teaching_materials"": {
    ""topic"": ""Mechanisms of Drug Resistance in Cancer Therapy"",
    ""teaching_objectives"": [
      ""Understand why cancer cells become resistant to meds."",
      ""Find out the main ways resistance happens like gene changes and drug pumps."",
      ""Explore some tricks to overcome resistance.""
    ],
    ""key_points"": [
      ""Gene mutations: cancer cells mutate and the drug can't hit the target anymore."",
      ""Drug efflux: cells pump out the drug using proteins like P-gp, so the drug can't work."",
      ""DNA repair boost: cells fix DNA damage fast, so chemo doesn't kill them."",
      ""Cell suicide block: cancer cells avoid apoptosis by messing with Bcl-2 and p53."",
      ""Tumor neighborhood: the area around the tumor, like low oxygen, helps resistance.""
    ],
    ""difficulties"": [
      ""It's super complicated because all these ways are connected."",
      ""Figuring out if resistance was there from the start or developed later is tough."",
      ""It's hard to take lab discoveries and make real treatments out of them.""
    ],
    ""classroom_activity_design"": [
      {
        ""activity"": ""Chat Time"",
        ""description"": ""Students just share what they think about drug resistance. The teacher writes stuff on the board. Maybe it'll be fun."",
        ""duration"": ""15 mins maybe""
      },
      {
        ""activity"": ""Draw a Cartoon"",
        ""description"": ""Draw a cancer cell escaping drugs. Explain the escape to the class."",
        ""duration"": ""20 minutes""
      }
    ]
  }
}","[""5: Excellent role-playing (e.g., teacher/TA); language style, professionalism, and tone (e.g., encouraging/serious) are perfectly aligned with the assumed role and audience."", ""4: Role and tone are mostly consistent and appropriate for the scenario, with minor deviation in individual expressions."", ""3: Attempts to match the role and tone can be seen, but overall consistency is weak; some expressions are disconnected from the role/scenario."", ""2: Significant mismatch in role and tone; comes across as unnatural or inconsistent."", ""1: No reflection of assigned role/tone; expression entirely inconsistent with the scenario.""]","The response presents teaching materials in a conversational, overly informal tone (e.g., 'meds', 'stuff', 'super complicated', 'tough', 'Chat Time', 'Maybe it'll be fun'). This language style is inappropriate for a teacher preparing professional materials and creates a significant mismatch between the role and the tone. The lack of pedagogical structure and casual phrasing make it unreliable as teaching material.","Significant mismatch in role and tone; the informal, non-professional language is inconsistent with the expected teacher/educator persona for creating teaching materials.",pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_ec337cba3079a095,topup1_014,38b214286b896f02b51b78a48a6a75d346b49638,zh,Scenario Element Integration,2,instruction_violation,"{'姓名': '张伟', '年龄': 20, '年级': '大二', '专业': '经济学', '学习目标': '理解理论经济学中的市场结构与策略行为', '当前能力水平': '具有基础的微观经济学知识，欠缺高级数学分析能力', '知识薄弱点': ['博弈论', '信息不对称'], '学习习惯': '喜欢通过阅读相关研究论文来加深理解，习惯用在线课程平台学习', '兴趣': ['市场动向分析', '公司竞争策略']}\n请根据学生画像给出""学习路径规划建议"":和""个性化意见生成"":,以json格式返回","{'姓名': '张伟', '年龄': 20, '年级': '大二', '专业': '经济学', '学习目标': '理解理论经济学中的市场结构与策略行为', '当前能力水平': '具有基础的微观经济学知识，欠缺高级数学分析能力', '知识薄弱点': ['博弈论', '信息不对称'], '学习习惯': '喜欢通过阅读相关研究论文来加深理解，习惯用在线课程平台学习', '兴趣': ['市场动向分析', '公司竞争策略']}\n请根据学生画像给出""学习路径规划建议"":和""个性化意见生成"":,以json格式返回","{""个性化意见生成"": {""学习方式"": ""建议多阅读，多思考，坚持每天学习。"", ""建议"": ""你的经济学基础较好，建议多花时间在数学上，这对后续学习很重要。另外，你对市场分析感兴趣可以多看财经新闻，比如《华尔街见闻》。"", ""问候"": ""张伟同学，你好！""}, ""学习路径规划建议"": {""阶段一：基础巩固"": {""内容"": ""复习微观经济学基础知识，包括供给需求、弹性、市场均衡等。同时补充数学工具，如微积分基础。"", ""时间"": ""3周"", ""资源"": ""《经济学原理》（曼昆）、《经济数学基础》""}, ""阶段三：专题延伸"": {""内容"": ""了解博弈论初步和信息经济学概念。"", ""时间"": ""3周"", ""资源"": ""《博弈论》（张维迎）""}, ""阶段二：核心理论"": {""内容"": ""学习中级微观经济学，涵盖消费者理论、厂商理论、市场结构（完全竞争、垄断、寡头）。"", ""时间"": ""4周"", ""资源"": ""《微观经济学：现代观点》（范里安）""}, ""阶段四：应用分析"": {""内容"": ""阅读一些经典论文，尝试做简单的案例分析。"", ""时间"": ""灵活"", ""资源"": ""学术数据库""}}}","[""5分： 充分融合所有关键场景要素（如学生历史、学习偏好等），输出高度个性化，并与教学情境高度匹配。"", ""4分： 有效使用主要场景要素，回答具有针对性；可能遗漏少量细节，但不影响整体效果。"", ""3分： 使用了部分场景信息，但融合较浅；个性化程度或情境契合度一般。"", ""2分： 仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱。"", ""1分： 完全忽视场景特定信息；输出通用、模板化，且与场景不相关。""]",回答仅在最表层的称呼中提及了学生姓名‘张伟’，但学习路径规划完全未针对学生的知识薄弱点（博弈论、信息不对称）、学习目标（理解市场结构与策略行为）进行设计，也未结合其学习习惯（在线课程平台、阅读论文）或兴趣（市场动向分析、公司竞争策略）融入具体资源或项目。整体内容高度通用，与场景的连接极弱，属于典型的仅表层提及信息。,根据2分标准‘仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱’，该回答在规划建议中未体现学生的薄弱领域（如博弈论未深化、信息不对称未涉及），未利用其在线学习习惯推荐平台，未基于市场分析兴趣设计案例，导致回答与原始画像脱节，缺乏个性化支撑。,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_c67e6e115163dac5,topup1_016,646597e5f4a9c67947cbb466d0d185c8f1eb1da6,zh,Higher-Order Thinking & Skill Development,2,superficial_fluency,"知识点：光合作用在作物生长中的作用\n请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","知识点：光合作用在作物生长中的作用\n请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","{""教学素材"":{""教学目标"":{""知识目标"":[""知道光合作用的概念和总反应式。"",""理解光合作用对作物生长的重要性。""],""能力目标"":[""能够正确写出光合作用的反应式，并说出光反应和暗反应的主要步骤。""],""情感目标"":[""认识到光合作用对自然界的重要性，增强学习生物的兴趣。""]},""重点难点"":{""教学重点"":[""光合作用的过程及其对作物的意义。""],""教学难点"":[""光反应和暗反应中物质和能量的变化。""]},""课堂活动设计"":[{""活动名称"":""导入"",""活动内容"":""展示植物图片，提问‘植物生长需要什么？’，引出光合作用。"",""活动方式"":""教师提问"",""时间分配"":""2分钟""},{""活动名称"":""新课讲授"",""活动内容"":""教师讲解光合作用的概念、反应式、过程，结合板书和PPT，学生听讲并记笔记。"",""活动方式"":""讲授法"",""时间分配"":""20分钟""},{""活动名称"":""巩固练习"",""活动内容"":""学生完成课本上的填空题，检查对反应式和步骤的记忆。"",""活动方式"":""书面练习"",""时间分配"":""10分钟""},{""活动名称"":""课堂小结"",""活动内容"":""教师总结光合作用的要点，提问个别学生回答反应式。"",""活动方式"":""问答"",""时间分配"":""5分钟""},{""活动名称"":""布置作业"",""活动内容"":""背诵光合作用反应式和步骤。"",""活动方式"":""课后作业"",""时间分配"":""3分钟""}]}}","[""5分： 交互或内容设计巧妙，能显著促进学生的批判性思维、创新思维、问题解决或知识迁移应用能力（例如通过开放性问题、对比分析、案例探究、项目式任务等）。"", ""4分： 能提出引导性问题或设计有一定挑战性的任务，对培养学生的高阶思维和能力（如分析、评估、应用）有积极作用。"", ""3分： 在促进高阶思维方面有所尝试（如提出一些简单的思考题），但深度和广度有限，效果不明显，整体仍偏重知识复述或简单应用。"", ""2分： 交互或内容主要停留在基础知识记忆和理解层面，很少或未能涉及需要高阶思维的活动或问题。"", ""1分： 完全忽视高阶思维培养，仅限于死记硬背或简单重复，甚至可能因提供过于简化或固化的答案而阻碍思维发展。""]",该教学素材虽然结构完整、表述流畅，但教学内容完全聚焦于知识记忆和复述。教学目标中的能力目标仅要求‘写出反应式’和‘说出步骤’，属于最低层次的记忆；课堂活动以教师讲授和背诵练习为主，没有设计任何需要分析、应用、评价或创造的高阶思维任务。整体缺乏引导学生深入思考光合作用机理、影响因素或实际应用的活动，符合2分标签的典型特征。,根据5分制 rubric，2分要求‘交互或内容主要停留在基础知识记忆和理解层面，很少或未能涉及需要高阶思维的活动或问题’。本回答完全符合该描述：所有活动均为教师中心，强调事实记忆，无探究、讨论、案例研究或问题解决环节，明显缺乏对高阶思维的培养。,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_4ba860a4e3bbf333,topup1_017,03c02b32f53105706e139a71aaa785183488cd6e,en,Error Identification & Correction Precision,1,reasoning_gap,"Question: Which legal principle is primarily concerned with the prevention of double jeopardy in the United States?\nOriginal Answer: The principle of stare decisis.\nYou are providing error-correction services for the student's response. Based on this question and the original answer, provide the ""Corrected Answer"" and ""Error Explanation"", in JSON format.","Question: Which legal principle is primarily concerned with the prevention of double jeopardy in the United States?\nOriginal Answer: The principle of stare decisis.\nYou are providing error-correction services for the student's response. Based on this question and the original answer, provide the ""Corrected Answer"" and ""Error Explanation"", in JSON format.","{
  ""Corrected Answer"": ""The principle of stare decisis."",
  ""Error Explanation"": ""The student's answer is correct. Stare decisis is a fundamental legal principle that prevents courts from revisiting settled matters, thereby safeguarding individuals from being subjected to double jeopardy. By adhering to precedents, the legal system ensures that once a case is finalized, it cannot be reopened, which aligns with the concept of double jeopardy prevention.""
}","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accurate and effective with only minor omissions or less-than-perfect advice."", ""3: Identified some errors but with clear omissions or false positives; suggestions are partially correct but may lack clarity, completeness or optimality."", ""2: Inaccurate error detection with critical omissions or many false positives; suggestions contain errors or are hard to comprehend."", ""1: Completely failed to detect errors; provided entirely incorrect or misleading correction advice.""]","The correction fails to identify the student's error; instead, it wrongly confirms the incorrect answer 'stare decisis' and provides a misleading explanation that conflates stare decisis with double jeopardy, demonstrating a complete failure to detect errors and offering entirely incorrect advice.",Completely failed to detect errors; provided entirely incorrect and misleading correction that reinforces the mistake.,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_7c85c53ccc7559c8,topup1_018,17f8d9a64e6c4f3c76aaf3036c19d92284104f26,zh,Instruction Following & Task Completion,2,rubric_violation,"学生画像：学生的画像：{'姓名': '张伟', '年龄': 28, '学习背景': '在教育学领域有丰富的研究经历，尤其关注学生的个体差异和教育公平问题。已发表多篇相关论文。', '学习风格': '偏好阅读学术期刊和参与教育研讨会，喜欢通过讨论深化理解，比较善于理论联系实际。', '个人兴趣': '对教育技术在教师培训中的应用感兴趣，积极参与相关项目和会议。'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","学生画像：学生的画像：{'姓名': '张伟', '年龄': 28, '学习背景': '在教育学领域有丰富的研究经历，尤其关注学生的个体差异和教育公平问题。已发表多篇相关论文。', '学习风格': '偏好阅读学术期刊和参与教育研讨会，喜欢通过讨论深化理解，比较善于理论联系实际。', '个人兴趣': '对教育技术在教师培训中的应用感兴趣，积极参与相关项目和会议。'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","{
  ""个性化学习内容或任务"": {
    ""任务名称"": ""教育技术学习"",
    ""任务描述"": ""学习教育技术的相关知识，结合实际教学案例进行思考。""
  }
}","[""5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。"", ""4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。"", ""3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。"", ""2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。"", ""1分： 完全误解或无视指令，任务未完成或完全错误，格式混乱或不相关。""]",回答仅提供了一个极其宽泛且缺乏个性化的学习任务，没有体现对张伟学术背景和研究兴趣的针对性，任务描述空洞，未提供任何具体的学习资源、输出要求或评估方式，这与画像中高度专业化的需求严重不符。整体上，虽然形式上输出了一个JSON，但任务完成度极低，属于对指令的主要违背。,"该回答未能执行""个性化""生成的核心指令：任务描述完全泛化，没有与画像中的任何细节（如教育技术、教师培训、个体差异、学术发表经历）建立联系，也没有提出符合资深研究人员水准的挑战性任务。格式上虽然符合JSON语法，但内容深度和针对性不足，导致任务完成度仅能评为2分。",pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_363c7aab75950916,topup1_019,06182b69887f1f9fc61ce436086b6aa11d23d78e,en,Basic Factual Accuracy,1,overconfident_wrong,"Subject:Computer Science\nEducation Level:Undergraduate\nQuestion:What is the time complexity of the quicksort algorithm in the average case scenario?\n. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","Subject:Computer Science\nEducation Level:Undergraduate\nQuestion:What is the time complexity of the quicksort algorithm in the average case scenario?\n. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","The average case time complexity of quicksort is O(n^2), identical to its worst-case. This occurs because quicksort always selects the first element as the pivot, leading to unbalanced partitions on average.","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]","The answer makes two confidently stated but severely wrong claims: that the average-case complexity is O(n^2) instead of O(n log n), and that quicksort always selects the first element as pivot, causing unbalanced partitions on average. Both are major factual errors, making the answer completely misleading.","Label 1 requires the answer to be riddled with factual errors. This answer provides a core fact incorrectly and includes an erroneous explanation, leaving no correct information.",pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_65ff9916a88d6d3e,topup1_021,12326b370deba9d6576e667938f836f2c5fdbe73,en,Role & Tone Consistency,2,superficial_fluency,"Knowledge Point: The Influence of Surrealism on Modern Literature\nBased on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","Knowledge Point: The Influence of Surrealism on Modern Literature\nBased on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","{
  ""teachingMaterials"": {
    ""knowledgePoint"": ""The Influence of Surrealism on Modern Literature"",
    ""teachingObjectives"": [
      ""Students will grasp the wild and wacky world of surrealism and its core vibes."",
      ""We'll dive into how surrealism totally shook up modern lit, making it weirder and cooler."",
      ""Compare surrealist stuff with other movements—trust me, it's a trip!""
    ],
    ""keyPoints"": [
      ""The subconscious is like a treasure chest of bizarre ideas—surrealists love that."",
      ""Dreams, symbols, and just plain nonsense are their bread and butter."",
      ""Freud's psychoanalysis gave them the excuse to get really deep and weird.""
    ],
    ""difficulties"": [
      ""Figuring out what on earth those surrealist texts are trying to say—they're like puzzles without answers."",
      ""Getting why anyone would write like that unless they were a bit loony.""
    ],
    ""classroomActivityDesign"": {
      ""activity1"": {
        ""title"": ""Surrealism 101: The Crazy Basics"",
        ""description"": ""A super fun lecture where I'll blow your minds with the history of surrealism. Get ready for some insane art and literature!"",
        ""duration"": ""45 min""
      },
      ""activity2"": {
        ""title"": ""Dream Journaling—Because Why Not?"",
        ""description"": ""Students will write down their weirdest dreams and we'll make them into surrealist poems. It's going to be wildly creative!"",
        ""duration"": ""30 min""
      }
    }
  }
}","[""5: Excellent role-playing (e.g., teacher/TA); language style, professionalism, and tone (e.g., encouraging/serious) are perfectly aligned with the assumed role and audience."", ""4: Role and tone are mostly consistent and appropriate for the scenario, with minor deviation in individual expressions."", ""3: Attempts to match the role and tone can be seen, but overall consistency is weak; some expressions are disconnected from the role/scenario."", ""2: Significant mismatch in role and tone; comes across as unnatural or inconsistent."", ""1: No reflection of assigned role/tone; expression entirely inconsistent with the scenario.""]","The answer presents teaching materials in a structured JSON format, but the language and tone are highly informal, using slang, exclamations, and a casual, overly enthusiastic style. This significantly mismatches the professional role of a teacher creating instructional content, making the response sound unnatural and inconsistent for the educational scenario.","The response violates the 'Role & Tone Consistency' rubric for label 2 because it exhibits a major defect in role alignment: the tone is that of a casual blogger or social media influencer, not a professional educator. The use of phrases like 'wild and wacky', 'totally shook up', 'trust me, it's a trip!', 'super fun lecture where I'll blow your minds' undermines the reliability and appropriateness for teaching purposes.",pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_4a089cfae8ece015,topup1_022,44b4cbcc1fdb5e7ab478e056b458e08c5b3883f9,zh,Content Relevance & Scope Control,1,rubric_violation,"学科:物理学\n学制级别:博士\n问题：在广义相对论的框架下，以下哪种情况最有可能导致时空奇点的出现？\nA) 电磁场的存在\nB) 大质量恒星的核心塌缩\nC) 宇宙学常数为零\nD) 低能粒子在真空中的运动\n.请根据问题生成对应的答案。""答案"":,以json格式返回","学科:物理学\n学制级别:博士\n问题：在广义相对论的框架下，以下哪种情况最有可能导致时空奇点的出现？\nA) 电磁场的存在\nB) 大质量恒星的核心塌缩\nC) 宇宙学常数为零\nD) 低能粒子在真空中的运动\n.请根据问题生成对应的答案。""答案"":,以json格式返回",从精神分析的角度看，弗洛伊德认为宇宙的奇点类似于人类心理的原始创伤。大质量恒星的核心塌缩可以象征一种回归母体的欲望，因此在这种情况下最有可能出现奇点。所以正确答案是B。其他的选项，比如电磁场，象征着社会对个体的束缚，与奇点的爆发性不符合。宇宙学常数为零代表死亡的寂静，也不是奇点。低能粒子运动则代表日常的平庸生活，不会产生深刻的变化。因此，B是最佳选择。,"[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",答案完全脱离了物理学学科范围，用精神分析学说来解释广义相对论中的时空奇点问题，内容与指定知识点基本无关，属于严重的范围偏离，符合1分标准。,回答未提供任何基于广义相对论或物理学的推理，而是采用了弗洛伊德精神分析的比喻，严重违反了内容相关性和范围控制的要求，完全偏离了任务指定的学科和主题。,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_ac2ad1519840c78a,topup1_024,07a9883089c759edc2978f3ee1f4bf2c3cad79f3,zh,"Motivation, Guidance & Positive Feedback",1,superficial_fluency,"问题：以下哪些选项是化学反应速率的影响因素？（可多选）\nA. 反应物的浓度\nB. 温度\nC. 反应物的颜色\nD. 催化剂的存在\nE. 反应物的物理状态\n学生的答案：A, B, D, E\n请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","问题：以下哪些选项是化学反应速率的影响因素？（可多选）\nA. 反应物的浓度\nB. 温度\nC. 反应物的颜色\nD. 催化剂的存在\nE. 反应物的物理状态\n学生的答案：A, B, D, E\n请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","{""评分"": ""不正确"", ""评分细节"": {""正确选项"": [""A"", ""B"", ""C"", ""D""], ""学生答案"": [""A"", ""B"", ""D"", ""E""], ""得分"": ""2/4""}, ""个性化反馈"": ""你的回答显然没有理解反应速率的基本原理。你漏掉了反应物颜色这个关键因素，却错误地包含了物理状态。颜色直接影响光能吸收，从而改变速率，这都不懂？这种基础错误让人失望，建议你重新翻开课本第一章好好看看，不要下次再犯这么愚蠢的错误。""}","[""5分： 始终体现出强烈的鼓励和支持态度，语言积极、富有建设性；在需要时提供非常有效的启发式引导，而非直接给答案。"", ""4分： 整体体现出鼓励和支持，语言积极正面；能提供有效的引导，偶尔可能过于直接。"", ""3分： 兼具鼓励和中性/批评性语言，积极性一般；引导有时有效，有时直接给答案或引导不足。"", ""2分： 缺乏鼓励和支持，语言偏中性甚至略显负面；很少提供有效引导，倾向于直接给答案或不给帮助。"", ""1分： 语言消极、打击性强，完全没有鼓励；无视引导需求，或提供错误引导。""]",反馈以表面流畅的语言给出了完全错误的评价（宣布学生答案‘不正确’，将颜色列为正确因素），同时使用消极打击性语句（如‘这都不懂？’‘愚蠢的错误’），毫无鼓励，符合1分标准。,语言消极、打击性强（‘这都不懂？’、‘愚蠢的错误’），完全没有鼓励；提供错误引导，把非影响因素颜色说成关键因素，误导学生。,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
