synthetic_plan_id,synthetic_id,source_record_id,source_split,source_file,source_row_index,source_question_key,source_triple_key,question,rubric_text,target_label_5,planned_target_label_5,language,metric_canonical,error_type,planned_error_type,current_label_5,human_label_5,scenario_canonical,subject_canonical,education_level_canonical,selected,selected_for_generation,allowed_for_training,selection_status,question_overlap_with_dev,question_overlap_with_test,triple_overlap_with_dev,triple_overlap_with_test,record_overlap_with_dev,record_overlap_with_test,source_question_in_dev,source_question_in_test,source_triple_in_dev,source_triple_in_test,source_risk_level,batch96_source_question_reuse_count,topup1_source_question_reuse_count,source_reuse_status,question_preview,source_answer_preview,rubric_preview,selection_notes
topup1_089,syn_7fb33c319f4b8aee,2b9ac3140f1f89b61bde336155e6f4e67f4efe8d,train,results_merge.jsonl,746,d54a888f57ecd3934df1e807afdeaf64b71d457c,bafe7cae132842cf18b9adf73db6810932439285,"Question: Explain the concept of 'New Public Management' (NPM) and its impact on traditional public administration practices.
Original Answer: New Public Management is a concept that aims to modernize and make the public sector more efficient by adopting private sector management techniques. Its impact on traditional public administration practices is minimal as it simply adds more bureaucracy.
You are providing error-correction services for the student's response. Based on this question and the original answer, provide the ""Corrected Answer"" and ""Error Explanation"", in JSON format.","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accurate and effective with only minor omissions or less-than-perfect advice."", ""3: Identified some errors but with clear omissions or false positives; suggestions are partially correct but may lack clarity, completeness or optimality."", ""2: Inaccurate error detection with critical omissions or many false positives; suggestions contain errors or are hard to comprehend."", ""1: Completely failed to detect errors; provided entirely incorrect or misleading correction advice.""]",2,2,en,Error Identification & Correction Precision,reasoning_gap,reasoning_gap,5,5,Error Correction,Public Administration,Master,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,1,1,question_reused_recorded,"Question: Explain the concept of 'New Public Management' (NPM) and its impact on traditional public administration practices.\nOriginal Answer: New Public Management is a concept that aims to modernize and make the public sector more efficient by adopting private sector management techniques. Its impact on traditional public administration practices is minimal as it simply adds more bureaucracy.\nYou are providing error-correction services for the student's response. Based on this question and the original answer, provide the ""Corrected Answer"" and ""Error Explanation"", in JSON format.","```json\n{\n  ""Corrected Answer"": ""New Public Management (NPM) is a reform movement that emerged in the late 20th century, aiming to improve the efficiency, effectiveness, and responsiveness of public sector organizations by incorporating private sector management practices. Key principles of NPM include decentralization, performance measurement, customer orientation, and the use of market mechanisms. Its impact on traditional public administration practices has been significant, as it challenges the hierarchical, rule-bound, and process-oriented nature of traditional bureaucracy. NPM encourages a shift towards results-based management, greater accountability, and a focus on delivering va...","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accurate and effective with only minor omissions or less-than-perfect advice."", ""3: Identified some errors but with clear omissions or false positives; suggestions are partially correct but may lack clarity, completeness or optimality."", ""2: Inaccurate error detection with critical omissions or many false positives; suggestions contain errors or are hard to comprehend."", ""1: Completely failed to detect errors; provided entirely incorrect or misleading correction advice.""]",question_seed42/train source; batch96 source question reuse minimized and recorded
topup1_090,syn_9df1b4f8f021cd63,a124732df3cc17aac4d6938f8e713efa5bd99d6a,train,results_merge.jsonl,5273,b1cd0c51d55f036fd0656bc090e26097d4fdc971,170b30090729c9d8de6ea833223e03c671e1df31,"{'姓名': '张伟', '年龄': 20, '年级': '大二', '专业': '经济学', '学习目标': '理解理论经济学中的市场结构与策略行为', '当前能力水平': '具有基础的微观经济学知识，欠缺高级数学分析能力', '知识薄弱点': ['博弈论', '信息不对称'], '学习习惯': '喜欢通过阅读相关研究论文来加深理解，习惯用在线课程平台学习', '兴趣': ['市场动向分析', '公司竞争策略']}
请根据学生画像给出""学习路径规划建议"":和""个性化意见生成"":,以json格式返回","[""5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。"", ""4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。"", ""3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。"", ""2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。"", ""1分： 完全误解或无视指令，任务未完成或完全错误，格式混乱或不相关。""]",1,1,zh,Instruction Following & Task Completion,rubric_violation,rubric_violation,5,5,Personalized Content Creation,Theoretical Economics,Undergraduate,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,0,2,question_reused_recorded,"{'姓名': '张伟', '年龄': 20, '年级': '大二', '专业': '经济学', '学习目标': '理解理论经济学中的市场结构与策略行为', '当前能力水平': '具有基础的微观经济学知识，欠缺高级数学分析能力', '知识薄弱点': ['博弈论', '信息不对称'], '学习习惯': '喜欢通过阅读相关研究论文来加深理解，习惯用在线课程平台学习', '兴趣': ['市场动向分析', '公司竞争策略']}\n请根据学生画像给出""学习路径规划建议"":和""个性化意见生成"":,以json格式返回","```json\n{\n  ""学习路径规划建议"": {\n    ""阶段一: 数学基础强化"": {\n      ""内容"": ""重点补充博弈论与信息不对称所需的数学工具，如微积分、概率论与统计学基础"",\n      ""推荐资源"": [\n        ""Coursera《经济学数学方法》"",\n        ""MIT OpenCourseWare 单变量微积分课程"",\n        ""《经济学的分析方法》前四章""\n      ],\n      ""时间规划"": ""4-6周，每周8小时""\n    },\n    ""阶段二: 核心理论构建"": {\n      ""内容"": [\n        ""市场结构理论：完全竞争/垄断/寡头模型"",\n        ""策略行为分析：纳什均衡、序贯博弈"",\n        ""信息经济学：逆向选择与道德风险机制""\n      ],\n      ""学习方法"": [\n        ""结合《微观经济理论》(Mas-Colell)第12章精读"",\n        ""通过EdX平台《博弈论入门》进行系统学习"",\n        ""研读Akerlof《柠檬市场》经典论文""\n      ]\n    },\n    ""阶段三: 应用实践阶段"": {\n      ""项目建议"": [\n        ""航空公司价格战博弈矩阵建模"",\n        ""二手市场信息不对称案例研究"",\n        ""互联网平台企业的竞争策略分析""\n      ],\n      ""实践工具"": [\n        ""Python博...","[""5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。"", ""4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。"", ""3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。"", ""2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。"", ""1分： 完全误解或无视指令，任务未完成或完全错误，格式混乱或不相关。""]",question_seed42/train source; batch96 source question reuse minimized and recorded
topup1_091,syn_685a28724fdda520,1b0aa2506ac197161ef28f08ad87bad147f3acf9,train,results_merge.jsonl,1295,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,7c7e610c22ccdf3b7da077a6638a414a3b3df75a,"Subject:Computer Science
Education Level:Undergraduate
Question:What is the time complexity of the quicksort algorithm in the average case scenario?
. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",2,2,en,Basic Factual Accuracy,overconfident_wrong,overconfident_wrong,5,5,Question Answering,Computer Science,Undergraduate,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,0,3,question_reused_recorded,"Subject:Computer Science\nEducation Level:Undergraduate\nQuestion:What is the time complexity of the quicksort algorithm in the average case scenario?\n. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","{\n  ""Answer"": ""The time complexity of the quicksort algorithm in the average case scenario is O(n log n), where n represents the number of elements being sorted. This assumes that the pivot selection allows for a relatively even split of the data.""\n}","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",question_seed42/train source; batch96 source question reuse minimized and recorded
topup1_092,syn_72d664be96495f63,5abc30689b7118b29f12be146642c3731410e9ee,train,results_merge.jsonl,4237,71a14244232914c689e46f4d03977b3ac0067a23,4a0e74fec2ed4c7724038b13d202afeac502457a,"知识点：线粒体功能与生物能量代谢调控
请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",1,1,zh,Domain Knowledge Accuracy,rubric_violation,rubric_violation,4,4,Teaching Material Generation,Biology,PhD,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,0,4,question_reused_recorded,"知识点：线粒体功能与生物能量代谢调控\n请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","```json\n{\n  ""教学目标"": [\n    ""理解线粒体在细胞能量代谢中的核心作用。"",\n    ""掌握线粒体内发生的氧化磷酸化过程及其对ATP生成的重要性。"",\n    ""了解线粒体DNA的特点以及其对于遗传信息传递的意义。"",\n    ""能够解释线粒体功能障碍如何影响生物体健康，并举例说明相关疾病。""\n  ],\n  ""重点难点"": {\n    ""重点"": [\n      ""线粒体结构与功能的关系"",\n      ""氧化磷酸化的机制"",\n      ""线粒体在能量产生中的角色""\n    ],\n    ""难点"": [\n      ""详细理解电子传递链的工作原理"",\n      ""线粒体DNA复制及遗传模式的理解"",\n      ""线粒体功能异常导致疾病的机理""\n    ]\n  },\n  ""课堂活动设计"": [\n    {\n      ""活动名称"": ""线粒体之旅"",\n      ""描述"": ""通过虚拟现实技术或动画视频，让学生'进入'一个细胞内部，特别关注线粒体的结构和工作流程。之后进行小组讨论，分享他们观察到的关键点。"",\n      ""目标达成"": [""理解线粒体在细胞能量代谢中的核心作用"", ""掌握线粒体内发生的氧化磷酸化过程及其对ATP生成的重要性""]\n    },\n    {\n      ""活动名称"": ""构建模型"",\n      ""描述"": ""使用纸板、橡皮泥等材料制作线粒体模型，特别是强调内膜系统（嵴）的设计。完成后，每组向全班介绍他们的模型，并解释每个部分的功能。"",\n      ""目标达成...","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",question_seed42/train source; batch96 source question reuse minimized and recorded
topup1_093,syn_46e2f1a2c9c71d83,46e3a5cbede9f1b74ca770b58371321a158cfe7c,train,results_merge.jsonl,2187,42fca1e21a602a4719433f012846ec7165b7aa0d,542927505d7216dfe36357fa2382815d9350eda3,"Anxiety Level: Mild Anxiety
Dialogue with Student: Agent: Hi there! How's your Chinese study going today?
Student: Hi... It's going okay, I guess.
Agent: Just okay? Is there something that's bothering you?
Student: Well, I'm feeling a bit anxious about the upcoming Chinese test. I'm not sure if I'm fully prepared.
Agent: That's understandable. Tests can be stressful. What part of the test are you most worried about?
Student: I think it's the listening section. I always find it hard to catch everything they're saying.
Agent: Listening can be tricky, especially in a new language. Have you tried any specific strategies to help with that?
Student: I've been listening to audio clips, but it's still tough.
Agent: It's great that you're practicing! Sometimes, breaking the audio into smaller parts and repeating them can help. How do you feel about trying that?
Student: I guess I can try that more often. Thanks for the suggestion.
Agent: You're welcome! Remember, it's okay to feel anxious, and practicing a little each day can really help. You're doing a great job!
Based on the student's emotional state and conversation, provide ""Emotional State Analysis"" and ""Comfort & Advice"", in JSON format.","[""5: Excellent role-playing (e.g., teacher/TA); language style, professionalism, and tone (e.g., encouraging/serious) are perfectly aligned with the assumed role and audience."", ""4: Role and tone are mostly consistent and appropriate for the scenario, with minor deviation in individual expressions."", ""3: Attempts to match the role and tone can be seen, but overall consistency is weak; some expressions are disconnected from the role/scenario."", ""2: Significant mismatch in role and tone; comes across as unnatural or inconsistent."", ""1: No reflection of assigned role/tone; expression entirely inconsistent with the scenario.""]",1,1,en,Role & Tone Consistency,superficial_fluency,superficial_fluency,5,5,Emotional Support,Chinese,Middle School,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,1,1,question_reused_recorded,"Anxiety Level: Mild Anxiety\nDialogue with Student: Agent: Hi there! How's your Chinese study going today?\nStudent: Hi... It's going okay, I guess.\nAgent: Just okay? Is there something that's bothering you?\nStudent: Well, I'm feeling a bit anxious about the upcoming Chinese test. I'm not sure if I'm fully prepared.\nAgent: That's understandable. Tests can be stressful. What part of the test are you most worried about?\nStudent: I think it's the listening section. I always find it hard to catch everything they're saying.\nAgent: Listening can be tricky, especially in a new language. Have you tried any specific strategies to help with that?\nStudent: I've been listening to audio clips, b...","```json\n{\n  ""Emotional State Analysis"": {\n    ""Anxiety Level"": ""Mild Anxiety"",\n    ""Primary Concern"": ""Upcoming Chinese test, specifically the listening section"",\n    ""Emotional Indicators"": {\n      ""Uncertainty"": ""Expressed doubt about being fully prepared"",\n      ""Worry"": ""Concerned about the difficulty of the listening section"",\n      ""Effort"": ""Acknowledged practicing with audio clips but still finds it challenging""\n    }\n  },\n  ""Comfort & Advice"": {\n    ""Comforting Statements"": [\n      ""It's understandable to feel anxious about tests, especially in a new language."",\n      ""You're already taking positive steps by practicing, which is a great start."",\n      ""Remember, it...","[""5: Excellent role-playing (e.g., teacher/TA); language style, professionalism, and tone (e.g., encouraging/serious) are perfectly aligned with the assumed role and audience."", ""4: Role and tone are mostly consistent and appropriate for the scenario, with minor deviation in individual expressions."", ""3: Attempts to match the role and tone can be seen, but overall consistency is weak; some expressions are disconnected from the role/scenario."", ""2: Significant mismatch in role and tone; comes across as unnatural or inconsistent."", ""1: No reflection of assigned role/tone; expression entirely inconsistent with the scenario.""]",question_seed42/train source; batch96 source question reuse minimized and recorded
topup1_094,syn_2ad69958420849ad,6f86833a634df848583b36e2646b95ea4e5bc164,train,results_merge.jsonl,4789,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,2874ab177170d5301061567fc0dd136d83d0af20,"学科:临床医学
学制级别:硕士
问题：以下哪种药物最常用于治疗急性心肌梗死？
A) 阿司匹林
B) 布洛芬
C) 对乙酰氨基酚
D) 洛伐他汀
.请根据问题生成对应的答案。""答案"":,以json格式返回","[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",2,2,zh,Content Relevance & Scope Control,rubric_violation,rubric_violation,5,5,Question Answering,Clinical Medicine,Master,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,0,3,question_reused_recorded,"学科:临床医学\n学制级别:硕士\n问题：以下哪种药物最常用于治疗急性心肌梗死？\nA) 阿司匹林\nB) 布洛芬\nC) 对乙酰氨基酚\nD) 洛伐他汀\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""A) 阿司匹林""\n}\n```","[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",question_seed42/train source; batch96 source question reuse minimized and recorded
topup1_095,syn_200d0a94bd204e1c,3f3fbe8937aa6ecb67a836f0361caadcdda26e01,train,results_merge.jsonl,2009,5ffceb52c2088afbfedd9d157f13a2b675c5dc95,08f77dab0ebac78f92f484a5bf1bf7d291208d02,"Question: Which of the following principles is most closely associated with the doctrine of 'stare decisis' in common law systems?

Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-provoking and can trigger reflection."", ""3: Generally understandable but may be wordy, complex, or dull; limited inspirational impact."", ""2: Lacks clarity; uses excessive jargon or complex structures; difficult to comprehend; uninspiring."", ""1: Confusing and hard to follow; disregards learner needs; offers no inspiration and may cause confusion.""]",1,1,en,"Clarity, Simplicity & Inspiration",rubric_violation,rubric_violation,4,4,Idea Provision,Law,Master,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,0,4,question_reused_recorded,"Question: Which of the following principles is most closely associated with the doctrine of 'stare decisis' in common law systems?\n\nPlease provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","```json\n{\n  ""Reasoning Provided"": ""To answer this question, one must understand the concept of 'stare decisis' in common law systems. 'Stare decisis' is a Latin term meaning 'to stand by things decided.' It refers to the legal principle of determining points in litigation according to precedent. This principle ensures consistency and predictability in the law by requiring courts to follow the rulings of higher courts in similar cases. Among the given options, the principle most closely associated with 'stare decisis' would be the one that emphasizes adhering to past judicial decisions to maintain legal stability. The reasoning involves identifying the option that aligns with this defini...","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-provoking and can trigger reflection."", ""3: Generally understandable but may be wordy, complex, or dull; limited inspirational impact."", ""2: Lacks clarity; uses excessive jargon or complex structures; difficult to comprehend; uninspiring."", ""1: Confusing and hard to follow; disregards learner needs; offers no inspiration and may cause confusion.""]",question_seed42/train source; batch96 source question reuse minimized and recorded
topup1_096,syn_a3bdbcda359d5cff,56b4510524eabe9c94bec4eff3c3b61acb377be0,train,results_merge.jsonl,3916,2315014220e7c1c5fbc4751aea0a196884f3ace8,868525dd7e4d3aa2fd4c53f3eb548272bfdf9506,"问题：解释“需求弹性”的概念及其在经济学中的重要性。
学生的答案：需求弹性是指需求量对价格变化的反应程度。在经济学中，它很重要，因为它帮助企业了解价格变动对销售额的影响，也帮助政府制定税收政策。
请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","[""5分： 始终体现出强烈的鼓励和支持态度，语言积极、富有建设性；在需要时提供非常有效的启发式引导，而非直接给答案。"", ""4分： 整体体现出鼓励和支持，语言积极正面；能提供有效的引导，偶尔可能过于直接。"", ""3分： 兼具鼓励和中性/批评性语言，积极性一般；引导有时有效，有时直接给答案或引导不足。"", ""2分： 缺乏鼓励和支持，语言偏中性甚至略显负面；很少提供有效引导，倾向于直接给答案或不给帮助。"", ""1分： 语言消极、打击性强，完全没有鼓励；无视引导需求，或提供错误引导。""]",3,3,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,superficial_fluency,5,5,Automatic Grading,Theoretical Economics,Undergraduate,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,1,1,question_reused_recorded,"问题：解释“需求弹性”的概念及其在经济学中的重要性。\n学生的答案：需求弹性是指需求量对价格变化的反应程度。在经济学中，它很重要，因为它帮助企业了解价格变动对销售额的影响，也帮助政府制定税收政策。\n请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json\n{\n  ""评分"": ""8/10"",\n  ""评分细节"": {\n    ""概念理解"": ""5/5"",\n    ""经济学中的重要性解释"": ""3/5""\n  },\n  ""个性化反馈"": ""你对需求弹性的定义非常准确，清楚地指出了它是衡量商品或服务的需求量如何响应价格变化的一个指标。在讨论其重要性时，你也正确地提到了企业可以通过理解这一点来优化定价策略，并且政府可以据此调整税收政策以达到特定目标。不过，你的回答还可以进一步丰富。例如，可以提到不同类型的需求弹性（如价格弹性、收入弹性等）以及它们各自的应用场景；或者更深入探讨一下为什么了解这些对于市场分析至关重要，比如可以帮助预测消费者行为的变化趋势，从而更好地规划生产和服务。此外，如果能够结合一个简单的例子来说明这个概念就更好了。继续加油！""\n}\n```","[""5分： 始终体现出强烈的鼓励和支持态度，语言积极、富有建设性；在需要时提供非常有效的启发式引导，而非直接给答案。"", ""4分： 整体体现出鼓励和支持，语言积极正面；能提供有效的引导，偶尔可能过于直接。"", ""3分： 兼具鼓励和中性/批评性语言，积极性一般；引导有时有效，有时直接给答案或引导不足。"", ""2分： 缺乏鼓励和支持，语言偏中性甚至略显负面；很少提供有效引导，倾向于直接给答案或不给帮助。"", ""1分： 语言消极、打击性强，完全没有鼓励；无视引导需求，或提供错误引导。""]",question_seed42/train source; batch96 source question reuse minimized and recorded
topup1_097,syn_32ce83c61dcffe74,5680bbfccbc4637e7c9c7e3d63698aaf2b4fa213,train,results_merge.jsonl,1206,50a125b94d56b250cab34175d4465b85ca2df963,93961bf549b27c9a55a70a8e4875a37607587f3f,"Subject:Psychology
Education Level:PhD
Question:Which of the following theories best explains the mechanism of action of selective serotonin reuptake inhibitors (SSRIs) in the treatment of depression?
A) Dopamine Hypothesis
B) Monoamine Hypothesis
C) Neurogenesis Hypothesis
D) Glutamate Hypothesis
. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","[""5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies."", ""4: Reasoning is largely correct and logically coherent with minor issues in individual steps or details that do not affect the conclusion."", ""3: Reasoning is visible but contains unclear logic, missing steps, or insufficient argumentation, affecting the overall outcome."", ""2: Reasoning has major logical flaws, confusion in steps, or critical omissions; reliability is low."", ""1: Virtually no valid reasoning; logic is chaotic; steps are incorrect or irrelevant.""]",2,2,en,Reasoning Process Rigor,reasoning_gap,reasoning_gap,1,1,Question Answering,Psychology,PhD,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,0,3,question_reused_recorded,"Subject:Psychology\nEducation Level:PhD\nQuestion:Which of the following theories best explains the mechanism of action of selective serotonin reuptake inhibitors (SSRIs) in the treatment of depression?\nA) Dopamine Hypothesis\nB) Monoamine Hypothesis\nC) Neurogenesis Hypothesis\nD) Glutamate Hypothesis\n. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","```json\n{\n  ""Answer"": ""B) Monoamine Hypothesis""\n}\n```","[""5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies."", ""4: Reasoning is largely correct and logically coherent with minor issues in individual steps or details that do not affect the conclusion."", ""3: Reasoning is visible but contains unclear logic, missing steps, or insufficient argumentation, affecting the overall outcome."", ""2: Reasoning has major logical flaws, confusion in steps, or critical omissions; reliability is low."", ""1: Virtually no valid reasoning; logic is chaotic; steps are incorrect or irrelevant.""]",question_seed42/train source; batch96 source question reuse minimized and recorded
topup1_098,syn_6ac6209145824d46,6464cbde05a6f739e7eb4ffbbdfc6f986454b305,train,results_merge.jsonl,2948,f9a3b1ea300bc14ffd7aaea8a710311b094d2ca2,93840fc43463a42fbc8ebe7c4da9a506b914c237,"学生画像：学生的画像：{'姓名': '张伟', '年龄': 28, '学习背景': '在教育学领域有丰富的研究经历，尤其关注学生的个体差异和教育公平问题。已发表多篇相关论文。', '学习风格': '偏好阅读学术期刊和参与教育研讨会，喜欢通过讨论深化理解，比较善于理论联系实际。', '个人兴趣': '对教育技术在教师培训中的应用感兴趣，积极参与相关项目和会议。'}
请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","[""5分： 充分融合所有关键场景要素（如学生历史、学习偏好等），输出高度个性化，并与教学情境高度匹配。"", ""4分： 有效使用主要场景要素，回答具有针对性；可能遗漏少量细节，但不影响整体效果。"", ""3分： 使用了部分场景信息，但融合较浅；个性化程度或情境契合度一般。"", ""2分： 仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱。"", ""1分： 完全忽视场景特定信息；输出通用、模板化，且与场景不相关。""]",1,1,zh,Scenario Element Integration,scenario_mismatch,scenario_mismatch,5,5,Personalized Learning Support,General Pedagogy,PhD,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,0,3,question_reused_recorded,"学生画像：学生的画像：{'姓名': '张伟', '年龄': 28, '学习背景': '在教育学领域有丰富的研究经历，尤其关注学生的个体差异和教育公平问题。已发表多篇相关论文。', '学习风格': '偏好阅读学术期刊和参与教育研讨会，喜欢通过讨论深化理解，比较善于理论联系实际。', '个人兴趣': '对教育技术在教师培训中的应用感兴趣，积极参与相关项目和会议。'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","```json\n{\n    ""个性化学习内容或任务"": [\n        {\n            ""任务名称"": ""教育技术应用案例研究"",\n            ""任务描述"": ""针对教育技术在教师培训中的实际应用，选择3个不同国家/地区的案例进行深度分析，重点关注技术工具如何解决个体差异问题。要求结合教育公平理论框架撰写对比研究报告（5000字以上）。"",\n            ""学习资源"": [\n                ""近3年SSCI期刊中教育技术实证研究论文"",\n                ""OECD教师数字化能力发展报告(2023)"",\n                ""全球教育技术峰会 keynote演讲录像""\n            ],\n            ""输出要求"": {\n                ""形式"": ""学术论文格式"",\n                ""交付节点"": ""每2周提交进展报告"",\n                ""终稿期限"": ""2024-03-15""\n            }\n        },\n        {\n            ""任务名称"": ""智能教育系统原型设计"",\n            ""任务描述"": ""基于自适应学习理论，设计面向教师培训的AI辅助系统原型。需包含：1) 差异化需求诊断模块 2) 个性化资源推荐算法流程图 3) 培训效果追踪仪表盘。要求至少使用2种学习分析技术。"",\n            ""实践环节"": {\n ...","[""5分： 充分融合所有关键场景要素（如学生历史、学习偏好等），输出高度个性化，并与教学情境高度匹配。"", ""4分： 有效使用主要场景要素，回答具有针对性；可能遗漏少量细节，但不影响整体效果。"", ""3分： 使用了部分场景信息，但融合较浅；个性化程度或情境契合度一般。"", ""2分： 仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱。"", ""1分： 完全忽视场景特定信息；输出通用、模板化，且与场景不相关。""]",question_seed42/train source; batch96 source question reuse minimized and recorded
