split_name,check,split_a,split_b,key_type,key_value,record_id_a,record_id_b,question_preview,answer_preview,metric_canonical,generator_model,label_5,pair,overlap_count,severity,example_keys
paper_like_triple_seed42,duplicate full scored item within same split,train,train,full_record_key,b2eedd6a66292077b5a35a3dc2353f37f9e43e0f,d1bb408741157c57609b373a1043d4b37e966d97,92f8101bd483ca1bfd26a29bdbb57d680086a3e9,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""情绪类型"": ""重度焦虑"",\n    ""具体表现"": ""学生表现出对语文课的极度紧张和害怕，担心自己表现不佳，害怕被老师批评和同学嘲笑。"",\n    ""潜在原因"": ""可能源于对自我表现的高要求、对他人评价的过度在意，或之前有过类似的负面经历。""\n  },\n  ""安慰与建议"": {...",Scenario Element Integration,deepseek-v3,4,train-train,1,WARNING,"[""b2eedd6a66292077b5a35a3dc2353f37f9e43e0f""]"
paper_like_triple_seed42,duplicate full scored item within same split,train,train,full_record_key,1510e75c197ece5e6844e97377faea2751a79f21,5be98f975a4e8ff3d323fa2d4e72a5ff419fc6b5,47b79bcfe0b71a84474bac66b790b8424bd5a5b8,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""情绪类型"": ""重度焦虑"",\n    ""具体表现"": ""学生表现出对语文课的极度紧张和害怕，担心自己表现不佳，害怕被老师批评和同学嘲笑。"",\n    ""潜在原因"": ""可能源于对自我表现的高要求、对他人评价的过度在意，或之前有过类似的负面经历。""\n  },\n  ""安慰与建议"": {...","Motivation, Guidance & Positive Feedback",deepseek-v3,4,train-train,1,WARNING,"[""1510e75c197ece5e6844e97377faea2751a79f21""]"
paper_like_triple_seed42,duplicate full scored item within same split,train,train,full_record_key,6d1b634e735c02717d09dff5f24fa39060ea48d1,98d7771efefc3b6da14b8d38eea311882a90a204,0e3d5c687438b64279a046f606b5db3439fac4e8,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": ""从对话中可以看出，学生正经历着重度焦虑的情绪。这种焦虑主要来源于对语文课上表现不佳的恐惧，特别是担心老师的批评和同学的嘲笑。这表明学生可能在自信心方面遇到了挑战，并且对于他人的评价非常敏感。"",\n  ""安慰与建议"": {\n    ""安慰"": ""首先，我想让你知道感到害怕是很正常的，很多人都会有类似的...",Instruction Following & Task Completion,qwen-max,4,train-train,1,WARNING,"[""6d1b634e735c02717d09dff5f24fa39060ea48d1""]"
paper_like_triple_seed42,duplicate full scored item within same split,train,train,full_record_key,9eaf9b8d15b540e69b89c7b08fd43e22206b8450,b4fe1ebdd9e7c09de4ba30d8766f4fde8aac6add,729297add5cc1159a4287814a275f510ed99a890,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": ""从对话中可以看出，学生正经历着重度焦虑的情绪。这种焦虑主要来源于对语文课上表现不佳的恐惧，特别是担心老师的批评和同学的嘲笑。这表明学生可能在自信心方面遇到了挑战，并且对于他人的评价非常敏感。"",\n  ""安慰与建议"": {\n    ""安慰"": ""首先，我想让你知道感到害怕是很正常的，很多人都会有类似的...",Role & Tone Consistency,qwen-max,4,train-train,1,WARNING,"[""9eaf9b8d15b540e69b89c7b08fd43e22206b8450""]"
paper_like_triple_seed42,duplicate full scored item within same split,train,train,full_record_key,c449aed8d4fb2c1c6f35aaf9b394c913899168c0,5853d6890e7f1c409e96fca384248afc2b2cdee2,bf41c9b09af103d1b24918798734c010e80eddfc,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": ""从对话中可以看出，学生正经历着重度焦虑的情绪。这种焦虑主要来源于对语文课上表现不佳的恐惧，特别是担心老师的批评和同学的嘲笑。这表明学生可能在自信心方面遇到了挑战，并且对于他人的评价非常敏感。"",\n  ""安慰与建议"": {\n    ""安慰"": ""首先，我想让你知道感到害怕是很正常的，很多人都会有类似的...","Personalization, Adaptation & Learning Support",qwen-max,3,train-train,1,WARNING,"[""c449aed8d4fb2c1c6f35aaf9b394c913899168c0""]"
paper_like_triple_seed42,duplicate full scored item within same split,dev,dev,full_record_key,475f0643153bd33d624b3c3cfd9cf9a57a191c09,5500e74c06c096ed8e61617a81a4a649083d6f9f,5e0e23deea0c1095fec29b3116473c39894fd725,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""主要情绪"": [""紧张"", ""害怕"", ""担心被否定""],\n    ""具体表现"": [\n      ""对课堂朗读产生过度焦虑反应"",\n      ""存在预期性焦虑（提前担忧负面结果）"",\n      ""对他人评价过度敏感"",\n      ""可能存在自我价值感动摇""\n    ],...",Role & Tone Consistency,deepseek-r1,5,dev-dev,1,WARNING,"[""475f0643153bd33d624b3c3cfd9cf9a57a191c09""]"
paper_like_triple_seed42,duplicate full scored item within same split,dev,dev,full_record_key,3c5786969d75f83dc86c8c30056bad5771cd96a8,20f2c114c3263c3bf9ae1ebe7aaecfeee67e0459,d398085ab7eac902dc76897b4b9064c079aed4ff,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...","Motivation, Guidance & Positive Feedback",qwen2.5-7b-instruct,4,dev-dev,1,WARNING,"[""3c5786969d75f83dc86c8c30056bad5771cd96a8""]"
paper_like_triple_seed42,duplicate full scored item within same split,dev,dev,full_record_key,10082a9fe7e5b9c19ed937a587413d42f98f748c,32fab38609b92143fbe60b93505139444a285c80,a3ec968f4d275dea3ad171a7117b939fe47d5222,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...","Personalization, Adaptation & Learning Support",qwen2.5-7b-instruct,4,dev-dev,1,WARNING,"[""10082a9fe7e5b9c19ed937a587413d42f98f748c""]"
paper_like_triple_seed42,duplicate full scored item within same split,dev,dev,full_record_key,fabff02ccc2979911e93b5af43d156067ff2d4ae,cc0494f8f8b032a9e4a77077f4d19e4485d73034,c685d8e5b0da6bfa956d00f4097bd67474be8114,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": ""从对话中可以看出，学生正经历着重度焦虑的情绪。这种焦虑主要来源于对语文课上表现不佳的恐惧，特别是担心老师的批评和同学的嘲笑。这表明学生可能在自信心方面遇到了挑战，并且对于他人的评价非常敏感。"",\n  ""安慰与建议"": {\n    ""安慰"": ""首先，我想让你知道感到害怕是很正常的，很多人都会有类似的...",Scenario Element Integration,qwen-max,3,dev-dev,1,WARNING,"[""fabff02ccc2979911e93b5af43d156067ff2d4ae""]"
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,2cf880a267cd0c1590aaf28c000cb64c1fb6dca5,7af9e84f641bdd689f9ea4f982358a3cfbeafa5f,e7eff9be78e15dcbb0b942134c51540575c92797,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"{\n  ""情绪状态分析"": {\n    ""当前情绪"": ""重度焦虑"",\n    ""主要担忧"": [""害怕被老师批评"", ""担心同学嘲笑""],\n    ""影响领域"": [""学习表现"", ""社交互动""]\n  },\n  ""安慰与建议"": {\n    ""情感支持"": ""感到害怕和紧张是很正常的感受，很多人都会有类似的经历。"",\n    ""具体建...","Motivation, Guidance & Positive Feedback",qwen2.5-14b-instruct,4,test-test,1,WARNING,"[""2cf880a267cd0c1590aaf28c000cb64c1fb6dca5""]"
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,df9a3ec545ce4b3be21ec15d02b7576bbf6f4c4a,e84b5bb206e608a7e42620aa8f32e312e8c9b70c,f0deec08c28fa340695d1cbad93817c3389f4ce6,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"{\n  ""情绪状态分析"": {\n    ""当前情绪"": ""重度焦虑"",\n    ""主要担忧"": [""害怕被老师批评"", ""担心同学嘲笑""],\n    ""影响领域"": [""学习表现"", ""社交互动""]\n  },\n  ""安慰与建议"": {\n    ""情感支持"": ""感到害怕和紧张是很正常的感受，很多人都会有类似的经历。"",\n    ""具体建...","Personalization, Adaptation & Learning Support",qwen2.5-14b-instruct,4,test-test,1,WARNING,"[""df9a3ec545ce4b3be21ec15d02b7576bbf6f4c4a""]"
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,f28175fdd11bc15ade5a65dfcbda2a62cab045b4,27f6cb83e39bb1cc60a70c6182eb24b722e68359,5e7005456c91f39d79dedae0b3e41ca98a9e6b5b,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""情绪类型"": ""重度焦虑"",\n    ""具体表现"": ""学生表现出对语文课的极度紧张和害怕，担心自己表现不佳，害怕被老师批评和同学嘲笑。"",\n    ""潜在原因"": ""可能源于对自我表现的高要求、对他人评价的过度在意，或之前有过类似的负面经历。""\n  },\n  ""安慰与建议"": {...",Role & Tone Consistency,deepseek-v3,4,test-test,1,WARNING,"[""f28175fdd11bc15ade5a65dfcbda2a62cab045b4""]"
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,e683c0a084e6028c48abc2f0ff281309764e81f5,b53314c84cae003997685c3f7aebbe5ec39779cc,b9915cbe5479c2ff8228a6d9dee2699d5a561b5e,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""情绪类型"": ""重度焦虑"",\n    ""具体表现"": ""学生表现出对语文课的极度紧张和害怕，担心自己表现不佳，害怕被老师批评和同学嘲笑。"",\n    ""潜在原因"": ""可能源于对自我表现的高要求、对他人评价的过度在意，或之前有过类似的负面经历。""\n  },\n  ""安慰与建议"": {...","Personalization, Adaptation & Learning Support",deepseek-v3,4,test-test,1,WARNING,"[""e683c0a084e6028c48abc2f0ff281309764e81f5""]"
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,59991f2d9b25c820931cc719bf067c0be862dec0,4d4b86cdc49579e8754673fa196407c66148c29a,aaf537db039bd6eec2ac632445fa84cbba769fb9,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""主要情绪"": [""紧张"", ""害怕"", ""担心被否定""],\n    ""具体表现"": [\n      ""对课堂朗读产生过度焦虑反应"",\n      ""存在预期性焦虑（提前担忧负面结果）"",\n      ""对他人评价过度敏感"",\n      ""可能存在自我价值感动摇""\n    ],...",Instruction Following & Task Completion,deepseek-r1,5,test-test,1,WARNING,"[""59991f2d9b25c820931cc719bf067c0be862dec0""]"
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,739ead9df8d21793f25d8261b3ccf548d1d82884,505726a115f9b968de801915bc688e90eb116cf0,155174eaaf6a56784110ae7776ec0790f7b86a5d,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""主要情绪"": [""紧张"", ""害怕"", ""担心被否定""],\n    ""具体表现"": [\n      ""对课堂朗读产生过度焦虑反应"",\n      ""存在预期性焦虑（提前担忧负面结果）"",\n      ""对他人评价过度敏感"",\n      ""可能存在自我价值感动摇""\n    ],...",Scenario Element Integration,deepseek-r1,5,test-test,1,WARNING,"[""739ead9df8d21793f25d8261b3ccf548d1d82884""]"
