record_id,source_file,source_row_index,human_1_raw,human_2_raw,human_3_raw,human_mean_raw,raw_score_scale_detected,human_1_5,human_2_5,human_3_5,human_mean_5,label_5,label_mapping_method,mapping_verified,notes
e15bf6705e1f33693cf1794e140b8a72e17aaf03,results_merge.jsonl,28,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
2bb0ae497f69277c49b9ebefcb272292a7756d55,results_merge.jsonl,29,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
98f1afeaf0025a2422ad8e7aadd714c4017dd3fa,results_merge.jsonl,30,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
6261bb31188aaf41dd1973a877736897ef115e23,results_merge.jsonl,31,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
b4840c2ac6c8ddfcd7dd13061a59d1f332bcb901,results_merge.jsonl,32,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
3923b43a3e1586cb0bb5427024343e8da667f360,results_merge.jsonl,33,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
38638126af3ed565fceb79316f2cd04de51d7af5,results_merge.jsonl,34,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
df7098bda7679c74c37ca5b76bf75913c679fc03,results_merge.jsonl,35,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
56482e327fad5d766b7b04796be08239f87c4c07,results_merge.jsonl,36,5.0,5.0,4.0,4.666666666666667,1-5,5.0,5.0,4.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
27609c94a5bd2cd2dcacbd764f2d834df9d0bd83,results_merge.jsonl,37,4.0,4.0,4.0,4.0,1-5,4.0,4.0,4.0,4.0,4,already_1_5_round,True,raw human scores already on 1-5 scale
426a79b32e0b6b9a32abc8f2246ab9ebb83d7e01,results_merge.jsonl,38,4.0,4.0,4.0,4.0,1-5,4.0,4.0,4.0,4.0,4,already_1_5_round,True,raw human scores already on 1-5 scale
4038f938838d985d7b7a10a86e8266a74b0a2c26,results_merge.jsonl,39,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
30b15d19d2fecdb8d2e412dd2e1a492b709f7f34,results_merge.jsonl,40,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
7b950863725c3f977e3682aa14c3e210b705f035,results_merge.jsonl,41,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
ad7eb95cae5590b7e0c4e26fd6aaf28a9c7092fb,results_merge.jsonl,42,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
43303f67b98c41d3781f0318c9e023da0c1186fe,results_merge.jsonl,43,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
d5838f98752f0c4852522f35c4db829fe51c993f,results_merge.jsonl,44,3.0,4.0,3.0,3.3333333333333335,1-5,3.0,4.0,3.0,3.3333333333333335,3,already_1_5_round,True,raw human scores already on 1-5 scale
5a7339369e02b0bf86476fd651b3f89bbde8699b,results_merge.jsonl,45,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
7d1f21fc1e1cb3f4ac1595ba43dfa5f6d1534acf,results_merge.jsonl,46,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
6de45511fdf671e1b2d1777402c095b753b16f45,results_merge.jsonl,47,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
7736a2e4b0fa501128a17b78219187d2239b032e,results_merge.jsonl,48,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
fddec3208f52f54ecd7016ee5ad9466d0e9c8d0b,results_merge.jsonl,49,4.0,4.0,4.0,4.0,1-5,4.0,4.0,4.0,4.0,4,already_1_5_round,True,raw human scores already on 1-5 scale
b966b87c284f1074537ded5ff767608734561911,results_merge.jsonl,50,3.0,4.0,3.0,3.3333333333333335,1-5,3.0,4.0,3.0,3.3333333333333335,3,already_1_5_round,True,raw human scores already on 1-5 scale
d1ed7e4b2380d3d2591d6922034cd7e25ae6a810,results_merge.jsonl,51,5.0,4.0,5.0,4.666666666666667,1-5,5.0,4.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
a37753ddd5309a428fbe97ca91367b9650d5cf41,results_merge.jsonl,52,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
bfa79a451124e92a28ed189db1d126bbe01a9177,results_merge.jsonl,53,5.0,4.0,5.0,4.666666666666667,1-5,5.0,4.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
66ed54a9423fdc853c2d708828160ec51c93ca2e,results_merge.jsonl,54,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
be99fc5c194acd065de431a73eab09f1d7e86947,results_merge.jsonl,55,4.0,5.0,4.0,4.333333333333333,1-5,4.0,5.0,4.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
7175a2ca5335b82598f8cf6ff459922c22013bf1,results_merge.jsonl,56,4.0,5.0,4.0,4.333333333333333,1-5,4.0,5.0,4.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
7496c90a96f6033c4bc474146bb6b1c1fe5f5c21,results_merge.jsonl,57,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
56882a55e9d1c5eb452992ad59af4de25e5ae6bb,results_merge.jsonl,58,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
ac928704ee42f09cda816880d5004a8c95ed84e1,results_merge.jsonl,59,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
2fb2e7b662bd63032405fac81132e33579f49cab,results_merge.jsonl,60,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
4cc41e1a0d99d94f46c9a2c53956793823aa434d,results_merge.jsonl,61,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
08e737f8db24a1815e8edc854498b561139dd553,results_merge.jsonl,62,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
86ff78fd1c6dc3098b2f30f46717fede9790131d,results_merge.jsonl,63,4.0,5.0,4.0,4.333333333333333,1-5,4.0,5.0,4.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
6442e6a2ff5144c096a3c01cf2f4c3cf062c519f,results_merge.jsonl,64,4.0,5.0,4.0,4.333333333333333,1-5,4.0,5.0,4.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
2344f7712481acb079590b1b052c58451eaafdc7,results_merge.jsonl,65,4.0,5.0,4.0,4.333333333333333,1-5,4.0,5.0,4.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
37d9254daf21577beb76010e7b92d946f236124b,results_merge.jsonl,66,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
264f5cee790652ad9b0c78b15f703cc8fa447920,results_merge.jsonl,67,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
a243558891547299d007e9dd9c56a35d0f923875,results_merge.jsonl,68,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
d0227768197b29e1099c6e0836b9827ec27b85e8,results_merge.jsonl,69,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
0575632a8d01ebe516fabf0f509b77b2a8f1a5b2,results_merge.jsonl,70,4.0,4.0,4.0,4.0,1-5,4.0,4.0,4.0,4.0,4,already_1_5_round,True,raw human scores already on 1-5 scale
fe19436d900d8b1c0aa4e9fd38405b0ba83ac358,results_merge.jsonl,71,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
78478eb10f92fecf6933c2d893afaa1aac103c02,results_merge.jsonl,72,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
6ba37c4d830f3851a0b554022e6520886dd894a8,results_merge.jsonl,73,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
3262276c0eeb8d6c72d67e57acb6d9596c783bf3,results_merge.jsonl,74,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
fdfb0622884f9fbba0a3e7abaed5a61df1afbdd1,results_merge.jsonl,75,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
eddb128229d1b1b954fc1e00c732d5c49af7d060,results_merge.jsonl,76,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
381c1561829c0ca1e85c97e4f4ddaf9b8b9a9af3,results_merge.jsonl,77,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
52fe2ddd3f0de180f118658a1307ea966b4fa1d6,results_merge.jsonl,78,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
691f9ac6bbf74f97501f6fab4d57792dd9c5d610,results_merge.jsonl,79,4.0,4.0,4.0,4.0,1-5,4.0,4.0,4.0,4.0,4,already_1_5_round,True,raw human scores already on 1-5 scale
dad353af0c9f2d64222cbd99f626f49968148547,results_merge.jsonl,80,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
9e81ca76d1c6726242883bdd10d1ae3d6c88ce9e,results_merge.jsonl,81,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
9b7f5fe61b44bf066871dd66d12fc3695b0df220,results_merge.jsonl,82,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
e083bed991812de761f0665458b78e447b70e4f7,results_merge.jsonl,83,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
1e7d19b1218c2098913d92ed59c0901244042551,results_merge.jsonl,84,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
327d944b5588223ee01f87fed218bbe0c40c9818,results_merge.jsonl,85,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
1f65ac96de0af1e54f6519914d24dbb50c5fef45,results_merge.jsonl,86,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
2be84a232220ef5bbc0fdb71879b2e84fdfcaaf2,results_merge.jsonl,87,4.0,4.0,4.0,4.0,1-5,4.0,4.0,4.0,4.0,4,already_1_5_round,True,raw human scores already on 1-5 scale
ece46fd7a503f922ad07bf9a2a19bf90ac8d1286,results_merge.jsonl,88,5.0,4.0,4.0,4.333333333333333,1-5,5.0,4.0,4.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
164f29703d5d45f7cd3e8003a234c446776c4e43,results_merge.jsonl,89,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
ef502614a2e376d5cdab1eb11d34195ce4c2b3c7,results_merge.jsonl,90,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
d2c8867a86727e565957390105d5ee271a1aed56,results_merge.jsonl,91,4.0,4.0,4.0,4.0,1-5,4.0,4.0,4.0,4.0,4,already_1_5_round,True,raw human scores already on 1-5 scale
3c11d42525a74938618e1f6803e62c961a766dd0,results_merge.jsonl,92,4.0,4.0,4.0,4.0,1-5,4.0,4.0,4.0,4.0,4,already_1_5_round,True,raw human scores already on 1-5 scale
6d0e3fade89ad7d83f9e22afa027e68a61a3122c,results_merge.jsonl,93,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
6333968acfd7bae6cb4861cdeb2c5c46a2947bab,results_merge.jsonl,94,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
a43ab8e62bbbe94573e686077790997e40134423,results_merge.jsonl,95,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
44f05b0c67bebf0448cccd826c22d15782c45738,results_merge.jsonl,96,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
782057f8ff32a09cc88426c644a4eddaafbeb027,results_merge.jsonl,97,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
c54968846ebdc39afca78b0761e80832937eccec,results_merge.jsonl,98,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
20d35eb477b521921e71f5a8edba8024a500af6c,results_merge.jsonl,99,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
7098d66f5c9f4775499be51206e5d820f5488c40,results_merge.jsonl,100,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
feed1f8d9726c3a7f8b5ae5f8186b61f9fce4e8e,results_merge.jsonl,101,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
dec27230937cc58ca88e719d67abe6db1b2d9abe,results_merge.jsonl,102,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
7dbeb448571253eeaeeda2ec68f8d2cc870ec3dd,results_merge.jsonl,103,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
e6694c051e1c44fdf794196b362122126689c6f2,results_merge.jsonl,104,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
36b7456a8780fed1fbcc8cfff7a6868ddbcb9054,results_merge.jsonl,105,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
2857c422b25e3a1582e6e07b3c53ed322fe1e90f,results_merge.jsonl,106,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
5f7cc781f63751977be92751240ab8201c2a6281,results_merge.jsonl,107,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
d3034d16897ad203bf23dc55b4ef9a61d0c0b81f,results_merge.jsonl,108,4.0,4.0,4.0,4.0,1-5,4.0,4.0,4.0,4.0,4,already_1_5_round,True,raw human scores already on 1-5 scale
f16aebdc05a7b0477abba49c6a64aa2d3d2c0f4c,results_merge.jsonl,109,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
177c835b4dfec6a004b813c798e78a18d39ecc98,results_merge.jsonl,110,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
078b8c4d733a930290b1c2286d3283ea8b99c4ab,results_merge.jsonl,111,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
4321440b39e7b3b82503dab7f730d92b6d975757,results_merge.jsonl,112,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
1623887f0eb40734d42f245583fc35bc36352750,results_merge.jsonl,113,5.0,5.0,5.0,5.0,1-5,5.0,5.0,5.0,5.0,5,already_1_5_round,True,raw human scores already on 1-5 scale
0e3a7302489b5e6490e9d62a528344bd8a65c6ce,results_merge.jsonl,114,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
bb7c90de0f34544630e4984fe378212c62e1088b,results_merge.jsonl,115,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
51c3c1538b7880b3a2c9c204f0964979ad93d173,results_merge.jsonl,116,4.0,5.0,5.0,4.666666666666667,1-5,4.0,5.0,5.0,4.666666666666667,5,already_1_5_round,True,raw human scores already on 1-5 scale
9306b32e3ea963962744cb05c3778035c45e4150,results_merge.jsonl,117,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
b1ebb017c46b774da4729c041e046016e78e6ad1,results_merge.jsonl,118,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
7171275475208319103ef42e50addcac18a31e09,results_merge.jsonl,119,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
6765a5a6fbbf32c66de2d5c3e6901d7342d7e951,results_merge.jsonl,120,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
dec4c6c783f75c657018bc38f0bff5780f56135a,results_merge.jsonl,121,4.0,4.0,5.0,4.333333333333333,1-5,4.0,4.0,5.0,4.333333333333333,4,already_1_5_round,True,raw human scores already on 1-5 scale
2b72717b2e4e665a25965708b7a306fb978e9c04,results_merge.jsonl,122,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
7be7e467acc637c7b34fb287e7d6f0afd421b4c5,results_merge.jsonl,123,3.0,3.0,3.0,3.0,1-5,3.0,3.0,3.0,3.0,3,already_1_5_round,True,raw human scores already on 1-5 scale
7e2ae90d53f6e3687fbbba1e3b958b61b374423d,results_merge.jsonl,124,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
3769d73767b20049216c6a533b1c67b2a3e182e0,results_merge.jsonl,125,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
5b798542cd62f8944d6dd0fbf1e0926a43a31d34,results_merge.jsonl,126,3.0,4.0,4.0,3.6666666666666665,1-5,3.0,4.0,4.0,3.6666666666666665,4,already_1_5_round,True,raw human scores already on 1-5 scale
632b99920c704e2f05ec3e25c8ea86beda074511,results_merge.jsonl,127,3.0,3.0,3.0,3.0,1-5,3.0,3.0,3.0,3.0,3,already_1_5_round,True,raw human scores already on 1-5 scale
