seed,left_variant,right_variant,effect,metric,difference_right_minus_left
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label2_recall,0.07894736842105263
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label3_recall,-0.06666666666666668
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label4_recall,0.015424164524421524
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label5_recall,-0.003597122302158251
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_mean_p_score_ge_4,0.0497412637961101
43,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_mean_p_score_le_2,0.0018567251189572152
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,MAE_argmax,0.010840108401084014
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,MAE_expected,-0.01054683741165191
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,QWK,-0.009700469017087654
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Accuracy,-0.0009033423667570428
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Exact_Match,-0.0009033423667570428
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Kendall_tau,-0.006295415576522356
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Bin_Agreement,0.008130081300812941
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,Signed_Bias_argmax,0.1752484191508582
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_to_high_count,-1.0
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_to_high_rate,-0.01754385964912286
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_to_low_count,0.0
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_to_low_rate,0.0
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label1_recall,0.10526315789473684
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label2_recall,0.0
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label3_recall,-0.02857142857142858
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label4_recall,-0.20822622107969158
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,label5_recall,0.14568345323741005
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,low_mean_p_score_ge_4,0.05596869216829525
44,v0_original_unweighted,v1_original_label_matched_weight,weight_and_exclusion_effect,high_mean_p_score_le_2,0.0001524676213711055
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,MAE_argmax,-0.005420054200542035
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,MAE_expected,0.01489641677630954
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,QWK,0.009256240574662566
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Accuracy,-0.0018066847335139746
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Exact_Match,-0.0018066847335139746
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Kendall_tau,-0.0076229361378140625
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Bin_Agreement,-0.012646793134598044
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,Signed_Bias_argmax,-0.16621499548328816
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_to_high_count,-1.0
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_to_high_rate,-0.01754385964912275
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_count,0.0
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_to_low_rate,0.0
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label1_recall,0.0
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label2_recall,0.0
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label3_recall,0.019047619047619063
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label4_recall,0.17737789203084842
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,label5_recall,-0.13129496402877694
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,low_mean_p_score_ge_4,-0.10509407591726222
44,v1_original_label_matched_weight,v2_selective_hard_relabel,hard_relabel_effect,high_mean_p_score_le_2,0.008668863084392641
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,MAE_argmax,-0.0036133694670280048
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,MAE_expected,0.024001796989705393
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,QWK,-0.01191410220777478
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Accuracy,0.0009033423667570428
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Exact_Match,0.0009033423667570428
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Kendall_tau,0.005802082688399879
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Bin_Agreement,0.009936766034327027
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,Signed_Bias_argmax,-0.01264679313459803
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_count,1.0
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_to_high_rate,0.01754385964912275
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_count,0.0
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_to_low_rate,0.0
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label1_recall,-0.1578947368421053
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label2_recall,0.0
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label3_recall,0.028571428571428553
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label4_recall,0.04370179948586117
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,label5_recall,-0.02877697841726623
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,low_mean_p_score_ge_4,0.04954077499017956
44,v2_selective_hard_relabel,v3_selective_soft_audit,soft_target_effect,high_mean_p_score_le_2,-0.0008281379900302172
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,MAE_argmax,0.0018066847335139746
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,MAE_expected,0.028351376354363023
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,QWK,-0.012358330650199867
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Accuracy,-0.0018066847335139746
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Exact_Match,-0.0018066847335139746
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Kendall_tau,-0.00811626902593654
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Bin_Agreement,0.005420054200541924
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,Signed_Bias_argmax,-0.0036133694670280048
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_count,-1.0
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_to_high_rate,-0.01754385964912286
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_count,0.0
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_to_low_rate,0.0
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label1_recall,-0.052631578947368474
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label2_recall,0.0
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label3_recall,0.019047619047619035
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label4_recall,0.01285347043701801
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,label5_recall,-0.014388489208633115
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,low_mean_p_score_ge_4,0.00041539124121259263
44,v0_original_unweighted,v3_selective_soft_audit,end_to_end_effect,high_mean_p_score_le_2,0.00799319271573353
