synthetic_plan_id,target_label_5,language,metric_canonical,error_type,target_count,priority_rank,generation_split_mode,generation_prompt_version,notes
b96_036,2,zh,Error Identification & Correction Precision,reasoning_gap,1,5,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_037,2,en,Error Identification & Correction Precision,factual_error,1,5,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_038,2,zh,Error Identification & Correction Precision,reasoning_gap,1,5,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_039,2,en,Error Identification & Correction Precision,factual_error,1,5,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_040,3,zh,Error Identification & Correction Precision,reasoning_gap,1,5,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_041,1,en,Instruction Following & Task Completion,instruction_violation,1,6,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_042,1,zh,Instruction Following & Task Completion,rubric_violation,1,6,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_043,1,en,Instruction Following & Task Completion,instruction_violation,1,6,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_044,2,zh,Instruction Following & Task Completion,rubric_violation,1,6,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_045,2,en,Instruction Following & Task Completion,instruction_violation,1,6,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_046,2,zh,Instruction Following & Task Completion,rubric_violation,1,6,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_047,2,en,Instruction Following & Task Completion,instruction_violation,1,6,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_048,3,zh,Instruction Following & Task Completion,rubric_violation,1,6,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_049,1,en,Basic Factual Accuracy,factual_error,1,7,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_050,1,zh,Basic Factual Accuracy,overconfident_wrong,1,7,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_051,1,en,Basic Factual Accuracy,factual_error,1,7,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_052,2,zh,Basic Factual Accuracy,overconfident_wrong,1,7,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_053,2,en,Basic Factual Accuracy,factual_error,1,7,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_054,2,zh,Basic Factual Accuracy,overconfident_wrong,1,7,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_055,2,en,Basic Factual Accuracy,factual_error,1,7,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_056,3,zh,Basic Factual Accuracy,overconfident_wrong,1,7,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_057,1,en,Domain Knowledge Accuracy,factual_error,1,8,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_058,1,zh,Domain Knowledge Accuracy,rubric_violation,1,8,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_059,1,en,Domain Knowledge Accuracy,factual_error,1,8,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_060,2,zh,Domain Knowledge Accuracy,rubric_violation,1,8,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_061,2,en,Domain Knowledge Accuracy,factual_error,1,8,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_062,2,zh,Domain Knowledge Accuracy,rubric_violation,1,8,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_063,2,en,Domain Knowledge Accuracy,factual_error,1,8,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_064,3,zh,Domain Knowledge Accuracy,rubric_violation,1,8,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_065,1,en,Role & Tone Consistency,scenario_mismatch,1,9,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_066,1,zh,Role & Tone Consistency,superficial_fluency,1,9,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_067,1,en,Role & Tone Consistency,scenario_mismatch,1,9,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_068,2,zh,Role & Tone Consistency,superficial_fluency,1,9,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_069,2,en,Role & Tone Consistency,scenario_mismatch,1,9,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_070,2,zh,Role & Tone Consistency,superficial_fluency,1,9,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_071,3,en,Role & Tone Consistency,scenario_mismatch,1,9,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_072,3,zh,Role & Tone Consistency,superficial_fluency,1,9,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_073,1,en,Content Relevance & Scope Control,scenario_mismatch,1,10,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_074,1,zh,Content Relevance & Scope Control,rubric_violation,1,10,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_075,1,en,Content Relevance & Scope Control,scenario_mismatch,1,10,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_076,2,zh,Content Relevance & Scope Control,rubric_violation,1,10,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_077,2,en,Content Relevance & Scope Control,scenario_mismatch,1,10,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_078,2,zh,Content Relevance & Scope Control,rubric_violation,1,10,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_079,3,en,Content Relevance & Scope Control,scenario_mismatch,1,10,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_080,3,zh,Content Relevance & Scope Control,rubric_violation,1,10,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_081,1,en,"Clarity, Simplicity & Inspiration",superficial_fluency,1,11,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_082,1,zh,"Clarity, Simplicity & Inspiration",rubric_violation,1,11,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_083,1,en,"Clarity, Simplicity & Inspiration",superficial_fluency,1,11,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_084,2,zh,"Clarity, Simplicity & Inspiration",rubric_violation,1,11,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_085,2,en,"Clarity, Simplicity & Inspiration",superficial_fluency,1,11,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_086,2,zh,"Clarity, Simplicity & Inspiration",rubric_violation,1,11,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_087,3,en,"Clarity, Simplicity & Inspiration",superficial_fluency,1,11,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_088,3,zh,"Clarity, Simplicity & Inspiration",rubric_violation,1,11,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_089,1,en,"Motivation, Guidance & Positive Feedback",scenario_mismatch,1,12,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_090,1,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,1,12,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_091,1,en,"Motivation, Guidance & Positive Feedback",scenario_mismatch,1,12,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_092,2,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,1,12,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_093,2,en,"Motivation, Guidance & Positive Feedback",scenario_mismatch,1,12,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_094,2,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,1,12,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_095,3,en,"Motivation, Guidance & Positive Feedback",scenario_mismatch,1,12,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
b96_096,3,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,1,12,question_disjoint_formal,exp06_batch96_hardened_v1,Exp6-5 96-row dry-run target; question_seed42/train source only
