synthetic_plan_id,synthetic_id,source_record_id,source_split,source_file,source_row_index,source_question_key,source_triple_key,question,rubric_text,target_label_5,planned_target_label_5,language,metric_canonical,error_type,planned_error_type,current_label_5,human_label_5,scenario_canonical,subject_canonical,education_level_canonical,selected,selected_for_generation,allowed_for_training,selection_status,question_overlap_with_dev,question_overlap_with_test,triple_overlap_with_dev,triple_overlap_with_test,record_overlap_with_dev,record_overlap_with_test,source_question_in_dev,source_question_in_test,source_triple_in_dev,source_triple_in_test,source_risk_level,question_preview,source_answer_preview,rubric_preview,selection_notes
b96_053,syn_66d28e845b747946,02890e57b4a5f86c993ca6597fa655df630aa99b,train,results_merge.jsonl,2663,a05fd196db01a4397d849484b969f6bf2f5c0712,03047c047e7e1c709cb353a8873b52ae73969e38,"Knowledge Point: Thermodynamics in Chemical Reactions
Based on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",2,2,en,Basic Factual Accuracy,factual_error,factual_error,5,5,Teaching Material Generation,Chemistry,Master,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,"Knowledge Point: Thermodynamics in Chemical Reactions\nBased on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","Here is a JSON formatted response for teaching materials related to thermodynamics in chemical reactions:\n\n```json\n{\n  ""Course"": ""Chemistry"",\n  ""Topic"": ""Thermodynamics in Chemical Reactions"",\n  ""GradeLevel"": ""High School (11th-12th Grade)"",\n  ""TeachingObjectives"": [\n    ""Understand the basic principles of thermodynamics as they apply to chemical reactions."",\n    ""Identify and explain the concepts of enthalpy, entropy, and Gibbs free energy."",\n    ""Analyze how changes in temperature and pressure affect the spontaneity of chemical reactions."",\n    ""Apply the concept of Gibbs free energy to predict whether a reaction will be spontaneous under given conditions.""\n  ],\n  ""KeyPoint...","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",question_seed42/train source; dev/test question overlap forbidden; source answer reference only
b96_054,syn_b4d2170e929f70c0,088842a032b981b4d0f56a1159fd4fba4656cf7e,train,results_merge.jsonl,4962,e3a1cd273545f8678ebc10a163f908053480c7bc,2b2364e8b3567ba1fee5a24702631cf8c0895ed4,"学科:心理学
学制级别:大学
知识点：社会认知理论中的自我效能感
问题类型：多选题
.请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",2,2,zh,Basic Factual Accuracy,overconfident_wrong,overconfident_wrong,5,5,Question Generation,Psychology,Master,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,"学科:心理学\n学制级别:大学\n知识点：社会认知理论中的自我效能感\n问题类型：多选题\n.请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","```json\n{\n  ""问题"": ""以下哪些选项正确描述了社会认知理论中自我效能感的作用？"",\n  ""提供的思路"": [\n    ""影响个人对任务的选择和坚持程度。"",\n    ""决定个人面对困难时的情绪反应。"",\n    ""直接影响个人的实际技能水平。"",\n    ""促进或阻碍个人目标的设定。"",\n    ""改变个人的基本性格特征。""\n  ],\n  ""答案"": [0, 1, 3]\n}\n```\n\n这个多选题旨在考察学生对于社会认知理论中“自我效能感”概念的理解，包括它如何影响个体的行为选择、情绪状态以及目标设定等方面。正确答案是第1（影响个人对任务的选择和坚持程度）、第2（决定个人面对困难时的情绪反应）和第4（促进或阻碍个人目标的设定）个选项。选项3提到直接影响个人的实际技能水平并不准确，因为自我效能感更多地是关于个体对自己能力的信心而不是实际能力本身；同样地，选项5关于改变基本性格特征也不是自我效能感的主要作用之一。","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",question_seed42/train source; dev/test question overlap forbidden; source answer reference only
b96_055,syn_9669bf7ed0f2d2b8,0324a98cd6c00ebf2855741ebecf0ef4df31541f,train,results_merge.jsonl,1323,1fbaba4fd0689522a2df03a5be806cfca5328f00,52f8a79182d8909afd92d7cc7c7e4853951cde81,"Subject:Crop Science
Education Level:Undergraduate
Question:Which of the following is a primary macronutrient essential for plant growth?
A) Iron
B) Magnesium
C) Nitrogen
D) Zinc
. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",2,2,en,Basic Factual Accuracy,factual_error,factual_error,5,5,Question Answering,Crop Science,Undergraduate,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,"Subject:Crop Science\nEducation Level:Undergraduate\nQuestion:Which of the following is a primary macronutrient essential for plant growth?\nA) Iron\nB) Magnesium\nC) Nitrogen\nD) Zinc\n. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","```json\n{\n    ""Answer"": ""C) Nitrogen""\n}\n```","[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]",question_seed42/train source; dev/test question overlap forbidden; source answer reference only
b96_056,syn_504611b977350699,0b4fef6d1de8acdc6f9cf358588a587cf8e78faf,train,results_merge.jsonl,3980,c704daf936433b064b6ac838c48f647752e9e2be,e66d891d7d0defa945233202ea19916191f104e6,"问题：分析1960年代美国民权运动的主要原因和影响。请特别关注不同社会团体的角色以及运动带来的政策变革。
学生的答案：1960年代美国民权运动的主要原因包括种族歧视和社会不平等的长期存在，尤其是黑人群体在寻求平等权利方面所面临的困难。同时，经济因素和国际压力在一定程度上也推动了运动的发展。不同社会团体在这场运动中发挥了不同的角色。黑人社区的领袖如马丁·路德·金和马尔科姆·X在运动的组织、宣传及思想引领上起到了关键作用。大学生和其他年轻人也不可忽视，他们通过示威、罢课等活动积极参与。运动带来了显著的政策变革，例如1964年的《民权法案》和1965年的《选民权利法案》，这些法律有效地终结了法律上的种族隔离制度，使得黑人在投票权和教育、就业方面的平等权利得到了保障。总体来说，民权运动使得美国社会的公平性及多元化大为提升。
请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",3,3,zh,Basic Factual Accuracy,overconfident_wrong,overconfident_wrong,5,5,Automatic Grading,History,Master,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,"问题：分析1960年代美国民权运动的主要原因和影响。请特别关注不同社会团体的角色以及运动带来的政策变革。\n学生的答案：1960年代美国民权运动的主要原因包括种族歧视和社会不平等的长期存在，尤其是黑人群体在寻求平等权利方面所面临的困难。同时，经济因素和国际压力在一定程度上也推动了运动的发展。不同社会团体在这场运动中发挥了不同的角色。黑人社区的领袖如马丁·路德·金和马尔科姆·X在运动的组织、宣传及思想引领上起到了关键作用。大学生和其他年轻人也不可忽视，他们通过示威、罢课等活动积极参与。运动带来了显著的政策变革，例如1964年的《民权法案》和1965年的《选民权利法案》，这些法律有效地终结了法律上的种族隔离制度，使得黑人在投票权和教育、就业方面的平等权利得到了保障。总体来说，民权运动使得美国社会的公平性及多元化大为提升。\n请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json\n{\n  ""评分"": 8,\n  ""评分细节"": {\n    ""内容完整性"": 4,\n    ""分析深度"": 3,\n    ""语言表达"": 1\n  },\n  ""个性化反馈"": ""你的答案很好地概述了1960年代美国民权运动的主要原因和影响，特别是对不同社会团体的角色和政策变革的分析。然而，可以进一步深化对经济因素和国际压力的具体影响的分析，以及这些因素如何与种族歧视和社会不平等相互作用。此外，可以提及更多具体的政策变革及其长期影响，以增强答案的深度和广度。""\n}\n```","[""5分： 所有涉及的客观事实（定义、公式、日期、名词、代码语法等）完全准确无误。"", ""4分： 绝大部分事实准确，可能存在个别极其微小的、非关键性的笔误或疏漏。"", ""3分： 大部分事实准确，但存在少量明显的事实错误，需要核查。"", ""2分： 包含较多或关键性的事实错误，信息不可靠。"", ""1分： 充斥着大量事实错误，信息完全错误或误导。""]",question_seed42/train source; dev/test question overlap forbidden; source answer reference only
b96_057,syn_afae2bcd82728031,0b0d3c82292e8d3242c48804bf755fd31505d240,train,results_merge.jsonl,1789,b8341c9d33cad1b053ba0bafa03c407e4791c4da,ba111cabc2ab4168103caa78487f5daaac70b2f3,"Question: Explain how Porter's Five Forces framework can be used to analyze the competitive environment of an industry.

Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or detail not affecting validity."", ""3: Basic accuracy in subject knowledge, but somewhat surface-level or lacking rigor; some confusion or omissions of non-core concepts."", ""2: Significant errors or major omission in subject-specific content; lacks professionalism."", ""1: Serious domain errors; completely incorrect or misleading; does not meet any professional standards.""]",1,1,en,Domain Knowledge Accuracy,factual_error,factual_error,5,5,Idea Provision,Business Administration,Undergraduate,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,"Question: Explain how Porter's Five Forces framework can be used to analyze the competitive environment of an industry.\n\nPlease provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","```json\n{\n  ""Reasoning Provided"": {\n    ""Understanding the Framework"": ""Recalling that Porter's Five Forces include Threat of New Entrants, Supplier Power, Buyer Power, Threat of Substitutes, and Industry Rivalry, and that each force must be dissected to evaluate its impact on competition."",\n    ""Analyzing Each Force"": {\n      ""Threat of New Entrants"": ""Considering factors like barriers to entry (e.g., capital, regulations, brand loyalty) and how low barriers increase competitive pressure."",\n      ""Supplier Power"": ""Evaluating supplier concentration, uniqueness of inputs, and switching costs to determine if suppliers can dictate terms or prices."",\n      ""Buyer Power"": ""Assessing bu...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or detail not affecting validity."", ""3: Basic accuracy in subject knowledge, but somewhat surface-level or lacking rigor; some confusion or omissions of non-core concepts."", ""2: Significant errors or major omission in subject-specific content; lacks professionalism."", ""1: Serious domain errors; completely incorrect or misleading; does not meet any professional standards.""]",question_seed42/train source; dev/test question overlap forbidden; source answer reference only
b96_058,syn_b21164107c163c3e,0284805df66b2a4fdfe8be98139ba1385f7021bc,train,results_merge.jsonl,5107,85c4c4f06a98174d52ae51ed006345fe8dc8f85b,da757c826ab76c367950884f6789920428e19333,"学科:体育教育学
学制级别:大学
知识点：运动学习与技能习得
问题类型：单选题
.请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",1,1,zh,Domain Knowledge Accuracy,rubric_violation,rubric_violation,5,5,Question Generation,Physical Education,Master,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,"学科:体育教育学\n学制级别:大学\n知识点：运动学习与技能习得\n问题类型：单选题\n.请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","```json\n{\n  ""问题"": ""在运动学习与技能习得过程中，哪一个因素被认为对初学者掌握新技能最为关键？"",\n  ""选项"": [\n    ""A. 使用高级训练设备"",\n    ""B. 明确的目标设定"",\n    ""C. 高强度的体能训练"",\n    ""D. 与其他高水平运动员竞争""\n  ],\n  ""答案"": ""B. 明确的目标设定"",\n  ""提供的思路"": ""在体育教育学中，对于初学者而言，明确具体的学习目标能够帮助他们更好地理解和专注于需要掌握的技能。虽然使用高级训练设备、进行高强度体能训练以及与高水平运动员竞争都有其价值，但对于技能的初步学习来说，理解并设定可达成的目标是更为基础且重要的一步。这有助于提高学习效率，并保持学习者的积极性和动力。""\n}\n```","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",question_seed42/train source; dev/test question overlap forbidden; source answer reference only
b96_059,syn_09253e14970139e6,0ed4d5521c230dd8da2c8c8210bd7750d7b43dee,train,results_merge.jsonl,2482,e2b4ff890c3f248c79d4a3ec0079511a5a269c6d,db473c2d20237e9d5f9087ab8bde0c638d1bf12a,"Knowledge Point: Advanced Recirculating Aquaculture Systems (RAS) Design and Management
Based on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or detail not affecting validity."", ""3: Basic accuracy in subject knowledge, but somewhat surface-level or lacking rigor; some confusion or omissions of non-core concepts."", ""2: Significant errors or major omission in subject-specific content; lacks professionalism."", ""1: Serious domain errors; completely incorrect or misleading; does not meet any professional standards.""]",1,1,en,Domain Knowledge Accuracy,factual_error,factual_error,5,5,Teaching Material Generation,Aquaculture,Master,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,"Knowledge Point: Advanced Recirculating Aquaculture Systems (RAS) Design and Management\nBased on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","```json\n{\n  ""teaching_materials"": {\n    ""teaching_objectives"": [\n      ""Understand the fundamental principles and components of Advanced Recirculating Aquaculture Systems (RAS)."",\n      ""Develop skills to design RAS with a focus on water quality management, energy efficiency, and system scalability."",\n      ""Learn operational management strategies for RAS, including waste management, biofilter optimization, and disease control."",\n      ""Apply problem-solving techniques to address challenges in RAS implementation and sustainability.""\n    ],\n    ""key_points"": [\n      ""Core components of RAS: biofilters, oxygenation systems, UV sterilization, and automated monitoring."",\n      ""Des...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or detail not affecting validity."", ""3: Basic accuracy in subject knowledge, but somewhat surface-level or lacking rigor; some confusion or omissions of non-core concepts."", ""2: Significant errors or major omission in subject-specific content; lacks professionalism."", ""1: Serious domain errors; completely incorrect or misleading; does not meet any professional standards.""]",question_seed42/train source; dev/test question overlap forbidden; source answer reference only
b96_060,syn_eab74509411ddb5f,220cff12d7324592c00a7e3e61ab7b0d5a705dad,train,results_merge.jsonl,4258,8fab64f1090cd363036f72bb8f088eeaf4344ad1,c95b2af54c0d354d3ae8823c4f91936b3f0f2248,"知识点：量子力学中的波函数归一化
请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",2,2,zh,Domain Knowledge Accuracy,rubric_violation,rubric_violation,5,5,Teaching Material Generation,Physics,Master,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,"知识点：量子力学中的波函数归一化\n请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","```json\n{\n  ""教学素材"": {\n    ""教学目标"": [\n      ""理解波函数归一化的物理意义及其在量子力学中的必要性"",\n      ""掌握波函数归一化的数学处理方法（积分计算与归一化常数求解）"",\n      ""能够对简单量子系统的波函数进行归一化操作"",\n      ""建立概率幅概念与归一化条件的联系""\n    ],\n    ""重点难点"": {\n      ""重点"": [\n        ""归一化条件的数学表达式 ∫|ψ(x)|²dx = 1"",\n        ""归一化常数的求解方法"",\n        ""概率密度与波函数模平方的关系""\n      ],\n      ""难点"": [\n        ""复数波函数的归一化处理（涉及复共轭运算）"",\n        ""无穷积分上下限的处理技巧"",\n        ""三维空间波函数的球坐标积分转换"",\n        ""非平方可积波函数的特殊处理（如平面波）""\n      ]\n    },\n    ""课堂活动设计"": [\n      {\n        ""环节"": ""概念导入"",\n        ""内容"": [\n          ""通过经典概率分布类比引出量子概率幅概念"",\n          ""展示未归一化波函数的概率密度分布问题"",\n          ""提问：为什么薛定谔方程的解需要额外归一化？""\n        ],\n        ""时间"": 10\n      },\n      {\n        ""环节"": ""理论推导"",\...","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",question_seed42/train source; dev/test question overlap forbidden; source answer reference only
b96_061,syn_0cefcfbf9c371f9f,13b1101f81c98a8404f89b78c0e199cc987d97c1,train,results_merge.jsonl,1318,77549e9a87652e35c3eb0c10ff7c6e47a57e0ceb,5e525e5f8d511f411147806d099f4d4864abf4b3,"Subject:Public Administration
Education Level:PhD
Knowledge Point:Public administration at the PhD level often involves understanding complex governance structures, policy analysis, and the implementation of public policies in various political and economic contexts.
Question Type:Multiple Choice
.Generate a corresponding question based on subject, education level, knowledge point, and question type. Return ""Question"" and ""Provided Reasoning"" in JSON format.","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or detail not affecting validity."", ""3: Basic accuracy in subject knowledge, but somewhat surface-level or lacking rigor; some confusion or omissions of non-core concepts."", ""2: Significant errors or major omission in subject-specific content; lacks professionalism."", ""1: Serious domain errors; completely incorrect or misleading; does not meet any professional standards.""]",2,2,en,Domain Knowledge Accuracy,factual_error,factual_error,5,5,Question Generation,Public Administration,PhD,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,"Subject:Public Administration\nEducation Level:PhD\nKnowledge Point:Public administration at the PhD level often involves understanding complex governance structures, policy analysis, and the implementation of public policies in various political and economic contexts.\nQuestion Type:Multiple Choice\n.Generate a corresponding question based on subject, education level, knowledge point, and question type. Return ""Question"" and ""Provided Reasoning"" in JSON format.","```json\n{\n  ""Question"": ""At the PhD level in Public Administration, which of the following is most crucial for analyzing and implementing public policies effectively?"",\n  ""ProvidedReasoning"": ""This question tests the candidate's understanding of the core aspects of public administration at the doctoral level, focusing on their ability to apply knowledge of governance structures and policy analysis in practical scenarios.""\n}\n```","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or detail not affecting validity."", ""3: Basic accuracy in subject knowledge, but somewhat surface-level or lacking rigor; some confusion or omissions of non-core concepts."", ""2: Significant errors or major omission in subject-specific content; lacks professionalism."", ""1: Serious domain errors; completely incorrect or misleading; does not meet any professional standards.""]",question_seed42/train source; dev/test question overlap forbidden; source answer reference only
b96_062,syn_2e332d4542524c50,22f59a100fc8e49fb89d9d23011b57c673f1785a,train,results_merge.jsonl,4969,80c997dc9bc9becf50e310e86fb5550097076469,55124f1c31c633e7834b59252b1f1c03246ac0fc,"学科:数学
学制级别:小学
知识点：简单的加法运算
问题类型：单选题
.请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",2,2,zh,Domain Knowledge Accuracy,rubric_violation,rubric_violation,5,5,Question Generation,Mathematics,High School,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,"学科:数学\n学制级别:小学\n知识点：简单的加法运算\n问题类型：单选题\n.请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","```json\n{\n  ""问题"": ""小明有3个苹果，妈妈又给了他2个苹果，请问现在小明一共有多少个苹果？"",\n  ""选项"": {\n    ""A"": ""4个"",\n    ""B"": ""5个"",\n    ""C"": ""6个"",\n    ""D"": ""7个""\n  },\n  ""正确答案"": ""B"",\n  ""提供的思路"": ""这是一道简单的加法运算题。题目中提到小明原本有3个苹果，后来妈妈又给了他2个苹果。要找出小明现在总共有多少个苹果，只需要将这两个数字相加即可：3 + 2 = 5。因此，正确答案是B选项，即5个苹果。""\n}\n```","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",question_seed42/train source; dev/test question overlap forbidden; source answer reference only
b96_063,syn_3187b2c67a067d7d,1b77949cd2eccb76aa313e9b2e003f5a9eb2caff,train,results_merge.jsonl,2727,cf0e05444342b05701ff29112942cd664a17fda4,a49a969d5c405a47ac98fa10a11cea145034244c,"Knowledge Point: The Influence of Surrealism on Modern Literature
Based on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or detail not affecting validity."", ""3: Basic accuracy in subject knowledge, but somewhat surface-level or lacking rigor; some confusion or omissions of non-core concepts."", ""2: Significant errors or major omission in subject-specific content; lacks professionalism."", ""1: Serious domain errors; completely incorrect or misleading; does not meet any professional standards.""]",2,2,en,Domain Knowledge Accuracy,factual_error,factual_error,5,5,Teaching Material Generation,Literature and Art,Master,True,True,True,exact_metric_language,False,False,False,False,False,False,False,False,False,False,LOW,"Knowledge Point: The Influence of Surrealism on Modern Literature\nBased on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","```json\n{\n  ""TeachingMaterials"": {\n    ""teachingObjectives"": [\n      ""Understand the core principles of Surrealism and its historical context."",\n      ""Analyze how Surrealist techniques (e.g., automatism, dream imagery) influenced narrative structures and themes in modern literature."",\n      ""Evaluate the lasting impact of Surrealism on contemporary authors and literary movements."",\n      ""Encourage creative writing exercises inspired by Surrealist methods.""\n    ],\n    ""keyPoints"": [\n      ""Definition and origins of Surrealism (e.g., André Breton's manifesto, influence of Freudian psychoanalysis)."",\n      ""Key Surrealist techniques: automatic writing, juxtaposition of incongruo...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or detail not affecting validity."", ""3: Basic accuracy in subject knowledge, but somewhat surface-level or lacking rigor; some confusion or omissions of non-core concepts."", ""2: Significant errors or major omission in subject-specific content; lacks professionalism."", ""1: Serious domain errors; completely incorrect or misleading; does not meet any professional standards.""]",question_seed42/train source; dev/test question overlap forbidden; source answer reference only
