variant,stratum_type,stratum_value,n,MAE,expected_score_MAE,Signed_Bias,abs_Signed_Bias,Exact_Match,Kendall_tau,QWK,Bin_Agreement,low_n,low_to_high_count,low_to_high_rate,high_n,high_to_low_count,high_to_low_rate,label1_recall,pred_count_1,label2_recall,pred_count_2,label3_recall,pred_count_3,label4_recall,pred_count_4,label5_recall,pred_count_5,human_CE,human_Brier,human_RPS
v2_deterministic_checklist,original_label,3,251,1.0637450199203187,0.9937658283372481,1.0637450199203187,1.0637450199203187,0.14741035856573706,nan,0.0,0.14741035856573706,0,0,nan,0,0,nan,nan,0,nan,0,0.14741035856573706,37,nan,161,nan,53,2.4499440509315433,0.7838786384858779,0.1480245147524582
v2_deterministic_checklist,original_label,4,946,0.31606765327695563,0.3409302282484896,0.2357293868921776,0.2357293868921776,0.6849894291754757,nan,0.0,0.9608879492600423,0,0,nan,946,1,0.0010570824524312897,nan,0,nan,1,nan,36,0.6849894291754757,648,nan,261,0.9884871138715396,0.2654173635965462,0.037922199111212536
v2_deterministic_checklist,original_label,5,1381,0.2657494569152788,0.3525210347824474,-0.2657494569152788,0.2657494569152788,0.7480086893555394,nan,0.0,0.9905865314989138,0,0,nan,1381,3,0.002172338884866039,nan,3,nan,0,nan,10,nan,335,0.7480086893555394,1033,0.7055015005887388,0.21264951536834603,0.03181184276218951
v2_deterministic_checklist,human_entropy_band,zero,1169,0.40034217279726264,0.458914735106092,0.12660393498716851,0.12660393498716851,0.7057313943541489,0.49855564774623723,0.3501867938846229,0.8785286569717707,53,48,0.9056603773584906,1031,3,0.002909796314258002,0.0,3,0.0,0,0.11764705882352941,26,0.7441077441077442,434,0.8092643051771117,706,0.951558696240653,0.4129620845233287,0.07781194501147375
v2_deterministic_checklist,human_entropy_band,low,1485,0.44646464646464645,0.48068808580373495,0.1164983164983165,0.1164983164983165,0.6013468013468013,0.3893152053106508,0.36624848799386434,0.8666666666666667,23,20,0.8695652173913043,1296,1,0.0007716049382716049,0.0,0,0.0,1,0.16265060240963855,65,0.6579352850539292,748,0.678516228748068,671,1.274565866733826,0.24554909347050688,0.045234627290169624
v3_rubric_bridge,language,en,1341,0.4250559284116331,0.4774290888912238,0.14914243102162567,0.14914243102162567,0.6651752423564504,0.40097630269600837,0.3205188671242778,0.8814317673378076,46,40,0.8695652173913043,1198,2,0.001669449081803005,0.0,2,0.0,2,0.08247422680412371,36,0.5725806451612904,428,0.8123486682808717,873,1.1612915238805788,0.3067557308963804,0.05967280635809672
v3_rubric_bridge,language,zh,1313,0.43183549124143183,0.46526488701508306,0.12261995430312261,0.12261995430312261,0.623000761614623,0.4566582383507347,0.3848860566515968,0.8453922315308454,30,27,0.9,1129,0,0.0,0.0,0,0.0,0,0.11688311688311688,58,0.7160278745644599,709,0.7009009009009008,546,1.1253433432150954,0.33506874940094383,0.059528529377603646
v3_rubric_bridge,metric_group,Factual & Reasoning Accuracy,788,0.4796954314720812,0.517120416594021,0.19796954314720813,0.19796954314720813,0.6586294416243654,0.33164736298859987,0.1871830455782254,0.8730964467005076,33,33,1.0,701,2,0.0028530670470756064,0.0,2,0.0,0,0.037037037037037035,15,0.5306122448979592,229,0.8178217821782178,542,1.1908324540337305,0.34908761083534523,0.07513324587407762
v3_rubric_bridge,metric_group,Pedagogical Application,714,0.47058823529411764,0.5055746839512061,0.1092436974789916,0.1092436974789916,0.5784313725490197,0.4417342137392585,0.4245202183226715,0.788515406162465,24,16,0.6666666666666666,574,0,0.0,0.0,0,0.0,2,0.14655172413793102,53,0.7576687116564417,443,0.6008064516129032,216,1.231275260866557,0.34887287792743216,0.06012167516425331
v3_rubric_bridge,metric_group,Scenario Adaptability,1152,0.3671875,0.4189704793721228,0.11024305555555555,0.11024305555555555,0.6753472222222222,0.46148604076000443,0.4100103754080111,0.9036458333333334,19,18,0.9473684210526315,1052,0,0.0,0.0,0,0.0,0,0.08641975308641975,26,0.6438679245283019,465,0.7929936305732485,661,1.0567371815347006,0.28396565183771433,0.048654790436589636
v3_rubric_bridge,original_label,1,24,3.5416666666666665,3.3544027722048213,3.5416666666666665,3.5416666666666665,0.0,nan,0.0,0.0,24,24,1.0,0,0,nan,0.0,0,nan,0,nan,0,nan,11,nan,13,5.868342338692218,1.5036515696876147,0.7531835609183792
v3_rubric_bridge,original_label,2,52,2.173076923076923,2.1938682927139745,2.173076923076923,2.173076923076923,0.0,nan,0.0,0.0,52,43,0.8269230769230769,0,0,nan,nan,0,0.0,0,nan,9,nan,25,nan,18,6.555340440247917,1.3789280245255857,0.46510453058218193
v3_rubric_bridge,original_label,3,251,1.1035856573705178,1.0203264985160494,1.0876494023904382,1.0876494023904382,0.10358565737051793,nan,0.0,0.10358565737051793,0,0,nan,0,0,nan,nan,0,nan,2,0.10358565737051793,26,nan,171,nan,52,2.5623449500463997,0.7976855315519855,0.1511547835463873
v3_rubric_bridge,original_label,4,946,0.3403805496828753,0.34433155722216097,0.24312896405919662,0.24312896405919662,0.6596194503171248,nan,0.0,0.9513742071881607,0,0,nan,946,0,0.0,nan,0,nan,0,nan,46,0.6596194503171248,624,nan,276,1.0122553672143186,0.27761465012411096,0.03905914263240736
v3_rubric_bridge,original_label,5,1381,0.24619840695148443,0.3437355415207821,-0.24619840695148443,0.24619840695148443,0.7675597393193339,nan,0.0,0.9891383055756698,0,0,nan,1381,2,0.001448225923244026,nan,2,nan,0,nan,13,nan,306,0.7675597393193339,1060,0.6896507344658795,0.20323698820470307,0.029710754341988523
v3_rubric_bridge,human_entropy_band,zero,1169,0.40034217279726264,0.45450615640582787,0.14713430282292558,0.14713430282292558,0.7159965782720273,0.4943941876925365,0.33492675908972,0.8674080410607357,53,48,0.9056603773584906,1031,2,0.0019398642095053346,0.0,2,0.0,2,0.08235294117647059,34,0.7205387205387206,392,0.8392370572207084,739,0.9438124625553694,0.40692427483814175,0.0771677858012643
v3_rubric_bridge,human_entropy_band,low,1485,0.4505050505050505,0.48471886061651337,0.12727272727272726,0.12727272727272726,0.5878787878787879,0.40238233907135984,0.3862575686824882,0.8606060606060606,23,19,0.8260869565217391,1296,0,0.0,0.0,0,0.0,0,0.1144578313253012,60,0.6317411402157165,745,0.6862442040185471,680,1.3007077268943095,0.2529361789964294,0.045773098180015716
v4_shuffled_compiled_rubric,language,en,1341,0.45563012677106635,0.5072829612834184,0.18419090231170768,0.18419090231170768,0.6383296047725578,0.3188158993069061,0.2587709606078903,0.8926174496644296,46,42,0.9130434782608695,1198,1,0.0008347245409015025,0.0,1,0.0,2,0.10309278350515463,24,0.5026881720430108,409,0.7978208232445521,905,1.1496784687823633,0.3143573857360395,0.06199299197517385
v4_shuffled_compiled_rubric,language,zh,1313,0.45773038842345776,0.4927243753701599,0.1210967250571211,0.1210967250571211,0.6031987814166032,0.40504990078771547,0.3505589855539514,0.8507235338918507,30,28,0.9333333333333333,1129,0,0.0,0.0,0,0.0,0,0.13636363636363635,56,0.7038327526132404,715,0.6612612612612613,542,1.1674300317850275,0.36953634597911666,0.06499049371792492
v4_shuffled_compiled_rubric,metric_group,Factual & Reasoning Accuracy,788,0.4987309644670051,0.5555239508581814,0.2398477157360406,0.2398477157360406,0.6408629441624365,0.2618921302505784,0.16222682390378584,0.883248730964467,33,32,0.9696969696969697,701,1,0.0014265335235378032,0.0,1,0.0,1,0.037037037037037035,9,0.45918367346938777,209,0.8178217821782178,568,1.219778926250633,0.3717171536254238,0.08000607266134771
v4_shuffled_compiled_rubric,metric_group,Pedagogical Application,714,0.4943977591036415,0.5320147120222334,0.13865546218487396,0.13865546218487396,0.5644257703081232,0.3929748544345351,0.37794848195216346,0.8067226890756303,24,19,0.7916666666666666,574,0,0.0,0.0,0,0.0,0,0.19827586206896552,49,0.7300613496932515,436,0.5725806451612904,229,1.2443551184923591,0.3691266978329844,0.06428441539313923
v4_shuffled_compiled_rubric,metric_group,Scenario Adaptability,1152,0.4045138888888889,0.4423630019808702,0.10243055555555555,0.10243055555555555,0.6423611111111112,0.3907052574457683,0.3456634397653532,0.9045138888888888,19,19,1.0,1052,0,0.0,0.0,0,0.0,1,0.07407407407407407,22,0.6202830188679245,479,0.75,650,1.063280477327992,0.30406675107033365,0.0516677627105036
v4_shuffled_compiled_rubric,original_label,1,24,3.4583333333333335,3.4620861185948684,3.4583333333333335,3.4583333333333335,0.0,nan,0.0,0.0,24,23,0.9583333333333334,0,0,nan,0.0,0,nan,0,nan,1,nan,11,nan,12,7.127425650965029,1.61982092988016,0.8002161684356749
v4_shuffled_compiled_rubric,original_label,2,52,2.326923076923077,2.232287489606532,2.326923076923077,2.326923076923077,0.0,nan,0.0,0.0,52,47,0.9038461538461539,0,0,nan,nan,0,0.0,0,nan,5,nan,25,nan,22,6.195070375030241,1.3926728995313182,0.47554664859483203
v4_shuffled_compiled_rubric,original_label,3,251,1.1354581673306774,1.0755427463347889,1.1195219123505975,1.1195219123505975,0.12350597609561753,nan,0.0,0.12350597609561753,0,0,nan,0,0,nan,nan,0,nan,2,0.12350597609561753,31,nan,153,nan,65,2.5816119169275185,0.8480440576064892,0.16367916107030986
v4_shuffled_compiled_rubric,original_label,4,946,0.3752642706131078,0.3569006547740905,0.3054968287526427,0.3054968287526427,0.6247357293868921,nan,0.0,0.9651162790697675,0,0,nan,946,0,0.0,nan,0,nan,0,nan,33,0.6247357293868921,591,nan,322,1.02259369312754,0.2987222261049767,0.04180109972665847
v4_shuffled_compiled_rubric,original_label,5,1381,0.2664735698769008,0.376868422078165,-0.2664735698769008,0.2664735698769008,0.7429398986241854,nan,0.0,0.9920347574221579,0,0,nan,1381,1,0.000724112961622013,nan,1,nan,0,nan,10,nan,344,0.7429398986241854,1026,0.699489035770237,0.2172407669046488,0.031791598081744685
v4_shuffled_compiled_rubric,human_entropy_band,zero,1169,0.4354148845166809,0.4915418132158955,0.15483319076133448,0.15483319076133448,0.679213002566296,0.4261829934155035,0.29226399538241243,0.8708297690333618,53,49,0.9245283018867925,1031,1,0.0009699321047526673,0.0,1,0.0,0,0.07058823529411765,28,0.6632996632996633,405,0.8051771117166212,735,1.0161313871375461,0.4551041415215103,0.08454453505631127
v4_shuffled_compiled_rubric,human_entropy_band,low,1485,0.4734006734006734,0.5068021389176445,0.15151515151515152,0.15151515151515152,0.5750841750841751,0.3487831217770032,0.3412909111094854,0.8727272727272727,23,21,0.9130434782608695,1296,0,0.0,0.0,0,0.0,2,0.15060240963855423,52,0.6070878274268104,719,0.6723338485316847,712,1.270502940610841,0.25234864316765226,0.04689061212761998
v5_human_soft_logit_adjustment,language,en,1341,0.6621923937360179,0.7840673440441259,-0.2162565249813572,0.2162565249813572,0.5846383296047726,0.3155394807328232,0.19379117691546244,0.7897091722595079,46,38,0.8260869565217391,1198,110,0.09181969949916527,0.2,45,0.05555555555555555,80,0.16494845360824742,69,0.5483870967741935,446,0.6779661016949152,701,1.1997945679883018,0.3607062453331595,0.09403636936261202
v5_human_soft_logit_adjustment,language,zh,1313,0.6877380045696877,0.768017212058022,-0.3511043412033511,0.3511043412033511,0.5415079969535415,0.35263368568413644,0.2607417407785926,0.7296268088347296,30,12,0.4,1129,104,0.09211691762621789,0.5714285714285714,86,0.125,43,0.33116883116883117,187,0.6062717770034843,600,0.5441441441441441,397,1.2488608723927823,0.39981659968920313,0.09783171004113826
v5_human_soft_logit_adjustment,metric_group,Factual & Reasoning Accuracy,788,0.8121827411167513,0.9528831781990471,-0.35279187817258884,0.35279187817258884,0.5545685279187818,0.26083196642973566,0.18061916996229976,0.7411167512690355,33,20,0.6060606060606061,701,90,0.12838801711840228,0.45,64,0.07692307692307693,43,0.09259259259259259,50,0.46938775510204084,216,0.6534653465346535,415,1.2772853160386959,0.42775533521456977,0.12313932031793802
v5_human_soft_logit_adjustment,metric_group,Pedagogical Application,714,0.6722689075630253,0.7070135013063751,-0.22408963585434175,0.22408963585434175,0.5140056022408963,0.3172513846668764,0.25439822949299795,0.6918767507002801,24,16,0.6666666666666666,574,44,0.07665505226480836,0.0,21,0.09523809523809523,35,0.3448275862068966,124,0.6134969325153374,356,0.5040322580645161,178,1.3116917625649258,0.39831968583734045,0.0891030715906437
v5_human_soft_logit_adjustment,metric_group,Scenario Adaptability,1152,0.5824652777777778,0.6980567043765232,-0.2717013888888889,0.2717013888888889,0.5998263888888888,0.3983120517765014,0.26904681945039544,0.8151041666666666,19,14,0.7368421052631579,1052,80,0.07604562737642585,1.0,46,0.05555555555555555,45,0.2716049382716049,82,0.6132075471698113,474,0.6480891719745223,505,1.1333594562623146,0.3361066063773859,0.08151252523699867
v5_human_soft_logit_adjustment,original_label,1,24,1.9166666666666667,2.038722778911809,1.9166666666666667,1.9166666666666667,0.4166666666666667,nan,0.0,0.4166666666666667,24,11,0.4583333333333333,0,0,nan,0.4166666666666667,10,nan,0,nan,3,nan,4,nan,7,2.001895469026357,0.742286483718849,0.3522725676561695
v5_human_soft_logit_adjustment,original_label,2,52,2.0,1.7183983118548685,1.9230769230769231,1.9230769230769231,0.07692307692307693,nan,0.0,0.11538461538461539,52,39,0.75,0,0,nan,nan,2,0.07692307692307693,4,nan,7,nan,22,nan,17,2.93971093988537,1.0530476636705264,0.32453811633797025
v5_human_soft_logit_adjustment,original_label,3,251,0.9402390438247012,0.5761569526799736,0.6772908366533864,0.6772908366533864,0.26693227091633465,nan,0.0,0.26693227091633465,0,0,nan,0,0,nan,nan,9,nan,15,0.26693227091633465,67,nan,117,nan,43,1.7968589462164486,0.5967855228272091,0.09922077252194511
v5_human_soft_logit_adjustment,original_label,4,946,0.5634249471458774,0.5598546941341267,-0.20613107822410148,0.20613107822410148,0.5835095137420718,nan,0.0,0.7621564482029598,0,0,nan,946,97,0.10253699788583509,nan,42,nan,55,nan,128,0.5835095137420718,552,nan,169,1.2315435751917856,0.3455585780097536,0.0762845718786186
v5_human_soft_logit_adjustment,original_label,5,1381,0.6314265025343954,0.9031983440343677,-0.6314265025343954,0.6314265025343954,0.6241853729181752,nan,0.0,0.8783490224475018,0,0,nan,1381,117,0.08472121650977553,nan,68,nan,49,nan,51,nan,351,0.6241853729181752,862,1.036724520899063,0.3326584614313645,0.09569562927282645
v5_human_soft_logit_adjustment,human_entropy_band,zero,1169,0.6526946107784432,0.7973480056711278,-0.25919589392643283,0.25919589392643283,0.6107784431137725,0.39371163318241154,0.25979217930470055,0.7690333618477331,53,36,0.6792452830188679,1031,88,0.08535402521823472,0.45,65,0.06060606060606061,42,0.15294117647058825,87,0.6094276094276094,389,0.6934604904632152,586,1.037529774750653,0.5157691040450025,0.11885828757744868
v5_human_soft_logit_adjustment,human_entropy_band,low,1485,0.6922558922558922,0.7594216088658635,-0.30168350168350166,0.30168350168350166,0.5259259259259259,0.3062344514551111,0.21779666917721252,0.7528619528619529,23,14,0.6086956521739131,1296,126,0.09722222222222222,0.25,66,0.10526315789473684,81,0.3253012048192771,169,0.5716486902927581,657,0.5455950540958269,512,1.3709134912057388,0.2732203284546012,0.07785216728703014
