b0_expected,b0_logit_1,b0_logit_2,b0_logit_3,b0_logit_4,b0_logit_5,b0_margin_4_vs_3_5,b0_pred_label_5,b0_prob_1,b0_prob_2,b0_prob_3,b0_prob_4,b0_prob_5,gold_label_5,human_pattern,m1_expected,m1_logit_1,m1_logit_2,m1_logit_3,m1_logit_4,m1_logit_5,m1_margin_4_vs_3_5,m1_pred_label_5,m1_prob_1,m1_prob_2,m1_prob_3,m1_prob_4,m1_prob_5,record_id
4.869309992995113,-5.8125,-2.53125,-2.875,0.07177734375,2.28125,-2.20947265625,5,0.0002717566676437855,0.0072311763651669025,0.005127672106027603,0.09765385091304779,0.8897154927253723,5,"[4,5,5]",4.333732287865132,-3.21875,-2.859375,-1.8984375,2.140625,1.6015625,0.5390625,4,0.0029173833318054676,0.00417895894497633,0.01092440914362669,0.6202124953269958,0.3617667555809021,31ddb0af3c79f9c9c0ea1a2a3c0ded51ef379a33
3.111592133602244,-4.375,-2.796875,4.5,2.40625,-1.890625,-2.09375,3,0.0001242243015440181,0.0006019736756570637,0.8883212804794312,0.10946265608072281,0.001489899237640202,3,"[3,3,4]",3.620587381941732,-5.28125,-2.71875,1.984375,2.484375,-2.796875,0.5,4,0.0002621663152240217,0.003399824257940054,0.37497103214263916,0.618222713470459,0.0031443233601748943,3557ed1ee664ae19b5204230b201f09d7d6c6f28
4.4905385376007985,-9.0,-3.296875,-1.5390625,4.84375,4.8125,0.03125,4,4.931756052428682e-07,0.00014785543316975236,0.000857522536534816,0.5073010921478271,0.49169307947158813,4,"[4,4,4]",4.724449642602849,-6.75,-3.921875,-0.73046875,2.203125,3.296875,-1.09375,5,3.2005267712520435e-05,0.0005413281032815576,0.013166511431336403,0.24746528267860413,0.7387948632240295,3cae0ae34b70c8de674869ccd9eec264ea00debb
3.4968597432452952,-5.71875,-4.6875,2.609375,2.59375,-3.5625,-0.015625,3,0.00012157198216300458,0.0003409570490475744,0.5031439065933228,0.4953433573246002,0.001050221617333591,3,"[3,3,4]",3.5283716375706717,-4.4375,-2.859375,1.65625,1.7421875,-2.03125,0.0859375,4,0.0010606040013954043,0.005139539949595928,0.4699322581291199,0.5121031403541565,0.011764523573219776,438430497203689a1378c7acfa21d3ee1b69265d
4.051122441633197,-8.0625,-2.796875,-2.25,2.75,0.08837890625,2.66162109375,4,1.864528894657269e-05,0.003609117353335023,0.006235995329916477,0.9255037903785706,0.06463248282670975,4,"[4,4,5]",4.477754796935187,-6.9375,-3.453125,-2.1875,1.546875,1.5625,-0.015625,5,0.00010098431812366471,0.0032922951504588127,0.01167220063507557,0.48861992359161377,0.4963145852088928,455976a512f0622bda9444eddb98f610dd5fac3c
4.115899900090881,-6.40625,-4.15625,-0.51171875,1.4453125,0.3046875,1.140625,4,0.000265631009824574,0.0025202366523444653,0.09643644094467163,0.6826043128967285,0.21817344427108765,4,"[4,4,5]",3.600740812951699,-4.65625,-2.6875,0.98046875,0.80859375,-0.51171875,-0.171875,3,0.0017005952540785074,0.012179184705018997,0.4770861566066742,0.40174680948257446,0.10728722810745239,45dfea08968f5e998b1226788face0caae23baa3
3.275108180917414,-5.625,-4.90625,6.09375,5.125,-6.0,-0.96875,3,5.900139967707219e-06,1.210630034620408e-05,0.7248543500900269,0.2751236855983734,4.0551026359025855e-06,3,"[3,3,4]",3.543086534104077,-5.3125,-2.40625,1.90625,2.0625,-1.9296875,0.15625,4,0.0003323235723655671,0.006077562924474478,0.45354920625686646,0.5302527546882629,0.0097880894318223,507f5c36797a84ee4697677a771c8769e4277e4e
4.732731546435389,-3.8125,-5.09375,-5.5625,1.5390625,2.578125,-1.0390625,5,0.001236677635461092,0.0003434129757806659,0.00021490234939847142,0.2608618438243866,0.7373431921005249,5,"[5,5,5]",4.086233789101243,-1.6328125,-3.453125,-1.625,0.671875,0.140625,0.53125,4,0.055303819477558136,0.00895784329622984,0.05573757365345955,0.554202139377594,0.3257986009120941,5f6fbb495321622aac4f63ae92336dc247b6db31
4.951460301541374,-5.28125,-0.58984375,-2.78125,-4.09375,3.609375,-7.703125,5,0.00013533585297409445,0.014752469025552273,0.0016487282700836658,0.00044374921708367765,0.9830197691917419,5,"[5,5,5]",3.2345637071412057,-5.65625,-0.455078125,-0.26171875,-0.9765625,-0.94921875,-0.71484375,3,0.0016099351923912764,0.292178750038147,0.3545059561729431,0.1734486073255539,0.1782567948102951,648ef96647864dcd47815ba4eae29223ae945b3c
3.169379145700077,-5.15625,-1.375,3.859375,2.28125,-2.15625,-1.578125,3,0.00010005859803641215,0.004389655310660601,0.8235511779785156,0.16994939744472504,0.002009730553254485,3,"[3,3,4]",3.474779046373442,-4.625,-0.6953125,0.32421875,0.498046875,-1.015625,0.173828125,4,0.002514175372198224,0.1279490739107132,0.3546614348888397,0.42199426889419556,0.09288106858730316,6d6d7c0804dadf69770e701c2afaab62b7ab99ac
4.215862311870296,-3.390625,-8.625,-1.96875,2.109375,0.96484375,1.14453125,4,0.003051148494705558,1.626309494895395e-05,0.012646658346056938,0.7465913891792297,0.2376946210861206,4,"[4,4,5]",4.827249701382243,-4.75,-5.625,-1.9609375,2.109375,3.71875,-1.609375,5,0.00017439799557905644,7.269989873748273e-05,0.0028367163613438606,0.1661614179611206,0.830754816532135,6e766cce5c89f09513f5424c3f7410a805d5b4e7
3.7629089167458005,-4.90625,-1.1796875,0.2177734375,1.8046875,-2.875,1.5869140625,4,0.0009619917836971581,0.03995736688375473,0.1616242229938507,0.7901225686073303,0.007333849556744099,4,"[3,4,4]",3.4573668581433594,-5.0,-1.7578125,0.01806640625,-0.06982421875,-1.9140625,-0.087890625,3,0.0029585775919258595,0.07570892572402954,0.44709673523902893,0.40947845578193665,0.06475728005170822,73b0def860788f82000fccfc4ee0145e88816361
4.078392392684691,-7.6875,-4.5625,0.87890625,3.953125,1.984375,1.96875,4,7.420478141284548e-06,0.00016888930986169726,0.038973987102508545,0.8431233167648315,0.1177263930439949,4,"[4,4,4]",4.4960455156324315,-6.9375,-3.984375,-0.953125,1.90625,2.0625,-0.15625,5,6.471922824857756e-05,0.0012403926812112331,0.02570480667054653,0.448564738035202,0.5244253277778625,75431093d37f54c965f5974fc636d08f008cdd80
4.1459832158870995,-3.53125,-4.0,-3.03125,1.421875,-0.07568359375,1.49755859375,4,0.005663554184138775,0.003544161794707179,0.009337622672319412,0.8020545840263367,0.1794000267982483,4,"[4,4,5]",4.885125488042831,-4.875,-4.21875,-2.75,1.0234375,3.140625,-2.1171875,5,0.00029380060732364655,0.0005663154879584908,0.0024599621538072824,0.10708078742027283,0.8895992040634155,7794ee2b6d9b5567e3a7ad6b4457fa02a51206c3
4.495091237680754,-6.96875,-2.984375,-1.6171875,0.8671875,1.15625,-0.2890625,5,0.00016198362573049963,0.008706893771886826,0.03416844457387924,0.4098033905029297,0.5471593141555786,5,"[4,5,5]",4.331960527662886,-6.34375,-2.90625,-0.46875,1.84375,1.5234375,0.3203125,4,0.00015165141667239368,0.004717737436294556,0.05399164929986,0.545296311378479,0.39584264159202576,80fbd39ccc3c22ddfbff72d4142abe4f77546388
3.901423204370076,-6.34375,-1.21875,-1.0,1.375,-0.76953125,2.14453125,4,0.00034576249890960753,0.05814830958843231,0.07236674427986145,0.7780157923698425,0.09112348407506943,4,"[4,4,5]",4.527746462343202,-7.25,-3.515625,-1.5234375,1.015625,1.375,-0.359375,5,0.00010196965740760788,0.004268638789653778,0.03129575401544571,0.396448016166687,0.5678855776786804,883c6a6b81ba5e245cd0caa9655b24b877f259d1
4.79861528868787,-3.265625,-3.859375,-2.921875,1.1328125,2.625,-1.4921875,5,0.002242567716166377,0.0012384634464979172,0.003162527456879616,0.18237389624118805,0.8109825253486633,5,"[4,5,5]",4.3166943858377635,-3.3125,-4.53125,-2.390625,1.3203125,0.75390625,0.56640625,4,0.006062101572751999,0.0017919538076967,0.015240121632814407,0.6232009530067444,0.3537048399448395,8bb8e1c41f03b8c3325dc80c73ac144883a7c84f
2.1453674072399735,-2.71875,2.78125,-0.16796875,-0.2490234375,-2.421875,-0.0810546875,2,0.0036808839067816734,0.9006825685501099,0.04717830568552017,0.04350515455007553,0.004953170195221901,2,"[2,2,2]",2.8726415066048503,-3.375,0.0390625,0.9140625,-0.96484375,-2.25,-1.87890625,3,0.008438643999397755,0.2564372718334198,0.6151610612869263,0.09397021681070328,0.025992853567004204,8f28634f559001ad29fab2c43154693a97781300
4.547256634275982,-6.53125,-4.0625,0.232421875,3.203125,3.53125,-0.328125,5,2.4263626983156428e-05,0.0002864970883820206,0.021007824689149857,0.4097708761692047,0.5689104795455933,5,"[4,5,5]",4.000601012667175,-5.8125,-3.828125,-0.470703125,1.921875,-0.3828125,2.3046875,4,0.00036619039019569755,0.002663851948454976,0.07649267464876175,0.8369573354721069,0.08351995050907135,8f57be48d0c3dfcdd0415568ec6006c150b83a58
4.6400756677212485,-7.21875,-5.3125,0.45703125,3.0625,3.8125,-0.75,5,1.0739026038208976e-05,7.22501499694772e-05,0.02314804494380951,0.3133682608604431,0.6634006500244141,5,"[5,5,5]",4.433185858833895,-6.65625,-4.5,-0.478515625,2.40625,2.3125,0.09375,4,5.8924029872287065e-05,0.0005090259946882725,0.028395425528287888,0.5082603096961975,0.4627762734889984,93afc53e13b54d9fa91a8118fbebd160ca15f5e8
3.6250362498685718,-4.15625,-5.3125,2.46875,2.859375,-0.439453125,0.390625,4,0.0005235454300418496,0.00016474089352414012,0.3945983946323395,0.5831786394119263,0.021534696221351624,4,"[4,4,5]",4.452836732874857,-5.75,-3.375,0.146484375,1.359375,1.8671875,-0.5078125,5,0.00027535113622434437,0.0029603035654872656,0.10016073286533356,0.336859792470932,0.5597438812255859,93c613cbbd85278ddbca0e30f4e3c9e9d5e6da51
3.7428475371561944,-2.671875,-3.234375,0.94140625,2.015625,-1.6875,1.07421875,4,0.006670452654361725,0.0038007094990462065,0.2473907470703125,0.7242870330810547,0.017851058393716812,4,"[4,4,4]",3.294403543230146,-3.234375,-1.609375,1.2734375,0.6328125,-3.15625,-0.640625,3,0.0068638622760772705,0.03485757112503052,0.622711181640625,0.32814574241638184,0.007421604823321104,940a3deb70d2fac5baa3622b72047087f649bd3f
4.083419647427036,-7.71875,-5.71875,-3.125,4.6875,2.296875,2.390625,4,3.7480631362996064e-06,2.769465027085971e-05,0.000370550318621099,0.9157413840293884,0.08385666459798813,4,"[4,4,5]",4.504754329493153,-6.28125,-3.6875,-1.171875,2.25,2.375,-0.125,5,9.093659173231572e-05,0.0012167179957032204,0.015056082978844643,0.4611194431781769,0.5225167870521545,a55f5cfdb617da562f56ecf8bbb54e6e0568d053
3.7373668611596855,-9.5625,-4.4375,4.6875,5.71875,-2.46875,1.03125,4,1.7017534048591187e-07,2.8619091608561575e-05,0.26278039813041687,0.7369858622550964,0.0002049618778983131,4,"[3,4,4]",3.4492872212140355,-5.4375,-2.109375,2.078125,1.796875,-1.2265625,-0.28125,3,0.0003012869565282017,0.008401689119637012,0.5533179640769958,0.41766631603240967,0.020312679931521416,a634240af118319993105ddf888d1a0762c30b96
4.056661841459572,-2.609375,-2.40625,-1.4453125,2.0625,0.158203125,1.904296875,4,0.007797504775226116,0.009553702548146248,0.024974772706627846,0.8335375189781189,0.12413650751113892,4,"[4,4,4]",4.526910830871202,-3.859375,-4.71875,-2.75,1.4921875,1.6796875,-0.1875,5,0.0021284164395183325,0.0009012282243929803,0.0064543429762125015,0.44896310567855835,0.5415529012680054,ac1bd2152468b8b76d3f260c3b14d33a886145a3
3.6583197358995676,-2.140625,-1.234375,-0.1650390625,1.1953125,-1.7890625,1.3603515625,4,0.024868277832865715,0.06154957786202431,0.17932124435901642,0.698915958404541,0.03534494712948799,4,"[4,4,4]",3.273671505972743,-3.09375,-1.109375,0.462890625,0.12451171875,-2.546875,-0.33837890625,3,0.014279132708907127,0.10387354344129562,0.5004160404205322,0.35675913095474243,0.02467212826013565,afdd75f2bf56301572749f3f92f92cf2e0117cf8
4.471908753011121,-7.0,-6.1875,-1.25,3.875,3.78125,0.09375,4,9.874941497400869e-06,2.2253525457927026e-05,0.0031026145443320274,0.5217795372009277,0.47508567571640015,4,"[4,4,5]",4.720856218084009,-6.65625,-4.59375,-0.8984375,2.6875,3.703125,-1.015625,5,2.309247247467283e-05,0.00018163635104428977,0.007312344387173653,0.2638818323612213,0.7286010980606079,afebe826dff01b86a3f93f7378252f3d5c0628f9
4.157533603470483,-8.3125,-5.3125,-3.046875,4.46875,2.796875,1.671875,4,2.3668737867410528e-06,4.7539931983919814e-05,0.00045814926852472126,0.8413979411125183,0.15809398889541626,4,"[4,4,5]",4.518458495180312,-7.5625,-4.09375,-1.671875,2.21875,2.359375,-0.140625,5,2.5997900593210943e-05,0.0008344441885128617,0.009401652961969376,0.4601306915283203,0.5296071767807007,b6886ed7f267a234c00d295e8dd60e450e72028b
3.873911404404268,-9.875,-5.59375,3.328125,5.25,-1.171875,1.921875,4,2.3515944747032336e-07,1.700926986814011e-05,0.12746965885162354,0.8710969686508179,0.001416059909388423,4,"[4,4,4]",3.486781963845715,-4.25,-2.90625,2.34375,2.265625,-1.828125,-0.078125,3,0.0007031203713268042,0.0026953360065817833,0.5136401057243347,0.47503942251205444,0.007922032848000526,c15259e0b7bfe6565e5d6a36174e954566446dbd
4.378437930718064,-2.09375,-1.8828125,-1.796875,0.609375,1.0078125,-0.3984375,5,0.02454623393714428,0.030310554429888725,0.033030569553375244,0.3663845360279083,0.5457281470298767,5,"[4,5,5]",3.9286627154797316,-2.796875,-1.625,-1.1015625,0.0576171875,-0.302734375,0.3603515625,4,0.02554061822593212,0.08244612067937851,0.13915418088436127,0.44352856278419495,0.30933061242103577,c4b8f6e88e5bf1faed1aa63e278546904e06287b
4.889365932438523,-2.875,-3.140625,-3.0625,1.875,4.03125,-2.15625,5,0.0008955150260590017,0.0006866151816211641,0.0007424080395139754,0.10350746661424637,0.8941680192947388,5,"[5,5,5]",3.8634967282414436,-1.390625,-1.5546875,-1.0,0.3203125,0.083984375,0.236328125,4,0.07558540254831314,0.06414850056171417,0.11170798540115356,0.4183007478713989,0.33025747537612915,c5b13d30d2331207da1cb7655b036ad44e7b7ed6
3.9762322836904787,-1.546875,-1.546875,-0.6015625,4.1875,-3.75,4.7890625,4,0.0031846764031797647,0.0031846764031797647,0.00819613877683878,0.985082745552063,0.0003517711884342134,4,"[4,4,4]",2.624597559683025,-3.6875,0.55078125,0.03955078125,-0.75,-3.34375,-0.78955078125,2,0.007568654604256153,0.5244219303131104,0.3145257830619812,0.14281003177165985,0.010673513635993004,c9b5e7d3155cca929c3e264da3981077bc617ca9
4.2383275647853225,-7.0,-6.5625,-2.3125,4.5625,3.40625,1.15625,4,7.2327939051319845e-06,1.1202369933016598e-05,0.0007853467832319438,0.7600392699241638,0.23915696144104004,4,"[4,4,5]",4.549838496022858,-6.03125,-4.875,-1.3046875,2.265625,2.546875,-0.28125,5,0.00010590377496555448,0.0003365614975336939,0.011957254260778427,0.4248136281967163,0.5627866387367249,ccfc6be1c3a3d5dee4dae8884d827e3e35f4e269
4.110645530952866,-7.71875,-6.21875,-1.8828125,5.5625,3.484375,2.078125,4,1.5155884511841577e-06,6.792396106902743e-06,0.0005189156509004533,0.8882902264595032,0.1111825555562973,4,"[4,4,4]",4.5632594616945426,-6.5625,-4.0625,-0.40234375,2.71875,3.09375,-0.375,5,3.7256952055031434e-05,0.0004538825887721032,0.01764124259352684,0.39994749426841736,0.5819201469421387,e4204dafac7d73c3b6edd7f41685804c49a25e79
4.984778037768137,-5.59375,-4.3125,-1.390625,2.796875,7.0,-4.203125,5,3.3423807508370373e-06,1.2036375665047672e-05,0.00022358873684424907,0.014725093729794025,0.9850358963012695,5,"[5,5,5]",4.306432819925249,-3.703125,-3.515625,-0.9375,1.59375,1.140625,0.453125,4,0.002900640945881605,0.003498840844258666,0.04608818516135216,0.5792919993400574,0.36822038888931274,e5ae33c506ff1b2be4a3b127c5a5b3ad32fe6474
4.364742870497139,-6.46875,-3.734375,-2.796875,2.8125,2.28125,0.53125,4,5.847523789270781e-05,0.0009005253668874502,0.0022995721083134413,0.627722442150116,0.3690189719200134,4,"[4,4,4]",4.576087160152383,-6.34375,-4.3125,-1.4375,1.640625,2.078125,-0.4375,5,0.0001311661908403039,0.000999959884211421,0.017724713310599327,0.3849390149116516,0.5962051749229431,e6b0f079c59a04f666856004dcb5c6d561c08ab6
4.753008429179317,-5.25,-2.5,-1.203125,2.40625,3.609375,-1.203125,5,0.00010836868023034185,0.0016951715806499124,0.006200679577887058,0.2290714532136917,0.7629243731498718,5,"[5,5,5]",3.921131327515468,-5.03125,-1.9609375,-0.47265625,0.55859375,-0.396484375,0.955078125,4,0.002046264475211501,0.044094208627939224,0.1953142285346985,0.5477722883224487,0.21077296137809753,ed070d289ab078dac2d867deeadf1ac4bf59b67e
4.943079390970524,-3.609375,-1.796875,-1.109375,0.291015625,3.78125,-3.490234375,5,0.0005919089890085161,0.00362588232383132,0.0072109280154109,0.02925318107008934,0.9593180418014526,5,"[5,5,5]",3.2911366000771523,-2.0625,-1.4453125,-1.2578125,-0.50390625,-1.921875,0.75390625,4,0.09096837788820267,0.1686287373304367,0.20340508222579956,0.43229392170906067,0.10470396280288696,eebb6c2d0851b385f14d5f66295db77afd02c747
